associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,J. Mostacero,Peru,Cajamarca,Laderas al borde de carretera,M. J. Huft,Dalechampia aristolochiifolia,La Pucarilla,N/A,1986-10-14,N/A,Mix of Handwritten and Typed,DUPLICADOS F.240,1640,Cutervo,S. Leiva G. | F. Mejia C. | F. Pelaez | J. Guevara B.,no type status,J. Mostacero L. | S. Leiva G. | F. Mejia C. | F. Pelaez | J. Guevara B.,N/A,1992,2450 m.s.n.m,14-X-1986,Dalechampia aristolochiifolia Kuth,La Pucarilla (Socota-San Andres)
N/A,R. Spichiger,Peru,Loreto,"Bosque de terraza alta, suelo arenoso",unsure and check,Pourouma guianensis,Arboretum arbre 5/452,N/A,1986-04-10,N/A,Mix of Handwritten and Typed,N/A,3012,N/A,P.-A. Loizeau,no type status,"Spichiger, R. & P.-A. Loizeau",73°45'W-4°55'S,N/A,125 m,10-4-86,Pourouma guianensis ssp guianensis,Arboretum arbre 5/452
N/A,G. Klug,Peru,Loreto,forest,J. F. Macbride,Balsesia floribunda,Mishuyacu near Iquitos,N/A,1929-12-00,N/A,Typed,N/A,660,N/A,N/A,no type status,G. Klug,N/A,N/A,100 meters,Dec. 1929,Balsesia floribunda Benth. det. J. F. Macbride,Mishuyacu near Iquitos
N/A,T. R. Dudley,Peru,Ayacucho,"Parasitic, foliage yellowish-green, calyx bright orange, translucent pink, waxy in dense areas isolated, 40-50 feet high, in hepatic forest at timberline",J. Kuijt,Dendrophthora sp.,"eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana",N/A,1968-08-24,N/A,Typed,N/A,12063,La Mar,N/A,no type status,T. R. Dudley,c. 73°53'W 12°45'S,18 Dec. 1984,c. 3220 meters,24 Aug. 1968,Dendrophthora mesembryanthemifolia Ule,"eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana"
N/A,G. Klug,Peru,Loreto,forest,M. Vásquez Avila,Ficus trigona,Mishuyacu near Iquitos,N/A,1931-04-11,N/A,Mix of Handwritten and Typed,N/A,1595,N/A,N/A,no type status,G. Klug,N/A,Utrecht 1983,100 meters,April 11 1931,Ficus Llewelynii Standl,Mishuyacu near Iquitos
N/A,M. E. Mathias,Peru,Loreto,"Liana 2-3 inches in diameter ""Barbasco silvestre""",W. R. Anderson,Malpighiaceae,vicinity of Requena,N/A,1961-07-10,N/A,Typed,N/A,5576,N/A,D. Taylor,no type status,Mildred E. Mathias Dermot Taylor,N/A,1983,N/A,10 July 1961,Malpighiaceae But I cannot name it sterile not even to genus,vicinity of Requena
N/A,J. Schunke,Peru,Loreto,tall forest,D. R. Simpson,Paullinia bracteosa,Quebrada de Maquia,N/A,1964-12-17,N/A,Typed,N/A,6677,N/A,N/A,no type status,José Schunke Vigo,N/A,Apr. 1973,220 m,17 Dec 1964,Paullinia imberbis Radlk.,Quebrada de Maquia (Contamana)
N/A,L. Williams,Peru,Loreto,Forest of Pauris,N/A,Psychotria viridis,Alto Rio Itaya,1929-10-00,1929-09-00,N/A,Mix of Handwritten and Typed,270,3363,N/A,N/A,no type status,LLEWELYN WILLIAMS,N/A,N/A,145 m.,"SEPT.-OCT., 1929",Psychotria viridis R & P,Alto Rio Itaya
N/A,T. Plowman,Peru,Cajamarca,Dry scrub forest on steep slopes,P. Fryxell,Abutilon mollissimum,"Road from Pucará to Chamaya, 21 kilometers east of Pucará, along Río Huancabamba",N/A,1986-07-12,N/A,Typed,No. 14242,14242,Jaén,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,no type status,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",N/A,1987,700 m,12 July 1986,Abutilon mollissimum (Cav.) Sweet,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba"
N/A,M. Chanco,Peru,Cajamarca,N/A,N/A,Abutilon sp.,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,2003-04-14,N/A,Typed,N/A,s.n.,N/A,M. McMahon | L. Hufford,no type status,Magda Chanco with Michelle McMahon and Larry Hufford,S7° 10.554' W78° 49.665',N/A,3614 feet elevation,14 April 2003,Abutilon sp.,Chilete-San Pablo road about 15 km from Chilete
N/A,M. Ríos,Peru,Loreto,"Bosque de Planicie Inundable de aguas blancas. Arbol 7 m, flores amarillas y los botones son de color beige (beige)",N/A,Andira macrothyrsa,"Quebrada Yanayacu-Rio Blanco, Campamento Wiswincho del inventario rapido number 27, de la region Tapiche-Blanco",N/A,2014-10-13,N/A,Typed,N/A,4399,Requena,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,no type status,"Marcos Ríos 4399 Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp","05°48'33.5""S 73°51'53.8""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,"Prov. Requena, Dtto. de Soplin. Quebrada Yanayacu-Rio Blanco. Campamento Wiswincho del inventario rapido #27, de la region Tapiche-Blanco"
N/A,M. Ríos,Peru,Loreto,Bosque de Planicie Inundable de aguas blancas Árbol 7 m flores amarillas y los botones son de color beige (beige),N/A,Andira macrothyrsa,Quebrada Yanayacu-Río Blanco Campamento Wiswincho del inventario rápido #27 de la región Tapiche-Blanco,N/A,2014-10-13,N/A,Typed,N/A,4399,Requena,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,no type status,Marcos Ríos Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,"05°48'33.5""S 73°51'53.3""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,Quebrada Yanayacu-Río Blanco Campamento Wiswincho del inventario rápido #27 de la región Tapiche-Blanco
N/A,Y. Mexia,Peru,Huanuco,Forested slope above road,W. Trelease,Piper callosum,Near confluence Rio Cayumba with Huallaga,N/A,1936-10-09,N/A,Typed,N/A,8265,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,805 m,"Oct. 9, 1936",Piper callosum Ruiz & Pavon,Near confluence Rio Cayumba with Huallaga
N/A,Y. Mexia,Peru,Loreto,Dense forest,W. Trelease,Piper callosum,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,N/A,1931-11-24,N/A,Typed,N/A,6157,N/A,N/A,No type status,Ynes Mexia,N/A,N/A,200 m.,"Nov. 24, 1931",Piper callosum Ruiz & Pav.,Above Pongo de Manseriche Right bank of mouth of Rio Santiago
N/A,D. R. Simpson,Peru,Tumbes,"Vine clambering over shrubs; corolla pale lavender, open in the morning sun, closed on this cloudy afternoon when collected. Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub.",D. Simpson,Ipomoea carnea,Along the road about 10 kilometers northwest of El Caucho,N/A,1968-01-04,Pampas de Hospital,Typed,N/A,565,Tumbes,J. Schunke V.,no type status,Donald R. Simpson & José Schunke V.,N/A,Jan. 1969,N/A,"January 4, 1968",Ipomoea carnea Jacq.,Along the road about 10 km. northwest of El Caucho
N/A,T. Plowman,Peru,Huánuco,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,P. MacDonald,Ipomoea carnea,8 kilometers northeast of Huánuco on road to Tingo María,N/A,1981-12-06,N/A,Typed,N/A,11105,Huánuco,P. M. Rury,no type status,T. Plowman & P. M. Rury,"Approx. 9°52'S., 76°11'W.",1983,1750 m.,6 December 1981,Ipomoea carnea Jacq.,8 km. northeast of Huánuco on road to Tingo María
N/A,R. B. Foster,Peru,Loreto,Terrestrial in white sand scrub bracts bright red-pink flowers white Forested hills on white or brown sand soils,E. J. Gouda,Aechmea corymbosa,Callicebus Biological Res 4km S of Mishana,N/A,1978-08-19,N/A,Typed,N/A,4240,Maynas,N/A,no type status,Robin B. Foster,N/A,2018-02-05,N/A,"Aug. 19, 1978",Aechmea,Rio Nanay Caseria Mishana 30km SW of Iquitos
N/A,J. Farfán,Peru,Cusco,"Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde.",T. B. Croat,Anthurium clavigerum,Chuaniquiri camino a Riobamba,N/A,2006-10-23,N/A,Typed,N/A,1262,La Convención,L. Valenzuela | I. Huamantup a | A. Carazas | W. Argandoña,no type status,"J. Farfán, L. Valenzuela, I. Huamantup a, A. Carazas, W. Argandoña 1262","12°47'15""S 073°10'10""W",2008,1009 m,23 Octubre 2006,Anthurium clavigerum Poepp.,"Dist. Vilcabamba, Chuaniquiri camino a Riobamba, Bosque secundario"
N/A,T. B. Croat,Peru,Loreto,Sandy area,N/A,Agave americana,Sandy area 12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,N/A,1972-07-18,N/A,Typed,N/A,18210,N/A,N/A,no type status,Thomas B. Croat,N/A,N/A,N/A,"July 18, 1972",Agave americana L.,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha
N/A,T. R. Dudley,Peru,Cuzco,Common terrestrial type with bright green foliage and purplish-black and glossy petioles saxatile on almost vertical rock faces in full sun on old open landslide just above the cloud forest at c. 2825 m one of the commonest colonizers of landslide,A. R. Smith,Thelypteris dudleyi,between camp 4 and 5 almost to Camp 5,N/A,1968-07-04,N/A,Typed,65658,10783,La Convencion,N/A,Isotype,T. R. Dudley,12° 37'; 73° 32',Date 1989,c. 2825 m,4 July 1968,Thelypteris dudleyi A. R. Smith,between camp 4&5; almost to Camp 5
N/A,S. Knapp,Panama,Colón,Tropical wet forest,Robert G. Stolze,Trichipteris pinnata,"Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",N/A,1982-07-04,N/A,Typed,1932768,5881,N/A,N/A,Isotype,S. Knapp,"9°25'N, 79°37'W",1984,500-550 m,4 July 1982,TRICHIPTERIS PINNATA Stolze,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway"
N/A,J. Dorantes,Mexico,Veracruz,Bosque caducifolio suelo rojo arcilloso muy abundante helecho perenne veg. riparia,M. Palacios-Rios,Woodwardia spinulosa,Lito del Gato,N/A,1972-01-01,N/A,Typed,P005051,455,Jalapa,N/A,no type status,COL. J. DORANTES,MAPA 38.5 29.0,"September, 2000",TAM: 1.30 M.,01/01/1972,Woodwardia spinulosa Mart. & Gal.,Lito del Gato
N/A,A. Monteagudo,Peru,Pasco,Bosque ribereño,H. van der Werff,Blechnum occidentalis,Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación,N/A,2003-04-10,N/A,Typed,N/A,4909,Oxapampa,C. Mateo | G. Ortiz,no type status,"A. Monteagudo, C. Mateo, G. Ortiz",10°15'S 75°13'W,2005,1100-1250m,10 Abril 2003,Blechnum occidentalis L.,Distrito Pozuzo Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación
N/A,Y. Mexia,Peru,Cuzco,"Common scattered ""Raqui-raqui""",Copeland,Adiantum pulverulentum,upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest,N/A,1936-05-14,N/A,Typed,N/A,8066,La Convencion,N/A,no type status,Ynes Mexia,N/A,N/A,about 1800 m.,"May 14, 1936",Adiantum pulverulentum L.,upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest
Liquidambar styraciflua | Quercus | Alnus,J. I. Calzada,Mexico,Veracruz,Bosque Caducifolio Muy húmedo,R. G. Stolze,Diplazium francois,Ranchería de Coatititlán,N/A,1980-01-11,N/A,Typed,N/A,5759,Xico,N/A,no type status,J.I. Calzada,19° 29' N 97° 04' W,1983,1820 m s n m,11-enero-1980,Diplazium francois Liebm.,Ranchería de Coatititlán
N/A,A. Molina,Honduras,Francisco Morazán,Bosque lluvioso,A. R. Smith,Thelypteris rudis,North of the Mount Uyuca roads Tatumbla Lebranza and Quebrada El Trandillo on the Mount Uyuca,N/A,1948-11-04,N/A,Typed,N/A,1427,N/A,N/A,no type status,Antonio Molina R.,at about Longitude 87 W and Latitude 14 N,1974,1800 m,"Nov. 4, 1948",Thelypteris piloso-hispida (Hook) Morton,Helecho arboreo Bosque lluvioso norte de la Mt Uyuca caminos Tatumbla Lebranza y Quebrada El Trandillo sobre la Mt Uyuca
N/A,B. León,Peru,Cuzco,"Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",R. G. Stolze,Thelypteris aucholora,"Bosque de Nubes, Río La Unión",N/A,1991-09-10,N/A,Typed,N/A,2911,Paucartambo,N. Huapaya,no type status,B. León & N. Huapaya,N/A,1992,1700-1800 m,10 setiembre 1991,Thelypteris aucholora (Sod.) Reed,"Bosque de Nubes, Río La Unión. En ladera."
N/A,L. O. Williams,Nicaragua,Matagalpa,Epiphyte on mossy tree,R. Stolze,Grammitis blepharodes,"Disparate de Potter, Santa María de Ostuma, Cordillera Central de Nicaragua",N/A,1965-01-15,N/A,Typed,N/A,27621,N/A,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,no type status,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski",N/A,1965,1600 m,"January 15, 1965",Polypodium blepharodes Maxon,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua"
N/A,K. Young,Peru,Cuzco,"Cocoa, coffee, yuca, mangoes, bananas, corn crops grown. Fern. Terrestrial; 1 m tall.",A. R. Smith,Thelypteris cheilanthoides,Just east of Quillabamba. Finca Chichima,N/A,1981-04-20,N/A,Typed,N/A,265,La Convencion,M. Eisenberg,no type status,Ken Young & Mark Eisenberg 265,N/A,1989,1300-1400 m.,20 April 1981,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,"Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown."
N/A,T. G. Lammers,United States,Illinois,Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,Dryopteris carthusiana,"Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",N/A,1998-05-09,N/A,Typed,N/A,10674,Cook,N/A,no type status,Thomas G. Lammers,N/A,N/A,N/A,9 May 1998,Dryopteris carthusiana (Vill.) H.P. Fuchs,"Palos Twp. Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83"
N/A,L. O. Williams,El Salvador,Santa Ana,Epífita. Bosque abierto de Montaña,A. Molina,Polypodium montigenum,Montecristo,N/A,1963-05-22,N/A,Typed,N/A,12562,N/A,A. Molina R. | A. R. Molina,no type status,Louis O. Williams | Antonio Molina R. | Albertina R. Molina,N/A,N/A,2000 m,"Mayo 22, 1963",Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo
Cheilanthes mollis | Gomphrena decumbens,M. O. Dillon,Chile,Antofagasta,Terrestrial growing in rock crevices,unsure and check,Notholaena mollis,Cerro Perales approximately 5 kilometers east of Taltal,N/A,1987-12-21,N/A,Typed,N/A,5376,Antofagasta,N/A,no type status,M. O. Dillon,25° 25' S 70° 25' W,N/A,600-850 m,21 Dec 1987,Notholaena mollis Kunze,Cerro Perales ca. 5 km E of Taltal
N/A,R. M. Tryon,Peru,Ancash,damp shaded rocks,A. R. Smith,Thelypteris rufa,"Road from Huaras to Cusma, west valley",N/A,1963-10-23,N/A,Typed,N/A,6566,N/A,A. F. Tryon,no type status,Rolla M. & Alice F. Tryon,N/A,"1979, 1989",2800 m.,23 October 1963,Thelypteris lindigii (C.Chr.) Alston,"Road from Huaras to Cusma, west valley"
N/A,E. P. Killip,Peru,Loreto,Dense forest,A. R. Smith,Thelypteris pennata,"Soledad, on Rio Itaya",1929-09-29,1929-09-22,N/A,Typed,N/A,2974,N/A,A. C. Smith,no type status,E. P. Killip | A. C. Smith,N/A,1989,about 110 meters,"September 22-29, 1929",Dryopteris megalodus (Schk.) Urban,"Soledad, on Rio Itaya"
N/A,F. P. Killip,Peru,Loreto,dense forest,A. R. Smith,Thelypteris pennata,on Rio Itaya,N/A,1929-09-18,San Antonio,Mix of Handwritten and Typed,N/A,24937,N/A,A. C. Smith,no type status,F. P. Killip | A. C. Smith,N/A,Date 1989,about 110 meters,"September 18, 1929",Dryopteris megalodus (Schk.) Urban,on Rio Itaya
N/A,J. F. Macbride,Peru,N/A,Sunny dirt ledges of the grass shrub formation,A. R. Smith,Dryopteris pavoniana,[precise locality unknown],1922-07-22,1922-07-08,Mito,Typed,N/A,1622,N/A,N. Featherstone,no type status,Macbride & Featherstone,N/A,1979,About 9000 ft,"JULY 8-22, 1922",Dryopteris pavoniana (Kze) C Chr,Sunny dirt ledges of the grass shrub formation
N/A,J. J. Wurdack,Peru,Amazonas,"On banks, locally frequent",D. B. Lellinger | A. R. Smith,Thelypteris pavoniana,Upper slopes of Puma-urcu east-southeast of Chachapoyas,N/A,1962-06-01,N/A,Typed,N/A,705,Chachapoyas,N/A,no type status,J. J. Wurdack No. 705,N/A,"1966 | 1979, 1989",elev. 2700-3000 m,1 June 1962,Thelypteris (Thelypteris) pavoniana (Klotzsch),Upper slopes of Puma-urcu east-southeast of Chachapoyas
N/A,R. M. Tryon,Peru,Loreto,"In old banana planting. Fertile leaf, sterile pinnae, fertile pinnae.",A. R. Smith,Thelypteris opulenta,"Rio Itaya, 10 kilometers south of Iquitos",N/A,1956-08-13,N/A,Typed,N/A,5202,Maynas,A. F. Tryon,no type status,ROLLA M. TRYON & ALICE F. TRYON,N/A,1979,N/A,"Aug. 13, 1956",Thelypteris opulenta,"Rio Itaya, 10 km. s. of Iquitos"
N/A,L. O. Williams,Nicaragua,Matagalpa,Terrestrial on open bank,C. V. Morton | D. B. Lellinger,Lycopodium clavatum,"Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",1963-01-15,1963-01-08,N/A,Typed,N/A,23634,N/A,A. Molina R. | T. P. Williams,no type status,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",N/A,1964,1300-1500 meters,"January 8-15, 1963",Lycopodium clavatum L.,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa"
N/A,J. T. Atwood,Nicaragua,Granada,Lower cloud forest,M. R. McCarthy,Adiantum eximium,Volcan Mombacho near finca Cutirre,N/A,1977-02-08,N/A,Typed,N/A,77105,N/A,N/A,no type status,John T. Atwood Jr.,N/A,2012,N/A,8 Feb. 1977,Adiantum trapeziforme L.,Volcan Mombacho Lower cloud forest near finca Cutirre
N/A,H.,Mexico,Mexico,dry barranca,M. R. McCarthy,Adiantum exuberans,[precise locality unknown],N/A,1935-04-21,Pantoja,Typed,N/A,7644,N/A,N/A,no type status,H. et al.,N/A,2012,N/A,4-21-35,Adiantum trapeziforme L.,Pantoja
Conopharyngia holstii,R. A. Maas Geesteranus,Kenya,Nyanza,riparian-woodland along the river Itare,R. Faden,Asplenium sandersonii,South Western Mau Forest Reserve camp 8,N/A,1949-08-12,N/A,Typed,N/A,5744,Kericho,N/A,no type status,R. A. Maas Geesteranus,"lat. 0°36'30"" S. longe. 35°12'20"" E.",1976,1920 m s.m.,12-VIII-1949,Asplenium dregeanum Kze.,South Western Mau Forest Reserve camp 8
Quercus sp.,M. Véliz,Guatemala,Jalapa,"Helecho muy frecuente, con frondes compuestos, glaucos en el envés, creciendo dentro de bosque de Quercus sp.",M. Véliz,Lophosoria quadripinnata,"Aldea San Raymundo, río Manzanillos",N/A,2005-11-24,N/A,Typed,F04/2005,16199,N/A,J. M. Véliz | J. Charco | H. Sainz | J. Lopez | R. Esteban,no type status,"M. Véliz con J. M. Véliz, J. Charco, H. Sainz, J. Lopez y R. Esteban","14° 33' 43.7'' N, 90° 06' 19.7'' O",24/XI/2005,2308 msnm,24/XI/2005,Lophosoria quadripinnata (J.F. Gmel) C. Chr. var quadripinnata,"Aldea San Raymundo, río Manzanillos"
N/A,C. F. Millspaugh,Jamaica,N/A,N/A,N/A,Asplenium dentatum,Port Antonio,1899-02-06,1899-01-28,N/A,Typed,N/A,893,N/A,N/A,no type status,Chas. F. Millspaugh,N/A,N/A,N/A,Jan. 28-Feb. 6,Asplenium dentatum L.,Port Antonio
N/A,T. G. Yuncker,Jamaica,St. Andrew,Scrambling over side of cut,N/A,Lycopodium cernuum,along trail near Bellevue,N/A,1957-11-17,N/A,Typed,N/A,17429,N/A,N/A,no type status,Collector: T. G. Yuncker,N/A,N/A,3000-4000 ft.,"Nov. 17, 1957",Lycopodium cernuum L.,along trail near Bellevue
N/A,N. Carvalho,Equatorial Guinea,Bioco,Postrada. Forma pequeñas colonias dispersas.,J. Fernández Casas,Lycopodiella cernua,"Malabo - Basile, kilometer 13, near Basile, margins of the road",N/A,1986-07-25,N/A,Typed,N/A,2092,N/A,N/A,no type status,Carvalho,32NMK7808,1991,390 m,25-VII-1986,Lycopodiella cernua (L.) Pic.-Serm.,"Malabo - Basilé, km 13, cerca de Basilé, 32NMK7808, 390 m, márgenes de la carretera"
N/A,H. van der Werff,Australia,Queensland,Rainforest,H. van der Werff,Diplazium assimile,Boonjee logging area at base of Mount Bartle Frere,N/A,1990-06-12,N/A,Typed,N/A,11699,N/A,N/A,no type status,Henk van der Werff 11699,145°43'E 17°25'S,1991,N/A,12 June 1990,Diplazium assimile (Endl.) Bedd.,Boonjee logging area at base of Mt. Bartle Frere
N/A,M. Tagawa,Japan,Kagoshima,Wet rocky slope in densely wooded ravine,N/A,Diplazium amabile,"Western slope of Mount Hoyoshi, south of Kanoya City",N/A,1956-07-28,N/A,Typed,N/A,1150,N/A,K. Iwatsuki,no type status,M. Tagawa & K. Iwatsuki,N/A,N/A,N/A,"July 28, 1956",Diplazium amabile (Tag.) Tag.,"Loc. Kyushu. Pref. Kagoshima: western slope of Mt. Hoyoshi, south of Kanoya City."
N/A,W. Takeuchi,Papua New Guinea,New Ireland,Pristine subcloud forest dominated by bryophytic and fern growth,N/A,Blechnum ledermannii,Hans Meyer Range Site 4 on the expedition report,N/A,1994-02-05,N/A,Typed,OFCZ0683-A,9366,N/A,J. Wiakabu,no type status,W. Takeuchi & J. Wiakabu,4°25' S X 152°59' E,N/A,c. 1800 m,"February 5, 1994",Blechnum ledermannii Brause,Hans Meyer Range Site 4 on the expedition report
N/A,M. Tagawa,Japan,N/A,N/A,N/A,Dryopteris crassirhizoma,[precise locality unknown],N/A,1956-05-20,N/A,Typed,N/A,888,N/A,K. Iwatsuki,no type status,Tagawa & Iwatsuki,N/A,N/A,N/A,"May 20, 1956",Dryopteris crassirhizoma Nakai,N/A
N/A,J. Ohwi,Japan,Honshu,N/A,N/A,Polystichum tripteron,Jizmuji in Sagami,N/A,1951-04-00,N/A,Typed,NSM. No. 202,s.n.,N/A,N/A,no type status,J. Ohwi,N/A,N/A,N/A,April 1951,Polystichum tripteron Presl,Jizmuji in Sagami
,,,,,,,,,,,,,,,,,,,,,,,
N/A,R. B. Faden,Sri Lanka,North Western Province,Forest. Locally common.,D. B. Lellinger,Pyrossia lanceolata,Doluwa kanda Hill,N/A,1977-01-05,N/A,Typed,N/A,77/53,Kurunegala,A. J. Faden,no type status,R.B. & A.J. Faden,"7°37'N, 80°24'30""E",1979,600 m,5 Jan. 1977,Pyrossia lanceolata (L.) Farw.,Doluwa kanda Hill
N/A,A. N. Steward,China,Guizhou,Moist brushy slope soil black,N/A,Dryopteris bosquieri,Ta Ho Yen Fan Ching Shan,N/A,1931-09-04,N/A,Typed,N/A,344,N/A,C. Y. Chiao | H. C. Cheo,no type status,By Albert N. Steward C. Y. Chiao and H. C. Cheo,N/A,N/A,980 m,Sept. 4 1931,Dryopteris bosquieri Christ,Ta Ho Yen Fan Ching Shan
N/A,J. F. Barcelona,Philippines,Antique,Egata on shaded and moist areas,J. F. Barcelona,Selaginella philippina,[precise locality unknown],N/A,1989-11-00,Sibalom,Mix of Handwritten and Typed,190235 | 190135,48,N/A,N/A,no type status,Julie F. Barcelona,N/A,Nov. 1989,N/A,Nov. 1989,Selaginella cf. repanda,W. Visayas Panay I. Antique Prov. Sibalom
N/A,L. Fay,Liberia,N/A,On tree trunk about 10 feet from ground common in groves of rubber trees on trunks,N/A,Drynaria laurentii,Cuttington University College,N/A,1985-04-11,N/A,Typed,N/A,1206,N/A,A. Fay,no type status,Col. L. & A. Fay,N/A,N/A,250 m.,11 Apr 1985,Drynaria laurentii (Christ.) Hieron.,Cuttington University College
N/A,H. St. John,France,French Polynesia,on mossy tree limb,E. B. Copeland,Humata banksii,Northwest slope of Teape,N/A,1934-08-26,N/A,Typed,N/A,16662,N/A,N/A,no type status,H. St. John,N/A,N/A,350 meters,"Aug. 26, 1934",Humata banksii Alston,Northwest slope of Teape Teti woods
N/A,T. G. Yuncker,Jamaica,Portland,"On wet embankment along trail, rain forest",N/A,Selaginella plana,"John Crow Mountains, 1.5 to 2 miles southwest of Ecclesdown",N/A,1958-03-30,N/A,Typed,N/A,18561,N/A,N/A,no type status,T. G. Yuncker,N/A,N/A,1500-2500 ft.,"Mar. 30, 1958",Selaginella plana (Diev.) Hieron.,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown"
Lycopodium chamaecyparissus,A. Carestia,Italy,Piedmont,N/A,J. H. Wilce,Lycopodium complanatum,Salita alla Boscarola presso Scopello,N/A,1871-00-00,Scopello,Typed,N/A,851,Valsesia,N/A,no type status,A. Carestia,N/A,1962,N/A,1871,Lycopodium complanatum L.,Salita alla Boscarola presso Scopello in Valsesia
N/A,C. J. Chamberlain,New Zealand,N/A,N/A,N/A,Trichomanes reniforme,[precise locality unknown],N/A,1911-10-15,Ohakune,Typed,N/A,s.n.,N/A,N/A,no type status,C. J. Chamberlain,N/A,N/A,N/A,"Oct. 15, 1911",Trichomanes reniforme,Ohakune
N/A,R. L. Wilbur,Dominica,Saint Paul,Disturbed rainforest,R. G. Stolze,Cnemidaria grandifolia,Upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,N/A,1964-08-02,N/A,Typed,N/A,8185,N/A,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,no type status,R. L. Wilbur no. 8185 E. L. Dunn H. A. Hespenheide D. R. Wiseman,N/A,1971,N/A,2 August 1964,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé
N/A,R. B. Faden,Sri Lanka,Central,Shady moist bank near stream Local and uncommon,N/A,Thelypteris,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,N/A,1977-01-02,N/A,Typed,N/A,77/31,Nuwara Eliya,A. J. Faden,no type status,R.B. & A.J. Faden,6 59'N 80 45'E,N/A,ca 1980 m,2 Jan 1977,Thelypteris,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road
Cyathea dealbata | C. smithii | Phyllocladus | Podocarpus,H. K.,New Zealand,N/A,In humus unter Cyathea dealbata C. smithii Phyllocladus Podocarpus etc.,H. K.,Crucispora naucorioides,Kauaeranga Valley Coromandel Peninsula,N/A,1968-07-05,N/A,Typed,1017207,s.n.,N/A,N/A,Typus,H.K.,N/A,1971,N/A,5.VII.1968,Crucispora naucorioides HK. 1971 (Typus),Kauaeranga Valley Coromandel Peninsula N.Z.
N/A,R. Singer,Ecuador,Napo,Ad terram in hylaea,R. Singer,Hygrocybe dimorphobasiditata,Lago Agrio,N/A,1973-05-14,Lago Agrio,Typed,C0004426F,B 7463,N/A,N/A,Typus,Singer,N/A,N/A,N/A,14 V 1973,Hygrocybe dimorphobasiditata Sing.,Ecuador Napo Lago Agrio
