associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,J. Mostacero,Peru,Cajamarca,Ladera al borde de carretera,M. J. Huft,Dalechampia aristolochiifolia,La Pucarilla,N/A,1986-10-14,N/A,Typed,199382,1640,Cutervo,S. Leiva | F. Mejia | F. Pelaez | J. Guevara,no type status,J. Mostacero L. S. Leiva G. F. Mejia C. F. Pelaez J. Guevara B.,N/A,1992,2450 m.s.n.m.,14-X-1986,Dalechampia aristolochiifolia Kunth,La Pucarilla (Socota-San Andres)
N/A,R. Spichiger,Peru,Loreto,Bosque de terraza alta suelo arenoso,N/A,Pourouma guianensis,[precise locality unknown],N/A,1986-04-10,Jenaro Herrera,Mix of Handwritten and Typed,N° 2027582,3012,N/A,P.-A. Loizeau,no type status,"SPICHIGER, R. & P.-A. LOIZEAU",73°45'W-4°55'S,N/A,125 m,10-4-86,Pourouma guianensis ssp guianensis,Bosque de terraza alta suelo arenoso
N/A,G. Klug,Peru,Loreto,forest,H. F. Loomis,Balsesia floribunda,Mishuyacu near Iquitos,N/A,1929-12-00,N/A,Mix of Handwritten and Typed,613565,660,N/A,N/A,no type status,G. Klug,N/A,N/A,100 meters,Dec. 1929,Balsesia floribunda Benth.,Mishuyacu near Iquitos
N/A,T. R. Dudley,Peru,Ayacucho,Parasitic foliage yellowish-green calyx bright orange rare translucent pink waxy in dense areas isolated 40-50 feet high on hepatic forest at timberline,J. Kuijt,Dendrophthora sp.,eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayma and the Hacienda Luisiana,N/A,1968-08-24,N/A,Typed,1721727,12063,La Mar,N/A,no type status,T. R. Dudley,c. 73°54'W 12°45'S,18 Dec. 1984,c. 3220 meters,24 Aug. 1968,Dendrophthora mesembryanthemoides Urb.,eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel Ayma and the Hacienda Luisiana
N/A,G. Klug,Peru,Loreto,forest,M. Vásquez Avila,Ficus trigona,Mishuyacu near Iquitos,N/A,1931-04-11,N/A,Typed,873381,1595,N/A,N/A,no type status,G. Klug,N/A,1983,100 meters,April 11 1931,Ficus llewelynii Standl.,Mishuyacu near Iquitos
N/A,M. E. Mathias,Peru,Loreto,N/A,W. R. Anderson,Malpighiaceae,vicinity of Requena,N/A,1961-07-13,N/A,Typed,1733057,5576,N/A,D. Taylor,no type status,Mildred E. Mathias Dermot Taylor,N/A,1983,N/A,13 July 1961,Malpighiaceae,vicinity of Requena
N/A,J. Schunke,Peru,Loreto,tall forest,D. R. Simpson,Paullinia bracteosa,Quebrada de Maquia Contamana,N/A,1964-12-17,N/A,Mix of Handwritten and Typed,1717601,6677,N/A,N/A,no type status,José Schunke Vigo,N/A,Apr. 1973,220 m,17 Dec. 1964,Paullinia imberbis Radlk.,Quebrada de Maquia Contamana
N/A,L. Williams,Peru,Loreto,forest,unsure and check,Psychotria viridis,Panais Alto Rio Itaya,1929-10-00,1929-09-00,N/A,Typed,61.4121,3363,N/A,N/A,no type status,LLEWELYN WILLIAMS,N/A,N/A,ALT. 145 M.,"SEPT.-OCT., 1929",Psychotria viridis R & P,forest of Panais Alto Itaya
N/A,T. Plowman,Peru,Cajamarca,Dry scrub forest on steep slopes,P. Fryxell,Abutilon mollissimum,Road from Pucará to Chamaya 21 kilometers east of Pucará along Río Huancabamba,N/A,1986-07-12,N/A,Typed,1973380,14242,Jaén,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Pelaéz,no type status,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Pelaéz",N/A,1987,700 m.,12 July 1986,Abutilon mollissimum (Cav.) Sweet,Road from Pucará to Chamaya km. 21 east of Pucará along Río Huancabamba
N/A,M. Chanco,Peru,Cajamarca,N/A,N/A,Abutilon,Chilete-San Pablo road about 15 kilometers from Chilete,N/A,2003-04-14,N/A,Typed,2253555,s.n.,N/A,M. McMahon | L. Hufford,no type status,Magda Chanco with Michelle McMahon and Larry Hufford,S7° 10.554' W78° 49.665',N/A,3614 feet elevation,14 April 2003,Abutilon sp.,Chilete-San Pablo road about 15 km from Chilete
N/A,M. Ríos,Peru,Loreto,Bosque de Planicie Inundable de aguas blancas,unsure and check,Andira macrothyrsa,Campamento Wiswincho del inventario rapido number 27 de la region Tapiche-Blanco,N/A,2014-10-13,N/A,Typed,2318558,4399,Requena,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,no type status,Marcos Ríos 4399 Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,"05°48'33.5""S 73°51'53.8""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,Prov. Requena Dtto. de Soplin Quebrada Yanayacu-Rio Blanco Campamento Wiswincho del inventario rapido #27 de la region Tapiche-Blanco
N/A,M. Ríos,Peru,Loreto,Bosque de Planicie Inundable de aguas blancas Arbol 7 m flores amarillas y los botones son de color beige (beige),unsure and check,Andira macrothyrsa,Campamento Wiswincho del inventario rapido number 27 de la region Tapiche-Blanco,N/A,2014-10-13,N/A,Typed,2318557,4399,Requena,T. Mori | N. Pitman | L. Torres | C. Vriesendorp,no type status,Marcos Ríos 4399 Tony Mori Nigel Pitman Luis Torres Corine Vriesendorp,"05°48'33.5""S 73°51'53.3""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,Dtto de Soplin Quebrada Yanayacu-Rio Blanco Campamento Wiswincho del inventario rapido #27 de la region Tapiche-Blanco
N/A,Y. Mexia,Peru,Huanuco,Forested slope above road,W. Trelease,Piper callosum,Near confluence Rio Cayumba with Huallaga,N/A,1936-10-09,N/A,Typed,1066996,8265,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,805 m,"Oct. 9, 1936",Piper callosum Ruiz & Pavon,Near confluence Rio Cayumba with Huallaga
N/A,Y. Mexia,Peru,Loreto,Dense forest,N. L. Britton,Piper callosum,Above Pongo de Manseriche Right bank of mouth of Rio Santiago,N/A,1931-11-24,N/A,Typed,872277,6157,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,200 m.,"Nov. 24, 1931",Piper callosum Ruiz & Pav.,Above Pongo de Manseriche Right bank of mouth of Rio Santiago
N/A,D. R. Simpson,Peru,Tumbes,Vine clambering over shrubs corolla pale lavender open in the morning sun closed on this cloudy afternoon when collected Common from the dry deciduous forest zone downward into the very dry thorn-scrub,D. Simpson,Ipomoea carnea,Along the road about 10 kilometers northwest of El Caucho,N/A,1968-01-04,N/A,Typed,1837948,565,Pampas de Hospital,J. Schunke V.,no type status,Donald R. Simpson & José Schunke V.,N/A,Jan. 1969,N/A,"January 4, 1968",Ipomoea carnea Jacq.,Along the road about 10 km. northwest of El Caucho
N/A,T. Plowman,Peru,Huánuco,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,P. MacDonald,Ipomoea carnea,8 kilometers northeast of Huánuco on road to Tingo María,N/A,1981-12-06,N/A,Typed,1896900,11105,Huánuco,P. M. Rury,no type status,T. Plowman & P. M. Rury,Approx. 9°52'S. 76°11'W.,1983,1750 m.,6 December 1981,Ipomoea carnea Jacq.,8 km. northeast of Huánuco on road to Tingo María
N/A,R. B. Foster,Peru,Loreto,Terrestrial in white sand scrub bracts bright red-pink flowers white,E. J. Gouda,Aechmea corymbosa,Rio Nanay Caseria Mishana 30 kilometers southwest of Iquitos,N/A,1978-08-19,N/A,Typed,1852637,4240,Maynas,N/A,no type status,Robin B. Foster,N/A,2018-02-05,N/A,"Aug. 19, 1978",Aechmea,Rio Nanay Caseria Mishana 30km SW of Iquitos
N/A,J. Farfán,Peru,Cusco,"Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",T. B. Croat,Anthurium clavigerum,Chuanquiri camino a Riobamba,N/A,2006-10-23,N/A,Typed,2315782,1262,La Convención,L. Valenzuela | I. Huamantup a | A. Carazas | W. Argandoña,no type status,"J. Farfán, L. Valenzuela, I. Huamantup a, A. Carazas, W. Argandoña 1262","12°47'15""S 073°10'10""W",2008,1009 m,23 Octubre 2006,Anthurium clavigerum Poepp.,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario"
N/A,T. B. Croat,Peru,Loreto,Sandy area,N/A,Agave americana,Sandy area 12.5 kilometers southwest of Iquitos on road to Lago Quisto-cocha,N/A,1972-07-18,N/A,Typed,1759629,18210,N/A,N/A,no type status,Thomas B. Croat,N/A,N/A,N/A,"July 18, 1972",Agave americana L.,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha
N/A,T. R. Dudley,Peru,Cuzco,Common terrestrial type with bright green foliage and purplish-black and glossy petioles saxatile on almost vertical rock faces in full sun on old open landslide just above the cloud forest between camp 4 and 5 almost to Camp 5 at c. 2825 meters one of the commonest colonizers of landslide,A. R. Smith,Thelypteris dudleyi,[precise locality unknown],N/A,1968-07-04,N/A,Typed,65658,10783,La Convencion,N/A,Isotype,T. R. Dudley,12° 37' 73° 32',1989,c. 2825 m,4 July 1968,Thelypteris dudleyi A. R. Smith,Prov. La Convencion; Dept. Cuzco
N/A,S. Knapp,Panama,Colón,Tropical wet forest,Robert G. Stolze,Trichipteris pinnata,Santa Rita Ridge road 21 to 26 kilometers from Transisthmian Highway,N/A,1982-07-04,N/A,Typed,1932768,5881,N/A,N/A,Isotype,S. Knapp,9°25'N 79°37'W,1984,500-550 m,4 July 1982,TRICHIPTERIS PINNATA Stolze,Santa Rita Ridge road 21-26 km from Transisthmian Highway
N/A,J. Dorantes,Mexico,Veracruz,Bosque caducifolio suelo rojo arcilloso muy abundante helecho perenne veg. riparia,M. Palacios-Rios,Woodwardia spinulosa,Alto del Gato,N/A,1972-01-01,N/A,Typed,1736002,455,Jalapa,N/A,no type status,COL. J. DORANTES,MAPA 38.5 29.0,"September, 2000",TAM. 1.30 M.,01/01/1972,Woodwardia spinulosa Mart. & Gal.,Alto del Gato
N/A,A. Monteagudo,Peru,Pasco,Bosque ribereño Helecho terrestre adpreso a la roca soros marrones,H. van der Werff,Blechnum occidentalis,Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación,N/A,2003-04-10,N/A,Typed,2287355,4909,Oxapampa,C. Mateo | G. Ortiz,no type status,"A. Monteagudo, C. Mateo, G. Ortiz",10°15'S 75°13'W,2005,1100-1250m,10 Abril 2003,Blechnum occidentalis L.,Distrito Pozuzo Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar Zona de Recuperación Bosque ribereño
N/A,Y. Mexia,Peru,Cuzco,virgin forest Common scattered,E. B. Copeland,Adiantum pulverulentum,upper valley of Rio Sambray western affluent of Vilcanota along stream,N/A,1936-05-14,N/A,Typed,1005396,8066,La Convencion,N/A,no type status,Ynes Mexia,N/A,N/A,about 1800 m.,"May 14,1936",Adiantum pulverulentum L.,upper valley of Rio Sambray western affluent of Vilcanota along stream in virgin forest
Liquidambar styraciflua | Quercus sp. | Alnus sp.,J. I. Calzada,Mexico,Veracruz,Bosque Caducifolio Muy húmedo,R. G. Stolze,Diplazium francois,Ranchería de Coatititlán,N/A,1980-01-11,N/A,Typed,1894963,5759,Xico,N/A,no type status,J.I. Calzada,19° 29' N 97° 04' W,1983,1820 m.s.n.m.,11-enero-1980,Diplazium francois Liebm.,Ranchería de Coatititlán
N/A,A. Molina,Honduras,Morazán,Bosque lluvioso,A. R. Smith,Thelypteris rudis,"North of the Mt. Uyuca, Tatumbla, Lebranza and Quebrada El Granadillo, on the Mt. Uyuca",N/A,1948-11-04,N/A,Typed,1394536,1427,N/A,N/A,no type status,Antonio Molina R.,at about Longitude 87° W and Latitude 14° N,1974,1800 m,"Nov. 4, 1948",Thelypteris piloso-hispida (Hook) Morton,"Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Lebranza y Quebrada El Granadillo, sobre la Mt. Uyuca"
N/A,B. León,Peru,Cuzco,N/A,R. G. Stolze,Thelypteris euchlora,"Bosque de Nubes, Río La Unión",N/A,1991-09-10,N/A,Typed,2112158,2911,Paucartambo,K. Young | N. Huapaya,no type status,"B. León, K. Young & N. Huapaya",N/A,1992,1700-1800 m,10 setiembre 1991,Thelypteris euchlora (Sod.) Reed,"Bosque de Nubes, Río La Unión. En ladera"
N/A,L. O. Williams,Nicaragua,Matagalpa,Epiphyte on mossy tree,R. G. Stolze,Grammitis blepharodes,Disparate de Potter Santa María de Ostuma Cordillera Central de Nicaragua,N/A,1965-01-15,N/A,Typed,1626179,27621,N/A,A. Molina R. | T. P. Williams | D. N. Gibson | C. Laskowski,no type status,Louis O. Williams Antonio Molina R. Terua P. Williams Dorothy N. Gibson and Chester Laskowski,N/A,1979,1600 m,January 15 1965,Polypodium blepharodes Maxon,Montane rain forest or cloud forest Disparate de Potter Sta. María de Ostuma Cordillera Central de Nicaragua
N/A,K. Young,Peru,Cuzco,Cocoa coffee yuca mangoes bananas corn crops grown,A. R. Smith,Thelypteris cheilanthoides,Just east of Quillabamba Finca Chichima,N/A,1981-04-20,N/A,Typed,2038794,265,La Convencion,M. Eisenberg,no type status,Ken Young & Mark Eisenberg 265,N/A,1989,1300-1400 m,20 April 1981,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,Just east of Quillabamba Finca Chichima
N/A,T. G. Lammers,United States,Illinois,Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,Dryopteris carthusiana,Swallow Cliffs Woods Forest Preserve southwest of the junction of US Highway 45 and State Highway 83,N/A,1998-05-09,N/A,Typed,2228497,10674,Cook,N/A,no type status,Thomas G. Lammers,N/A,N/A,N/A,9 May 1998,Dryopteris carthusiana (Vill.) H.P. Fuchs,Palos Twp. Swallow Cliffs Woods Forest Preserve southwest of the jct. of US Hwy 45 and State Hwy 83
N/A,L. O. Williams,El Salvador,Santa Ana,Epífita Bosque abierto de Montaña,A. Molina,Polypodium montigenum,Montecristo,N/A,1963-05-22,N/A,Typed,1661895,12562,N/A,A. Molina R. | A. R. Molina,no type status,Louis O. Williams | Antonio Molina R. | Albertina R. Molina,N/A,N/A,2000 m,"Mayo 22, 1963",Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo
N/A,M. O. Dillon,Chile,Antofagasta,Terrestrial growing in rock crevices,unsure and check,Notholaena mollis,Cerro Perales approximately 5 kilometers east of Taltal,N/A,1987-12-21,N/A,Typed,Nº 2010984,5376,Antofagasta,N/A,no type status,M. O. Dillon 5376,25° 25' S 70° 25' W,N/A,600-850 m,21 Dec 1987,Notholaena mollis Kunze,Cerro Perales ca. 5 km E of Taltal
N/A,R. M. Tryon,Peru,Ancash,damp shaded rocks,A. R. Smith,Thelypteris rufa,"Road from Huaras to Cusma, west valley",N/A,1963-10-23,N/A,Typed,1833066,6566,N/A,A. F. Tryon,no type status,Rolla M. & Alice F. Tryon,N/A,"1979, 1989",2800 m.,23 October 1963,Thelypteris lindigii (C.Chr.) Alston,"Road from Huaras to Cusma, west valley"
N/A,E. P. Killip,Peru,Loreto,Dense forest,A. R. Smith,Thelypteris pennata,Soledad on Rio Itaya,1929-09-29,1929-09-22,N/A,Typed,1520668,2974,N/A,A. C. Smith,no type status,E. P. Killip A. C. Smith,N/A,1989,about 110 meters,"September 22-29, 1929",Dryopteris megalodus (Schk.) Urban,Soledad on Rio Itaya
N/A,F. P. Killip,Peru,Loreto,Dense forest,A. R. Smith,Thelypteris pennata,San Antonio on Rio Itaya,N/A,1929-09-18,N/A,Mix of Handwritten and Typed,1520607,24937,N/A,A. C. Smith,no type status,F. P. Killip & A. C. Smith,N/A,Date 1989,about 110 meters,"September 18, 1929",Dryopteris megalodus (Schk.) Urban,San Antonio on Rio Itaya
N/A,J. F. Macbride,Peru,Mito,Sunny dirt ledges of the grass-shrub formation,A. R. Smith,Thelypteris pavoniana,[precise locality unknown],1922-07-22,1922-07-08,N/A,Mix of Handwritten and Typed,518129,1622,N/A,J. Featherstone,no type status,Macbride & Featherstone,N/A,1979,About 9000 ft,"JULY 8-22, 1922",Dryopteris pavoniana (Klf) C Chr,Sunny dirt ledges of the grass-shrub formation
N/A,J. J. Wurdack,Peru,Amazonas,On banks locally frequent,A. R. Smith,Thelypteris pavoniana,Upper slopes of Puma-urcu east-southeast of Chachapoyas,N/A,1962-06-01,N/A,Typed,1647265,705,Chachapoyas,N/A,no type status,J. J. Wurdack No. 705,N/A,1979,elev. 2700-3000 m,1 June 1962,Thelypteris (Thelypteris) pavoniana (Klotzsch),Upper slopes of Puma-urcu east-southeast of Chachapoyas
N/A,R. M. Tryon,Peru,Loreto,In old banana planting,A. R. Smith,Thelypteris opulenta,"Rio Itaya, 10 kilometers south of Iquitos",N/A,1956-08-13,N/A,Typed,1587072,5202,Maynas,A. F. Tryon,no type status,ROLLA M. TRYON & ALICE F. TRYON,N/A,"1979, 1990",N/A,"Aug. 13, 1956",Thelypteris,"Rio Itaya, 10 km. s. of Iquitos"
N/A,L. O. Williams,Nicaragua,Matagalpa,Terrestrial on open bank,C. V. Morton | D. B. Lellinger,Lycopodium clavatum,Sta. Maria de Ostuma Cordillera Central de Nicaragua between Matagalpa and Jinotega,1963-01-15,1963-01-08,N/A,Typed,1604338,23634,N/A,A. Molina R. | T. P. Williams,no type status,Louis O. Williams Antonio Molina R. and Terua P. Williams,N/A,1964,1300-1500 meters,"January 8-15, 1963",Lycopodium clavatum L.,Cloud forest area Sta. Maria de Ostuma Cordillera Central de Nicaragua between Matagalpa and Jinotega Department of Matagalpa
N/A,J. T. Atwood,Nicaragua,Granada,Lower cloud forest,M. R. McCarthy,Adiantum eximium,Volcan Mombacho near finca Cutirre,N/A,1977-02-08,N/A,Typed,1868242,77105,N/A,N/A,no type status,"John T. Atwood, Jr.",N/A,2012,N/A,8 Feb. 1977,Adiantum trapeziforme L.,Volcan Mombacho Lower cloud forest near finca Cutirre
N/A,H.,Mexico,Mexico,dry barranca,M. R. McCarthy,Adiantum exuberans,[precise locality unknown],N/A,1935-04-21,Pantoja,Typed,954869,7644,Temascaltepec,N/A,no type status,H. et al.,N/A,2012,N/A,4-21-35,Adiantum trapeziforme L.,Pantoja
Conopharyngia holstii,R. A. Maas Geesteranus,Kenya,Nyanza,riparian-woodland along the river Itare among others,R. Faden,Asplenium sandersonii,South Western Mau Forest Reserve camp 8,N/A,1949-08-12,N/A,Mix of Handwritten and Typed,1445440,5744,Kericho,N/A,no type status,R. A. Maas Geesteranus,"lat. 0°36'30"" S. long. 35°12'20"" E.",1976,1920 m s.m.,12-VIII-1949,Asplenium dregeanum Kze.,South Western Mau Forest Reserve camp 8
Quercus,M. Véliz,Guatemala,Jalapa,Helecho muy frecuente con frondes compuestos glaucos en el envés creciendo dentro de bosque de Quercus sp,M. Véliz,Lophosoria quadripinnata,Río Manzanillos,N/A,2005-11-22,Aldea San Raymundo,Typed,2298970,16199,N/A,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,no type status,M. Véliz con J. M. Véliz J. Charco H. Sains J. Lopez y R. Esteban,14° 33' 43.7'' N 90° 06' 19.7'' O,24/XI/2005,2308 msnm,22/XI/2005,Lophosoria quadripinnata (J.F. Gmel) C. Chr. var quadripinnata,río Manzanillos
N/A,C. F. Millspaugh,Jamaica,N/A,N/A,N/A,Asplenium trichomanes,Port Antonio,1889-02-06,1889-01-28,Port Antonio,Typed,80890,893,N/A,N/A,no type status,Chas. F. Millspaugh M. D.,N/A,N/A,N/A,Jan. 28-Feb. 6,Asplenium trichomanes L.,Port Antonio
N/A,T. G. Yuncker,Jamaica,St. Andrew,Scrambling over side of cut,N/A,Lycopodium cernuum,Bellevue,N/A,1957-11-17,N/A,Typed,1483756,17429,N/A,N/A,no type status,T. G. Yuncker,N/A,N/A,3000-4000 ft.,"Nov. 17, 1957",Lycopodium cernuum L.,"Scrambling over side of cut, along trail near Bellevue"
N/A,Carvalho,Equatorial Guinea,Bioco,Postrada Forma pequeñas colonias dispersas,J. Fernández Casas,Lycopodiella cernua,Malabo - Basilé km 13 cerca de Basilé,N/A,1986-07-25,N/A,Typed,2201362,2092,N/A,N/A,no type status,Carvalho,32NMK7808,1991,390 m,25-VII-1986,Lycopodiella cernua (L.) Pic.-Serm.,Malabo - Basilé km 13 cerca de Basilé 32NMK7808 390 m márgenes de la carretera
N/A,H. van der Werff,Australia,Queensland,Rainforest,H. van der Werff,Diplazium assimile,Boonjee logging area at base of Mount Bartle Frere,N/A,1990-06-12,N/A,Typed,2094887,11699,N/A,N/A,no type status,Henk van der Werff 11699,145°43'E 17°25'S,1991,N/A,12 June 1990,Diplazium assimile (Endl.) Bedd.,Boonjee logging area at base of Mt. Bartle Frere
N/A,M. Tagawa,Japan,Kagoshima,Wet rocky slope in densely wooded ravine,M. Tagawa | K. Iwatsuki,Diplazium amabile,"Western slope of Mount Hoyoshi, south of Kanoya City",N/A,1956-07-28,N/A,Typed,1478055,1150,N/A,K. Iwatsuki,no type status,M. Tagawa & K. Iwatsuki,N/A,N/A,N/A,"July 28, 1956",Diplazium amabile (Tag.) Tag.,"Loc. Kyushu. Pref. Kagoshima: western slope of Mt. Hoyoshi, south of Kanoya City"
N/A,W. Takeuchi,Papua New Guinea,New Ireland,Pristine subcloud forest dominated by bryophytic and ferny growth,Field Char,Blechnum ledermannii,Hans Meyer Range Site 4,N/A,1994-02-05,N/A,Typed,OFCZ0683-A,9366,N/A,J. Wiakabu,no type status,W. Takeuchi & J. Wiakabu,4°25'S X 152°59'E,N/A,c. 1800 m,"February 5, 1994",Blechnum ledermannii Brause,Hans Meyer Range Site 4 on the expedition report
N/A,M. Tagawa,Japan,N/A,N/A,N/A,Dryopteris crassirhizoma,[precise locality unknown],N/A,1956-05-20,N/A,Typed,1478001,888,N/A,K. Iwatsuki,no type status,Tagawa & Iwatsuki,N/A,N/A,N/A,"May 20, 1956",Dryopteris crassirhizoma Nakai,N/A
N/A,J. Ohwi,Japan,Honshu,N/A,N/A,Polystichum tripteron,Jizmuji,N/A,1951-04-00,N/A,Typed,NSM. No. 202,s.n.,Sagami,N/A,no type status,J. Ohwi,N/A,N/A,N/A,April 1951,Polystichum tripteron Presl,Jizmuji in Sagami
N/A,M. Vanoverbergh,Philippines,Luzon,N/A,N/A,Asplenium contiguum,[precise locality unknown],N/A,19XX-04-13,N/A,Typed,393439,3591,Bontoc,N/A,no type status,Father Morice Vanoverbergh,N/A,N/A,N/A,April 13,Asplenium contiguum. Kaulf.,N/A
N/A,R. B. Faden,Sri Lanka,North Western Province,Forest Locally common Lithophyte Rhizoma creeping fronds widely spaced,D. B. Lellinger,Pyrossia lanceolata,Doluwakanda Hill,N/A,1977-01-05,N/A,Typed,2014294,77/53,Kurunegala,A. J. Faden,no type status,R.B. & A.J. Faden,"7 37'N 80 24'30""E",1979,600 m,5 Jan. 1977,Pyrossia lanceolata (L.) Farw.,"Doluwakanda Hill ca. 7 37'N 80 24'30""E"
N/A,A. N. Steward,China,Guizhou,moist brushy slope soil black,N/A,Dryopteris esquirolii,[precise locality unknown],N/A,1931-09-04,N/A,Typed,779919,344,N/A,C. Y. Chiao | H. C. Cheo,no type status,By Albert N Steward C Y Chiao and H C Cheo,N/A,N/A,980 m,Sept 4 1931,Dryopteris esquirolii Christ,moist brushy slope
N/A,J. F. Barcelona,Philippines,Western Visayas,In shaded and moist places along riverbank,J. F. Barcelona,Selaginella philippina,Antique poblacion forest along riverbank,N/A,1989-11-00,Sibalom,Mix of Handwritten and Typed,2210265,48,Antique,N/A,no type status,J. F. Barcelona,N/A,Nov. 1989,N/A,November 1989,Selaginella cf repanda,Antique poblacion forest along riverbank
N/A,L. Fay,Liberia,N/A,"On tree trunk about 10 feet from ground; common in groves of rubber trees on trunks. Pinnae 12-15 pairs (fertile leaves); stipe/blade 15,16,17/55,59,55 cm. Sterile leaves 25 x 12 cm. no stipe.",N/A,Drynaria laurentii,Cuttington University College,N/A,1985-04-11,N/A,Typed,2111378,1206,N/A,A. Fay,no type status,Col. L. & A. Fay 1206,N/A,N/A,250 m.,11 Apr 1985,Drynaria laurentii (Christ.) Hieron.,LIBERIA. Cuttington University College. Alt. 250 m.
N/A,H. St. John,French Polynesia,Austral Islands,Epiphyte Fronds mostly pendent coriaceous,E. B. Copeland,Humata banksii,Northwest slope of Teape Teti woods,N/A,1934-08-26,N/A,Typed,1435764,16662,Rurutu,N/A,no type status,H. St. John,N/A,N/A,altitude 350 meters,"Aug. 26, 1934",Humata banksii Alston,Northwest slope of Teape Teti woods on mossy tree limb
N/A,T. G. Yuncker,Jamaica,Portland,On wet embankment along trail rain forest,unsure and check,Selaginella plana,John Crow Mountains 1.5 to 2 miles southwest of Ecclesdown,N/A,1958-03-30,N/A,Typed,1481955,"18,561",N/A,N/A,no type status,T. G. Yuncker,N/A,N/A,1500-2500 ft.,"Mar. 30, 1958",Selaginella plana (Diev.) Hieron.,On wet embankment along trail rain forest John Crow Mts. 1.5-2 miles southwest of Ecclesdown
N/A,A. Carestia,Italy,Piedmont,N/A,J. H. Wilce,Lycopodium complanatum,Salita alla Boscarola,N/A,1871-00-00,Scopello,Typed,28302,s.n.,Valsesia,N/A,no type status,A. Carestia,N/A,1962,N/A,1871,Lycopodium complanatum L.,Salita alla Boscarola presso Scopello in Valsesia
N/A,C. J. Chamberlain,New Zealand,N/A,N/A,N/A,Trichomanes reniforme,[precise locality unknown],N/A,1911-10-15,Ohakune,Typed,1407795,s.n.,N/A,N/A,no type status,C.J. Chamberlain,N/A,N/A,N/A,"Oct. 15, 1911",Trichomanes reniforme,Ohakune
N/A,R. L. Wilbur,Dominica,Saint Paul,Disturbed rainforest,R. L. Wilbur,Cnemidaria grandifolia,Upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,N/A,1964-08-02,N/A,Typed,1670026,8185,N/A,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,no type status,R. L. Wilbur no. 8185 E. L. Dunn H. A. Hespenheide D. R. Wiseman,N/A,1966,N/A,2 August 1964,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Parish of St. Paul Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé
N/A,R. B. Faden,Sri Lanka,Central,Shady moist bank near stream Local and uncommon,unsure and check,Trigonospora obtusiloba,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,N/A,1977-01-02,N/A,Typed,2089703,77/31,Nuwara Eliya,A. J. Faden,no type status,R.B. & A.J. Faden,6 59'N 80 45'E,N/A,ca 1980 m,2 Jan 1977,Trigonospora obtusiloba Sledge,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road
Cyathea dealbata | C. smithii | Phyllocladus | Podocarpus,H. K.,New Zealand,N/A,in Humus unter Cyathea dealbata C. smithii Phyllocladus Podocarpus etc.,unsure and check,Crucispora naucorioides,Kauaeranga Valley Coromandel Peninsula,N/A,1968-07-05,N/A,Typed,1017207,68/641,N/A,N/A,Typus,H.K.,N/A,1971,N/A,5.VII.1968,Crucispora naucorioides HK. 1971 (Typus),Kauaeranga Valley Coromandel Peninsula N.Z.
N/A,R. Singer,Ecuador,Napo,Ad terram in hylaea,R. Singer,Hygrocybe dimorphobasiditata,Lago Agrio,N/A,1973-05-14,Lago Agrio,Typed,1017827,B 7463,N/A,N/A,Type,Singer,N/A,N/A,N/A,14 V 1973,Hygrocybe dimorphobasiditata Sing.,Lago Agrio
