associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
Norantea macroscypha Gilg,H. Ruiz,Peru,N/A,N/A,D. Giraldo-Cañas,Marcgraviastrum obovatum (G.Don) Bedell,Chacahuasi,1788-00-00,1778-00-00,N/A,Typed,843295,s.n.,N/A,J. Pavón,ISOTYPE,Ruiz et Pavón,N/A,2010,N/A,(1778-1788),Norantea obovata (R & P) G. Don,Chacahuasi
Norantea obovata G. Don,H. Ruiz,Peru,N/A,N/A,J. Giraldo-Cañas,Marcgraviastrum obovatum (G. Don) Bedell,in vice-regno Peruviano et Chilensi,1788-00-00,1778-00-00,N/A,Mix of Handwritten and Typed,842882,s.n.,N/A,Pavón,ISOTYPE,Ruiz et Pavón,N/A,2010,N/A,(1778-1788),Marcgravia obovata Fl. Peruv. ined.,in vice-regno Peruviano et Chilensi
N/A,R. B. Foster,PERU,Huánuco,"Shrub, 3 m; large white stigma; fruit turning yellow, 3 parted",M. J. Huft,Acidoton venezolanus (Pax.& Hoffm.) Webster,Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines,N/A,1982-09-13,N/A,Typed,1921102,8752,Pachitea,N/A,no type status,Robin B. Foster,"75°00'W, 9°18'S",1983,250-300 m,13 Sept. 1982,Acidoton venezolanus (Pax.& Hoffm.) Webster,"Puerto Inca to Sungaro. Foot trail between Río Pachitea and Río Sungaro. Forested low hills and ravines. Alt. 250-300 m. 75°00'W, 9°18'S"
N/A,J. Schunke Vigo,Perú,San Martín,"Liana 8-9 m long ""Murcuhuasca"" Medicinal plant used for rheumatism",J. A. Lombardi,Tontelea attenuata Miers,"Quebrada Huicte (río Huallaga), in tall forest, 529 meters altitude",N/A,1964-05-27,N/A,Typed,1751666,6505,N/A,N/A,no type status,José Schunke Vigo,N/A,VI/1999-2000,529 m,27 May 1964,Hippocrateaceae Salacia Tontelea or Cheiloclinium,"Quebrada Huicte (río Huallaga), in tall forest, 529 m alt"
N/A,M. Rimachi Y.,PERU,LORETO,marginal forest,A. Chanderbali,Endlicheria anomala (Nees) Mez,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 meters, fr. green",N/A,1979-02-08,Dtto. Saquena,Typed,2055606,4268,Requena,N/A,no type status,Manuel Rimachi Y.,N/A,2001,8 m,"February 8, 1979",Nectandra krukovii (A.C. Smith) Kosterm.,"Río Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muena,"" 8 m, fr. green"
N/A,S. Flores P.,PERU,LORETO,BOSQUE SECUNDARIO 35 Años,T. PLOWMAN,Poraqueiba SERICEA TUL.,AMPIYACU-PEVAS,N/A,1982-07-00,N/A,Mix of Handwritten and Typed,N/A,95(P1-2),MAYNAS,N/A,no type status,COLECCION DENDROLOGICA: SALVADOR FLORES P.,N/A,1985,100 m.s.n.m.,Julio/82,Poraqueiba SERICEA TUL.,AMPIYACU-PEVAS
N/A,Percy Núñez,PERU,CUZCO,Herb 0.6 m; fruits green,M. J. Huft,Euphorbia heterophylla L.,"Quillabamba, Salespampa",N/A,1986-10-29,Quillabamba,Typed,N/A,6330,La Convención,S. Walsh,no type status,Percy Núñez & S. Walsh,N/A,1987,1110 m,29 October 1986,Euphorbia heterophylla L.,"Quillabamba, Salespampa"
N/A,Jose Schunke,PERU,San Martin,"Arbusto de 1.5-2 m., flores strong reddish orange, sepalos dark red, frutos dark red, de 1 cm. de largo, por 7 mm. de diametro, carnoso. En bosque secundario, con abundante luz solar.",J. Dwyer,Hamelia patens Jacq.,"San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba",N/A,1977-05-30,Alonso de Alvarado,Typed,1872133,9560,Lamas,N/A,no type status,Jose Schunke,N/A,1980,1000-1050 m.,30 Mayo 1977,Hamelia patens Jacq.,"Provincia: Lamas; Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba. Alt. 1000-1050 m."
N/A,G. Moore,PERU,Loreto,"Tree of 20m. Important medicinal plant. The ""milk"" from the bark is drunk",William C. Burger,Ficus maxima P. Miller,"Quistococha, 14km north of Iquitos, 600m elevation",N/A,1981-08-18,N/A,Mix of Handwritten and Typed,№ 1023146,138,N/A,L. Luna|J. Ruiz,VOUCHER SPECIMEN,"G.Moore,L.Luna,J.Ruiz",UTM grid:,1982,600m elev,18-8-81,"Ficus ""Oje"" MORACEAE","Quistococha, 14km north of Iquitos, 600m elev"
N/A,E. P. KILLIP,Peru,Junín,dense forest,N/A,Psychotria racemosa (Aubl.) Willd.,"Cahuapanas, on Río Pichis",N/A,1929-07-20,N/A,Typed,607534,26721,N/A,A. C. SMITH,no type status,"E. P. KILLIP, A. C. SMITH",N/A,N/A,about 340 meters,"July 20, 1929",Psychotria racemosa (Aubl.) Willd.,"Dept. Junín: Cahuapanas, on Río Pichis; alt. about 340 meters; dense forest"
N/A,M. O. Dillon,Peru,Piura,Shrubs to 1 m; flowers yellow,P. Fryxell,Wissadula grandifolia Baker ex Fusby,ca. 2 kilometers N of Canchaque,N/A,1991-07-22,Canchaque,Typed,№ 2119563,6310,Huancabamba,I. Sánchez V.,no type status,M. O. Dillon and I. Sánchez V.,[5°24'S; 79°36'W],1993,ca. 1450 m,22 Jul 1991,Wissadula grandifolia Baker ex Fusby,ca. 2 km N of Canchaque
N/A,J. F. Macbride,PERU,N/A,Sunny brushy slope. Open brushy 4-5 ft,N/A,Croton Baillonianus,CUEVA GRANDE ESTACION NEAR POZUZO,N/A,1923-06-23,N/A,Typed,535840,4806,N/A,N/A,no type status,J. FRANCIS MACBRIDE,N/A,N/A,ABOUT 3500 FEET,"JUNE 23, 1923",Croton Baillonianus,CUEVA GRANDE ESTACION NEAR POZUZO
N/A,A. Sagástegui,Peru,Cajamarca,Ladera abierta,C. Aedo,Geranium chilloense Kunth,"Jalca, Provincia Contumazá, Dpto. Cajamarca",N/A,1977-05-26,N/A,Mix of Handwritten and Typed,1684365,N/A,Contumazá,N/A,no type status,A. Sagástegui A.,N/A,2007,3250,26-V-1977,Geranium chilloense Kunth,"Jalca, Provincia Contumazá, Dpto. Cajamarca"
N/A,J. Mostacero L.,Peru,Cajamarca,Ladera al borde de carretera,M. J. Huft,Dalechampia aristolochiifolia Kunth,La Pucarilla (Socota-San Andrés),N/A,1986-11-14,N/A,Typed,199382,1640,Cutervo,S. Leiva G.|F. Mejía C.|F. Peláez P.|J. Guevara B.,no type status,"J. Mostacero L., S. Leiva G., F. Mejía C., F. Peláez P., J. Guevara B.",N/A,1992,2450 m.s.m.,14-XI-1986,Dalechampia aristolochiifolia Kunth,La Pucarilla (Socota-San Andrés)
,,,,,,,,,,,,,,,,,,,,,,,
N/A,G. Klug,Peru,Loreto,"""Huairuru colorado"". Tree 18 m. high; fls. yellow",H. Harms,Batesia floribunda Benth.,"Mishuyacu, near Iquitos, forest",1929-11-00,1929-10-00,N/A,Mix of Handwritten and Typed,N/A,660,N/A,N/A,no type status,"G. KLUG, Collector",N/A,N/A,100 meters,"October-November, 1929",Batesia floribunda Benth.,"Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest"
N/A,T. R. Dudley,Peru,Ayacucho,"Parasitic; foliage yellowish-green; calyx bright orange; fr. translucent pink, waxy in dense and isolated, 40-50 ft. high elfin hepatic forest at timberline",Job Kuijt,Dendrophthora sp.,"eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, Punccu camp at 3220 meters, c. 45 kilometers walking distance SW from the Hacienda Luisiana and the Apurimac River; c. 30 kilometers from the Hacienda Santa Rosa; c. 10 kilometers from Tambo",N/A,1968-08-24,N/A,Typed,1721727,12063,La Mar,N/A,no type status,T. R. Dudley,c. 73°53'W; 12°45'S,18 Dec. 1984,3220 meters,24 Aug. 1968,Dendrophthora mesembryanthemifolia Urban,"Prov. La Mar, Dept. Ayacucho, eastern Massif of the Cordillera Central opposing the Cordillera Vilcabamba between Tambo San Miguel, Ayna and the Hacienda Luisiana, c. 73°53'W; 12°45'S"
N/A,G. Klug,Peru,Loreto,forest,M. Vásquez Avila,Ficus trigona L.f.,"Mishuyacu, near Iquitos, alt. 100 meters; forest",N/A,1931-04-00,N/A,Typed,873381,1595,N/A,N/A,no type status,"G. KLUG, Collector",N/A,Utrecht 1983,100 meters,April 1931,Ficus Llewelyni Standl.,"Dept. Loreto. Mishuyacu, near Iquitos, alt. 100 meters; forest"
N/A,M. E. Mathias,Perú,Loreto,"Liana 2-3 inches in diameter ""Barbasco silvestre""",W. R. Anderson,MALPIGHIACEAE,vicinity of Requena,N/A,1961-07-18,Requena,Mix of Handwritten and Typed,1733057,5576,N/A,D. Taylor,no type status,Mildred E. Mathias Dermot Taylor,N/A,1983,N/A,18 July 19 61,"MALPIGHIACEAE, BUT I CANNOT NAME IT STERILE, NOT EVEN TO GENUS",vicinity of Requena
N/A,J. Schunke Vigo,Peru,Loreto,tall forest,D. R. Simpson,Paullinia bracteosa Radlk.,"Quebrada de Maquia, (Contamana) in tall forest, 220 meters altitude",N/A,1964-12-17,N/A,Typed,1717601,5677,N/A,N/A,no type status,José Schunke Vigo 5677,N/A,2-21-1973,220 m,17 Dec. 1964,"Paullinia imberbis Radlk. (det. by D.R. Simpson, Oct., 1970)","Quebrada de Maquia, (Contamana) in tall forest, 220 m alt"
N/A,Llewelyn Williams,PERU,LORETO,Small tree. Fruit red. Forested Ack Itaya,C. HAMILTON,Psychotria viridis R.A.,ALTO RIO ITAYA,1929-10-00,1929-09-00,N/A,Mix of Handwritten and Typed,F. No. 3363|HERBARIUM FIELD MUSEUM 614121,3363,N/A,N/A,no type status,LLEWELYN WILLIAMS,N/A,1988-9,ALT. 145 M.,"SEPT.-OCT., 1929",Psychotria viridis R+P.,ALTO RIO ITAYA
N/A,T. Plowman,Peru,Cajamarca,Dry scrub forest on steep slopes. Suffrutice de 1 m. de alto. Flores blancas,P. Fryxell,Abutilon mollissimum (Cav.) Sweet,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba",N/A,1986-07-12,N/A,Typed,1973380,14242,Jaén,A. Sagástegui A. | J. Mostacero L. | F. R. Mejía | F. Peláez,no type status,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",N/A,1987,700 m,12 July 1986,Abutilon mollissimum (Cav.) Sweet,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba"
N/A,Magda Chanco,PERU,CAJAMARCA,N/A,N/A,Abutilon sp.,Chilete-San Pablo road about 15 km from Chilete,N/A,2003-04-14,N/A,Typed,2253555,s.n.,N/A,Michelle McMahon|Larry Hufford,no type status,Magda Chanco with Michelle McMahon and Larry Hufford,S7° 10.554' W78° 49.665',N/A,3614 feet elevation,14 April 2003,Abutilon sp.,Chilete-San Pablo road about 15 km from Chilete. S7° 10.554' W78° 49.665'. 3614 feet elevation
N/A,Marcos Ríos,PERU,LORETO,"Bosque de Planicie Inundable de aguas blancas. Árbol 7 m, flores amarillas y los botones son de color beish (beige)",N/A,Andira macrothyrsa Ducke,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco",N/A,2014-10-13,N/A,Typed,N° 2318558,4399,"Prov. Requena, Dtto. de Soplín",Tony Mori|Nigel Pitman|Luis Torres|Corine Vriesendorp,no type status,"Marcos Ríos 4399 Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp","05°48'33.5""S 73°51'53.8""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco. 05°48'33.5""S 73°51'53.8""W. Alt. 90-110 msnm"
N/A,Marcos Ríos,PERU,LORETO,"Bosque de Planicie Inundable de aguas blancas. Árbol 7 m, flores amarillas y los botones son de color beish (beige)",N/A,Andira macrothyrsa Ducke,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco",N/A,2014-10-13,N/A,Typed,N° 2318557,4399,"Prov. Requena, Dtto. de Soplín",Tony Mori|Nigel Pitman|Luis Torres|Corine Vriesendorp,no type status,"Marcos Ríos 4399 Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp","05°48'33.5""S 73°51'53.8""W",N/A,90-110 msnm,13 octubre 2014,Andira macrothyrsa Ducke,"Quebrada Yanayacu-Río Blanco. Campamento Wiswincho del inventario rápido #27, de la región Tapiche-Blanco"
N/A,Y. Mexia,Peru,Huanuco,"Perennial herb .8-2 m. high; stems weak; often forms small thickets; leaf blade joins petiole at angle, so often hangs perpendicular, shedding rain. Abundant. ""Matico.""",Trelease,Piper callosum Ruiz & Pavon,Departamento and Provincia Huanuco. Near confluence Rio Cayumba with Huallaga; forested slope above road,N/A,1936-10-09,N/A,Typed,1066996,8265,Huanuco,N/A,no type status,"Ynes Mexia, No. 8265",N/A,N/A,805 m,"Oct. 9, 1936",Piper callosum Ruiz & Pavon,Departamento and Provincia Huanuco. Near confluence Rio Cayumba with Huallaga; forested slope above road
N/A,Y. Mexia,Peru,Loreto,"Spreading, perennial herb 1.5 m. high; fruit brick-red when mature; fruit and foliage have a strong odor of wintergreen; tea is made from them. ""Huausa."" ""Anise del Monte.""",Trelease,Piper callosum Ruiz & Pav.,"Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest",N/A,1931-11-24,N/A,Typed,872277,6157,N/A,N/A,no type status,"Ynes Mexia, No. 6157",N/A,N/A,200 m,"Nov. 24, 1931",Piper callosum Ruiz & Pav.,"Above Pongo de Manseriche, Right bank of mouth of Rio Santiago; dense forest"
N/A,Donald R. Simpson,PERU,Tumbes,"Vine clamboring over shrubs; corolla pale lavender, open in the morning sun, closed on this cloudy afternoon when collected.",D. Simpson,Ipomoea carnea Jacq.,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 kilometers northwest of El Caucho. Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital.",N/A,1968-01-04,Pampas de Hospital,Typed,1897918,565,Tumbes,José Schunke V.,no type status,Donald R. Simpson 565 & José Schunke V.,N/A,Jan. 1969,N/A,"January 4, 1968","Ipomoea carnea Jacq. (det. D. Simpson, Jan. 1969)","Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km. northwest of El Caucho. Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho o entre El Caucho y Pampas de Hospital."
N/A,T. Plowman,Peru,Huánuco,Scandent shrub on roadside near houses. Stem with milky sap. Fls. pink.,A. McDonald,Ipomoea carnea Jacq.,8 km northeast of Huánuco on road to Tingo María,N/A,1981-12-06,N/A,Typed,N/A,11105,Huánuco,P. M. Rury,no type status,T. Plowman & P. M. Rury,"Approx. 9°52'S., 76°11'W",1983,1750 m,6 December 1981,Ipomoea carnea Jacq.,"DEPT. HUÁNUCO: Prov. Huánuco. 8 km. northeast of Huánuco on road to Tingo María. Approx. 9°52'S., 76°11'W. Alt. 1750 m."
N/A,R. B. Foster,PERU,LORETO,Terrestrial in white sand scrub; bracts bright red-pink; flowers white,E. J. Gouda,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Prov. Maynas: Rio Nanay Caseria Mishana 30 kilometers Southwest of Iquitos,N/A,1978-08-19,N/A,Typed,1852637,4240,Maynas,N/A,no type status,Robin B. Foster,N/A,2018-02-05,N/A,"Aug. 19, 1978",Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Prov. Maynas: Rio Nanay Caseria Mishana 30km/SW of Iquitos
N/A,J. Farfán,PERU,Cusco,"Bosque Secundario. Epifita, hasta 70 cm, espádice rojo, espata verde",Thomas B. Croat,Anthurium clavigerum Poepp.,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario",N/A,2006-10-23,N/A,Typed,2315782,1262,La Convención,L. Valenzuela | I. Huamantupa | A. Carazas | W. Argandoña,no type status,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, W. Argandoña 1262","12°47'15""S 073°10'10""W",2008,1009 m,23 Octubre 2006,Anthurium clavigerum Poepp.,"Dist. Vilcabamba, Chuanquiri camino a Riobamba, Bosque secundario"
N/A,T. B. Croat,Peru,Loreto,"leaves to 1.5 m. long, in basal rosette; infl to ca 5 m. high; fruits green; a few infl branches arising from near base",N/A,Agave americana L.,Sandy area 12.5 kilometers SW of Iquitos on road to Lago Quisto-cocha,N/A,1972-07-18,N/A,Typed,1759629,18210,N/A,N/A,no type status,Thomas B. Croat 18210,N/A,N/A,N/A,"July 18, 1972",Agave americana L.,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha
N/A,T. R. Dudley,Peru,Cuzco,"Common, terrestrial type with bright green foliage & purplish-black & glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5; one of the commonest colonizers of landslide",Alan R. Smith,Thelypteris dudleyi A. R. Smith,"Common, terrestrial type with bright green foliage & purplish-black & glossy petioles; saxatile on almost vertical rock faces. In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5; at c. 2825 m; one of the commonest colonizers of landslide",N/A,1968-07-04,N/A,Mix of Handwritten and Typed,1719861,10783,La Convencion,N/A,ISOTYPE,T. R. Dudley,12° 37'; 73° 32',1989,c. 2825 m,4 July 1968,Thelypteris dudleyi A. R. Smith,Prov. La Convencion; Dept. Cuzco 12° 37'; 73° 32'
N/A,S. Knapp,PANAMA,Colón,Terrestrial. Sori brown.,Robert G. Stolze,TRICHIPTERIS PINNATA Stolze,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest. 500-550 meters. 9°25'N, 79°37'W",N/A,1982-07-04,N/A,Typed,N° 1932768,5881,N/A,N/A,ISOTYPE,S.Knapp,"9°25'N, 79°37'W",1984,500-550 m,4 July 1982,TRICHIPTERIS PINNATA Stolze,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest. 500-550 m. 9°25'N, 79°37'W"
N/A,J. Dorantes,MEXICO,VERACRUZ,BOSQUE CADUCIFOLIO VEG.PRIMARIA SUELO ROJO ARCILLOSO MUY ABUNDANTE HELECHO TAM. 1.30 M. PERENNE VEG. RIPARIA,I. Mónica Palacios-Rios,WOODWARDIA SPINULOSA MART. & GAL.,ALTO DEL GATO.,N/A,1972-01-01,N/A,Typed,P005051|1730602,455,JALAPA,N/A,no type status,COL.J. DORANTES NO. 455,MAPA 38.5 29.0,"September, 2000",N/A,01/01/1972,WOODWARDIA SPINULOSA MART. & GAL.,ALTO DEL GATO.
N/A,A. Monteagudo,PERU,Pasco,"Helecho terrestre adpreso a la roca, soros marrones",H. van der Werff,Blechnum occidentalis L.,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.",N/A,2003-04-10,Distrito Pozuzo,Typed,N° 2287355|C0644079F,4909,Oxapampa,C. Mateo|G. Ortiz,no type status,"A. Monteagudo, C. Mateo, G. Ortiz. 4909",10°15'S 75°13'W,2005,1100-1250m,10 Abril 2003,Blechnum occidentalis L.,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño."
N/A,Y. Mexia,Peru,Cusco,Common; scattered,F. M. Tryon,Adiantum pulverulentum L.,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,N/A,1936-05-14,N/A,Typed,1065396|C0658238F,8066,La Convencion,N/A,no type status,"Ynes Mexia, No.8066",N/A,1959,about 1800 m,"May 14,1936",Adiantum pulverulentum L.,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest
"Liquidambar styraciflua, Quercus sp., Alnus sp.",J. I. Calzada,México,Veracruz,"Bosque Caducifolio, Muy húmedo, Café arcilloso, Escasa, Hierba, 1 mts., soros cafés",Robert G. Stolze,Diplazium franconis Liebm.,Ranchería de Coatitilán,N/A,1980-01-11,Xico,Mix of Handwritten and Typed,1894963,5759,Xico,N/A,no type status,J.I. Calzada,"19° 23' N, 97° 04' W",1983,1800 m.s.n.m.,11-enero-1980,Diplazium franconis Liebm.,Ranchería de Coatitilán
N/A,A. Molina R.,HONDURAS,Morazán,Bosque lluvioso,A. R. Smith,Thelypteris rudis (Kunze)Proctor,"Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán",N/A,1948-11-04,N/A,Typed,1394536|C0636906F,1427,N/A,N/A,no type status,Antonio Molina R.,Longitude 87° W. and Latitude 14° N.,1974,1800 m,"Nov. 4, 1948",Thelypteris piloso-hispida (Hook) Morton,"Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán"
N/A,B. León,PERU,CUZCO,"Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",Robert G. Stolze,Thelypteris eucholora (Sod.) Reed,"Bosque de Nubes, Río La Unión. En ladera",N/A,1991-09-10,N/A,Mix of Handwritten and Typed,C0665739F | 2112158,2911,PAUCARTAMBO,K. Young | N. Huapaya,no type status,"B.León, K.Young & N.Huapaya",N/A,19 92,1700-1800 m,10 setiembre 1991,Thelypteris eucholora (Sod.) Reed,"Bosque de Nubes, Río La Unión. En ladera"
N/A,L. O. Williams,NICARAGUA,Matagalpa,Epiphyte on mossy tree,R. Stolze,Grammitis blepharodes (Maxon) Seymour,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. Maria de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, alt. 1600 meters",N/A,1963-01-15,N/A,Typed,1626179|C0626158F,27621,N/A,Antonio Molina R.|Terua P. Williams|Dorothy N. Gibson|Chester Laskowski,no type status,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski",N/A,1965,1600 m,"January 15, 1963",Polypodium blepharodes Maxon,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. Maria de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, alt. 1600 m"
N/A,K. Young,PERU,Cuzco,Fern. Terrestrial; 1 m tall,A. R. Smith,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,"Dept. Cuzco; Prov. La Convencion. Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown",N/A,1981-04-20,Quillabamba,Typed,N° 2038794|C0665657F,265,La Convencion,M. Eisenberg,no type status,Ken Young & Mark Eisenberg 265,N/A,1989,1300-1400 m,20 April 1981,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,"Dept. Cuzco; Prov. La Convencion. Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown. Alt. 1300-1400 m"
N/A,T. G. Lammers,United States of America,Illinois,Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,"Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",N/A,1998-05-09,Palos Twp.,Typed,2228497 | C0045536F,10674,Cook Co.,N/A,no type status,Thomas G. Lammers,N/A,N/A,N/A,9 May 1998,Dryopteris carthusiana (Vill.) H.P. Fuchs,"Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83"
N/A,Louis O. Williams,EL SALVADOR,Santa Ana,Epífita,A. Molina R.,Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo,N/A,1963-05-22,N/A,Typed,0267222|C0627900F|1661895,12562,N/A,Antonio Molina R.|Albertina R. Molina,no type status,"Louis O. Williams, Antonio Molina R., Albertina R. Molina",N/A,N/A,2000 m,"Mayo 22, 1963",Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo
Cheilanthes mollis,M. O. Dillon,Chile,Antofagasta,"Terrestrial, growing in rock crevices",N/A,Notholaena mollis Kunze,"Cerro Perales, ca. 5 kilometers East of Taltal",N/A,1987-12-21,N/A,Typed,N° 2010984,5376,Antofagasta,N/A,no type status,M. O. Dillon 5376,"25° 25' S, 70° 25' W",N/A,600-850 m,21 Dec 1987,Notholaena mollis Kunze,"Cerro Perales, ca. 5 km E of Taltal, 600-850 m alt. (25° 25' S, 70° 25' W)"
N/A,R. M. Tryon,PERU,ANCASH,damp shaded rocks,A. R. Smith,"Thelypteris rufa (Poir.) A.R.Smith, ined.","Road from Huaras to Cusma, west valley",N/A,1965-10-23,N/A,Typed,C0666362F|1833066,6566,N/A,A. F. Tryon,no type status,ROLLA M. & ALICE F. TRYON 6566,N/A,"1979, 1989",2800 m,23 October 1965,Thelypteris lindigii (C.Chr.) Alston,"Road from Huaras to Cusma, west valley"
N/A,E. P. Killip,Peru,Loreto,dense forest,Alan R. Smith,Thelypteris pennata (Poiret) C. Morton,"Soledad, on Rio Itaya; dense forest",1929-09-22,1929-09-20,N/A,Typed,C0666207F,29741,N/A,A. C. Smith,no type status,E. P. KILLIP & A. C. SMITH | Collectors,N/A,1989,about 110 meters,"September 20-22, 1929",Dryopteris megalodus (Schk.) Urban,"Dept. Loreto: Soledad, on Rio Itaya; alt. about 110 meters; dense forest"
N/A,E. P. Killip,Peru,Loreto,dense forest,Alan R. Smith,Thelypteris pennata (Poiret) C. Morton,"San Antonio, on Rio Itaya; dense forest",N/A,1929-09-18,N/A,Typed,1520627,29437,N/A,A. C. Smith,no type status,E. P. KILLIP } Collectors,N/A,1989,about 110 meters,"September 18, 1929",Dryopteris megalodus (Schk.) Urban,"Dept. Loreto: San Antonio, on Rio Itaya; alt. about 110 meters; dense forest"
N/A,J. F. Macbride,PERU,N/A,Sunny dirt ledgs of the grass-shrub formation,Alan R. Smith,Thelypteris pavoniana (Kl.) Tryon,Sunny dirt ledgs of the grass-shrub formation,1922-07-22,1922-07-08,MITO,Typed,518129|C0666203F,1622,N/A,Featherstone,no type status,MACBRIDE & FEATHERSTONE,N/A,1979,ABOUT 9000 FT,"JULY 8-22, 1922",Dryopteris Pavoniana (Kl.) C.Chr.,Sunny dirt ledgs of the grass-shrub formation
N/A,J. J. Wurdack,Peru,Amazonas,"On banks, locally frequent",Alan R. Smith,Thelypteris pavoniana (Klotzsch) Tryon,Upper slopes of Puma-urcu east-southeast of Chachapoyas,N/A,1962-06-01,N/A,Typed,1647265|C0666202F,705,Chachapoyas,N/A,no type status,J. J. WURDACK No. 705,N/A,"1979, 1989",2700-3000 m,1 June 1962,Thelypteris (Thelypteris) pavoniana (Klotzsch),"Upper slopes of Puma-urcu east-southeast of Chachapoyas, elev. 2700-3000 m"
