modelname,associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. B. Foster,PERU,LORETO,PASS,E. J. Gouda,PASS,PASS,N/A,1978-08-19,N/A,Typed,PASS,4240,Maynas,N/A,no type status,Robin B. Foster,N/A,2018-02-05,N/A,"Aug. 19, 1978",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Farfán,PERU,Cusco,PASS,PASS,PASS,PASS,N/A,2006-10-23,N/A,Typed,PASS,1262,La Convención,PASS,no type status,PASS,"12°47'15""S 073°10'10""W",2008,1009 m,23 Octubre 2006,Anthurium clavigerum Poepp.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,T. B. Croat,Peru,Loreto,PASS,N/A,PASS,PASS,N/A,1972-07-18,N/A,Typed,PASS,18210,N/A,N/A,no type status,PASS,N/A,N/A,N/A,"July 18, 1972",Agave americana L.,Sandy area 12.5 km. SW of Iquitos on road to Lago Quisto-cocha
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,T. R. Dudley,Peru,Cuzco,PASS,PASS,PASS,PASS,N/A,1968-07-04,N/A,PASS,PASS,10783,La Convencion,N/A,ISOTYPE,PASS,PASS,PASS,c. 2825 m,4 July 1968,Thelypteris dudleyi A. R. Smith,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,S. Knapp,PANAMA,Colón,PASS,Robert G. Stolze,PASS,PASS,N/A,1982-07-04,N/A,Typed,PASS,5881,N/A,N/A,ISOTYPE,PASS,PASS,1984,500-550 m,4 July 1982,TRICHIPTERIS PINNATA Stolze,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Dorantes,MEXICO,VERACRUZ,PASS,PASS,PASS,PASS,N/A,1972-01-01,N/A,Typed,PASS,455,JALAPA,N/A,no type status,PASS,MAPA 38.5 29.0,"September, 2000",PASS,01/01/1972,WOODWARDIA SPINULOSA MART. & GAL.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,A. Monteagudo,PERU,Pasco,PASS,H. van der Werff,PASS,PASS,N/A,2003-04-10,PASS,Typed,PASS,4909,Oxapampa,PASS,no type status,PASS,10°15'S 75°13'W,2005,1100-1250m,10 Abril 2003,Blechnum occidentalis L.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,PASS,PASS,PASS,PASS,PASS,N/A,1936-05-14,N/A,Typed,PASS,8066,La Convencion,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Adiantum pulverulentum L.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,J. I. Calzada,PASS,Veracruz,PASS,PASS,PASS,PASS,N/A,1980-01-11,PASS,PASS,PASS,5759,Xico,N/A,no type status,J.I. Calzada,PASS,1983,PASS,11-enero-1980,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,HONDURAS,PASS,Bosque lluvioso,A. R. Smith,PASS,PASS,N/A,1948-11-04,N/A,Typed,PASS,1427,N/A,N/A,no type status,Antonio Molina R.,PASS,1974,PASS,"Nov. 4, 1948",Thelypteris piloso-hispida (Hook) Morton,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,B. León,PERU,CUZCO,PASS,PASS,PASS,PASS,N/A,1991-09-10,N/A,PASS,PASS,2911,PAUCARTAMBO,PASS,no type status,PASS,N/A,PASS,1700-1800 m,10 setiembre 1991,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,L. O. Williams,NICARAGUA,Matagalpa,Epiphyte on mossy tree,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,27621,N/A,PASS,no type status,PASS,N/A,PASS,PASS,PASS,Polypodium blepharodes Maxon,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,K. Young,PERU,Cuzco,PASS,A. R. Smith,PASS,PASS,N/A,1981-04-20,PASS,Typed,PASS,265,La Convencion,M. Eisenberg,no type status,Ken Young & Mark Eisenberg 265,N/A,1989,PASS,20 April 1981,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,T. G. Lammers,PASS,Illinois,Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,PASS,PASS,N/A,1998-05-09,PASS,Typed,PASS,10674,PASS,N/A,no type status,Thomas G. Lammers,N/A,N/A,N/A,9 May 1998,Dryopteris carthusiana (Vill.) H.P. Fuchs,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,EL SALVADOR,Santa Ana,PASS,PASS,PASS,PASS,N/A,1963-05-22,N/A,Typed,PASS,12562,N/A,PASS,no type status,PASS,N/A,N/A,PASS,"Mayo 22, 1963",Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,M. O. Dillon,Chile,Antofagasta,PASS,PASS,PASS,PASS,N/A,1987-12-21,N/A,Typed,PASS,5376,Antofagasta,N/A,no type status,PASS,PASS,N/A,600-850 m,21 Dec 1987,Notholaena mollis Kunze,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. M. Tryon,PERU,ANCASH,damp shaded rocks,A. R. Smith,PASS,"Road from Huaras to Cusma, west valley",N/A,PASS,N/A,Typed,PASS,6566,N/A,A. F. Tryon,no type status,PASS,N/A,"1979, 1989",PASS,PASS,Thelypteris lindigii (C.Chr.) Alston,"Road from Huaras to Cusma, west valley"
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,E. P. Killip,Peru,Loreto,dense forest,PASS,PASS,PASS,PASS,PASS,N/A,Typed,PASS,PASS,N/A,A. C. Smith,no type status,PASS,N/A,1989,PASS,PASS,Dryopteris megalodus (Schk.) Urban,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Peru,Loreto,dense forest,PASS,PASS,PASS,N/A,1929-09-18,PASS,PASS,PASS,PASS,N/A,A. C. Smith,no type status,PASS,N/A,PASS,PASS,"September 18, 1929",Dryopteris megalodus (Schk.) Urban,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. F. Macbride,PERU,PASS,PASS,PASS,PASS,PASS,1922-07-22,1922-07-08,PASS,PASS,PASS,1622,N/A,PASS,no type status,PASS,N/A,1979,ABOUT 9000 FT,"JULY 8-22, 1922",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. J. Wurdack,Peru,Amazonas,PASS,PASS,PASS,Upper slopes of Puma-urcu east-southeast of Chachapoyas,N/A,1962-06-01,N/A,Typed,PASS,705,Chachapoyas,N/A,no type status,J. J. WURDACK No. 705,N/A,PASS,PASS,1 June 1962,Thelypteris (Thelypteris) pavoniana (Klotzsch),PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. M. Tryon,PERU,LORETO,PASS,A. R. Smith,PASS,"Rio Itaya, 10 kilometers south of Iquitos",N/A,1956-08-13,PASS,Typed,PASS,5202,Maynas,A. F. Tryon,no type status,ROLLA M. TRYON & ALICE F. TRYON,N/A,PASS,N/A,"Aug. 13, 1956",PASS,"Rio Itaya, 10 km. s. of Iquitos"
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,NICARAGUA,Matagalpa,Terrestrial on open bank,PASS,PASS,PASS,1963-01-15,1963-01-08,N/A,Typed,PASS,23634,N/A,PASS,no type status,PASS,N/A,1964,PASS,"January 8-15, 1963",Lycopodium clavatum L.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. T. Atwood,Nicaragua,Granada,Lower cloud forest,M. R. McCarthy,PASS,PASS,N/A,1977-02-08,N/A,PASS,PASS,77105,N/A,N/A,no type status,PASS,N/A,2012,N/A,8 Feb. 1977,Adiantum trapeziforme L.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Mexico,Mexico,dry barranca,M. R. McCarthy,PASS,PASS,N/A,1935-04-21,Pantoja,PASS,PASS,7644,PASS,PASS,no type status,H. et al.,N/A,2012,N/A,4-21-35,Adiantum trapeziforme L.,Pantoja
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,Conopharyngia holstii,R. A. Maas Geesteranus,Kenya,Nyanza,PASS,R. Faden,PASS,PASS,N/A,1949-08-12,N/A,PASS,PASS,5744,Kericho,N/A,no type status,PASS,PASS,1976,1920 m s.m.,12-VIII-1949,Asplenium dregeanum Kze.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,M. Véliz,GUATEMALA,Jalapa,PASS,M. Véliz,PASS,PASS,N/A,PASS,PASS,Typed,PASS,PASS,N/A,PASS,no type status,PASS,PASS,24/XI/2005,2308 msnm,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,C. F. Millspaugh,JAMAICA,N/A,N/A,N/A,PASS,PORT ANTONIO,PASS,PASS,PASS,Typed,PASS,893,N/A,N/A,no type status,PASS,N/A,N/A,N/A,JAN. 28-FEB. 6,PASS,PORT ANTONIO
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,T. G. Yuncker,Jamaica,St. Andrew,PASS,N/A,PASS,PASS,N/A,1957-11-17,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Nov. 17, 1957",Lycopodium cernuum L.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Equatorial Guinea,BIOCO,PASS,J. Fernández Casas,PASS,PASS,N/A,1986-07-25,PASS,Typed,PASS,2092,N/A,N/A,no type status,Carvalho,32NMK7808,1991,390 m,25-VII-1986,Lycopodiella cernua (L.) Pic.-Serm.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,AUSTRALIA,QUEENSLAND,PASS,PASS,PASS,PASS,N/A,1990-06-12,N/A,Typed,PASS,11699,N/A,N/A,no type status,PASS,145°43'E 17°25'S,1991,N/A,12 June 1990,Diplazium assimile (Endl.) Bedd.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,M. Tagawa,Japan,PASS,Wet rocky slope in densely wooded ravine,PASS,PASS,PASS,N/A,1956-07-28,PASS,Typed,PASS,1150,PASS,K. Iwatsuki,no type status,PASS,N/A,N/A,N/A,"July 28, 1956",Diplazium amabile (Tag.) Tag.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,W. Takeuchi,Papua New Guinea,New Ireland,PASS,PASS,PASS,PASS,N/A,1994-02-05,N/A,Typed,PASS,9366,N/A,J. Wiakabu,no type status,W. Takeuchi & J. Wiakabu,PASS,N/A,c. 1800 m,"February 5, 1994",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,JAPAN,N/A,N/A,N/A,PASS,[precise locality unknown],N/A,1956-05-20,N/A,Typed,PASS,888,N/A,PASS,no type status,PASS,N/A,N/A,N/A,"May 20, 1956",Dryopteris crassirhizoma Nakai,N/A
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Ohwi,Japan,Honshu,N/A,N/A,PASS,PASS,N/A,1951-04-00,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,N/A,April 1951,Polystichum tripteron Presl,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. B. Faden,PASS,North Western Province,PASS,D. B. Lellinger,PASS,PASS,N/A,1977-01-05,N/A,Typed,PASS,77/53,PASS,A. J. Faden,no type status,PASS,PASS,1979,PASS,5 Jan. 1977,Pyrossia lanceolata (L.) Farw.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,China,PASS,PASS,N/A,PASS,PASS,N/A,1931-09-04,N/A,Typed,PASS,344,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. F. Barcelona,Philippines,PASS,PASS,PASS,PASS,PASS,N/A,1989-11-00,Sibalom,Mix of Handwritten and Typed,PASS,48,PASS,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,L. Fay,LIBERIA,N/A,PASS,N/A,PASS,PASS,N/A,1985-04-11,N/A,Typed,PASS,1206,N/A,A. Fay,no type status,PASS,N/A,N/A,PASS,11 Apr 1985,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,H. St. John,PASS,PASS,PASS,E. B. Copeland,PASS,PASS,N/A,1934-08-26,N/A,PASS,PASS,16662,PASS,N/A,no type status,PASS,N/A,N/A,PASS,"Aug. 26, 1934",Humata banksii Alston,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,T. G. Yuncker,Jamaica,Portland,PASS,PASS,PASS,PASS,N/A,1958-03-30,N/A,Typed,PASS,PASS,N/A,N/A,no type status,T. G. YUNCKER,N/A,N/A,PASS,"Mar. 30, 1958",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,A. Carestia,PASS,PASS,N/A,PASS,PASS,PASS,N/A,1871-00-00,Scopello,Typed,PASS,PASS,Valsesia,N/A,no type status,A. CARESTIA,N/A,1962,N/A,1871,LYCOPODIUM COMPLANATUM L.,Salita alla Boscarola presso Scopello in Valsesia
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,New Zealand,N/A,N/A,N/A,Trichomanes reniforme,PASS,N/A,1911-10-15,Ohakune,Typed,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,"Oct. 15, 1911",Trichomanes reniforme,Ohakune
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. L. Wilbur,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1964-08-02,N/A,Typed,PASS,8185,PASS,PASS,no type status,PASS,N/A,PASS,N/A,2 August 1964,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. B. Faden,PASS,PASS,PASS,PASS,PASS,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,N/A,1977-01-02,N/A,Typed,PASS,77/31,PASS,A. J. Faden,no type status,PASS,PASS,N/A,ca 1980 m,2 Jan 1977,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,H. K.,New Zealand,N/A,PASS,PASS,PASS,PASS,N/A,1968-07-05,N/A,Typed,PASS,PASS,N/A,N/A,Typus,PASS,N/A,PASS,N/A,5.VII.1968,Crucispora naucorioides HK. 1971 (Typus),PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,ECUADOR,Napo,Ad terram in hylaea,PASS,PASS,Lago Agrio,N/A,1973-05-14,Lago Agrio,Typed,PASS,B 7463,N/A,N/A,PASS,Singer,N/A,N/A,N/A,14 V 1973,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,ARGENTINA,Tierra del Fuego,PASS,N/A,PASS,PASS,N/A,1988-02-23,N/A,Typed,PASS,M10517,PASS,N/A,HOLOTYPE,PASS,N/A,N/A,N/A,23 II 1988,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,New Zealand,PASS,PASS,N/A,PASS,PASS,N/A,2003-02-12,N/A,Typed,1173554,23773,PASS,PASS,Holotype,"John J. Engel, Matt von Konrat & John E. Braggins",PASS,N/A,PASS,12 February 2003,Telaranea lindenbergii var. papillata Engel & Merr.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Ecuador,Imbabura,Wet bank of runoff ravine,W. C. STEERE,PASS,PASS,1978-11-22,1978-11-21,PASS,PASS,PASS,78-2684,N/A,N/A,no type status,PASS,PASS,N/A,3750 m,21-22 November 1978,Kindbergia praelonga (Hedw.) Ochyra,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Ecuador,Azuay,Stone wall,PASS,PASS,PASS,N/A,1978-12-08,PASS,Typed,PASS,78-3163,N/A,N/A,no type status,PASS,PASS,PASS,3240 m,8 December 1978,Hedwigia ciliata (Hedw.) P. Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. Benoist,PASS,N/A,N/A,PASS,PASS,PASS,N/A,PASS,PASS,Mix of Handwritten and Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,N/A,PASS,PASS,environs de Quito
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. Benoist,PASS,N/A,PASS,PASS,PASS,PASS,N/A,1930-03-27,Quito,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,N/A,27 mars 1930,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. S. Williams,Bolivia,N/A,N/A,PASS,PASS,PASS,N/A,1902-04-30,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,1992,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,La Paz,PASS,PASS,PASS,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,PASS,Typed,PASS,79-1237A,Larecaja,N/A,no type status,PASS,PASS,1992,PASS,22 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,La Paz,Bromeliad-grass habitat on exposed cliffs,PASS,PASS,PASS,N/A,1979-03-22,PASS,Typed,PASS,79-1232,Larecaja,N/A,no type status,PASS,PASS,1992,PASS,22 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,La Paz,Humid cliffs and steep slopes,PASS,PASS,PASS,N/A,1979-03-06,N/A,Typed,PASS,79-1114,Saavedra,N/A,no type status,PASS,PASS,1992,PASS,6 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,F. J. Hermann,Bolivia,Cochabamba,PASS,PASS,PASS,PASS,N/A,1972-12-27,PASS,Typed,PASS,25152,N/A,N/A,no type status,F. J. Hermann,N/A,1992,PASS,"December 27, 1972",Hedwigia ciliata (Hedw.) Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1931-12-02,N/A,Typed,PASS,6204,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec. 2, 1931",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Loreto,PASS,Bartram,PASS,PASS,N/A,1931-12-02,N/A,Typed,PASS,6204,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec. 2, 1931",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,A. C. Smith,PASS,N/A,PASS,E. B. Bartram,PASS,PASS,1937-12-24,1937-12-15,N/A,PASS,PASS,2748,N/A,N/A,no type status,PASS,lat. about 1°35' N.,N/A,N/A,"Dec. 15-24, 1937",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,J. Florschütz-de Waard,PASS,Nickerie,Secondary wood with Cecropia (bospapaja) on rotting log,PASS,PASS,PASS,N/A,1981-11-05,N/A,PASS,PASS,5315,N/A,R. Zielman,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Florschütz-de Waard,PASS,Nickerie,PASS,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,5254,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Florschütz-de Waard,PASS,Nickerie,PASS,PASS,PASS,PASS,N/A,1981-10-30,N/A,Typed,PASS,5098,N/A,PASS,no type status,PASS,PASS,N/A,PASS,30-10-1981,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. C. Lindeman,PASS,Nickerie,Epiphyte on tree trunk,PASS,PASS,PASS,N/A,1980-09-03,N/A,Typed,PASS,243 A,N/A,PASS,no type status,PASS,PASS,N/A,PASS,3-IX-1980,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,Astrocaryum,J. Florschütz-de Waard,SURINAME,Nickerie,On decaying log in marsh forest with Astrocaryum,PASS,PASS,PASS,N/A,1981-10-31,N/A,Typed,PASS,5141,PASS,PASS,no type status,PASS,PASS,N/A,PASS,31 October 1981,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. Florschütz,SURINAME,N/A,On rotting log in rainforest,PASS,PASS,PASS,N/A,1975-12-18,N/A,Typed,PASS,4690,N/A,P. A. Florschütz,no type status,PASS,N/A,N/A,PASS,18 December 1975,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,H. Cornelissen,GUYANA,N/A,On rotting tree base in mixed rain forest,J. Florschütz-de Waard,PASS,PASS,N/A,1977-03-08,N/A,Typed,PASS,C076,N/A,S. R. Gradstein,no type status,PASS,5°20'N 58°40'W,N/A,PASS,8 March 1977,Pilosium chlorophyllum (Hornsch.) C. Müll.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. Spruce,PASS,PASS,N/A,PASS,PASS,PASS,N/A,0000-00-00,PASS,Mix of Handwritten and Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,N/A,PASS,PASS,Fl. Amazon prope Para
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. E. Schultes,Colombia,Vaupés,On rotten log,H. A. Crum,PASS,PASS,N/A,1952-10-22,PASS,PASS,PASS,PASS,N/A,I. Cabrera,no type status,PASS,PASS,1956,N/A,"Oct. 22, 1952",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Colombia,Vaupés,PASS,H. A. Crum,PASS,PASS,1951-10-06,1951-10-04,N/A,Typed,PASS,14294,N/A,PASS,no type status,Richard Evans Schultes et Isidoro Cabrera,N/A,1956,N/A,"October 4-6, 1951",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. E. Schultes,Colombia,Vaupés,On trunks,D. Griffin III,PASS,PASS,N/A,1951-06-00,N/A,PASS,PASS,12309,N/A,N/A,no type status,RICHARD EVANS SCHULTES,N/A,PASS,N/A,June 1951,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,Pará,On fallen log,PASS,PASS,PASS,N/A,1931-08-31,PASS,PASS,PASS,6014a,PASS,N/A,no type status,PASS,N/A,N/A,PASS,"Aug. 31, 1931",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,Pará,PASS,PASS,PASS,PASS,N/A,1931-07-16,PASS,Typed,PASS,5914,PASS,N/A,no type status,PASS,N/A,N/A,PASS,"July 16, 1931",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,P. Dusén,Chile,PASS,N/A,W. R. Buck,PASS,PASS,N/A,1897-02-22,N/A,Typed,PASS,5872,PASS,N/A,no type status,PASS,N/A,N/A,N/A,22 February 1897,Brachythecium albicans (Hedw.) Schimp.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,Y. Mexia,Chile,PASS,PASS,PASS,PASS,PASS,N/A,1936-04-10,N/A,Typed,PASS,8001,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,PASS,PASS,79-2108,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,79-2109,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,PASS,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,79-2115,Sajama,N/A,no type status,PASS,PASS,1982,4350 m,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,79-2117,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,M. Lewis,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,PASS,PASS,79-2118,Sajama,N/A,no type status,PASS,PASS,PASS,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,79-2107,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,Oruro,In warmish creek,R. Ochyra,PASS,PASS,N/A,1979-05-25,N/A,Typed,PASS,79-2119,Sajama,N/A,no type status,PASS,PASS,1982,PASS,25 May 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Peru,Loreto,On stone in overflow forest,PASS,PASS,PASS,N/A,1931-11-23,N/A,Typed,PASS,6149,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Nov. 23, 1931",Vesicularia amphibola (Spr.) Broth.,PASS
