Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0061_V0190732F.jpg,Robin B. Foster,R.B. Foster,N/A,8752,13 Sept. 1982,1982-09-13,N/A,Aciotis venezuelana (Pax & K.Hoffm.) Webster,Aciotis venezuelana (Pax & K.Hoffm.) Webster,M.J. Huft,1983,N/A,Peru,Huánuco,N/A,Pachitea,"Pachitea; Puerto Inca to Sungaro, Foot trail between Río Pachitea and Río Sungaro, Forested low hills and ravines, alt. 250-300m T.N.W.S.W. 9°08' S.","Puerto Inca to Sungaro, forested low hills and ravines",Forested low hills and ravines,,alt. 250-300m,T.N.W.S.W. 9°08' S.,N° 1921102,Typed,no type status
0062_V0277652F.jpg,José Schunke Vigo,J. Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,1964-05-27,Tinomiscium peruvianum,Tinomiscium peruvianum,A. M. W. Mennega,III 1972,N/A,Peru,San Martín,Mariscal Cáceres,N/A,"Quebrada Huicte (rio Huallaga), in tall forest","Quebrada Huicte (rio Huallaga), in tall forest",N/A,,529 m.,N/A,1751666,Typed,no type status
0063_V0152152F.jpg,Manuel Rimachi Y.,M. Rimachi,N/A,4268,"February 8, 1979",1979-02-08,N/A,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala (Nees) Mez,A. C. Chautems,2001,N/A,Peru,Loreto,Requena,s.n.,"Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muema,"" ","Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera","marginal forest, ""muema,"" ",,8 m,N/A,2058606,Typed,no type status
0064_V0277223F.jpg,Salvador Timaná P.,S. Timaná,N/A,95 (P-1-2),Julio/82,1982-07-00,1982-07-00,Faramea torquata Ducke,Faramea torquata Ducke,T. Plowman 1985,1985,N/A,Peru,Loreto,Maynas,Ampiyacu-Pebas,AMP-IYACU-PEBAS,Ampiyacu-Pebas,Bosque secundario 35 años,,100 m.,N/A,1968315,Typed,no type status
0065_V0195906F.jpg,Percy Nuñez & S. Walsh,P. Nuñez,S. Walsh,s.n.,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M.J. Huft,1987,N/A,Peru,Cuzco,La Convención,Quillabamba,"Dept. CUZCO: La Convención, Quillabamba, Salasampa.",Salasampa,N/A,,Alt. 1110 m.,N/A,1982606,Typed,no type status
0066_V0290180F.jpg,Jose Schunke,J. Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,"""Palicourea"" cf. maricrosea",Palicourea cf. maricrosea,J. Dyer,1980,N/A,Peru,San Martín,Lamas,Alonso de Alvarado,"San Juan de Pacaistapa, km. 72 carretera Tarapoto-Moyobamba","San Juan de Pacaisapa, kilometer 72 on the road Tarapoto-Moyobamba","En bosque secundario, con abundante luz solar",,1000-1050 m,N/A,1872133,Typed,no type status
0067_V0201636F.jpg,"G. Bueno, L. J. Rúdz",G. Bueno,L. J. Rúdz,138,18-8-81,1981-08-18,1981-08-18,Ficus maxima P. Miller,Ficus maxima P. Miller,William O. Burger,1982,N/A,Peru,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos, 600m elev","Quistococha, 14 kilometers north of Iquitos","Tree of 20m. Important medicinal plant. ""milk"" from the bark is drunk.",,600m,N/A,N/A,Typed,no type status
0068_V0251887F.jpg,E.P. Killip & A.C. Smith,E.P. Killip,A.C. Smith,26721,"July 23-27, 1929",1929-07-23,1929-07-27,Psychotria macrocarpa (Rusby) Standl.,Psychotria macrocarpa (Rusby) Standl.,N/A,N/A,N/A,Peru,Junín,Chanchamayo,N/A,Dept. Junín: Chanchamayo; La Merced; along forest,La Merced; along forest,dense forest,,N/A,N/A,607534,Typed,no type status
0069_V0243915F.jpg,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,s.d.,s.d.,s.d.,"Wissadula grandiflora Baker ex Rusby det. T. Fryxell, 1983",Wissadula grandiflora Baker ex Rusby,T. Fryxell,1983,N/A,Peru,Piura,Huancabamba,Canchaque,"Dep. Piura, Prov. Huancabamba, ca. 2 Km N of Canchaque",approximately 2 kilometers north of Canchaque,N/A,,1450 m alt.,5°24'S 79°36'W,N° 2119563,Typed,no type status
0070_V0187051F.jpg,J. Francis Macbride,J.F. Macbride,N/A,4800,"June 22, 1923",1923-06-22,1923-06-22,Croton Billiaei Croizat,Croton Billiaei Croizat,N/A,N/A,N/A,Peru,Cueva Grande,N/A,N/A,Cueva Grande,Cueva Grande,About 3000 feet humid,,about 3000 feet,N/A,N/A,Typed,no type status
0071_V0258426F.jpg,A. Sagástegui A.,A. Sagástegui,N/A,2820,13-IV-1962,1962-04-13,N/A,Geranium,Geranium chillonense Kunth,B. Háldan-Nielsen,1993,N/A,Peru,Cajamarca,Prov. Contumazá,Contumazá,"Prov. Contumazá, Dpto. Cajamarca.",Prov. Contumazá,Caliza.,,2720 m.s.n.m.,N/A,1684365,Typed,no type status
0072_V0193750F.jpg,J. Mostacero L.; S. Lopez C.; F. Mejia C.; J. Puliz; M. Quezada B.,J. Mostacero,"S. Lopez, F. Mejia, J. Puliz, M. Quezada",1040,14-11-1986,1986-11-14,N/A,Jaltomata procumbens (Cav.) J.L. Gentry,Jaltomata procumbens (Cav.) J.L. Gentry,M. J. Huft (1991),N/A,N/A,Peru,Cajamarca,Cutervo,N/A,La Pucarilla (Socota-San Andrés),La Pucarilla,Ladera al borde de carretera,,2450 m.s.n.m.,N/A,199382,Typed,no type status
0073_V0228073F.jpg,"SPICHIGER, R. & P.-A. LOIZEAU",R. Spichiger,P.-A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis subsp. guianensis Aubl. non Aubl. s.l./ S.F.,Pourouma guianensis subsp. guianensis,N/A,N/A,N/A,Peru,Loreto,Jenaro Herrera,N/A,"Bosque de terraza alta, Loreto arenoso.",Bosque de terraza alta,"Bosque de terraza alta, Loreto arenoso.",,Alt. 125 m.,N/A,2027582,Typed,no type status
0074_V0100062F.jpg,G. Klug,G. Klug,N/A,660,Diciembre 1929,1929-12-00,N/A,Pedersenia chocoensis Benth.,Pedersenia chocoensis Benth.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, near Iquitos, alt on meters",Mishuyacu near Iquitos,Forest,,100 m.,N/A,613565,Typed,no type status
0075_V0198402F.jpg,T. R. Dudley,T.R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora membranthyliotrix Urb. & T.M.Taylor ex L.O. Williams var. membranthyliotrix,Dendrophthora sp.,Job Kuijt,18 Dec. 1984,N/A,Peru,Dept. Ayacucho,Prov. La Mar,N/A,"eastern Massif of the Cordillera Oriental on San Miguel Mt., Ayacucho-La Mar Dept. boundary c. 4 km. from the Hacienda Luisiana","eastern Massif of the Cordillera Oriental on San Miguel Mountain, around 4 kilometers from Hacienda Luisiana",Dense forest; 1800-2100 meters in high elfin and montane forests as timberline,,3200 meters,N/A,N/A,Typed,no type status
0076_V0225274F.jpg,G. Klug,G. Klug,N/A,1596,"April 19, 1935",1935-04-19,N/A,Ficus trigona L.f.,Ficus trigona L.f.,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,Maynas,N/A,"Mishuyacu, near Iquitos","Mishuyacu, near Iquitos",forest,,100 meters,N/A,873381,Typed,no type status
0077_V0224820F.jpg,Mildred E. Mathias and Dermot Taylor,M.E. Mathias,D. Taylor,5576,18 July to 19 61,1961-07-18,1961-07-19,Malpighia(?) ,Malpighia,W.R. Anderson,1973,N/A,Peru,Loreto,N/A,Requena,Peru: Loreto: vicinity of Requena,vicinity of Requena,"""Barbasco silvestre""",,N/A,N/A,1733057,Typed,no type status
0078_V0304780F.jpg,José Schunke Vigo,J. Schunke Vigo,N/A,6677,Oct. 1970,1970-10-00,1970-10-00,Paulinia spicata Radlk.,Paulinia bracteosa Radlk.,D.R. Simpson,8.I.1993,N/A,Peru,Loreto,Datem del Marañón,"Unsure (The label mentions ""Quebrada de Iaguia,"" which may refer to a locality rather than a municipality, and this might require local knowledge to determine the current closest municipality.)","Quebrada de Iaguia, (Contamana) in tall forest, 220 m","[precise locality unknown] (The verbatimLocality implies the Quebrada de Iaguia in tall forest, but without more specific information, we cannot provide a more precise locality.)",Tall forest,,220 m,N/A,1717601,Typed,no type status
0079_V0238260F.jpg,Llewelyn Williams,L. Williams,N/A,3363,"Sept.-Oct., 1929",1929-09-00,1929-10-00,Psychotria ipecacuanha (Brot.) Stokes,Psychotria ipecacuanha (Brot.) Stokes,N/A,N/A,N/A,Peru,Loreto,Alto Rio Itaya,s.n.,"Forest of Poinia, Alto Itaya",Forest of Poinia,s.n.,,Alt. 145 m.,s.n.,61.4121,Typed,no type status
0080_V0225047F.jpg,"T. Plowman, A. Sagástequi A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,"A. Sagástequi A., J. Mostacero L., F. R. Mejía, F. Peláez",14242,12 July 1986,1986-07-12,N/A,Abutilon mollisimum (Cav.) Sweet,Abutilon molle (Kunth) Sweet var. molle,N. N. Kisleva,1979,N/A,Peru,Cajamarca,Jaén,s.n.,"Road from Pucará to Chambira, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chambira, 21 kilometers east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,,Alt. 700 m,N/A,1973380,Typed,no type status
0081_V0239614F.jpg,Magda Chanco with Michelle McMahon and Larry Hufford,M. Chanco,"M. McMahon, L. Hufford",s.n.,14 April 2003,2003-04-14,2003-04-14,Abutilon sp.,Abutilon sp.,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,CAJAMARCA: Chilet-San Pablo road about 15 km from Chilet,Cajamarca: Chilet-San Pablo road about 15 kilometers from Chilet,N/A,,3614 feet elevation,07° 09.555' S 78° 46.055' W,2253555,Typed,no type status
0082_V0414961F.jpg,"Marcos Ríos, Tory Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",M. Ríos,"T. Mori, N. Pitman, L. Torres, C. Vriesendorp",4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Requena,s.d.,"Prov. Requena, Dto. de Soplin, Quebrada Yanayacu-Río Blanco, Campamento Wiswinche del inventario rápido #27, de la región Tipishca-Blanco","Prov. Requena, Dto. de Soplin, Quebrada Yanayacu-Río Blanco, Campamento Wiswinche",Bosque de Plancie Inundable aguas blancas,,A. W. 90 m,"05°33'S; 73°15'33""W",2818558,Typed,no type status
0083_V0414962F.jpg,Marcos Rios,M. Rios,N/A,4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,N/A,Requena,"Dtto. de Soplin. Quebrada Yanayacu-Rio Blanco. Campamento Wistincha del intervato ripablo 477, de la region Pacaya-Samiria","Dtto. de Soplin, Quebrada Yanayacu-Rio Blanco, Campamento Wistincha","Bosque de Palme inundable de aguas blancas (Aguajal). Arbor 7 m, Flores amarillas y los botones son de color biehs",,Alt. 90,"05°43'S 75°13'58""W",2318537,Typed,no type status
0084_V0462893F.jpg,Ynes Mexia,Y. Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper oblongum Ruiz & Pavon,Piper oblongum Ruiz & Pavon,N/A,N/A,N/A,Peru,Huanuco,N/A,Huánuco,"Near confluence Rio Huallaga with R. Huacrachuco, forested slope above road.","Near confluence of Rio Huallaga with Rio Huacrachuco, forested slope above road",Forested slope above road.,,805 m.,N/A,1066596,Typed,no type status
0085_V0462895F.jpg,Ynes Mexia,Y. Mexia,N/A,6127,"Nov. 24, 1931",1931-11-24,N/A,Piper cullowii Ruiz & Pav.,Piper cullowii Ruiz & Pav.,Trelease,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago; dense forest.,"Above Pongo de Manseriche, right bank of mouth of Rio Santiago",Dense forest,,N/A,N/A,N/A,Typed,no type status
0086_V0441679F.jpg,Donald R. Simpson & José Schunke V.,D.R. Simpson,J. Schunke V.,565,"January 4, 1958",1958-01-04,N/A,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,D. R. Simpson,Jan. 1969,N/A,Peru,Tumbes,N/A,Tumbes,Dpto. Tumbes: Prov. Tumbes: En bosque seco tropical (Instit. Nac. 1964) cerca de El Caucho entre El Caucho y Pampa de Hospital.,En bosque seco tropical cerca de El Caucho entre El Caucho y Pampa de Hospital,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km northwest of Tumbes.",,N/A,N/A,1897948,Typed,no type status
0087_V0441677F.jpg,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,1981-12-06,Ipomoea cairica (L.) Sweet,Ipomoea cairica (L.) Sweet,A.M. McDonald,1983,N/A,Peru,Huánuco,N/A,N/A,Dept. Huanuco: Prov. Huanuco. 8 km. northeast of Huanuco on road to Tingo Maria,8 kilometers northeast of Huanuco on road to Tingo Maria,Scandent shrub on roadside near houses,,alt. 1750 m,"Approx. 9°52'5."", 76°11'W.",1896900,Typed,no type status
0088_V0401892F.jpg,Robin B. Foster,R.B. Foster,N/A,s.n.,"Aug. 19, 1978",1978-08-19,1978-08-19,Aechmea,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E.J. Gouda,2012-05-20,N/A,Peru,Loreto,Maynas,Iquitos,Caserio Muyuna 30KM SW of Iquitos,Caserio Muyuna 30 kilometers southwest of Iquitos,Terrestrial in white sand scrub; bracts bright red-pink; flowers white. Forested hills on white or brown sand soils.,,N/A,N/A,1852637,Typed,no type status
0089_V0460617F.jpg,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragón",J. Farfán,"L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragón",1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,Thomas B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chaunquiri camino a Rioamba","District of Vilcabamba, Chaunquiri on the way to Rioamba",Bosque Secundario,,1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
0090_V0469643F.jpg,Thomas B. Croat,T.B. Croat,N/A,28120,"July 18, 1977",1977-07-18,1977-07-18,Agave americana L.,Agave americana L.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Lago Agria 12-15 km SW of Iquitos on road to Santo Tomas; secondary road to Quisto-cocha,"Lago Agria 12 to 15 kilometers southwest of Iquitos on road to Santo Tomas, secondary road to Quisto-cocha","from crevices in a few inflorescences arising from a green, basal rosette",,N/A,N/A,1759629,Typed,no type status
0091_V0075820F.jpg,T. R. Dudley,T.R. Dudley,N/A,10783,4 July 1968,1968-07-04,1968-07-04,Thelypteris linkiae (F. Sch.) Chaloner,Thelypteris dudleyi R. A. Smith,Alan R. Smith,1989,N/A,Peru,Cuzco,La Convención,N/A,"In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5, at ca. 2825 m.; one of the commonest colonizers of landslide.","In full sun on old open landslide, just above the cloud forest, between camp 4 and 5, almost to Camp 5",terrestrial type with bright green foliage and purplish-black glossy petioles; on a moist vertical rock face,,ca. 2825 m,12° 37' S; 73° 32' W,1719861,Mix of Handwritten and Typed,Isotype
0092_V0075836F.jpg,S. Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,1982-07-04,Trichipteris pinnata Stolze,Trichipteris pinnata Stolze,R. G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway","Santa Rita Ridge road, 21 to 26 kilometers from Transisthmian Highway",Tropical wet forest,,500-550 m.,N/A,1932768,Typed,HOLOTYPE
0093_C0616676F.jpg,J. Dorantes,J. Dorantes,N/A,455,01/01/1972,1972-01-01,1972-01-01,Woodardia spinulosa Mart. & Gal.,Woodardia spinulosa Mart. & Gal.,N/A,N/A,N/A,Mexico,Veracruz,Jalapa,N/A,"Lito del Gato, MAPA 38.5 29.0",Lito del Gato,"Bosque caducifolio suelo rojo arcilloso muy abundante helech perenne veg, ripari",,N/A,MAPA 38.5 29.0,P005051,Typed,no type status
0094_C0644079F.jpg,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,"C. Mateo, G. Ortiz",4909,10 Abril 2003,2003-04-10,2003-04-10,Blechnum occidentale L.,Blechnum occidentale L.,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,Distrito Pozuzo,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación","Parque Nacional Yanachaga Chemillen, Pozuzo Sector Pan de Azúcar, Zona de Recuperación",Bosque ribereño,,1100-1250m,10°15' 75°13'W,Nº 2287355,Typed,no type status
0095_C0658238F.jpg,Ynes Mexia,Y. Mexia,N/A,8066,"May 14, 1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum L.,E. B. Copeland,1937,N/A,Peru,Cuzco,La Convencion,N/A,Departamento Cuzco. Province La Convencion; upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest.,Upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,Along stream in virgin forest,,Alt. about 1800 m.,N/A,1005396,Typed,no type status
0096_C0637474F.jpg,J. I. Calzada,J.I. Calzada,N/A,5759,24-enero-1980,1980-01-24,1980-01-24,Diplazium francoisii Lellinger,Diplazium francoisii Lellinger,R. C. Moran,1983,Liquidambar styraciflua; Quercus sp.; Alnus sp.,México,Veracruz,Xico,N/A,Ranchoita de Coatitlán,Ranchoita de Coatitlán,"Bosque Caducifolio, húmedo",,1800 m. s. n. m.,19°29' N 97°04' W,1894963,Typed,no type status
0097_C0636906F.jpg,Antonio Molina R.,A. Molina R.,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris pilosa-spidae (Hook) Morton,Thelypteris rudis (Kunze) Proctor,A. R. Smith,1974,N/A,Honduras,Department of Morazan,N/A,N/A,"8 km de La Uyuca, camino Talanga, Labranzagrande","8 kilometers from La Uyuca, on the road to Talanga, Labranzagrande",Helecho arboreo. Bosque lluvioso montane de la Mta. Uyuca,,Alt. 1800 m.,Longitude 87° W. and Latitude 14° N.,N/A,Typed,no type status
0098_C0665739F.jpg,"E.León, J.Young & N.Valenzuela",E. León,"J. Young, N. Valenzuela",2911,10 setiembre 1991,1991-09-10,N/A,Thelypteris euchlora (Sod.) Rendle,Thelypteris euchlora (Sod.) Rendle,R. C. Moran,19 92,N/A,Peru,Cuzco,Paucartambo,N/A,"Region de Nubes, Rio Mapacho, 10 setiembre 1991","Region de Nubes, Rio Mapacho","En ladera, Selva de Nubes",,1700-1800 m,N/A,2112158,Handwritten,no type status
0099_C0626158F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Doreothy N. Gibson, and Chester Lankowski",L.O. Williams,"A. Molina R., T.P. Williams, D.N. Gibson, C. Lankowski",27621,"April 15, 1966",1966-04-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,R. Stolze,1965,N/A,Nicaragua,Matagalpa,N/A,N/A,"Montane rain-forest, -- cloud forest, Dipartate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, 1400 meters, April 15, 1966.","Montane rain-forest, cloud forest, Dipartate de Potter, Santa María de Ostuma","Montane rain-forest, cloud forest",,1400 meters,N/A,1626179,Typed,no type status
0100_C0665657F.jpg,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,1981-04-20,Thelypteris (subg. Amauropelta) The thelypteris (sic) (nudges Kuntze),Thelypteris (subg. Amauropelta) The thelypteris (nudges Kuntze),A.R. Smith,s.d.,N/A,Peru,Cuzco,La Convencion,N/A,"Dept. Cuzco, Prov. La Convencion. Just east of Quillabamba. Finca Chicaña; coca coffee yuca, mango, bamboo corner crops 90%IL.","Just east of Quillabamba, Finca Chicaña",Terrestrial,,Alt. 1300-1400 m.,N/A,2038794,Typed,no type status
0101_C0045536F.jpg,Thomas G. Lammers,T.G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,N/A,N/A,N/A,United States of America,Illinois,Cook,N/A,"Cook Co.: Palos Twp. Swallow Cliff Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83. Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run.","Palos Township, Swallow Cliff Woods Forest Preserve, Southwest of the junction of US Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine,,N/A,N/A,2228497,Typed,no type status
0102_C0627900F.jpg,Antonio Molina R.,A. Molina R.,N/A,212562,"Mayo 22, 1963",1963-05-22,1963-05-22,Polypodium montigenum Maxon,Polypodium montigenum Maxon,A. Molina R.,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,"Bosque abierto de Montaña Montecristo , Department Santa Ana",Bosque abierto de Montaña Montecristo,N/A,,Alt. 2000 m.,N/A,N/A,Typed,no type status
0103_V0082645F.jpg,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis Kunze,N/A,N/A,N/A,Chile,Antofagasta,N/A,N/A,"Cerro Perales, ca. 85 km E of Taltal, 600-850 m alt.","Cerro Perales, approximately 85 kilometers east of Taltal","Terrestrial, growing in rock crevices",,600-850 m alt.,"(25°25' S, 70°25' W)",N° 2010984,Typed,no type status
0104_C0666362F.jpg,Rolla M. & Alice F. Tryon,R.M. Tryon,A.F. Tryon,6566,23 October 1965,1965-10-23,N/A,"Thelypteris ruiziana (Polz.) A. R. Smith, ined. s.s.str.","Thelypteris ruiziana (Polz.) A. R. Smith, ined. s.s.str.",A.R. Smith,"1979, 1982",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley.","Road from Huaras to Cusma, west valley",damp shaded rocks,,2800 m.,N/A,1833066,Typed,no type status
0105_C0666207F.jpg,E. R. Kuntz,E.R. Kuntz,N/A,274,"September 23, 1929",1929-09-23,1929-09-23,Dryopteris megalodus (Schl.) Urban,Thelypteris pentagona (Poiret) C.V. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,Soledad,"Dept. Loreto: Soledad, on Rio Itaya; about 110 meters dense forest","Soledad, on Rio Itaya",dense forest,,about 110 meters,N/A,152068,Typed,no type status
0106_C0666206F.jpg,H. E. Stork,H.E. Stork,N/A,s.n.,June 1929,1929-06-00,1929-06-00,Thelypteris penata (Poir.) Morton,Thelypteris pinnata (Poir.) C. Morton,A. R. Smith,1989,N/A,Peru,Loreto,San Antonio,N/A,"Dept. Loreto: San Antonio, on Rio Itaya","San Antonio, on Rio Itaya",dense swampy forest,,about 100 meters,N/A,1520667,Typed,no type status
0107_C0666203F.jpg,Macbride & Featherstone,J.F. Macbride,N/A,s.n.,"July 8-22, 1922",1922-07-08,1922-07-22,Thelypteris Pavoniana Kl.,Thelypteris pavoniana (Kl.) Tryon,A.R. Smith,1979,N/A,Peru,Mitú,N/A,N/A,Summit; right top of the pass,Summit right top of the pass,In shrub formation,,About 9000 ft.,N/A,518129,Typed,no type status
0108_C0666202F.jpg,J. J. Wurdack,J. J. Wurdack,N/A,No. 705,1 June 1962,1962-06-01,1962-06-01,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979 , 1989",N/A,Peru,Amazonas,Provincia de Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,"On banks, locally frequent",,2700-3000 m,N/A,1647265,Typed,no type status
0109_C0666112F.jpg,E. C. Ogden and R. F. Theriot,E.C. Ogden,R.F. Theriot,5202,"Aug. 13, 1956",1956-08-13,1956-08-13,Deparia acrostichoides (Sw.) M. Kato,Thelypteris opulenta (Kaulf.) Fosberg,A. R. Smith,1979,N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. s. of Iquitos. In old banana planting.","Rio Itaya, 10 kilometers south of Iquitos, in old banana planting","In old banana planting, fertile leaf, sterile pinnae, fertile pinnae",,N/A,N/A,1587072,Typed,no type status
0110_C0639123F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams",L.O. Williams,"A. Molina R., T.P. Williams",23634,s.d.,1963-08-13,1963-08-13,Lycopodium clavatum L.,Lycopodium clavatum L.,C.V. Morton & D.B. Lellinger,1964,N/A,Nicaragua,Matagalpa,Jinotega,N/A,"Cloud forest area, Sta. Maria de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, 1300-1800 meters","Cloud forest area, Santa Maria de Ostuma, Cordillera Central de Nicaragua",Terrestrial on open bank,,1300-1800 meters,N/A,N/A,Typed,no type status
0111_C0675553F.jpg,"John T. Atwood, Jr.",J.T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum ochraceum McCarthy & Hickey,N/A,N/A,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho. Lower cloud forest near Finca Cuirre.,"Volcan Mombacho, lower cloud forest near Finca Cuirre",Lower cloud forest,,N/A,N/A,1868242,Typed,no type status
0112_C0675619F.jpg,Geo. B. Hinton et al.,G.B. Hinton,et al.,7644,May et al. 23-36,1936-05-23,1936-05-36,Adiantum trapeziforme L.,Adiantum ebracteatum McCarthy & Hickey,M. Palacios-Rios,Agosto/1986,N/A,Mexico,Mexico,Temascaltepec,N/A,"5 Temascaltepec, Méx.","Temascaltepec, Mexico",dry barranca,,N/A,N/A,N/A,Handwritten,no type status
0113_C0355438F.jpg,R.A. Maas Geesteranus,R.A. Maas Geesteranus,N/A,5744,dd. 12-III-49,1949-03-12,N/A,Asplenium sandersonii Hook.,Asplenium sandersonii Hook.,R. Faden,1976,N/A,Kenya,Lykens Province,Kericho Distr.,N/A,"South ""Western Kikuyu Reserve, camp 8","South Western Kikuyu Reserve, camp 8","riparian-woodland along the river Itare, among others with Cynopolis glabristriata",,1920 m,"Lat. 0°36'30"" S., Long. 35°10'20"" E.",1444540,Typed,no type status
0114_C0359489F.jpg,"J. Charo, H. Sains, J.M. López y F. Esteban",J. Charo,"H. Sains, J.M. López, F. Esteban",s.n.,N/A,2005-02-22,2005-02-22,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,Lophosoria quadripinnata var. quadripinnata,M. Véliz,22/XI/2005,N/A,Guatemala,Jalapa,N/A,Mataquescuintla,"Aldea San Raymundo, finca Los Manzanalillos","Aldea San Raymundo, finca Los Manzanillos",Bosque de Quercus sp.,,2308 meters,"14°33'47.9''N, 90°16'07.0''W",2298970,Typed,no type status
0115_C0662895F.jpg,C. S. Millspaugh & C. M. Cook,C.S. Millspaugh,C.M. Cook,893,Jan. 20-Feb. 6.,1900-01-20,1900-02-06,Asplenium dentatum L.,Asplenium dentatum L.,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,Port Antonio,[precise locality unknown],N/A,,N/A,N/A,10502,Handwritten,no type status
