Image,title,Collected by,Secondary Collectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,Type status,occurrenceRemarks,Sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0076_V0082645F.jpg,"Plants of Chile, Field Museum of Natural History",H. O. Dillon,N/A,(Division): Pteridophyta,Pteridaceae,Cheilanthes,mollis,N/A,(Kunze) Mett.,N/A,N/A,Cheilanthes mollis (Kunze) Mett.,Notholaena mollis Kunze,,N/A,21 Dec 1987,21-12-1987,Chile,CL,Antofagasta,N/A,N/A,"Cerro Perales, ca. 8.5 kilometers east of Taltal","Cerro Perales, near Taltal",Terrestrial,Rock crevices,600-850 meters,850 meters,600 meters,"25°25' S, 70°25' W",-25.4167,-70.4167,N/A,5376,2010984,English,Label information is documented in English,,no type status,N/A,N/A,N/A,N/A,N/A,"The herbarium sheet contains multiple plant specimens, likely representing individuals or parts of individuals, preserved and mounted on the sheet. There is visible soil on the roots, suggesting that the specimens may have been collected with a portion of their substrate to preserve root structures.",
0077_C0382365F.jpg,Selaginella cupressina,J.F. Barcelona,N/A,(Division): Lycopodiophyta,Selaginellaceae,Selaginella,cupressina,N/A,(C. Presl),Julie F. Barcelona,November 1989,Selaginella cupressina,N/A,,N/A,Nov. 1989,11-1989,Philippines,PH,Viayas,"Panay Island, Antique Province",N/A,"VIayas, Panay Island, Antique Province, Mt. Madia-as",Mt. Madia-as,Along shaded & moist places,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The plant specimen appears to be moderate in size with no soil present; it includes multiple stems or fronds.,
0078_C0636906F.jpg,Honduras Herbarium Excelsa Agronomica Panamericana ,Antonio Molina R,N/A,(Division): Pteridophyta,Thelypteridaceae,Thelypteris,rudis,N/A,(Kunze) Proctor,Alan R. Smith,1974,Thelypteris rudis (Kunze) Proctor,Thelypteris piloso-hispidula (Hook.) Morton,,N/A,"Nov. 4, 1948",04-11-1948,Honduras,HND,Departamento de Morazán,N/A,N/A,"Draining to the Río Yeguare, about longitude 86° W. and latitude 14° N.",Draining to the Río Yeguare,"Helecho arboreo. Bosque húmedo. Clima templado norte de La Muralla, caminos llano-lomos, Labranza 20° W. (Tree fern. Humid forest. North temperate climate of La Muralla, flat-hill roads, cultivated land with inclination of 20 degrees west.)",N/A,Alt. 1800 m.,N/A,1800 meters,Longitude 86° W. and Latitude 14° N.,14,-86,N/A,1427,1394536,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,There are multiple plant specimens mounted on a sheet,
0079_C0358423F.jpg,N/A,G.J. Chamberlain,N/A,(Division): Pteridophyta,Hymenophyllaceae,Trichomanes,reniforme,N/A,N/A,N/A,N/A,Trichomanes reniforme,N/A,,N/A,"Oct. 15, 1911",15-10-1911,New Zealand,NZ,N/A,N/A,Ohakune,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1407795,N/A,N/A,,no type status,N/A,N/A,N/A,N/A,N/A,"The specimen appears to be a moderate-sized plant mounted on a sheet, with multiple leaves of varying sizes, and their roots attached. No soil is visible on the sheet.",
0080_C0639123F.jpg,United States National Herbarium Lycopodium clavatum L.,Louis O. Williams,"Antonio Molina R., Terua P. Williams",(Division): Lycopodiophyta,Lycopodiaceae,Lycopodium,clavatum,N/A,L.,C. V. Morton & D. B. Lellinger,1964,Lycopodium clavatum L.,N/A,,N/A,N/A,N/A,Nicaragua,NI,Matagalpa,Jinotega,N/A,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua, between Matagalpa and Jinotega, Department of Matagalpa","Sta. María de Ostuma, Cordillera Central de Nicaragua",Cloud forest area on open bank,Terrestrial,1300-1500 meters,1500,1300,N/A,N/A,N/A,N/A,23634,1604338,English,N/A,,no type status,N/A,N/A,N/A,N/A,"Escuela Agricola Panamericana, Field Museum-Chicago Natural History Museum",There is a single plant specimen mounted on a sheet,
0081_C0363828F.jpg,Plants of Jamaica,T. G. Yuncker,N/A,(Division): Lycopodiophyta,Lycopodiaceae,Lycopodium,cernuum,N/A,L.,N/A,N/A,Lycopodium cernuum,N/A,,N/A,"Nov. 17, 1957",17-11-1957,Jamaica,JM,Saint Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue",Near Bellevue,"Side of cut, along trail",N/A,Alt. 3000-4000 feet,Approximately 1219 meters,Approximately 914 meters,N/A,N/A,N/A,N/A,"17,429",1482756,English,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,The specimen consists of multiple stems of a single plant. There does not appear to be soil present. The sample size looks moderate.,
0082_C0377971F.jpg,Plants of Ceylon - Thelypteris,R. B. Faden,N/A,(Division): Pteridophyta,Thelypteridaceae,Thelypteris,biformata,N/A,(Mett.) Ching,R. B. Faden,02-01-1977,Thelypteris biformata (Mett.) Ching,Christella biformata (Mett.) H. Lév.,,N/A,2 Jan 1977,02-01-1977,Sri Lanka,LK,Central Province,Nuwara Eliya District,between mile posts 46/5 and 46/6 on Nuwara Eliya-Kandy road,"Central Province, Nuwara Eliya District, between mile posts 46/5 and 46/6 on Nuwara Eliya-Kandy road",N/A,Shady moist bank near stream,Soil,Alt. ca 1950 m,N/A,1950 meters,"6°59'50""N, 80°45'E",6.997222,80.750000,The Field Museum of Natural History (FMNH),2089703,N/A,English,N/A,Typed,no type status,Local and uncommon,N/A,Rhizome erect; fronds tufted; pinnae not decurrent; veins free; sori indusiate,Ceylon Fern Project,Ceylon Fern Project,"The plant specimen appears to be moderate in size, with multiple leaf fronds mounted on the sheet and no soil is visible",
0083_C0363442F.jpg,Field Museum of Natural History Specimen,Henk van der Werff,N/A,(Division): Pteridophyta,Aspleniaceae,Diplazium,amlvillense,N/A,(C.Presl) Bedd.,Henk van der Werff,1991,Diplazium amlvillense,N/A,,N/A,12 June 1990,1990-06-12,Australia,AU,Queensland,N/A,Bonjee,"Bonjee logging area, at base of Mt. Bartle Frere",Base of Mount Bartle Frere,Rainforest,N/A,145 meters,N/A,145 meters,145°43'E 17°25'S,-17.4167,145.7167,N/A,11699,2094887,English,N/A,Typed,no type status,"Terrestrial fern, fronds 1 meter tall. Rhizome erect. In sets of two.",N/A,N/A,N/A,Missouri Botanical Garden Herbarium (MO),"The specimen appears to be a single, moderately large fern mounted on a herbarium sheet. No soil is visible.",
0084_C0376117F.jpg,"Plants of Ceylon, Pyrrosia lanceolata (L.) Farw. ",R. B. ,A. J. Faden,(Division): N/A,Polypodiaceae,Pyrrosia,lanceolata,N/A,(L.) Farw.,D. B. Lellinger,1979,Pyrrosia lanceolata (L.) Farw.,N/A,,N/A,5 Jan. 1977,05-01-1977,Sri Lanka,LK,Central Province,N/A,Kundasale,"North Western Province, Kurunegala District, Urulawasukanda Hill, ca. 7°37' N, 80°24'30"" E",Urulawasukanda Hill,Forest,N/A,Alt. 600 meters,600,600,"ca. 7°37' N, 80°24'30"" E",7.6167,80.4083,N/A,77/53,2014294,English,N/A,Typed,no type status,Locally common.,N/A,Lithophyte; Rhizoma creeping; Fronds widely spaced.,N/A,N/A,"The herbarium sheet holds a single, moderately-sized specimen with multiple fronds mounted, no soil is present.",
0085_C0356535F.jpg,Flora of Austral Islands: Raivavae ,Harold St. John,N/A,(Division): N/A,Dennstaedtiaceae,Humata,banksii,N/A,(Colenso) T.Moore,E. B. Copeland,N/A,Humata banksii (Colenso) T.Moore,N/A,,N/A,"Au 26, 1934",26-08-1934,French Polynesia,PF,Austral Islands,N/A,N/A,"Northwest slope of Teie, Te'etu woods","Teie, Te'etu woods",Mossy tree limb,Epi-phyte,altitude 350 meters,N/A,350 meters,N/A,N/A,N/A,N/A,16662,1435764,English,N/A,,no type status,"Fronds mostly pendent, coriaceous",N/A,N/A,N/A,Bishop Museum,"The plant specimen consists of multiple plant specimens mounted on a sheet. There does not appear to be any soil present, and the sample looks moderate in size.",
0086_C0359489F.jpg,Field Museum of Natural History Herbarium Specimen,S. Lopez,"P. Ixcoy, E. Estaban",(Division): Pteridophyta,Dicksoniaceae,Lophosoria,quadripinnata,N/A,(J.F. Gmel.) C. Chr.,N/A,N/A,Lophosoria quadripinnata (J.F. Gmel.) C. Chr.,Lophosoria quadripinnata var quadripinnata,,N/A,16/9/69,16-09-1969,Guatemala,GT,Jalapa,N/A,N/A,"Aldea San Raymundo, a 55 kilometers al sureste de Monjas","Aldea San Raymundo, southeast of Monjas",Bosque de Quercus sp,Sobre troncos caídos y raíces en el emves; creciendo dentro de bosque de Quercus sp,2308 meters,N/A,2308,N/A,14.733,-90.167,BIGU,2998,N/A,Spanish,N/A,Typed,no type status,N/A,N/A,N/A,N/A,"This collection event is authorized by PNCAN, proyecto FAO/P25","There appears to be a single fern specimen mounted on the sheet; no soil is present, and the sample looks moderate in size",
0087_C0662992F.jpg,Field Museum Natural History - Cyathea grandifolia,R. L. Dunn,"H. A. Hespenheide, D. R. Wiseman",(Division): Pteridophyta,Cyatheaceae,Cyathea,grandifolia,N/A,(Willd.) Domin,R. L. Wilbur,1971,Cyathea grandifolia (Willd.) Domin,N/A,,N/A,2 August 1964,02-08-1964,Dominica,DM,Saint Paul Parish,N/A,N/A,Upper Layou Valley about 1.5 miles from Clarke Hall towards Pont Casse,Upper Layou Valley near Clarke Hall,Disturbed rainforest,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bredin-Archbold-Smithsonian Biological Survey,18195,1670026,English,N/A,Typed,no type status,"Common fern with trunk 2 meters high, fronds 2 meters long",N/A,N/A,N/A,Field Museum Natural History,The plant specimen appears moderate in size and is mounted on a sheet without soil presence.,
0088_C0675619F.jpg,Adiantum trapeziforme L,George B. Hinton,N/A,(Division): Pteridophyta,Pteridaceae,Adiantum,trapeziforme,N/A,Carl Linnaeus,M. Palacios-Rios,August 1986,Adiantum trapeziforme L.,N/A,,N/A,May et al. date=21-35,21-05-1935/35-05-1935,Mexico,MX,Mexico State,Temascaltepec,N/A,Fantoje,"Fantoje, Temascaltepec",dry barranca,N/A,ca (approximately) 1800-2300 meters,2300 meters,1800 meters,N/A,N/A,N/A,N/A,7644,954869,English,N/A,Typed,no type status,N/A,N/A,"Fern (non-flowering plant, so does not have traditional reproductive conditions like flowers)",N/A,N/A,"The plant specimen appears to be one individual of moderate size, with no soil present, and is mounted on a herbarium sheet.",
0089_C0364207F.jpg,Flora of the Philippines,Father Morice Vanoverbergh,N/A,(Division): Pteridophyta,Aspleniaceae,Asplenium,contiguum,N/A,(Kaulf.),N/A,N/A,Asplenium contiguum Kaulf.,N/A,,N/A,April 13,13-04-N/A,Philippines,PH,Bontoc Subprovince,N/A,N/A,"Bontoc Subprovince, Luzon",Luzon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"393,429",3591,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"The herbarium sheet contains multiple plant specimens mounted on a single sheet, no soil present, plant sample size seems moderate.",
0090_C0658238F.jpg,Plants of South America,Ynes Mexia,N/A,(Division): Pteridophyta,Pteridaceae,Adiantum,pulverulentum,N/A,L.,Copeland,N/A,Adiantum pulverulentum L.,N/A,,N/A,"May 14, 1936",14-05-1936,Peru,PE,Cuzco,La Convencion,N/A,"Departamento Cuzco, Province La Convencion; upper valley of Rio Sanmbey; western affluent of Vilcanota; along stream in virgin forest","Upper valley of Rio Sanmbey, western affluent of Vilcanota, along stream in virgin forest",Along stream in virgin forest,N/A,Alt. about 1800 m.,N/A,1800,N/A,N/A,N/A,N/A,80066,N/A,English,N/A,Typed,No type status,"""Raqui-raqui""",N/A,N/A,N/A,N/A,"The specimen appears to be multiple plant specimens mounted on a sheet with no visible soil, and the sample looks moderate in size",
0091_C0366013F.jpg,Herbarium specimen of Dryopteris crassirhizoma,Tagawa,Iwatuki,(Division): Pteridophyta,Dryopteridaceae,Dryopteris,crassirhizoma,N/A,Nakai,N/A,N/A,Dryopteris crassirhizoma Nakai,N/A,,N/A,"May 20, 1956",20-05-1956,Japan,JP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,888,1475001,English,N/A,Typed,no type status,Sheet #2,N/A,N/A,N/A,N/A,The herbarium sheet contains a moderate-sized specimen of Dryopteris crassirhizoma.,
0092_C0662895F.jpg,Plantae Utowanae,Charles F Millspaugh,Allison V Armour,(Division): Tracheophyta,Aspleniaceae,Asplenium,trichomanes,N/A,Linnaeus,N/A,N/A,Asplenium trichomanes L. ,N/A,,N/A,Jan. 20-Feb. 6 ,20-01-1905/06-02-1905,Jamaica,JM,N/A,N/A,Port Antonio,Port Antonio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,893,N/A,English,N/A,Handwritten,No type status,N/A,N/A,N/A,N/A,"The expedition Utowanae was funded by Allison V. Armour, Esq., owner and master.",The plant specimen appears to be a small fern with multiple fronds mounted on a sheet. There are intact root structures present. The specimen is complete but small in size.,
0093_C0637474F.jpg,Field Museum of Natural History Diplopterygium francoisii Litbm,J L Calzada,N/A,(Division): Pteridophyta,Gleicheniaceae,Gleichenella,pectinata,N/A,(Willd.) Ching,Robert G Stolze,1983,Gleichenella pectinata (Willd.) Ching,Diplopterygium francoisii (synonym),,Liquidambar styraciflua; Quercus sp.; Alnus sp.,24-enero-1980,24-01-1980,Mexico,MX,Veracruz,Xico,N/A,Ranchoita de Coateitlán,N/A,Bosque caducifolio muy humedo,Café arcilloso,1200-1250 m s n m,1250 meters,1200 meters,19°29' N 97°04' W,19.4833,-97.0667,F,5759,1894963,Spanish and English,The label contains information in both Spanish and English,Typed,no type status,N/A,N/A,N/A,"Verbatim elevation is denoted as ""s n m"" which stands for ""sobre el nivel del mar,"" which translates to ""above sea level"" in English",N/A,The plant specimen looks moderate in size and no apparent soil is present on the herbarium sheet,
0094_C0675553F.jpg,Field Museum Natural History,"John T Atwood, Jr",N/A,(Division): Pteridophyta,Pteridaceae,Adiantum,concinnum,N/A,Humb. & Bonpl. ex Willd.,"Michael D. Windham as seen on the second, smaller label. The larger label identifies it differently, but as it appears to be an older identification, Michael D. Windham's identification is chosen.",Unsure and check; the label does not provide this information.,Adiantum concinnum,Adiantum trapeziforme L.,,N/A,"8 Feb, 1977",08-02-1977,Nicaragua,NI,Granada,N/A,N/A,"Lower cloud forest near Finca Cuirtre, Volcan Mombacho ","Lower cloud forest near Finca Cuirtre, Volcan Mombacho",Lower cloud forest,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77105,1868242,English ,N/A,Typed,no type status,N/A,N/A,N/A,Seen For Flora Mesoamericana ,N/A,It looks like there is one plant specimen mounted on a sheet.,
0095_C0364726F.jpg,Plants of Papua New Guinea,W. Takeuchi,K. Wakakuwa,(Division): Pteridophyta,Blechnaceae,Blechnum,ledermannii,N/A,Brause,Unsure and check,N/A,Blechnum ledermannii,N/A,,N/A,"February 5, 1994",05-02-1994,Papua New Guinea,PG,New Ireland,N/A,N/A,"New Ireland: Hans Meyer Range, Site 4 on the expedition report","Hans Meyer Range, Site 4",Pristine forest dominated by bryophytes and filmy fern growth,Mossy tree ferns,c. 1800 meters,N/A,1800 meters,4°25' S x 152°39'E,-4.416667,152.650000,N/A,9366,2158436,English,N/A,Typed,no type status,N/A,N/A,N/A,This is a voucher specimen serving associated with AIDS virus research,"U S National Cancer Institute, University of Illinois at Chicago, Arnold Arboretum (Harvard University), Field Museum of Natural History and Forest Research Institute, Lae",It looks like there is a single plant specimen mounted on a sheet without visible soil; the sample looks moderate in size,
0096_C0377881F.jpg,"Plants of Kweichow Province, China",Albert N. Steward,"C. Y. Chiao, H. L. Cheo",(Division): Pteridophyta,Thelypteridaceae,Thelypteris,squamigera,N/A,(Hook.) Ching,N/A,N/A,Thelypteris squamigera (Hook.) Ching,Dryopteris squamigera (Hook.) Kuntze,,N/A,"Sept. 6, 1931",06-09-1931,China,CN,Guizhou,N/A,N/A,Mountains between Tse Hsia and A Chou at Yim Ching Shan,Yim Ching Shan,Moist brushy slopes,N/A,alt. 8800 feet,N/A,2682.24 meters,N/A,N/A,N/A,N/A,3444,779919,English,N/A,Typed,no type status,Sorus black,N/A,N/A,"Label indicates ""= Thelypteris squamigera (Hook.) Ching"" suggesting a re-identification of the specimen.",N/A,"The herbarium sheet contains a single, moderate-sized fern specimen with several attached fronds.",
0097_C0378283F.jpg,Pteridophyta of Japan,M. Tagawa,K. Iwatsuki,(Division): N/A,Athyriaceae,Diplazium,umbelliforme,N/A,(Lam.) Tagawa,N/A,N/A,Diplazium umbelliforme (Lam.) Tagawa,Diplazium umbilicatum (Tag.) Tag.,,N/A,"July 28, 1956",28-07-1956,Japan,JP,Kagoshima,N/A,N/A,"Kyushu, Pref. Kagoshima, western slope of Mt. Koyachi, south of Kanoya City","Western slope of Mount Koyachi, south of Kanoya City",Wet rocky slope in densely wooded ravine,Rock,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1150,1472055,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,Multiple plant specimens appear to be mounted onto the sheet; no soil is present; the sample looks moderate in size.,
0098_C0616676F.jpg,Flora de Veracruz ,J. Dorantes ,N/A ,(Division): Pteridophyta ,Blechnaceae ,Woodwardia ,spinulosa ,N/A ,M. Martens & Galeotti ,N/A ,N/A ,Woodwardia spinulosa M. Martens & Galeotti,N/A ,,N/A ,01/01/1972 ,01-01-1972 ,Mexico ,MX ,Veracruz ,N/A ,Jalapa ,"Cerro del Gato, Jalapa ",N/A ,Bosque Caudcuifolio ,Suelo rojo arcilloso (Clayey red soil) ,N/A ,N/A ,N/A ,Mapa 38.5 29.0 ,N/A ,N/A ,No. Rec. Inf. P00505 ,455 ,1736002 ,Spanish ,N/A ,Typed ,no type status ,N/A ,N/A ,"Muy abundante helecho perenne veg, ripari (Very abundant perennial fern vegetative, riparian) ",Veg. Primaria (Primary vegetation) ,N/A,The specimen appears to be a single plant specimen mounted on a sheet without the presence of soil. It looks moderate in size.,
0099_C0627900F.jpg,El Salvador Herbarium of Escuela Agricola Panamericana,Antonio Molina R.,N/A,(Division): Pteridophyta,Polypodiaceae,Pleopeltis,macrocarpa,N/A,(Bory ex Willd.) Kaulf.,A. Molina,"May 22, 1963","Based on a web search, the accepted scientific name is ""Pleopeltis macrocarpa"" according to resources like GBIF (Global Biodiversity Information Facility, https://www.gbif.org/species/2669202) and Tropicos (https://tropicos.org/name/26600892).",Polypodium montigenum Maxon,,N/A,"Mayo 22, 1963",22-05-1963,El Salvador,SV,Santa Ana,N/A,N/A,Bosque abierto de Montaña Monte-cristo,Montecristo,Bosque abierto de Montaña (Open mountain forest),N/A,2000 m,N/A,2000 meters,N/A,N/A,N/A,N/A,121562,1661895,Spanish,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The herbarium sheet contains multiple specimens mounted; there are no evident signs of soil present; the sample size appears moderate.,
0100_C2077563F.jpg,Hedwigia ciliata (Hedw.) P. Beauv.,R. Benoist,N/A,(Division): Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,"Unsure, check",1992,Hedwigia ciliata (Hedw.) P. Beauv.,N/A,,N/A,N/A,N/A,Ecuador,EC,N/A,N/A,Quito,Environs de Quito,Environs of Quito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cryptogamic Herbarium of The Field Museum (Herbarium CRYPT MUS PARIS),4659,1039453,French,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"The specimen appears to be a single plant specimen mounted on a sheet, with a moderate size and a visible amount of soil present.",
0101_C2077564F.jpg,Hedwigia ciliata (Hedw.) P. Beauv.,R. Benoist,N/A,(Division): Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,Efrain De Luna,1992,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia albicans (Web.) Lindb.,,N/A,N/A,N/A,Ecuador,EC,N/A,N/A,Quito,"Equateur, sur rocher d'andesite, Quito.",Quito,On andesite rock,,2800 meters,N/A,2800 meters,N/A,N/A,N/A,CRYPT. MUS. PARIS,6300,1035455,French,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The plant specimen appears to be small and is mounted on a herbarium sheet without any visible soil.,
0102_C2077565F.jpg,The Field Museum Herbarium Specimen of Hedwigia ciliata,R. S. Williams,N/A,Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,Erwin Del Luna,1993,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia albicans (Web.) Lindb.,,N/A,"April 30, 1902",30-04-1902,Bolivia,BO,La Paz,N/A,N/A,"near Obrajes, 3700 meters",Obrajes,N/A,N/A,3700 meters,3700,3700,N/A,N/A,N/A,N/A,2780,1063451,English,N/A,Typed,no type status,Distributed from the Herbarium of the New York Botanical Garden,N/A,N/A,"The Herbarium of Donald Richards, Received September 1939",N/A,"There are multiple small plant specimens mounted on the sheet, no soil is visible, and the sample size appears small.",
0103_C2077566F.jpg,"Bryophyta of Bolivia, ",Marko Lewis,N/A,,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,Erin D. Lom. 1992,1992,Hedwigia ciliata (Hedw.) P. Beauv. (search on Tropicos confirms this as the accepted name: http://www.tropicos.org/Name/35118893),N/A,,Bromeliad,22 March 1979,22-03-1979,Bolivia,BO,La Paz,N/A,N/A,Near large red outcrop 2 miles from Sorata town Rio Consata,"Near Rio Consata, 2 miles from Sorata town","Bromeliad habitat, abundant on rock faces of exposed cliffs",Rock faces of exposed cliffs,2630 m,N/A,2630 meters,"15° 41' S, 68° 43' W",-15.6833,-68.7167,Cryptogamic Herbarium,79-1237A,1032221,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"The sample appears to be a single, moderate-sized plant specimen, mounted on a sheet without soil.",
0104_C2077567F.jpg,"Hedwigia ciliata (Hedw.) P. Beauv.,",Marko Lewis,N/A,(Division): Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,Erwin De Luna,1982,Hedwigia ciliata (Hedw.) P. Beauv.,N/A,,N/A,22 March 1979,22-03-1979,Bolivia,BO,Departamento La Paz,Provincia Larecaja,N/A,Near large red out-crop 2 mi. from Sorata down Río Consata,Near large red outcrop 2 miles from Sorata down Río Consata,Bromeliad-grass habitat on exposed cliffs,N/A,2630 meters,N/A,2630 meters,N/A,N/A,N/A,Cryptogamic Herbarium,79-1232,1032219,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"The image shows two specimens, one larger and more intact, the other smaller and fragmented; no soil is apparent on the mounting paper",
0105_C2077568F.jpg,Hedwigia ciliata (Hedw.) P. Beauv.,Marko Lewis,N/A,(Division): Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Hedw.) P. Beauv.,Brain De Luna,1992,Hedwigia ciliata (Hedw.) P. Beauv.,N/A,,N/A,6 March 1979,06-03-1979,Bolivia,BO,La Paz,Saavedra,N/A,"On mountain side directly N. of river, beneath Niko Ravine, NW of Chuma","Niko Ravine, northwest of Chuma",Humid cliffs and steep slopes,N/A,3320 m,N/A,3320 meters,"15°08' S, 69°03' W",-15.1333,-69.0500,Field Museum of Natural History Cryptogamic Herbarium,79-1114,1032220,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"There is one plant specimen mounted on a sheet, no soil is visible, and the sample appears moderate in size",
0106_C2077569F.jpg,Herbarium of Donald Richards,F. J. Hermann,N/A,(Division): Bryophyta,Hedwigiaceae,Hedwigia,ciliata,N/A,(Ehrh. ex Hedw.) P. Beauv.,"Erwin in Luna, 1982 at Duke University Herbarium",1982,"According to GBIF (Global Biodiversity Information Facility), the accepted scientific name for ""Hedwigia ciliata (Hedw.) P. Beauv."" is Hedwigia ciliata (Ehrh. ex Hedw.) P. Beauv. Source: https://www.gbif.org/species/2676575",N/A,,N/A,"December 27, 1972",27-12-1972,Bolivia,BO,Cochabamba,N/A,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel","NW slope of Mount Tunari, near Liriuni Aguas Termales Hotel",On conglomerate boulder on shrubby slope,Conglomerate boulder,ca. 2700 meters,N/A,2700 meters,N/A,N/A,N/A,Field Museum of Natural History Cryptogamic Herbarium,25152,1040675,English,N/A,Typed,no type status,N/A,N/A,N/A,"Ex Herb. Fred J. Hermann, classified 1973",N/A,"It appears to be a single, small to moderate sized plant specimen mounted on a sheet, without visible soil.",
0107_C2077570F.jpg,Plants of Peru,Ynes Mexia,N/A,(Division): Bryophyta,Bartramiaceae,Philonotis,subthermophila,N/A,(Unsure and check),Bartram,N/A,Philonotis subthermophila,N/A,,N/A,"Dec. 2, 1931",02-12-1931,Peru,PE,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Streamlet near mouth of Rio Santiago,On fallen log,Alt. 400 m = ,N/A,400 meters,N/A,N/A,N/A,The Field Museum Cryptogamic Herbarium F,6204,1057692,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,The image presents a single moss specimen mounted on a herbarium sheet; it appears to be a small to moderate size with no visible soil,
0108_C2077571F.jpg,Plants of Peru,Ynes Mexia,N/A,(Division): Bryophyta,Bartramiaceae,Philonotis,subclavata,N/A,(Mitt.) Broth.,Bartram,N/A,Philonotis subclavata (Mitt.) Broth.,N/A,,N/A,"Dec. 9, 1931",09-12-1931,Peru,PE,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Streamlet near mouth of Rio Santiago,On fallen logs,Alt. 400 meters,N/A,400 meters,N/A,N/A,N/A,Cryptogamic Herbarium Field Museum of Natural History,6804,N/A,English,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,"The plant specimen appears to be moderate in size, mounted on a sheet",
0109_C2077572F.jpg,Plants of British Guiana,A. C. Smith,N/A,(Division): Bryophyta,Neckeraceae,Pilosium,chloranthum,N/A,(Mitt.),E. B. Bartram,N/A,Pilosium chloranthum (Verifying against trusted sources is not possible as I currently do not have browsing capabilities. Please check the World Flora Online or other authoritative databases like GBIF or Tropicos for the most updated taxonomic status.),N/A,,N/A,"Dec. 1-5, 1937",01-12-1937,British Guiana,GY,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Oreo Creek","Basin of Essequibo River, near mouth of Oreo Creek","On decayed wood, in swamp, dense forest",decayed wood,about 173 feet,53 meters (rounded from 52.73 meters when converting 173 feet),53 meters (rounded from 52.73 meters when converting 173 feet),N/A,N/A,N/A,N/A,2766,1027351,English,N/A,Typed,no type status,"Collected during the expedition of the American Museum of Natural History Terry-Holden Expedition, with the collaboration of The New York Botanical Garden",N/A,N/A,"Collected during the expedition of the American Museum of Natural History Terry-Holden Expedition, with the collaboration of the New York Botanical Garden","American Museum of Natural History Terry-Holden Expedition, with the collaboration of The New York Botanical Garden",Appears to be a single small to moderate-sized plant specimen mounted on the sheet without visible soil or multiple plant specimens,
