record_ref,fieldname,observed_val,true_val,is this field,,,,
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,verbatimLocality,On rocks ca. 100m. alt. Hitoyoshi Kumamoto County,"Hitoyoshi, Kumamoto County",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,locality,On rocks ca. 100 meters altitude Hitoyoshi,[precise locality unknown],     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/663/C0268572F.jpg,verbatimElevation,ca. 100m. alt.,ca. 100m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,verbatimCollectors,H. H. Cow,H. H. Chung,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,collectedBy,H. H. Cow,H. H. Chung,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,verbatimIdentification,Macromitrium gymnostomum S. & L.,Macromitrium gymnostomum S.& L.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,identifiedBy,Theriot,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,firstPoliticalUnit,Fujian,Fukien,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,habitat,"On rock, shaded",N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,verbatimElevation,500 m.,500 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/668/C0268574F.jpg,otherCatalogNumbers,1122631,1122634,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,verbatimEventDate,1-May-28,2-May-25,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,minimumEventDate,5/1/1928,5/2/1925,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,identifiedBy,Theriot,E. C. Thériot,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,firstPoliticalUnit,Fujian,Fukien,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,verbatimLocality,On rock in bamboo forest,Chuanchow,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,locality,On rock in bamboo forest,Chuanchow,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/669/C0268575F.jpg,habitat,N/A,Bamboo forest,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,verbatimIdentification,Macromitrium longicaule C. Mull.,Macromitrium longicaule C. Müll.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,associatedTaxa,Pandanus,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,verbatimLocality,Lake Wamba 5 km S of Teptep airstrip Rather open montane forest with dominating Pandanus trees 1 km S of lake,"Papua New Guinea. Morobe Prov.: Lake Wamba 5 km S of Teptep aristrip, 1 km S of lake",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,locality,Lake Wamba 5 kilometers south of Teptep airstrip 1 kilometer south of lake,"Lake Wamba, 5 kilometers south of Teptep airstrip, 1 kilometer south of lake",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,habitat,Rather open montane forest with dominating Pandanus trees,Open montane forest with pandanus trees,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/676/C0268579F.jpg,verbatimCoordinates,6°01'S 146°33'E,"6°01'S, 146°33'E",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,verbatimCollectors,H. H. Cheo,H. H. Chung,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,collectedBy,H. H. Cheo,H. H. Chung,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,recordNumber,B.4.,B.4,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,verbatimEventDate,Mar-28,"March, 1925",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,minimumEventDate,1928-03-00,1925-03-00,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,verbatimIdentification,Macromitrium japonicum (Dz. & Mb.) C. M.,Macromitrium japonicum (Dz.& Mk.) C.M. ,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,firstPoliticalUnit,Fujian,Fukien,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,municipality,Nampo,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,verbatimLocality,"Nampo, Auw","Namputo, Amoy",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,locality,"Nampo, Auw",Amoy Island | Namputo,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/680/C0268581F.jpg,habitat,On shady rocks or bark,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,identifiedBy,Dale H. Vitt,D. H. Vitt,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,verbatimLocality,"Mt. Sarawaket Southern Range 2.5 km S of L. Gwama open alpine grassland and ""subalpine"" forest at L. Kenoroh E of Mt. Enggum","Papua New Guinea. Morobe Prov.: Mt. Sarawaket Southern Range 2.5 km S of L. Gwam, at L. Kenzoroh E of Mt. Enggum",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,locality,Mt. Sarawaket Southern Range 2.5 kilometers south of Lake Gwama east of Mount Enggum,"Mount Sarawaket, southern range, 2.5 kilometers south of Lake Gwam, at Lake Kenzoroh, east of Mount Enggum",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,habitat,"open alpine grassland and ""subalpine"" forest",Open alpine grassland and subalpine forest,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,verbatimElevation,alt. 3550 m,3550 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/687/C0268585F.jpg,verbatimCoordinates,6°21'S 147°08'E,"6°21'S, 147°07'E",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimCollectors,Coll. M. Mizutani and I. Yoshimura,M.Mizutani and I.Yoshimura,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,recordNumber,s.n.,1379,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimEventDate,"Jan. 23, 1975","Jan. 23,1975",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimIdentification,Macromitrium synoicum Sull. et Lesq.,Macromitrium gymnostomum Sull. et Lesq.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,latestScientificName,Macromitrium synoicum,Macromitrium gymnostomum,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,identifiedBy,Z. I.,Z. Iwatsuki,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimDateIdentified,"Jan. 23, 1975",N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,firstPoliticalUnit,Okinawa,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimLocality,"Iriomote, Sonai","Ryukyu: Isl. Iriomote, Sonai",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,locality,"Iriomote, Sonai",Ryukyu Islands | Iriomote Island | Sonai,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,habitat,on tree trunk,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/691/C0268587F.jpg,verbatimElevation,1-10 m alt.,1-10 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,verbatimCollectors,leg. C. K. Sakurai,K. Sakurai,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,collectedBy,C. K. Sakurai,K. Sakurai,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,recordNumber,X. 1932,141,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,verbatimEventDate,X. 1932,X.1932,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,firstPoliticalUnit,Honshu,Musashi,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,secondPoliticalUnit,Musashi,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,verbatimLocality,"prope flueces et Roblokute, rupicola, photophila","Japonia, Honshiu, Musashi, prope fauces d. Kobotoke",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,locality,prope flueces et Roblokute,Honshiu Island | Prope fauces de Kobotoke,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/693/C0268588F.jpg,habitat,"rupicola, photophila",Mountain slope,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,verbatimCollectors,Coll. K. Sato,K. Saito,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,collectedBy,K. Sato,K. Saito,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,recordNumber,s.n.,639,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,verbatimIdentification,Macromitrium gymnostomum Sull. & Lesq.,Macromitrium gymnostomum Sull. et Lesq.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,municipality,Sumiyo-mura,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,verbatimLocality,Isl. Amami-oshima,"Japan: Sumiyo-mura, Isl. Amami-ohshima, Kagowhima Pref.",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,locality,Isl. Amami-oshima,Amami Oshima Island | Sumiyomura,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,habitat,On rock,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,verbatimElevation,elevation about 120 m,about 120 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2303/695/C0268589F.jpg,otherCatalogNumbers,639,1051109,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,verbatimIdentification,Poconoium uncinatum (Hedw.) P.B.,Pogonatum urnigerum(Hedw.)P.B.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,latestScientificName,Poconoium uncinatum,Pogonatum urnigerum,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,firstPoliticalUnit,Azores,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,municipality,S. Miguel,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,verbatimLocality,talus découvert Salto do Cavalo vers 700 m,Salto do Cavalo S. Miguel,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,locality,Salto do Cavalo,"Azores | São Miguel, Salto do Cavalo",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2302/601/C0268725F.jpg,habitat,talus découvert,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,verbatimLocality,'Tacacoma 3' Between 5-6 km S of Tacacoma along road to Quiabaya 16-17 km N of Sorata,"Depto. La Paz Prov. Larecaja: 'Tacacoma 3' Between 5-6 km S of Tacacoma along road to Quiabaya, 16-17 km N of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,locality,'Tacacoma 3' Between 5-6 kilometers south of Tacacoma along road to Quiabaya 16-17 kilometers north of Sorata,"Between 5-6 kilometers south of Tacacoma along road to Quiabaya, 16-17 kilometers north of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,habitat,Super humid Ceja de Montaña forests following ravines In small rill in dripping area of small waterfall,"Super humid Ceja de Montaña forests following raviens, in small rill in dripping area of small waterfall",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/796/C0341037F.jpg,verbatimCoordinates,15°36'S 68°39'W,"15°36'S, 68°39'W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,identifiedBy,Crum,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,verbatimLocality,Along road 1 mi. from Sorata towards Achacachi,"Depto. La Paz, Prov. Larecaja: Along road 1 mi. from Sorata towards Achacachi",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,verbatimElevation,2740 m.,2740 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/797/C0341038F.jpg,verbatimCoordinates,"15° 45' S, 68° 42' W","15° 45' S., 68° 42' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,secondPoliticalUnit,Chapare,Chaparé,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,verbatimLocality,Slope of Cerro Khachi N. of Corani 3030 m,"Depto. Cochabamba, Prov. Chaparé: Slope of Cerro Khachi, N. of Corani",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,locality,Slope of Cerro Khachi North of Corani,"Slope of Cerro Khachi, north of Corani",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,verbatimCoordinates,17° 11' S 65° 54' W,"17° 11' S., 65° 54' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/798/C0341040F.jpg,otherCatalogNumbers,1135583,1078769,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,verbatimCollectors,Collector: Alice W. M. A. M. Brunn,Miss W. M. A. Booke,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,collectedBy,A. W. Brunn,W. M. A. Brooke,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,verbatimEventDate,13 Oct. 1950,13 Oct.1950,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/803/C0341047F.jpg,verbatimElevation,10000 ft.,10000 ft,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,verbatimCollectors,Miss W. M. A. Brookes,Miss W. M. A. Booke,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,collectedBy,W. M. A. Brookes,W. M. A. Brooke,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,verbatimEventDate,13 Oct. 1950,13 Oct.1950,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,verbatimIdentification,Phleobothis,Philonotis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,latestScientificName,Phleobothis,Philonotis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/804/C0341048F.jpg,verbatimElevation,10000 ft.,10000 ft,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,secondPoliticalUnit,Chapare,Chaparé,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,verbatimLocality,Slope of Cerro Khachi N of Corani 3030 m On stones and banks of seepv creek in cloud forest ravine with tree ferns,"Depto. Cochabamba, Prov. Chaparé: Slope of Cerro Khachi, N. of Corani",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,locality,Slope of Cerro Khachi North of Corani 3030 meters,"Slope of Cerro Khachi, north of Corani",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,habitat,On stones and banks of seep creek in cloud forest ravine with tree ferns,On stones and banks of seepy creek in cloud forest ravine with tree ferns,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/806/C0341051F.jpg,verbatimCoordinates,17° 11' S 66° 54' W,"17° 11' S., 65° 54' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,verbatimCollectors,leg. P. & P. Hegewald,P+E. Hegewald,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,secondaryCollectors,P. Hegewald,E. Hegewald,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,recordNumber,Nr. 6989,6989,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,verbatimEventDate,Datum 31.8.1973,31.8.1973,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,verbatimIdentification,Philonotis sphaerocarpa (Hedw.) Brid.,Philonotis sphaerrocarpa (Hedw.) Brid.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,identifiedBy,Dana Griffin III,D. Griffin III,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,locality,Las Palmas between Balsas and Leimebamba,"Las Palmas, zwischen Balsas und Leimebamba",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,habitat,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/879/C0341117F.jpg,verbatimElevation,3000 m,±3000 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,verbatimCollectors,"Coll. Frank D. Bowers, Paul Somers, Jr., Claudio Delgadillo M. & T. ","Frank D. Bowers, Claudio Delgadillo M., and Paul Somers,Jr.",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,secondaryCollectors,"P. Somers, Jr. | C. Delgadillo M. | T. ","C. Delgadillo M. | P. Somers, Jr.",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,latestScientificName,Braunia secunda,Braunia andrieuxii,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,identifiedBy,A. J. Sharp,E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,verbatimDateIdentified,N/A,1992,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,verbatimLocality,"Sierra de Laguna. 15 miles east of Todos Santos. On boulder, mesa, open valley.",Terr.Baja California Sur : Sierra de Laguna. 15 miles east of Todos Santos,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,locality,Sierra de Laguna. 15 miles east of Todos Santos.,"Sierra de Laguna, 15 miles east of Todos Santos",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/513/C0341152F.jpg,verbatimElevation,Alt. ca. 6300 ft.,ca. 6300 ft,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,verbatimCollectors,"A. J. and E. B. Sharp, E. C. Clebsch, K. R. Thornburgh","A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,recordNumber,2681,2281,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,verbatimLocality,Near El Punto on Hwy. 175,"Near El Punto on Hwy. 175, Oaxaca; Mexico",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/538/C0341164F.jpg,verbatimElevation,1625 m,±1625 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,verbatimCollectors,"A. J. and E. B. Sharp, E. C. Clebsch, K. I. Hornburgh","A.J. and E.B. Sharp, E.C. Clebsch, K.R. Thornburgh",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,secondaryCollectors,E. B. Sharp | E. C. Clebsch | K. I. Hornburgh,E. B. Sharp | E. C. Clebsch | K. R. Thornburgh,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,verbatimEventDate,1-Jul-73,4-Jul-73,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,minimumEventDate,7/1/1973,7/4/1973,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,identifiedBy,B. De Luna,E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,secondPoliticalUnit,Hidalgo,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,municipality,San Martín,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,verbatimLocality,"El Mirador on Hwy. 80, 9 mi. above San Martín","El Mirador on Hwy. 80, 9 miles above San Martín Hidalgo, Jalisco; Mexico",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,locality,"El Mirador on Highway 80, 9 miles above San Martín","El Mirador on Highway 80, 9 miles above San Martín Hidalgo",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,verbatimElevation,1750 m,±1750 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/547/C0341169F.jpg,originalMethod,Mix of Handwritten and Typed,Typed,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,verbatimEventDate,"30, Sept., 1898","30, Sept., 1908",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,minimumEventDate,1898-09-30,9/30/1908,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,verbatimIdentification,"Braunia Andrieuxii, Lorentz.","Braunia Andrieuxii, Lorentz",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,verbatimLocality,On rocks near Guadalajara,Near Guadalajara,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,locality,On rocks near Guadalajara,Near Guadalajara,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/568/C0341179F.jpg,verbatimElevation,5000 ft.,"5,000 ft",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/570/C0341180F.jpg,municipality,Cuyamaloya,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,verbatimCollectors,leg. Eggers & Frahm,Eggers & Frahm,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,collectedBy,N. Eggers,H. F. A. Eggers,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,secondaryCollectors,N. Frahm,J. P. Frahm,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,recordNumber,2500,s.n.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,verbatimEventDate,25.7.79,23.2.79,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,minimumEventDate,7/25/1979,2/23/1979,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,verbatimIdentification,Braunia secunda (Hook.) B.S.G.,Braunia secunda (Hook.)B.S.G.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,firstPoliticalUnit,Veracruz,Vera Cruz,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,verbatimLocality,Sierra Madre an der Str. 555 Z. Perote Jalapa Kiefern-Eichenw.,"Mexico: Edo. Vera Cruz, Sierra Madre an der Str.F55 zw. Perote + Jalapa",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,locality,Sierra Madre on the road 555 to Perote Jalapa,"Sierra Madre, an der Straße F55 zwischen Perote und Jalapas",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,habitat,Kiefern-Eichenw.,Kiefern-Eichenw,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/619/C0341205F.jpg,verbatimElevation,N/A,2300 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,verbatimCollectors,"Coll. Frank P. Bowler, Claudio Delgadillo M., and Paul S. Martin","Frank D. Bowers, Claudio Delgadillo M., and Paul Somers, Jr.",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,collectedBy,F. P. Bowler,F. D. Bowers,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,secondaryCollectors,C. Delgadillo M. | P. S. Martin,"C. Delgadillo M. | P. Somers, Jr.",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,verbatimEventDate,30-Dec-70,30-Dec-73,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,minimumEventDate,12/30/1970,12/30/1973,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,verbatimLocality,Oak-pine forest with Alnus along Highway 40 about 5 miles west of El Salto,Along Highway 10 about 9 miles west of La Ciudad,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,locality,Oak-pine forest with Alnus along Highway 40 about 5 miles west of El Salto,"Along Highway 10, about 9 miles west of La Ciudad",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,habitat,"On boulder, partial shade",Oak-pine forest with Madrono,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/621/C0341207F.jpg,verbatimElevation,Alt. 8050 ft.,8650 ft,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,verbatimCollectors,Collected by A. J. Sharp,A. J. Sharp,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,recordNumber,116,145,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,verbatimEventDate,23-Jul-41,23-Jul-44,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,minimumEventDate,7/23/1941,7/23/1944,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,verbatimIdentification,Braunia secunda (Hook.) Bruch & Schimp.,Braunia secunda (Hook.) BSG,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,identifiedBy,H. A. Crum | E. De Luna,H. A. Crum,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,verbatimDateIdentified,1992,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,firstPoliticalUnit,Distrito Federal,Federal District,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,verbatimLocality,"Siliceous boulder in H2O, above Cantreras","Rio, above Contreras, D.F., Mexico",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,locality,Above Cantreras,"Rio, above Contreras",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/910/C0341213F.jpg,habitat,Siliceous boulder in water,N/A,     ,,,,
