Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,accessURI
0254_V0078059F.jpg,Ruiz & Pavón,Ruiz,Pavón,N/A,(1779-1788),1779-00-00,1788-00-00,Nolana spathulata Ruiz & Pav.,Nolana spathulata Ruiz & Pav.,T. M. Mess,1981,N/A,Peru,N/A,N/A,N/A,in vice-regno Peruivano et Chilensi lectae,in vice-regno Peruivano et Chilensi,N/A,N/A,N/A,N/A,Typed,Isolectotype,http://fm-digital-assets.fieldmuseum.org/155/067/V0078059F.jpg
0255_V0092864F.jpg,Camilo Diaz & Antonio Peña,Camilo Diaz,Antonio Peña,9048,4 Diciembre 1996,1996-12-04,N/A,Symplocos ovata Ståhl,Symplocos ovata Ståhl,Ståhl (G.Bif.),9.II; 4.AB; 24.10,N/A,Peru,Amazonas,Luya Province,N/A,"Camporredondo, Tullanya, Pascana ""Pajaro Tigre"".","Camporredondo, Tullanya, Pascana ""Pajaro Tigre""",N/A,2850-2360 m,N/A,N/A,Mix of Handwritten and Typed,Isotype,http://fm-digital-assets.fieldmuseum.org/281/732/V0092864F.jpg
0256_V0092900F.jpg,Ruiz et Pavón,Ruiz,Pavón,N/A,1777-1788,1777-00-00,1788-00-00,Bomarea purpurea (Ruiz & Pav.) Herb.,Bomarea purpurea (Ruiz & Pav.) Herb.,Hofreiter,2007,N/A,Peru,N/A,N/A,N/A,in vice-regno Peruviano et Chilensi lectae,vice-regno Peruviano et Chilensi,N/A,N/A,N/A,916119,Handwritten,isotype,http://fm-digital-assets.fieldmuseum.org/283/142/V0092900F.jpg
0257_V0092906F.jpg,"V. Quipuscoa S., A. Sagástegui A., S. Leiva G. & M. Bejarano C.",V. Quipuscoa,"A. Sagástegui, S. Leiva, M. Bejarano",13778,20 agostos 1998,1998-08-20,N/A,"Lithospermum cinerascens (A.DC.) Johnst. Amazonas, Prov. Chachapoyas Distrito: Leymebamba","Lithospermum leymebambense Weigend & Nürk, sp. nov. ined.",Maximilian Weigend,September 2006,N/A,Peru,Amazonas,Prov. Chachapoyas,Distrito: Leymebamba,"Carretera a Celendín, entre Ishpingo - Pomacocha","Carretera a Celendín, between Ishpingo and Pomacocha",Bosque montano fragmentado,2800-3000 m,N/A,2211679,Mix of Handwritten and Typed,Isotype,http://fm-digital-assets.fieldmuseum.org/283/147/V0092906F.jpg
0258_V0092915F.jpg,Llewelyn Williams,Llewelyn Williams,N/A,6999,"Jan.-Feb., 1930",1930-01-00,1930-02-00,Maranta arundinacea L.,Maranta arundinacea L.,N/A,N/A,N/A,Peru,San Martin,N/A,N/A,"forest Roque, San Martin",forest Roque,forest,1500-1800 m.,N/A,624474,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg
0259_V0092918F.jpg,Ruiz et Pavón,Ruiz,Pavón,N/A,1778-1788,1778-00-00,1788-00-00,Marcgravia obovata (R. & P.) D. Don,Marcgraviastrom obovatum (G. Don) Bedell,G. Bedell,Utrecht VIII 1982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,843295,Mix of Handwritten and Typed,ISOTYPE,http://fm-digital-assets.fieldmuseum.org/283/160/V0092918F.jpg
0260_V0092921F.jpg,R. & P.,R.,P.,N/A,(1775-1788),1775-00-00,1788-00-00,Maroqauia obovata (R. & P.) D. Don,Maroqauia obovata (R. & P.) D. Don,H. G. Bedell,VIII 1982,N/A,N/A,N/A,N/A,N/A,vice-regno Peruviano et Chilensi lœtæ.,vice-regno Peruviano et Chilensi laetae,N/A,N/A,N/A,842882,Mix of Handwritten and Typed,ISOTYPE,http://fm-digital-assets.fieldmuseum.org/283/163/V0092921F.jpg
0282_V0277652F.jpg,José Schunke Vigo,José Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,N/A,Tovomita crassiuscula,Tontelea attenuata ,A. M. W. Mennega,III 1972,N/A,Peru,San Martín,Mariscal Cáceres,N/A,"Quebrada Huicte ( Río Huallaga ), in tall forest",Quebrada Huicte,tall forest,529 m.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/791/904/V0277652F.jpg
0283_V0152152F.jpg,Manuel Rimachi Y.,Manuel Rimachi Y.,N/A,4268,"February 8, 1979",1979-02-08,1979-02-08,Endlicheria anomala (Nees) Mez,Endlicheria anomala (Nees) Mez,"A.C. Chautems (Triplaris), 2001",2001,N/A,Peru,Loreto,Requena,Dtto. Saquena,"Rio Ucayali, Quebrada de Acuayacu, above Genaro Herrera, marginal forest, ""muema"", 8 m fr. green","Rio Ucayali, Quebrada de Acuayacu, above Genaro Herrera",marginal forest,N/A,N/A,2058606,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/586/997/V0152152F.jpg
0284_V0277223F.jpg,Salvador Flores P.,Salvador Flores,N/A,95 (P-2),Julio/82,1982-07-00,1982-07-00,"""Tococa""",Tococa sp.,T. Plowman,1985,N/A,Peru,Loreto,Maynas,N/A,Ampiyacu-Peyán,Ampiyacu-Peyán,Bosque subandino 35 años,100 m.s.n.m.,N/A,1968315,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/802/677/V0277223F.jpg
0285_V0195906F.jpg,Percy Nuñez V. & S. Walsh,Percy nuñez v.,S. walsh,63530,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M. J. Huft,1987,N/A,Peru,Cuzco,La Convencion,N/A,"Quillabamba, Salsipampa","Quillabamba, Salsipampa",N/A,1110 m,N/A,1982606,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/694/649/V0195906F.jpg
0286_V0290180F.jpg,Jose Schunke,Jose Schunke,N/A,9560,30 Mayo 1977,1977-05-30,N/A,Hamelia patens Jacq,Hamelia patens Jacq,J. Dyer,1980,N/A,Peru,San Martín,Mariscal Caceres,Alonso de Alvarado,"San Juan de Pacai sapo, km. 72 carretera Tarapoto-Yoyobamba","San Juan de Pacai sapo, km 72 Tarapoto-Yurimaguas Road","En bosque secundario, con abundante luz solar",1000-1050,N/A,1872133,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/904/057/V0290180F.jpg
0287_V0201636F.jpg,"G. Coimbra, L. Luna, J. Ruíz",G. Coimbra,"L. Luna, J. Ruíz",136,18–8–81,1981-08-18,1981-08-18,Ficus maxima P. Miller,Ficus maxima P. Miller,William O. Burger,1982,N/A,Peru,Department of Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos","Quistococha, 14 kilometers north of Iquitos",Important medicinal plant,600m elev,N/A,1923146,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/674/331/V0201636F.jpg
0288_V0251887F.jpg,E.P. Killip & A.C. Smith,E.p. killip,A.c. smith,16721,"July 23-24, 1929",1929-07-23,1929-07-24,Psychotria sarapiquensis (Humb. & Bonpl.) Müll. Arg.,Psychotria sarapiquensis (Humb. & Bonpl.) Müll. Arg.,N/A,N/A,N/A,Peru,Junin,N/A,N/A,Pichis Trail,Pichis Trail,Dense forest,about 900 meters,N/A,607534,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/786/584/V0251887F.jpg
0289_V0243915F.jpg,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,N/A,N/A,N/A,"Wissadula grandifolia Baker ex Rusby det. P. Fryxell, 1983",Wissadula grandifolia Baker ex Rusby,P. Fryxell,1983,N/A,Peru,Piura,Huancabamba,Canchaque,"Dept. Piura. Prov. Huancabamba, ca. 2 Km N of Canchaque. ",approximately 2 kilometers north of Canchaque,N/A,1450 m alt.,[5°24' S 79°36' W],2119563,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/750/898/V0243915F.jpg
0290_V0187051F.jpg,J. Francis Macbride,J. francis Macbride,N/A,4980,"June 22, 1923",1923-06-22,N/A,Croton sp. nov. (under C. glandulosus L.),Croton sp.,N/A,N/A,N/A,Peru,N/A,N/A,N/A,Cueva Grande; about 3300 feet,Cueva Grande,Unsure and check,about 3300 feet,N/A,535840,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/678/428/V0187051F.jpg
0291_V0258426F.jpg,Augusto Weberbauer,Augusto Weberbauer,N/A,2820,16-XII-1922,1922-12-16,N/A,Geranium chilense,Geranium chilloense Kunth,B. Høiland-Nielsen,1993,N/A,Peru,N/A,N/A,Cajabamba,Cajabamba,Cajabamba,Ladera arenosa con Cactaceas,3400 m. s. m.,N/A,1684365,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/776/646/V0258426F.jpg
0292_V0193750F.jpg,"J. Mostacero L., S. Lwanga C., F. Mejia C., F. Pelaez & J. Guevara b.",J. Mostacero L.,"S. Lwanga C., F. Mejia C., F. Pelaez, J. Guevara b.",1040,14-III-1986,1986-03-14,N/A,Jacquemontia cuchavacensis (Lillo) Kuntze,Jacquemontia cuchavacensis (Lillo) Kuntze,M. J. Huft,IV-1992,N/A,Peru,Cajamarca,Cutervo,N/A,La Muralla (Cotoras-San Andrés),La Muralla,Ladera al borde de carretera,2450 msnm,N/A,199382,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/686/796/V0193750F.jpg
0293_V0228073F.jpg,"SPICHIGER, R. & P.-A. LOIZEAU",Spichiger,R. & P.-A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis Aubl. var. guianensis,Pourouma guianensis Aubl. var. guianensis,N/A,N/A,N/A,Pérou,Loreto,Jenaro Herrera,N/A,"Jenaro Herrera, Loreto, Pérou (73° 45'W-4° 55'S).",Jenaro Herrera,"Bosque de terraza alta, suelo arenoso",Alt. 125 m.,73° 45'W-4° 55'S,2027582,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/738/306/V0228073F.jpg
0294_V0100062F.jpg,G. Klug,G. Klug,N/A,660,"December, 1929",1929-12-00,1929-12-00,Palicourea sp. aff. marcgravii,Palicourea sp. aff. marcgravii,N/A,N/A,N/A,Peru,Loreto,N/A,Mishuyacu,"Mishuyacu, near Iquitos","Mishuyacu, near Iquitos",Montane forest,100 m.,N/A,613565,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/494/920/V0100062F.jpg
0295_V0198402F.jpg,T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,N/A,Dendrophthora mannosum (Griseb.) Urb. var. loranthaceae,Dendrophthora sp.,Job Kuijt,18 Dec. 1984,N/A,Peru,Dept. Ayacucho,N/A,N/A,"Prov. La Mar, eastern Massif of the Cordillera Central, 45 km. walking distance SW Rio Apurimac, 30 km. from Hacienda Santa Rosa, c. 10 km. from Tambo.","Prov. La Mar, eastern Massif of the Cordillera Central, 45 kilometers walking distance southwest Rio Apurimac, 30 kilometers from Hacienda Santa Rosa, circa 10 kilometers from Tambo","In dense forest, 480-500 ft. high cliff in bright orange ait timberline; puna",3220 meters,12°45'S; 73°35'W,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/655/199/V0198402F.jpg
0296_V0225274F.jpg,Klug,Klug,N/A,1595,April 19 1929,1929-04-19,1929-04-19,Ficus Tineke Standl.,Ficus trigona L.f.,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,Maynas,near Iquitos,Dept. Loreto: Maynas; near Iquitos,near Iquitos,100 meters; forest,100 meters,N/A,873381,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/675/982/V0225274F.jpg
0297_V0224820F.jpg,"Mildred E. Mathias, Dermot Taylor",Mildred e. mathias,Dermot taylor,5576,18 July to 19 61,1961-07-18,1961-07-19,Malpighia (?),Malpighia (?),William R. Anderson,1983,N/A,Peru,Loreto,N/A,Requena,vicinity of Requena,vicinity of Requena,N/A,"""Barbasco silvestre""",N/A,1733057,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/736/767/V0224820F.jpg
0298_V0304780F.jpg,José Schunke Vigo,José Schunke Vigo,N/A,6677,17 Dec 1964,1964-12-17,N/A,Paulinia bracteosa Radlk.,Paulinia bracteosa Radlk.,Donald R. Simpson,N/A,N/A,Peru,Loreto,N/A,N/A,"Quebrada de Iquique, (Contamana) in tall forest, 220 m","Quebrada de Iquique, Contamana",tall forest,220 m,N/A,1717601,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/939/013/V0304780F.jpg
0299_V0238260F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,http://fm-digital-assets.fieldmuseum.org/785/493/V0238260F.jpg
0261_V0414961F.jpg,"Marcos Rios, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",Marcos Rios,"Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",4399,13 octubre 2014,2014-10-13,2014-10-13,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,PERU,LORETO,Prov. Requena,Dto. de Soplin,"Quebrada Yanayacu-Rio Blanco, Campamento Wishwincho del inventario rapido #27, de la region Tipiacno-Blanco","Quebrada Yanayacu-Rio Blanco, Campamento Wishwincho del inventario rapido #27",Bosque de Planicie inundable aguas blancas,A. W. 90.,"05°33'35""S; 73°35'53""W",N^o 2818558,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1611/031/V0414961F.jpg
0262_V0414962F.jpg,Marcos Rios,Marcos Rios,N/A,439,13 octubre 2014,2014-10-13,2014-10-13,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,"Dto. de Soplin. Quebrada Yanayacu-Rio Blanco. Camino Wistincohui de intervención ribeña 27, de la region Tipisma/Bianco","Quebrada Yanayacu-Rio Blanco, Camino Wistincohui",Bosque de Palmae Inundable de aguas blancas,Alt. 90,"05°43'35""S 73°13'58""W",2318557,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1611/032/V0414962F.jpg
0263_V0462893F.jpg,Ynes Mexia,Ynes Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,1936-10-09,Piper obliquum Ruiz & Pavon,Piper obliquum Ruiz & Pavon,N/A,N/A,N/A,Peru,Huanuco,N/A,N/A,Near confluence Rio Chinchao with Huallaga; forested slope above road.,"Near confluence Rio Chinchao with Huallaga, forested slope above road",Forested slope above road,805 m,N/A,1066596,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg
0264_V0462893F.jpg,Ynes Mexia,Ynes Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,N/A,Piper aduncum Ruiz & Pav. det. Trelease,Piper aduncum Ruiz & Pavon,Trelease,N/A,N/A,Peru,N/A,N/A,N/A,Near confluence Rio Cumbaza with Huallaga; forested slope above road.,"Near confluence of Rio Cumbaza with Huallaga, forested slope above road",Forested slope,805 m,N/A,1066956,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/655/V0462893F.jpg
0265_V0462895F.jpg,Ynes Mexia,Ynes Mexia,N/A,6127,"Nov. 24, 1931",1931-11-24,N/A,Piper ciliatum Ruiz & Pav.,Piper ciliatum Ruiz & Pav.,T.Release,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago; dense forest.,"Above Pongo de Manseriche, right bank of mouth of Rio Santiago, dense forest",Dense forest,Alt. 200 m.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg
0266_V0462895F.jpg,Ynes Mexia,Ynes Mexia,N/A,6127,"Nov. 24, 1931",1931-11-24,1931-11-24,Piper callisomum Ruiz & Pav.,Piper callisomum Ruiz & Pav.,T. Release,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of mouth of Río Santiago; dense forest.,"Above Pongo de Manseriche, right bank of mouth of Río Santiago",Dense forest,Alt. 200 meters,N/A,872277,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/657/V0462895F.jpg
0267_V0441679F.jpg,D. R. Simpson & José Schunke V.,D. R. Simpson,José Schunke V.,565,"January 4, 1968",1968-01-04,N/A,"Ipomoea carnea Jacq. (det. D. R. Simpson, Jan. 1969)",Ipomoea carnea Jacq.,D. R. Simpson,Jan. 1969,N/A,Peru,Depto. Tumbes: Prov. Tumbes,N/A,N/A,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km. northwest of El Caucho","Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about ten kilometers northwest of El Caucho","Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub",N/A,N/A,1897948,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg
0268_V0441679F.jpg,D. R. Simpson & José Schunke V.,D. r. simpson,José schunke v.,565,"January 7, 1968",1968-01-07,N/A,"Ipomoea carnea Jacq. (det. D. R. Simpson, Jan. 1969)",Ipomoea carnea Jacq.,D. r. simpson,Jan. 1969,N/A,Peru,Depto. Tumbes,Prov. Tumbes,N/A,Prov. Tumbes de ti La Cruz a 10 Km. hacia S.E. of El Caucho y Pampas de Hospital,Prov. Tumbes de ti La Cruz 10 kilometers southeast of El Caucho y Pampas de Hospital,"Dry, deciduous forest zone, downslope into very dry thorn-scrub",N/A,N/A,1897948,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/506/V0441679F.jpg
0269_V0441677F.jpg,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,A.E. McDonald,1983,N/A,Peru,Huánuco,N/A,N/A,"Prov. Huánuco, 8 km. northeast of Huánuco on road to Tingo María",8 kilometers northeast of Huánuco on road to Tingo María,Scandent shrub on roadside near houses,alt. 1750 m,"Approx. 9°52'S., 76°11'W.",1896900,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg
0270_V0441677F.jpg,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea cairica (L.) Sweet,Ipomoea cairica (L.) Sweet,A. McDonald,1983,N/A,Peru,Huánuco,N/A,N/A,"Prov. Huánuco, 8 km. northeast of Huánuco on road to Tingo Maria","Prov. Huánuco, 8 kilometers northeast of Huánuco on road to Tingo Maria",Scandent shrub on roadside near houses,alt. 1750 m.,"Approx. 9°52'S., 76°11'W.",.1896900,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1743/504/V0441677F.jpg
0271_V0401892F.jpg,Robin B. Foster,Robin B. Foster,N/A,4242,"Aug. 19, 1978",1978-08-19,N/A,Aechmea,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E.J. Gouda,2012-08-05,N/A,PERU,LORETO,Maynas,N/A,Casería Máhama 30KM SW of Iquitos,Casería Máhama 30 kilometers southwest of Iquitos,Forested hills on white or brown sand soils,N/A,N/A,1852637,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1684/390/V0401892F.jpg
0272_V0460617F.jpg,"J. Farfán, L. Valenzuela, I. Huamantupa, J. A. Carranza, L. Aragonaía",J. Farfán,"L. Valenzuela, I. Huamantupa, J. A. Carranza, L. Aragonaía",1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,Thomas B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chaunquiri camino a Ríoamba","Dist. Vilcabamba, Chaunquiri camino a Ríoamba","Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espata verde",1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1766/135/V0460617F.jpg
0009_V0075836F.jpg,S. Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,N/A,Trichipteris pinnata Stolze,Trichipteris pinnata Stolze,Robert G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway","Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",Tropical wet forest,500-550 m.,"9° 22'N, 79° 37'W",N/A,Mix of Handwritten and Typed,HOLOTYPE,https://fm-digital-assets.fieldmuseum.org/227/835/V0075836F.jpg
0098_C0616676F.jpg,J. Dorantes,J. dorantes,N/A,455,01/01/1972,1972-01-01,1972-01-01,"Woodardia spinulosa Mart, & Gal.",Woodardia spinulosa Mart. & Gal.,N/A,N/A,N/A,Mexico,Veracruz,Municipio de Xalapa,N/A,"Cerro del Gato, MAPA 38.6 29.0",Cerro del Gato,Bosque caducifolio vegetación riparia,N/A,MAPA 38.6 29.0,P005051,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg
0008_C0644079F.jpg,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,"C. Mateo, G. Ortiz",4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentale L.,Blechnum occidentale L.,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,Distrito Pozuzo,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación","Parque Nacional Yanachaga Chemillen, Sector Pan de Azúcar, Zona de Recuperación",Bosque ribereño,1100-1250m,10°15' 75°13'W,N° 2287355,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg
0090_C0658238F.jpg,Ynes Mexia,Ynes Mexia,N/A,80066,"May 14,1936",1936-05-14,1936-05-14,Adiantum pulverulentum L.,Adiantum pulverulentum L.,Copeland,N/A,N/A,Peru,Departamento Cuzco,N/A,N/A,Province La Convencion; upper valley of Rio Sanabry; western affluent of Vilcanota; along stream in virgin forest.,upper valley of Rio Sanabry; western affluent of Vilcanota; along stream,in virgin forest,Alt. about 1800 m.,N/A,1005396,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg
0093_C0637474F.jpg,J.L. Calzada,J.l. calzada,N/A,5259,29 noviembre 1980,1980-11-29,N/A,Diplazium francoisii Litb.,Diplazium francoisii Litb.,Robert G. Stolze,1983,N/A,México,Veracruz,Xico,Ranchoita de Coateitlán,Ranchoita de Coateitlán ,Ranchoita de Coateitlán,Bosque Caducifolio muy humedo,1200 m.s.n.m.,19°29' N LONGITUD 97°04' W,1894963,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg
0078_C0636906F.jpg,Antonio Molina R.,Antonio Molina,N/A,1427,"Nov. 4, 1948",1948-11-04,1948-11-04,Thelypteris pilosa-hispida (Hook) Morton,Thelypteris rudis (Kunze) Proctor,Alan R. Smith,1974,N/A,Honduras,N/A,N/A ,N/A ,"Valle de Yuscarán, Caminos fátuamos, Labrador de La Muralla, 8 months from w. Drainage of the Río Yeguare, about Longitude 87° W. and Latitude 14° N, Departament of Morazán","Valle de Yuscarán, Caminos fatuamos, Labrador de La Muralla, 8 months from west, Drainage of the Río Yeguare",Helecho arborescente. Bosque latifoliado húmedo norte de la Mts. Uyuca,Alt. 1800 m.,Longitude 87° W and Latitude 14° N,1394536,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg
0075_C0626158F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorsehy N. Gibson, and Chester Lukaszewski",Louis,"Antonio, Terua, Dorsehy, Chester",27621,"May 15, 1966",1966-05-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,R. Stolze,1965,N/A,Nicaragua,Matagalpa,Cordillera Central,N/A,"Montane rainforest, cloud forest, Dpto. Matagalpa, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, 15 May 1966","Montane rainforest, cloud forest, Department of Matagalpa, Sta. María de Ostuma, Cordillera Central de Nicaragua","Montane rainforest, cloud forest",N/A,N/A,1626179,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg
0099_C0627900F.jpg,Louis O. Williams & A. Molina R.,Louis o. williams,A. Molina r.,121562,"Mayo 22, 1963",1963-05-22,1963-05-22,"Polypodium montigenum Maxon, det. A. Molinar.",Polypodium montigenum Maxon,A. Molinar,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,Bosque abierto de Montaña Montecristo,Montecristo open mountain forest,Epifita. Bosque abierto de Montaña Montecristo,Alt. 2000 m.,N/A,1661895,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg
0076_V0082645F.jpg,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,1987-12-21,Notholaena mollis Kunze,Notholaena mollis Kunze,N/A,N/A,N/A,Chile,Antofagasta,N/A,N/A,"Cerro Perales, ca. 8.5 km E of Taltal, 600-850 m","Cerro Perales, approximately 8.5 kilometers east of Taltal","Terrestrial, growing in rock crevices",600-850 m,"(25°25'S, 70°25'W)",2010984,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg
0273_C0666207F.jpg,E. P. Killip & A. C. Smith,E. p. killip,A. c. smith,24774,"September 20-30, 1929",1929-09-20,1929-09-30,Thelypteris megalodonta (Schl.) Urb.,Thelypteris pentagona (Poiret) C.V. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,Soledad,"Dept. Loreto: Soledad, on Rio Itaya; about 110 kilometers during dense forest","Soledad, on Rio Itaya",dense forest,N/A,N/A,N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg
0274_C0666207F.jpg,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,27474,"September 21-22, 1929",1929-09-21,1929-09-22,Thelypteris megalodonta (Schlect.) C. Chr.,Thelypteris megalodonta (Schlect.) C. Chr.,A. R. Smith,1989,N/A,Peru,Loreto,N/A,Soledad,"Dept. Loreto: Soledad, on Rio Itaya; about 180 meters; dense forest","Soledad, on Rio Itaya",Dense forest,About 180 meters,N/A,1520268,Typed,No type status,http://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg
0275_C0666206F.jpg,H. E. Stork,H. E. Stork,N/A,424497,"July 21, 1929",1929-07-21,N/A,Thelypteris pennata (Poir.) Morton,Thelypteris pennata (Poir.) C. Morton,Alan R. Smith,June 1989,N/A,Peru,Loreto,N/A,San Antonio on Rio Itaya,"Dept. Loreto: San Antonio, on Rio Itaya; alt. about 120 meters; dense lowland forest",San Antonio on Rio Itaya,Dense lowland forest,alt. about 120 meters,N/A,N/A,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg
0276_C0666206F.jpg,H. N. Ridley,H. N. Ridley,N/A,42474,Not given,Not given,Not given,Dryopteris mollicoma (Schkuhr.) Urb.,Thelypteris pennata (Poir.) C. Morton,Det. Alan R. Smith,Date 1969,N/A,Peru,Loreto,San Antonio,N/A,"Dept. Loreto San Antonio, on Rio Itaya","On Rio Itaya, about 100 meters, dense forest",Dense forest,About 100 meters,N/A,N/A,Typed,No type status,http://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg
0277_C0666203F.jpg,Macbride & Featherstone,Macbride,Featherstone,1620,July 21-22 1922,1922-07-21,1922-07-22,Dryopteris Perroniata (Hk) C.Chr.,Thelypteris pavonina (Kl.) Tryon,Alan R. Smith,1979,N/A,PERU,N/A,N/A,Mito,"Summit, on edge of the pass","Summit, on edge of the pass",Gravel formation,about 9000 ft,N/A,518129,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg
