Image,title,collectedBy,secondaryCollectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,typeStatus,occuranceRemarks,sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0068_C2079856F.jpg,,Y. Mexia,N/A,,,,,,,R. R. Ireland,,,,,N/A,"July 6, 1950",,Brazil,,Minas Gerais,N/A,,Vicosa Agricultural College lands Horticultural Hill Cut over woods near base On rotting log,Vicosa Agricultural College lands Horticultural Hill Cut over woods near base On rotting log,Cut over woods near base On rotting log Abundant,,Alt. 670 m,,,N/A,,,,4841,,,,Typed,no type status,,,,,,,
0069_C2000932F.jpg,,C. Müller Frib.,N/A,,,,,,,unsure and check,,,,,N/A,9. Sept. 1905,,Germany,,Baden-Württemberg,N/A,,Seebuck an Feldberg,Seebuck an Feldberg,auf Erde in Felstrümmern zwischen Hinken und Seebuck an Feldberg etwa 1250 m s. m.,,etwa 1250 m s. m.,,,N/A,,,,476,,,,Typed,no type status,,,,,,,
0070_C2000934F.jpg,,Z. Pilous,N/A,,,,,,,N/A,,,,,N/A,V.1946,,Czech Republic,,Bohemia,Krkonose,,In declivis graminosis silvaticis prope pagum Horni Vrchlabi ca 580 m,Near the village of Horni Vrchlabi approximately 580 meters,In grassy forested slopes,,ca 580 m,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0071_C2000943F.jpg,,C. Jensen,N/A,,,,,,,C. Jensen,,,,,N/A,25/10 1901,,Denmark,,Sjælland,N/A,,Magistratskovene by Hvalsø in a gravel-pit,Magistratskovene by Hvalsø in a gravel-pit,in a gravel-pit,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0072_C2010620F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,25. August 1850,,Germany,,N/A,N/A,,b. Am Waldrabinen bei Salem,Am Waldrabinen near Salem,N/A,,N/A,,,N/A,,,,986A,,,,Typed,no type status,,,,,,,
0073_C2010622F.jpg,,Dr. Hepp,N/A,,,,,,,N/A,,,,,N/A,17 October 1862,,Germany,,Bavaria,Degerfeld,,An einer Waldwiese auf der roten Sandsteinbuchen oberhalb Degerfelds,An einer Waldwiese auf der roten Sandsteinbuchen oberhalb Degerfelds,N/A,,N/A,,,N/A,,,,9868,,,,Typed,no type status,,,,,,,
0074_C2010624F.jpg,,J. Jack,L. Leiner | U. Steineberger,,,,,,,N/A,,,,,N/A,September 1862,,Germany,,Baden-Württemberg,N/A,,In Rheinbergen bei Schaffhausen,In Rheinbergen near Schaffhausen,N/A,,N/A,,,N/A,,,,9658 b,,,,Typed,no type status,,,,,,,
0075_C2010626F.jpg,,C. Jensen,N/A,,,,,,,C. Jensen,,,,,N/A,"November 21, 1904",,Denmark,,Zealand,N/A,,sandy soil in Magistratskovene south of Hvalsø,Magistratskovene south of Hvalsø,sandy soil,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0076_C2010974F.jpg,,P. Allorge,N/A,,,,,,,P. Allorge,,,,,N/A,22. VIII. 1927,,Spain,,Santander,N/A,,Picos de Europa,Picos de Europa,talus argileux schisteux avec Dicranum scoparium (L.) Hedw. | Andreaea petrophila Ehrh. | Grimmia pulvinata (L.) Sm. | Polytrichum juniperinum Willd. | Racomitrium lanuginosum (Hedw.) Brid. | Schistidium apocarpum (Hedw.) B.S.G. | Tortula ruralis (Hedw.) Gaertn. | Dicranoweisia cirrata (Hedw.) Lindb. | Antitrichia curtipendula (Hedw.) Brid. | Hypnum cupressiforme Hedw. | Hylocomium splendens (Hedw.) B.S.G. | Rhytidiadelphus loreus (Hedw.) Warnst. | Rhytidiadelphus triquetrus (Hedw.) Warnst.,,"ca 1,050 m",,,N/A,,,,49,,,,Typed,no type status,,,,,,,
0077_C2010976F.jpg,,Z. Pilous,N/A,,,,,,,N/A,,,,,N/A,VII.1949,,Slovakia,,N/A,N/A,,"Montg Nízké Tatry: In terra montis Dumbier, ca 1840 m",Montg Nízké Tatry: In terra montis Dumbier,N/A,,ca 1840 m,,,N/A,,,,1025,,,,Typed,no type status,,,,,,,
0078_C1042257F.jpg,,S. Churchill,N. Huaylla | R. Lozano | M. Serrano,,,,,,,S. Churchill,,,,,N. chilensis | C. serrano,12 May 2004,,Bolivia,,Chuquisaca,Belisario Boeto,,Monte Grande ca. 32 km de Villa Serrano Bosque montano de yungas Con Prumnopitys exigua Podocarpus Myrcianthes,Monte Grande approximately 32 kilometers from Villa Serrano,Bosque montano de yungas,,2740 m,,,"18°43'43""S 64°29'07""W",,,,22853,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0079_C2020438F.jpg,,W. R. Buck,N/A,,,,,,,Unsure and check,,,,,Eucalyptus,16 Aug 1981,,Australia,,Victoria,N/A,,ca. 5 mi W of Beaufort on Hwy 8,ca. 5 miles West of Beaufort on Highway 8,Eucalyptus forest flooded after rains,,500m,,,N/A,,,,6060,,,,Typed,no type status,,,,,,,
0080_C0268725F.jpg,,V. Allorge,P. Allorge,,,,,,,unsure and check,,,,,N/A,14.VI.1937,,Portugal,,Azores,N/A,,talus découvert Salto do Cavalo vers 700 m,Salto do Cavalo,talus découvert,,vers 700 m,,,N/A,,,,133,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0081_C0342515F.jpg,,T. Husnot,N/A,,,,,,,N/A,,,,,N/A,N/A,,France,,Orne,N/A,,Rochers schisteux de la Solentiere (Lamberthe),Rochers schisteux de la Solentiere (Lamberthe),N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0082_C2056314F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,18 Juli 1900,,Italy,,Como,N/A,,Prov. Como Stravalle bei Torno auf nassen Wiesen etwa 500 m s.m.,Stravalle bei Torno on wet meadows about 500 meters above sea level,Mein verehrter Freund Dr. Levier hat die Pflanze unter einem Wasserfalle bei Campello Monti prachtvoll entwickelt und in Massen bereits vor Jahren gesammelt ich habe sie dort leider nicht mehr finden können,,etwa 500 m s.m.,,,N/A,,,,276,,,,Typed,no type status,,,,,,,
0083_C2056763F.jpg,,A. Piccone,N/A,,,,,,,N/A,,,,,N/A,Settembre 1871,,Italy,,Piedmont,N/A,,Alle sorgenti del Sesia (Monte Rosa),Alle sorgenti del Sesia Monte Rosa,N/A,,N/A,,,N/A,,,,256,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0084_C2055747F.jpg,,N. Pedicino,G. G. Giordano,,,,,,,N/A,,,,,N/A,Giugno 1869,,Italy,,Campania,Salerno,,N/A,Vietri di Salerno,Su ripi irrigate,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0085_C0679948F.jpg,,J.-P. Frahm,N/A,,,,,,,Frahm,,,,,N/A,5.9.1982,,Peru,,Amazonas,Chachapoyas,,Straße Chachapoyas - Cajamarca km 413,Straße Chachapoyas - Cajamarca km 413,auf feuchtem Erdboden am Straßenrand,,3000m,,,N/A,,,,384,,,,Typed,no type status,,,,,,,
0086_C0341828F.jpg,,R. E. Schultes,I. Cabrera,,,,,,,H. A. Crum,,,,,N/A,"May 19, 1952",,Colombia,,Amazonas,N/A,,Rio Miritiparaná: Caño Guacayá,Rio Miritiparaná: Caño Guacayá,On wet fallen log,,Altitude about 700 feet,,,Lat. 0° 05' S Long. 70° 40' W,,,,15653,,,,Typed,no type status,,,,,,,
0087_C0342107F.jpg,,W. R. Buck,N/A,,,,,,,N/A,,,,,N/A,9-12 July 1979,,Brazil,,Amazonas,N/A,,Slopes and summit of Serra Curicuriari from Igarapé Arabú of the Rio Curicuriari to the summit,Slopes and summit of Serra Curicuriari from Igarapé Arabú of the Rio Curicuriari to the summit,On branches at summit,,ca. 450 m at summit,,,"00°02'S, 66°50'W",,,,2445,,,,Typed,no type status,,,,,,,
0088_C0341117F.jpg,,P. Hegewald,P. Hegewald,,,,,,,Dana Griffin III,,,,,N/A,Datum 31.8.1973,,Peru,,Amazonas,Chachapoyas,,Las Palmas zw. Balsas u. Leimebamba,Las Palmas between Balsas and Leimebamba,"Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach",,3000 m,,,N/A,,,,6989,,,,Typed,no type status,,,,,,,
0089_C0679841F.jpg,,J.-P. Frahm,N/A,,,,,,,unsure and check,,,,,N/A,6.9.1982,,Peru,,Amazonas,N/A,,"Straße Cajamarca - Chachapoyas km 417,5 oberhalb Leimebamba, auf überedem Steinblock in Nebelwald",Straße Cajamarca - Chachapoyas km 417.5 above Leimebamba on a stone block in cloud forest,auf überedem Steinblock in Nebelwald,,2600 m,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0090_C0399126F.jpg,,L. R. Reitz,N/A,,,,,,,E. B. Reimers,,,,,N/A,17.12.1948,,Brazil,,Santa Catarina,N/A,,"Campo dos Padres, Bom Retiro","Campo dos Padres, Bom Retiro",Rupestre,,2000 msm,,,N/A,,,,2464,,,,Typed,No type status,,,,,,,
0091_C0399179F.jpg,,N. Frahm,N/A,,,,,,,N/A,,,,,N/A,Frahm 22.7.1977,,Brazil,,Sao Paulo,N/A,,Serra do Bocaina Leesite an der Straße Campos da Cunha,Serra do Bocaina Leesite on the road Campos da Cunha,epiphytisch im Podocarpus-Wald,,1200 m,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0092_C0399191F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,Data 29-1-1958,,Brazil,,Santa Catarina,N/A,,"Morro do San, Itajai","Morro do San, Itajai",N/A,,Alt. 600 msm,,,N/A,,,,993,,,,Typed,no type status,,,,,,,
0093_C0679855F.jpg,,N. Frahm,N/A,,,,,,,N. Frahm,,,,,N/A,4.8.1977,,Brazil,,Rio de Janeiro,N/A,,Corcovado 600 m,Corcovado,an feuchten zeitweise überrieselten w-exponierten Felsen,,600 m,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0094_C0679858F.jpg,,N. Frahm,N/A,,,,,,,N. Frahm,,,,,N/A,30.7.1977,,Brazil,,Minas Gerais,N/A,,an der Straße MG 2 zwischen Serro und Datas südlich Diamantina,on the road MG 2 between Serro and Datas south of Diamantina,an offen exponierten zeitweise überrieselten Gesteinsblöcken eines sukkulentreichen Berghanges,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0095_C0679833F.jpg,,Schäfer-Verwimp,N/A,,,,,,,Schäfer-Verwimp,,,,,N/A,5.9.1987,,Brazil,,São Paulo,N/A,,"Pedra Grande bei Atibaia Campo-Vegetation im Gipfelbereich, schieferfächer Felshang 1400 msm",Pedra Grande near Atibaia,"Campo-Vegetation in the summit area, slate fan rock slope",,1400 msm,,,N/A,,,,9019,,,,Typed,no type status,,,,,,,
0096_C0679848F.jpg,,R. Reitz,R. Klein,,,,,,,E. Bartram,,,,,N/A,4.5.1956,,Brazil,,Santa Catarina,N/A,,Pilões Palhoça,Pilões Palhoça,Mata,,Alti. 300 m,,,N/A,,,,N. 3.235,,,,Typed,no type status,,,,,,,
0097_C2032310F.jpg,,B. Leland,E. W. B. Chase,,,,,,,unsure and check,,,,,N/A,February 1910,,New Zealand,,N/A,N/A,,"Te Aroha, New Zealand","Te Aroha, New Zealand",N/A,,N/A,,,N/A,,,,270,,,,Typed,no type status,,,,,,,
0098_C2032321F.jpg,,J. Child,N/A,,,,,,,unsure and check,,,,,N/A,11 Jul 1973,,New Zealand,,North Auckland,N/A,,Track to Mahuta Waipoua,Track to Mahuta Waipoua,Epiphyte on tree in Kauri forest,,ca. 1000 ft,,,35°40'S 173°30'E,,,,M 4147,,,,Typed,no type status,,,,,,,
0099_C0341739F.jpg,,M. Lewis,N/A,,,,,,,unsure and check,,,,,N/A,7 Feb 1983,,Bolivia,,La Paz,Nor Yungas,,1 km S of Coroico along road between Coroico and Yolosa,1 kilometer south of Coroico along road between Coroico and Yolosa,Fruit and coffee plantations. On rocks in shady fruit orchard.,,ca. 1650 m,,,"16°11'S, 67°43'W",,,,83-503,,,,Typed,no type status,,,,,,,
