Image Name,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,URL
0053_C0341238F.jpg,LEG.EGGERS & FRAHM,E Eggers ,K Frahm|,2250,10.3.1979(29),1979-03-10,N/A,Braunia squarrulosa (Hamp.) Broth.,Braunia squarrulosa,Efrain De Luna ,1992,N/A,Mexico,CHIAPAS,N/A,N/A,"MEXICO:EDO.CHIAPAS, KM 100 AN DER STR.OCOSINGO-SAN CRISTUBAL",KM 100 AN DER STR.OCOSINGO-SAN CRISTUBAL,EIFCHEN-KIEFERWALD,,2250 M.S.M.,N/A,1031467,Handwritten,no type status,
0054_C0341239F.jpg,LEG.EGGERS & FRAHM,E. Eggers,F. Frahm,10.379(29),10.3.79(29),1979-03-10,N/A,Braunia squarrulosa (Hampe) C.Muell.,Braunia squarrulosa,Efrain De Luna,1992,N/A,MEXICO,CHIAPAS,N/A,N/A,"MEXICO:EDO.CHIAPAS, KM 100 AN DER STR.OCOSINGO-SAN CRISTOBAL",100 kilometers from Ocosingo on the road to San Cristobal,EICHEN-KIEFERWALD,,2250 MSM.,N/A,1031495,Typed,no type status,
0055_C0341242F.jpg,F. J. Hermann,F J Hermann,N/A,26429 ,"February 9, 1975",1975-02-09,N/A,Braunia squarrulosa (Hampe) Broth.  verif.  A. J. Sharp  Dupl.,Braunia squarrulosa,A J Sharp,N/A,N/A,Mexico,Chiapas,N/A,SAN CRISTOBAL DE LAS CASAS ,"On oak trunk in oak-pine woods along Route 190, alt. 6800 ft., 15 miles SE. ","On oak trunk in oak-pine woods along Route 190, 15 miles southeast ",oak-pine woods,,alt 6800 ft,N/A,1045277,Mix of Handwritten and Typed,no type status,
0056_C0341246F.jpg,"Dana Griffin, III y Maria Isabel Morales",D Griffin,M Morales,2000,4 Feb 1979,1979-02-04,N/A,Braunia squarrulosa (Hampe) C Muell,Braunia squarrulosa,Efrain De Luna,1992,N/A,Costa Rica,N/A,Cartago,N/A,"Valle de Copey, ca 30 kms al sur de Cartago Bosque primario montano bajo muy humedo y potreros","Valle de Copey, ca 30 kms al sur de Cartago Bosque primario montano bajo muy humedo y potreros ","En roca seca, a pleno sol",,"Alt 2,000 m",N/A,1029423,Mix of Handwritten and Typed,primer registro para el país ,
0057_C0341248F.jpg,Burnet O'Connor,B O'Connor,N/A,1183435,4 Ago 2001,2001-08-04,N/A,Braunia exserta C. Müller,Braunia exserta ,S Churchill,2001,N/A,Bolivia,Tarija,N/A,N/A,"Serrania Huacayoj, Ca. 35 km oeste de Entre Rios (carretera a Tarija). Bosque montano Tucumano-Boliviano, remanente. <20792-20809>",35 kilometers west of Entre Rios on road to Tarija Serrania Huacayoj Bosque montano Tucumano-Boliviano remanente,Musgo sobre ramas,,ca 2300 m,21°25'S 64°19'W,C0341246F,Mix of Handwritten and Typed,no type status,
0058_C0341251F.jpg,B. Sparre,B Sparre,N/A,B11750,27 November 1946,1946-11-27,N/A,Braunia cirrifolia (Mitt) Jaeg,Braunia cirrifolia,W R Buck,N/A,N/A,Argentina,Tucuman,Chicligasta,Rio Cochuna,"Argentina, Prov. Tucuman, Chicligasta, Rio Cochuna, 1000 m a.s.l.",Rio Cochuna,"Subtropical rainforest, epiphyte",,1000 m a.s.l.,N/A,1136355,Mix of Handwritten and Typed,no type status,
0059_C0341253F.jpg,"Marko Lewis, no",M Lewis,N/A,79-1625,6 April 1979,1979-04-06,N/A,Braunia cirrifolia (Mitt.) Jaeg,Braunia cirrifolia,Efrain De Luna,1992,N/A,Bolivia,LA PAZ,Larecaja,Cachipa,"DEPTO. LA PAZ, PROV. LARECAJA: Canyon 1 km. E. of Cachipa, SE of Sorata","Canyon 1 km east of Cachipa, southeast of Sorata ",In ravine with waterfall,,3250 m,"15° 48' S, 68° 36' W",10323380,Mix of Handwritten and Typed,no type status,
0060_C0341254F.jpg,Marko Lewis,M Lewis ,N/A,82-303,9 Dec 1982,1982-12-09,N/A,"Braunia plicata (Mitt.) Jaeg. Det. Dana Griffin III, 1990",Braunia plicata,Dana Griffin III,1990,N/A,Bolivia,LA PAZ,N/A,LARECAJA,"DEPTO. LA PAZ PROV. LARECAJA: 'Río Chalusuyu', a branch of the Río San Cristobal, 3 km NW of Sorata. ","'Río Chalusuyu', a branch of the Río San Cristobal, 3 km NW of Sorata","Arid woodland and cliff area, many cacti present. At base of cliffs near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected area. ",,ca. 2450 m.,"16°44'S, 68°41'W",1691412,Mix of Handwritten and Typed,no type status,
0061_C0341255F.jpg,Marko Lewis,M Lewis ,N/A,79-1230 ,22 March 1979,1979-03-22,N/A,Braunia plicata (Mitt) Jaeg,Braunia plicata,Efrain De Luna,1992,N/A,Bolivia,DEPTO LA PAZ,PROV L ARECAJA,N/A,"DEPTO LA PAZ, PROV L ARECAJA: Near large red outcrop 2 mi from Sorata down Rio Consata",Near large red outcrop 2 miles from Sorata down Rio Consata,Abundant on exposed rock face,,2600 m,"15° 41' S, 68° 43' W",1032384,Mix of Handwritten and Typed,No type status,
0062_C0341257F.jpg,"Marko Lewis, no. 79-947",M Lewis ,N/A,1032341,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt.) Jaeg,Braunia plicata,Efraín De Luna,1992,N/A,Bolivia,LA PAZ,SAAVEDRA,Chuma,"Banks of trail, 3200-3240 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W.","Banks of trail between Charasani and Niño Karine, NNW of Chuma",N/A,,3200-3240 m,"15° 11' S, 69° 04' W",N/A,Mix of Handwritten and Typed,No type status,
0063_C0341258F.jpg,Marko Lewis,M Lewis,N/A,79-940,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt) Jaeg,Braunia plicata,Efrain De Luna,1992,N/A,Bolivia,DEPTO LA PAZ,PROV SAAVEDRA,N/A,"Banks of trail, 3200 m, Charasani and Nino Karine, NNW of Chuma, 15° 11' S, 69° 04' W.","Banks of trail, 3200 meters, Charasani and Nino Karine, NNW of Chuma",N/A,,3200 m,"15° 11' S, 69° 04' W","1032381, C0341258F",Mix of Handwritten and Typed,no type status,
0064_C0341263F.jpg,"Marko Lewis, no. 79-935",M Lewis ,N/A,79-935,5 March 1979,1979-03-05,N/A,Hedwigidium integrifolium (P. Beauv.) Dix,Hedwigidium integrifolium,Efrain De Luna,Nov. 1991,N/A,Bolivia,DEPTO LA PAZ,PROV. SAAVEDRA,N/A,"Along bank of trail, 3200 m. DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15° 11' S, 69° 04' W.","Along bank of trail 3200 meters Trail between Charasani and Niño Karine, North-northwest of Chuma",N/A,,3200 m,"15° 11' S, 69° 04' W",1032366,Mix of Handwritten and Typed,no type status,
0065_C0341264F.jpg,Marko Lewis,M Lewis,N/A,79-615,10 February 1979,1979-02-10,N/A,Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium ,Efrain De Luna ,Nov. 1991,N/A,Bolivia,Tarija,Mendez,N/A,"Dirt bank in Kheñwa forest, 3350 m. DEPTO. TARIJA, PROV. MENDEZ: 5 mi. NE of Iscayachi. E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy), 21° 27'S, 64° 54' W ",Dirt bank in Kheñwa forest five miles northeast of Iscayachi on the east slope of mountains (hike from summit of road into canyon north of Tarija-Iscayachi Highway),N/A,,3350 m,"21° 27'S, 64° 54' W",10323358,Mix of Handwritten and Typed,no type status,
0066_C0341265F.jpg,"M Dillon, U Molau, & P Matekaitis 3128D",M Dillon,U Molau | P Matekaitis,1111863,28 Jan 1983,1983-01-28,N/A,Braunia secunda (Hook) B.S.G Moss,Braunia secunda,Dana Griffin III,28 Jan 1983,N/A,Peru,Ancash,Yungay,N/A,"Dept Ancash: Prov Yungay Ca 25 km NE of Yungay, slopes below Laguna de Llanganuco, + 3380 m Growing on branches","25 kilometers Northeast of Yungay, slopes below Laguna de Llanganuco",Growing on branches,,+ 3380 m ,N/A,N/A,Handwritten,No type status,
0067_C0341266F.jpg,"leg. Dana Griffin, III",D Griffin,N/A,3261,1 marzo 1985,1985-03-01,N/A,Braunia secunda (Hook.) BSG,Braunia secunda ,D Griffin,1992,Espeletia schultzii,Venezuela,ESTADO MERIDA,N/A,Quebrada Gavidia,"ESTADO MERIDA: Quebrada Gavidia, al sur de Mucuchíes, entre la peña La Virgen y el puente de El Porrerito, cerca del pueblo de Gavidia, Paramo con Espeletia schultzii","Quebrada Gavidia, south of Mucuchíes, between la peña La Virgen and the bridge of El Porrerito, near the village of Gavidia, Paramo with Espeletia schultzii ","Sobre roca +- seca, a baja luz",,"Alt. 3,100-3,200 m",N/A,1064457|PV-1143,Mix of Handwritten and Typed,no type status,
0068_C0341268F.jpg,"Marko Lewis, no. 79-489A",M Lewis,N/A,1032377,2 February 1979,1979-02-02,N/A,Braunia subincanan Broth,Braunia laxifolia,Efrain De Luna,1992,N/A,Bolivia,Tarija ,O’Connor,Casteon,"DEPTO. TARIJA. PROV. O’CONNOR: Casteon, at summit of mountain above and W. of Entre Rios, along road to Tarija","at summit of mountain above and west of Entre Rios, along road to Tarija",On rocks in dry deciduous forest,,1750 m,"21° 28' S, 64° 12’ W. ",79-489A | C0341288F,Mix of Handwritten and Typed,no type status ,
0069_C0341270F.jpg,Ex Herb Fred J Herrmann,F J Herrmann ,N/A,25278 ,"December 24, 1972",1972-12-24,N/A,Braunia subplicata E.G.Britt.,Braunia subplicata ,Efrain De Luna,1992,N/A,Bolivia,Depto de Cochabamba,N/A,N/A,"From the Province of Chapare, alt. ca. 9500 ft. Purchased in market at",Province of Chapare Purchased in market [precise locality unknown],N/A,,ca 9500 ft,N/A,1045267,Mix of Handwritten and Typed,no type status,
0070_C0341698F.jpg,S.R. Gradstein & M. Lewis,S Gradstein,M Lewis,7560,12 November 1989,1989-11-12,N/A,Racopilum intermedium Hampe det. B.O. van Zanten,Racopilum intermedium,B O van Zanten,N/A,N/A,Bolivia,Depto Cochabamba,Prov Chapare,N/A,"BOLIVIA. Dept. Cochabamba, Prov. Chapare, Inca corral, 5 Km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m. ","5 kilometers South of road Cochabamba - Villa Tunari kilometer 95, Inca corral",On cliff under scrub in area of wet meadows and secondary woodlands. ,,alt. 2300 m,N/A,1691583,Mix of Handwritten and Typed,no type status,
0071_C0341739F.jpg,Marko Lewis,M Lewis,N/A,83-503,7Feb 1983,1983-02-07,N/A,Racopilum tomentosum (Hedw.) Brid,Racopilum tomentosum,N/A,N/A,N/A,Bolivia,La Paz,Nor Yungas,Coroico,"DEPTO. LA PAZ PROV. NOR YUNGAS: 'Coroico' 1 Km S of Coroico along road between Coroico and Yolosa. 16°11'S, 67°43'W ",1 kilometer South of Coroico along road between Coroico and Yolosa ,Fruit and coffee plantations. On rocks in shady fruit orchard. ,,ca. 1650 m.,"16°11'S, 67°43'W ",1100456,Typed,No type status,
0072_C0341763F.jpg,"Ynes Mexia, No.",Y Mexia,N/A,5281-a,Nov. 11 1930,1930-11-11,N/A,Rhacopilum tomentosum (Hedw.) Brid. det. Bartram,Rhacopilum tomentosum,Bartram,N/A,N/A,Brazil,Minas Geraes,N/A,Viçosa,Fazenda de F. Lopez. Cut over woods. On rotting log. ,Fazenda de F. Lopez Cut over woods On rotting log,Cut over woods On rotting log,,Alt. 720 m,N/A,C0341763F,Typed,no type status,
0073_C0341787F.jpg,"Leg: S.R. Gradstein, HJM Sipman & W.A. Weber",S. Gradstein,H. Sipman | W. Weber,1023912,24.IV.1976,1976-04-24,N/A,Rhacopilum tomentosum (Hedw.) Brid,Rhacopilum tomentosum,N/A,N/A,N/A,Ecuador,GALAPAGOS ISLANDS,Isla Floreana,N/A,"Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks","Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks",N/A,,alt: 250-350 m,N/A,M-58,Handwritten,no type status ,
0074_C0341789F.jpg,Leg. P+E. Hegewald,P Hegewald,E Hegewald,6726,Datum 31. 8. 1973,1973-08-31,N/A,Racopilum tomentosum(Hedw.) Brid.,Racopilum tomentosum ,E Hegewald,N/A,N/A,Peru,Amazonas,Chachapoyas,Leimebamba,Balsas u. Leimebamba.,Balsas near Leimebamba ,"Fels, Erde, Mauer, Baum, morsches Holz, See, Bach.",,m.,N/A,1026724,Typed,no type status,
0075_C0341798F.jpg,Leg. J & P. A. Florschütz,J. Florschütz,P. A. Florschütz,4715,d. 18.XII.1975,1975-12-18,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,P. A. Florschütz | J. Florschütz-de Waard ,N/A,N/A,Suriname ,N/A,N/A,Brownsberg ,"Brownsberg, trail to Leo Fall. On decaying log.","Brownsberg, trail to Leo Fall On decaying log",On decaying log.,,N/A,N/A,10285580 ,Mix of Handwritten and Typed,no type status,
0076_C0341803F.jpg,"E. Linares, S.R. Gradstein and B.O. van Zanten 1543",E. Linares ,S R. Gradstein | B O. van Zanten,1065598,26 Sept. 1984,1984-09-26,N/A,RACOPILUM TOMENTOSUM (Hedw.) Brid,Racopilum tomentosum,N/A,N/A,N/A,Colombia,Meta,Villavicencio,N/A,"COLOMBIA. Dept. Meta, Villavicencio, forest of the Bavaria brewery near rio Guatiquia, alt. 600 m. On log in forest. ",forest of the Bavaria brewery near rio Guatiquia,On log in forest,,alt. 600 m,N/A,C0341803F,Typed,no type status,
0077_C0341804F.jpg,Marko Lewis ,M Lewis ,N/A,83-511,7 Feb 1983,1983-02-07,N/A,Racopium tomentosum (Hedw) Brid,Racopium tomentosum,N/A,N/A,N/A,Bolivia,LA PAZ,NOR YUNGAS,Coroico,"PROV NOR YUNGAS: 'Coroico' 1 km S of Coroico along road between Coroico and Yolosa 16°11'S, 67°43'W",1 km S of Coroico along road between Coroico and Yolosa,Fruit and coffee plantations Bark of fruit trees in orchard,,ca 1650 m,"16°11'S, 67°43'W",1100344,Mix of Handwritten and Typed,no type status,
0078_C0341805F.jpg,Ynes Mexia,Y M Mexia,N/A,No.8190a,"Sept. 15, 1936",1936-09-15,N/A,Rhacopilum tomentosum (Sw.) Brid. det. Bartram,Rhacopilum tomentosum,Bartram,N/A,N/A,Peru,Huánuco,N/A,N/A,Departamento and Provincia Huanuco; Distrito Churubamba; Hacienda Mercedes; Poca Ferga; old tree trunk in dense shade. ,Hacienda Mercedes; Poca Ferga; old tree trunk in dense shade ,old tree trunk in dense shade,,Alt. 1950 m.,N/A,C0341805F,Typed,no type status,
0079_C0341806F.jpg,"Ynes Mexia, No. 6165a",Y Mexia,N/A,6165a,"Sept. 9, 1936",1936-09-09,N/A,Rhacopilum tomentosum (Sw) Brid. det. Bartram,Rhacopilum tomentosum,Bartram,N/A,N/A,Peru,Departamento and Provincia Huanuco,Distrito Churubamba,N/A,Hacienda Exito; bank of Rio Ysabel; on rock in wood.,Hacienda Exito; bank of Rio Ysabel; on rock in wood,on rock in wood,,Alt. 1100 m.,N/A,1036304 | C0341806F,Typed,no type status ,
0080_C0341807F.jpg,Ynes Mexia,Y Mexia,N/A,8168a,"Sept. 8, 1936",1936-09-08,N/A,Rhacopilum tomentosum (Sw) Brid. det. Bartram,Rhacopilum tomentosum,Bartram,N/A,N/A,Peru,Huanuco,Churubamba,N/A,"Departamento and Provincia Huanuco, Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in woods",Hacienda Exito; bank of Rio Ysabel; on rock in woods.,on rock in woods,,Alt 1100 m,N/A,1036248 | C0341807F,Typed,no type status,
0081_C0341828F.jpg,"Richard Evans Schultes and Isidoro Cabrera (Collected in Collaboration with Instituto de Ciencias Naturales, Bogotá)",R. E. Schultes,I. Cabrera,16563,"May 19, 1952",1952-05-19,N/A,Leucomium lignicola Spruce ex Mitt. & Callicostella aspera (Mitt.) Jaeg.,Callicostella aspera,H. A. Crum,1956,Leucomium lignicola,Colombia,Amazonas,N/A,N/A,"Río Miritiparaná; Caño Guacayá. On wet, fallen log. ","Río Miritiparaná; Caño Guacayá. On wet, fallen log [precise locality unknown]",N/A,,Altitude about 700 feet.,"Lat. 0° 30' S, Long. 70° 40' W ",1055465,Typed,no type status,
0082_C0341834F.jpg,"Dana Griffin, III, Orlando Rangel y Guido van Reenen, ",D Griffin,O Rangel | G van Reenen,s.n.,Julio-Agosto 1977,1977-07-00,1977-08-00,Leucomium lignicola Spr. ex Mitt,Leucomium lignicola,Dana Griffin III,N/A,N/A,Colombia,DEPARTAMENTO DE MAGDALENA,N/A,N/A,"Sobre raíz a ras del suelo, alt. 1600-1700 m. DEPARTAMENTO DE MAGDALENA: Parque Nacional de la Sierra Nevada de Santa Marta.  Vertiente oriental del Río Buritaca.  Bosque nublado montano bajo. ",On roots at ground level.  Parque Nacional de la Sierra Nevada de Santa Marta.  East slope of the Río Buritaca.  Low montane cloud forest,N/A,,1600-1700 m,N/A,1029476,Mix of Handwritten and Typed,no type status,
0083_C0341890F.jpg,S.P. Churchill et al,S Churchill ,N/A,15466 ,6 July 1987,1987-07-06,N/A,Trachyxyphium tenue (Mitt.) Buck (= Hookeriopsis tenue Mitt.) det. S.P. Churchill,Trachyxyphium tenue,S.P. Churchill,N/A,Hookeriopsis tenue,Colombia,ANTIOQUIA,N/A,Mun. de la Unión,"COLOMBIA. ANTIOQUIA: Mun. de la Union, Cerro San Miguel S of San Miguel",Cerro San Miguel South of San Miguel,In secondary montane forest,,2460-2620 m,"5°55' N, 75°17' W",1139980,Mix of Handwritten and Typed,no type status,
0084_C0341932F.jpg,"Dana Griffin, III, Maria Isabel Morales y Dora Emilia de Retaña ",D. Griffin,M. Morales | D. Retaña,215,"Julio 3-4, 1977",1977-07-03,1977-07-04,Hypnella pilifera (Hook. et Wils.) Jaeg,Hypnella pilifera,N/A,N/A,N/A,Costa Rica,Cartago,N/A,N/A,"Reserva Forestal Tapanti, vertiente oriental del Rio Macho. Bosque muy húmedo montano bajo","Reserva Forestal Tapanti, vertiente oriental del Rio Macho Bosque muy húmedo montano bajo",On trunk of tree,,"Alt 1,340-1,600 m",N/A,1025621,Typed,no type status ,
0085_C0342106F.jpg,John J. Wurdack,J J Wurdack,N/A,34365,"February 11, 1953",1953-02-11,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,E B Bartram,N/A,N/A,Venezuela,Estado Bolívar,N/A,N/A,"Frequent on fallen logs in forest between Camps 3 and 2, elev. 1250 - 1200 m., Slope forest Tirepón-tepu.","Frequent on fallen logs in forest between Camps 3 and 2, Slope forest Tirepón-tepu [precise locality unknown]",Frequent on fallen logs in forest,,elev. 1250 - 1200 m,N/A,1026297,Typed,no type status,
0086_C0342107F.jpg,Collected by William R. Buck,W R Buck,recordNumber: 2445,2445,9-12 July 1979,1979-07-09,1979-07-12,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,Hookeriopsis parkeriana,N/A,N/A,N/A,Brazil,Amazonas,N/A,N/A,"Slopes and summit of Serra Curicuriari, from Igarapé Arabú of the Rio Curi Curiart to the summit, ca. 450 m at summit; 00°20'S, 66°50'W. On branches at summit.","Slopes and summit of Serra Curicuriari, from Igarapé Arabú of the Rio Curi Curiart to the summit, approximately 450 meters at summit. On branches at summit. ",N/A,,ca. 450 m at summit,"00°20'S, 66°50'W",1425884,Typed,no type status,
0087_C0342117F.jpg,Robin B. Foster 4722,R. B. Foster ,N/A,1059405,30 July 1981,1981-07-30,N/A,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,Hypnella pilifera ,C. W. Steere,N/A,N/A,Peru,PASCO,N/A,N/A,"DEPTO. PASCO: E slope of Cordillera Yanachaga, on Tunque-Chuchurras trail. 1900 m.  10°30'S, 75°30'W.  In Weinmannia forest. ","E slope of Cordillera Yanachaga, on Tunque-Chuchurras trail In Weinmannia forest",N/A,,1900 m,"10°30'S, 75°30'W",N/A,Typed,no type status,
0088_C0342123F.jpg,Coll: J.W. Fitzpatrick & D.E. Willard s.n.,J W Fitzpatrick,D E | Willard,s.n.,4 Dec 1981,1981-12-04,N/A,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,Hypnella pilifera,N/A,N/A,N/A,Peru,CUZCO,N/A,N/A,"DEPTO. CUZCO: Slopes above Pillahuata near km. #126 on Cosñipata Hwy., 2850 m., 13°11'S, 71°22'W. Extremely mossy elfin cloud forest near shallow ravine.",Slopes above Pillahuata near kilometer 126 on Cosñipata Highway Extremely mossy elfin cloud forest near shallow ravine,Extremely mossy elfin cloud forest near shallow ravine,,2850 m.,"13°11'S, 71°22'W",1059455 | C0342123F,Mix of Handwritten and Typed,no type status,
0089_C0342153F.jpg,S.P. Churchill et al.,S P Churchill,N/A,18335,11 July 1992,1992-07-11,N/A,312. Hypnella diversifolia (Mitt.) Jaeg. det. S.P. Churchill,Hypnella diversifolia,S P Churchill,N/A,N/A,Colombia,ANTIOQUIA,N/A,N/A,"COLOMBIA. ANTIOQUIA: Mun. de Valdivia, road to Pueblo Nuevo, Ventanas, 7°5' N, 75°25' W, alt. 1950 m. On talud, in secondary montane forest. ","road to Pueblo Nuevo, Ventanas, On talud, in secondary montane forest","On talud, in secondary montane forest",,alt 1950 m,"7°5' N, 75°25' W",1139992 | C0942153F,Mix of Handwritten and Typed,no type status,
0090_C0342159F.jpg,leg E. B. Bartram,E Bartram,N/A,34056,"January 7, 1953",1953-01-07,N/A,Hypnella cymbifolia (Hpe.) Jaeg. ,Hypnella cymbifolia ,E. B. Bartram,N/A,N/A,Venezuela,Estado Bolívar,N/A,N/A,"Slope forest Tirepón-tepuí. between Camps 2 and 3, elev. 1200-1250 m. ",[precise locality unknown],"Fruiting scantily on logs. Occasional in rain-forest between Camps 2 and 3, elev. 1200-1250 m",,elev. 1200-1250 m. ,N/A,1026299,Typed,no type status,
0091_C0342164F.jpg,Robin B. Foster 4720 ,R B Foster,N/A,1059403,30 July 1981,1981-07-30,N/A,HYPNELLA PALLEScens (Hook.) Jaeg.,Hypnella pallescens,unsure and check,N/A,N/A,Peru,PASCO,N/A,N/A,"DEPTO. PASCO: E slope of Cordillera Yanachaga, on Tingo- Chuchurras trail, 1900 m., 10°30'S, 75°30'W. In Weinmannia forest.","E slope of Cordillera Yanachaga, on Tingo- Chuchurras trail, In Weinmannia forest.",In Weinmannia forest,,1900 m,"10°30'S, 75°30'W",C0342184F,Mix of Handwritten and Typed,no type status,
0092_C0342165F.jpg,John J. Wurdack,J Wurdack,N/A,31365,"February 11, 1953",1953-02-11,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,E B Bartram,N/A,N/A,Venezuela,Estado Bolívar,N/A,N/A,"Frequent on fallen logs in forest between Campos 3 and 2, elev. 1250 - 1200 m. Slope forest Tirepón-tepuí.","Frequent on fallen logs in forest between Campos 3 and 2,  Slope forest Tirepón-tepuí",N/A,,elev. 1250 - 1200 m,N/A,1026300 | C0342168F,Mix of Handwritten and Typed,no type status,
0093_C0342515F.jpg,"T. Husnot,",T.  Husnot,recordNumber:109,109,s.d.,N/A,N/A,109. Weissia compacta Brid.,Weissia compacta,N/A,N/A,N/A,France,N/A,Orne,Athis,"T. Husnot, à Caban, par Athis (Orne)",[precise locality unknown],Rochers schisteux,,N/A,N/A,1084497 | C0342515F,Mix of Handwritten and Typed,no type status,
0094_C0398471F.jpg,Coll. H. INOUE,H Inoue,N/A,s.n.,"Jan. 11, 1973.",1973-01-11,N/A,"Macromitrium japonicum Doz. et Molk.   Ann. Sci. Nat. Bot. ser. 3, 2: 311 (1844) ",Macromitrium japonicum ,Z Iwatsuki,N/A,Pinus thunbergii,Japan,Ryukyu Islands,N/A,N/A,"JAPAN: Around Shirahama, Iriomote Isl., the Ryukyu Isls. On bark of Pinus thunbergii; elevation about 10 m. ","Around Shirahama, Iriomote Island, Ryukyu Islands On bark of Pinus thunbergii elevation about 10 meters",N/A,,about 10 m,N/A,1021837 | C0398471F,Typed,no type status,
0095_C0399126F.jpg,F R Reitz,F Reitz,N/A,2464,17-12-1948,1948-12-17,N/A,Campylopus arctocarpus (Hornsch) Mitt,Campylopus arctocarpus ,F B Bartram,1949,N/A,Brazil,Santa Catarina,N/A,N/A,"Campo dos Padres, Tom Retiro","Campo dos Padres, Tom Retiro",Rupestre,,Alt 2000 m,N/A,HB3 5512,Handwritten,no type status,
0096_C0399179F.jpg,leg. Frahm ,Frahm,N/A,s.n.,22.7.1977,1977-07-22,N/A,Campylopus arctocarpus (Hornsch.) Mitt. ,Campylopus arctocarpus,Frahm,N/A,N/A,Brazil,Sao Paulo,N/A,Cunha,"Sao Paulo, Serra do Bocaina, Leesette, an der Straße Campos da Cunha - Sao José dos Bareiros","Serra do Bocaina, Leesette, at the road Campos da Cunha - Sao José dos Bareiros",epiphytischem Podocarpus-Wald ,,1200 msm,N/A,1026026,Mix of Handwritten and Typed,no type status,
0097_C0399191F.jpg,N/A,R. Reitz,N/A,2493,29 - VIII - 1948,1948-08-29,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus ,N/A,N/A,N/A,Brazil,Santa Catarina ,N/A,N/A,"Morro do Bambu, Fraiburgo","Morro do Bambu, Fraiburgo",N/A,,900 msm,N/A,C0399191F,Handwritten,no type status,
0098_C0679833F.jpg,leg. Schäfer-Verwimp,S Schäfer-Verwimp,recordNumber: 5.9.1987 no. 9019,5.9.1987 no. 9019,5.9.1987,1987-09-05,N/A,130. Campylopus griseus (HORNSC) JAEG.,Campylopus griseus,N/A,N/A,N/A,Brazil,São Paulo,N/A,N/A,"BRASILIEN: São Paulo, Pedra Grande bei Atibaia, Campo-Vegetation im Gipfelbereich, sickerfeuchter Felshang","Pedra Grande bei Atibaia, Campo-Vegetation im Gipfelbereich, sickerfeuchter Felshang","Campo-Vegetation im Gipfelbereich, sickerfeuchter Felshang",,1400 msm.,N/A,1097651| 9019,Mix of Handwritten and Typed,no type status,
0099_C0679841F.jpg,leg J.-P Frahm ,J.-P Frahm,N/A,2600,6.9.1982,1982-09-06,N/A,Campylopus heterostachys (Hamp.) Jaeg.,Campylopus heterostachys,N/A,N/A,N/A,Peru,Amazonas,N/A,N/A,"PERU Dep. Amazonas, Straße Cajamarca - Chachapoyas km 417,5 oberhalb Leimebamba",Straße Cajamarca - Chachapoyas 417.5 kilometers oberhalb Leimebamba ,auf übererdetem Steinblock im Nebelwald,,2600 m,N/A,1053590 | C0679941F,Mix of Handwritten and Typed,no type status ,
