associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,E. De Luna,Braunia pilcata,"Trail between Charasani and Niño Karine, north-northwest of Chuma",N/A,1979-03-05,N/A,Typed,C0341257F,79-947,Saavedra,N/A,no type status,"Marko Lewis, no.","15°11' S., 69°04' W.",N/A,3200-3240 m.,5 March 1979,Braunia pilcata (Mitt.) Jaeg.,"DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma, 15°11' S., 69°04' W."
N/A,M. Lewis,Bolivia,La Paz,N/A,E. De Luna,Braunia pilcata,Banks of trail,N/A,1979-03-05,N/A,Typed,C0341258F,79-940,Saavedra,N/A,no type status,"Marko Lewis, no.","15°11' S., 69°04' W.",1992,3200 m.,5 March 1979,Braunia pilcata (Mitt.) Jaeg.,"DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma"
N/A,M. Lewis,Bolivia,La Paz,Along bank of trail,E. De Luna,Hedwigium integrifolium,"Trail between Charasani and Niño Karine, NNW of Chuma",N/A,1979-03-05,N/A,Typed,C0341263F,79-935,Saavedra,N/A,no type status,"Marko Lewis, no. 79-935","15°11' S., 69°04' W.",Nov. 1991,3200 m.,5 March 1979,Hedwigium integrifolium (P. Beauv.) Dix.,"DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Niño Karine, NNW of Chuma"
N/A,M. Lewis,Bolivia,Tarija,Dirt bank in Khënwá forest,N/A,Hedwigidium integrifolium,"5 miles Northeast of Iscayachi, East slope of mountains, hike from summit of road into canyon North of Tarija-Iscayachi Highway",N/A,1979-02-10,N/A,Typed,C0341264F,79-615,Méndez,N/A,no type status,"Marko Lewis, no.","21° 27' S., 64° 54' W.",N/A,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,"DEPTO. TARIJA, PROV. MÉNDEZ: 5 mi. NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.)"
N/A,M. Dillon,Peru,Ancash,Growing on branches.,D. Griffin iii,Braunia secunda,"Approximately 25 kilometers northeast of Yungay, slopes below Laguna de Llanganuco",N/A,s.d.,N/A,Typed,N/A,3128D,Yungay,U. Molau | P. Matekaitis,no type status,"M. Dillon, U. Molau, & P. Matekaitis",N/A,28 Jan. 1983,+ 3380 m.,s.d.,Braunia secunda (Hook.) B.S.G. Moss,"Ca. 25 km NE of Yungay, slopes below Laguna de Llanganuco."
Espeletia schultzii,D. Griffin III,Venezuela,Mérida,Páramo con Espeletia schultzii,E. De Luna,Braunia secunda,"Quebrada Gavidia, south of Mucuchíes, between La Virgen rock and El Potrerito bridge, near the town of Gavidia",N/A,1985-03-01,N/A,Typed,N/A,PV-11243,N/A,J. Dugarte,no type status,"Dana Griffin, III y Jesús Dugarte",N/A,1992,3.100-3.200 m.,1 marzo 1985,Braunia secunda (Hook.) BSG,"Quebrada Gavidia, al sur de Mucuchíes, entre la peña La Virgen y el puente de El Potrerito, cerca del pueblo de Gavidia"
Braunia subincana,M. Lewis,Bolivia,Tarija,On rocks in dry deciduous forest,Efrain De Luna,Braunia laxifolia,"Casteon, at summit of mountain above and west of Entre Rios, along road to Tarija",N/A,1979-02-02,N/A,Typed,C0341268F,79-489A,O'Connor,N/A,no type status,"Marko Lewis, no.","21° 28’ S., 64° 12’ W.",1992,1750 m.,2 February 1979,Braunia laxifolia Herz.,"DEPTO. TARIJA, PROV. O'CONNOR: Casteon, at summit of mountain above and W. of Entre Rios, along road to Tarija, 21° 28’ S., 64° 12’ W."
N/A,F. J. Hermann,Bolivia,Cochabamba,[precise locality unknown],Efrain De Luna,Braunia subplicata,Chapare,N/A,1972-12-24,Chapare,Typed,N/A,25278,N/A,N/A,no type status,F. J. Hermann,N/A,1992,ca. 9500 ft.,"December 24, 1972",Braunia subplicata E.G.Britt.,"From the Province of Chaparé, Purchased in market at COCHABAMBA"
N/A,S. R. Gradstein,Bolivia,Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands,B. O. van Zanten,Racopilum intermedium,5 kilometers south of road Cochabamba - Villa Tunari kilometer 95,N/A,1989-11-12,Incacorral,Typed,C0341698F,7560,Chapare,M. Lewis,no type status,S.R.Gradstein & M.Lewis,N/A,s.d.,2300 m.,12 November 1989,Racopilum intermedium Hampe det. B.O. van Zanten,"Prov. Chapare, Incacorral, 5 km S of road Cochabamba - Villa Tunari km 95"
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,N/A,Racopilum tomentosum,1 kilometer South of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,C0341739F,83-503,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",N/A,ca. 1650 m.,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,DEPTO. LA PAZ PROV. NOR YUNGAS: 'Coroico' 1 km S of Coroico along road between Coroico and Yolosa.
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods. On rotting logs.,Bartram,Rhaecopilum tomentosum,Fazenda de F. Lopez,N/A,1930-11-11,Viçosa,Typed,C0341763F,5281-a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,720 m.,"Nov. 11, 1930",Rhaecopilum tomentosum (Hedw.) Brid.,Fazenda de F. Lopez.
N/A,S. R. Gradstein,Ecuador,Galápagos,woodlands and pampas on rather dry shaded rocks,W. A. Weber,Rhacopilum tomentosum,"Isla Floreana, Psidium guajava woodlands and pampas east of Cruz Farm",N/A,1976-04-24,N/A,Typed,C0341787F,M-58,N/A,W. A. Weber,no type status,"S. R. Gradstein, ✱✱✱✱✱✱✱✱✱ & W. A. Weber",N/A,N/A,250-350 m,24.IV.1976,Rhaacopilum tomentosum (Hedw.) Brid.,"GALAPAGOS ISLANDS. Isla Floreana. Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks."
N/A,P. E. Hegewald,Peru,Amazonas,"Moosflora - Fels, Erde, Mauer, Baum, Strauch, Holz, See, Bach.",E. Hegewald,Racopilum tomentosum,Saullamur between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,C0341789F,6726,Chachapoyas,N/A,no type status,P.+E. Hegewald,N/A,N/A,N/A,31.8. 1973,Racopilum tomentosum (Brid.) Brid.,Ort. Saullamur zw. Balsas u. Leimebamba.
N/A,J. Florschütz,Suriname,N/A,On decaying log.,P. A. Florschütz | J. Florschütz-de Waard,Racopilum tomentosum,"Brownsberg, trail to Leo fall. On decaying log.",N/A,1975-12-18,N/A,Typed,C0341798F,4715,N/A,P. A. Florschütz,no type status,J. & P. A. Florschütz,N/A,s.d.,N/A,18.XII.1975,Racopilum tomentosum (Hedw.) Brid.,"Brownsberg, trail to Leo fall. On decaying log."
N/A,E. Linares,Colombia,Meta,On log in forest,N/A,Racopilum tomentosum,Forest of the Bavaria brewery near Rio Guatiquia,N/A,1984-09-26,Villavicencio,Typed,C0341803F,1543,N/A,S. R. Gradstein | B. O. van Zanten,no type status,"E. Linares, S.R. Gradstein and B.O. van Zanten 1543",N/A,N/A,600 m.,26 Sept. 1984,RACOPILUM TOMENTOSUM (Hedw.) Brid.,"Dept. Meta, Villavicencio, forest of the Bavaria brewery near rio Guatiquia, alt. 600 m. On log in forest."
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. Bark of fruit trees in orchard.,N/A,Racopilum tomentosum,1 kilometer south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,C0341804F,83-511,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",s.d.,ca. 1650 m.,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,Coroico' 1 km S of Coroico along road between Coroico and Yolosa.
N/A,Y. Mexia,Peru,Huanuco,old tree trunk in dense shade,N/A,Rhacopilum tomentosum,Hacienda Mercedes; Poca Perga; old tree trunk in dense shade,N/A,1936-09-15,Churubamba,Typed,C0341805F,8190a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1950 m.,"Sept. 15,1936",Rhacopilum tomentosum (Sw.) Brid. det. Bartram,Distrito Churubamba; Hacienda Mercedes; Poca Perga; old tree trunk in dense shade
N/A,Y. Mexia,Peru,Huanuco,on rock in wood,N/A,Rhacopilum tomentosum,Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel,N/A,1936-09-09,N/A,Typed,C0341806F,8165a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1100 m,"Sept. 9,1936",Rhacopilum tomentosum (Sw.) Brid. det. Bartram,"Departamento and Provincia Huanuco, Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in wood"
N/A,Y. Mexia,Peru,Huanuco,on rock in woods,Bartram,Rhacopilum tomentosum,Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in woods.,N/A,1936-09-09,N/A,Typed,C0341807F,8168a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1100 m.,"Sept. 9,1936",Rhacopilum tomentosum (Sw.) Brid.,Departamento and Provincia Huanuco. Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in woods.
N/A,R. E. Schultes,Colombia,Amazonas,"On wet, fallen log.",H. A. Crum,N/A,Rio Miritiparaná; Caño Guacayá,N/A,1952-05-19,N/A,Typed,C0341828F,15653,N/A,I. Cabrera,no type status,Richard Evans Schultes et Isidoro Cabrera,"Lat. 0° 00' S, Long. 70° 40' W",1956,Altitude about 700 feet.,"May 19, 1952",Leucomium lignicola Spruce ex Mitt. & Callicostella aspera (Mitt.) Jaeg.,Rio Miritiparaná; Caño Guacayá.
N/A,D. Griffin III,Colombia,Magdalena,Bosque nublado montano bajo,D. Griffin III,Leucoloma ligulicola,"Parque Nacional de la Sierra Nevada de Santa Marta, near Rio Buritaca",1977-08-00,1977-07-00,N/A,Typed,N/A,50.186,N/A,O. Rangel | G. van Reenen,no type status,"Dana Griffin, III, Orlando Rangel y Guido van Reenen",N/A,N/A,1600-1700 m,Julio-Agosto 1977,Leucoloma ligulcicola Spr. ex Mitt.,Parque Nacional de la Sierra Nevada de Santa Marta. Vertiente oriental del Rio Buritaca.
N/A,S. P. Churchill,Colombia,Antioquia,In secondary montane forest,S. P. Churchill,Trachyxypium tenuem,Cerro San Miguel south of San Miguel,N/A,1987-07-06,Mun. de la Union,Typed,C0341890F,15466,N/A,N/A,no type status,S.P. Churchill et al.,"5°55' N, 75°17' W",N/A,2460-2620 m.,6 July 1987,Trachyxypium tenuem (Mitt.) Buck (= Hookeriopsis tenuem Mitt.),"Cerro San Miguel S of San Miguel, 5°55' N, 75°17' W, alt. 2460-2620 m."
N/A,"D. Griffin, III",Costa Rica,Cartago,Bosque muy húmedo montano bajo,N/A,Hypnella pilifera,"On trunk of tree, Reserva Forestal Tapantí, oriental slope of Rio Macho",1977-07-04,1977-07-03,N/A,Typed,C0341932F,215,N/A,M. I. Morales | D. E. de Retana,no type status,"Dana Griffin, III, María Isabel Morales y Dora Emilia de Retana,",N/A,N/A,1.340-1.600 m.,"Julio 3-4, 1977",Hypnella pilifera (Hook. et Wils.) Jaeg.,"Reserva Forestal Tapantí, vertiente oriental del Rio Macho"
N/A,J. J. Wurdack,Venezuela,Bolívar,Frequent on fallen logs in forest between Camps 3 and 2.,E. B. Bartram,Hypnella cymbifolia,Slope forest Tirpón-tepuí,N/A,1953-02-11,N/A,Typed,C0342106F,34Ʒ65,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m.,"February 11, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,Slope forest Tirpón-tepuí.
N/A,W. R. Buck,Brazil,Amazonas,On branches at summit.,N/A,Hookeropsis parkeriana,"Slopes and summit of Serra Curicuriari, from Igarapé Arabú of the Rio Curicuriari to the summit, approximately 450 meters at summit",1979-07-12,1979-07-09,N/A,Typed,N/A,2445,N/A,N/A,no type status,William R. Buck,"00°20'S, 66°50'W.",N/A,ca. 450 m,9-12 July 1979,Hookeropsis parkeriana (Hook. & Grev.) Jaeg.,"Slopes and summit of Serra Curicuriari, from Igarapé Arabú of the Rio Curicuriari to the summit"
Weinmannia,R. B. Foster,Peru,Pasco,In Weinmannia forest,W. C. Steere,Hypnella pilifera,"East slope of Cordillera Yanachaga, on Tunque-Chuchurras trail",N/A,1981-07-30,N/A,Typed,C0342117F,4722,N/A,N/A,no type status,Robin B. Foster,"10°30'S, 75°30'W.",N/A,1900 m.,30 July 1981,Hypnella pilifera (Hook. & Wils.) Jaeg.,"DEPTO. PASCO: E slope of Cordillera Yanachaga, on Tunque--Chuchurras trail"
N/A,J. W. Fitzpatrick,Peru,Cuzco,Extremely mossy elfin cloud forest near shallow ravine,W. C. Steere,Hypnella pilifera,"Slopes above Pillahuata, near kilometer 126 on Cosñipata Highway",N/A,1981-12-04,N/A,Typed,C0342123F,s.n.,N/A,D. E. Willard,no type status,J.W. Fitzpatrick & D.E. Willard,"13°11'S, 71°22'W.",N/A,2850 m.,4 Dec. 1981,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,"DEPTO. CUZCO: Slopes above Pillahuata, near km. #126 on Cósñipata Hwy."
N/A,S. P. Churchill,Colombia,Antioquia,"On talud, in secondary montane forest.",S. P. Churchill,Hypnella diversifolia,"road to Pueblo Nuevo, Ventanas",N/A,1992-07-11,Municipio de Valdivia,Typed,C0342153F,18335,N/A,N/A,no type status,S.P. Churchill et al.,"7°5' N, 75°25' W",N/A,1950 m.,11 July 1992,Hypnella diversifolia (Mitt.) Jaeg.,"Mun. de Valdivia, road to Pueblo Nuevo, Ventanas"
N/A,J. J. Wurdack,Venezuela,Bolívar,Fruiting scantily on logs. Occasional in rain-forest between Camps 2 and 3,E. B. Bartram,Hypnella cymbifolia,Slope forest Tirepón-tepuí,N/A,1953-01-07,N/A,Typed,N/A,34056,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1200-1250 m.,"January 7, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,Slope forest Tirepón-tepuí
Weinmannia,R. B. Foster,Peru,Pasco,Weinmannia forest,V. C. Steere,Hypnella pallescens,"East slope of Cordillera Yanachaga, on Tunque-Chuchurras trail",N/A,1981-07-30,N/A,Typed,N/A,4720,N/A,N/A,no type status,Robin B. Foster,"10°30'S, 75°30'W",N/A,1900 m.,30 July 1981,Hypnella pallescens (Hook.) Jaeg.,"E slope of Cordillera Yanachaga, on Tunque-Chuchurras trail, 1900 m."
N/A,J. J. Wurdack,Venezuela,Bolívar,Slope forest Tirepón-tepuí.,E. B. Bartram,Hypnella cymbifolia,between Camps 3 and 2,N/A,1953-02-11,N/A,Typed,C0342165F,"34,365",N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m.,"February 11, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,Frequent on fallen logs in forest between Camps 3 and 2.
N/A,T. Husnot,France,Orne,N/A,N/A,Weissia compacta,[precise locality unknown],N/A,0000-08-00,Cahan,Typed,C0342515F,s.n.,N/A,N/A,no type status,T. Husnot,N/A,N/A,N/A,Août.,Weissia compacta Brid.,"à Cahan, par Athis (Orne)"
Pinus thunbergii,H. Inoue,Japan,N/A,On bark of Pinus thunbergii,Z. Iwatsuki,Macromitrium japonicum,"Around Shirahama, Iriomote Island, Ryukyu Islands",N/A,1973-01-11,Shirahama,Typed,C0398471F,N/A,N/A,N/A,no type status,H. INOUE,N/A,N/A,elevation about 10 m.,"Jan. 11, 1973","Macromitrium japonicum Doz. et Molk. Ann. Sci. Nat. Bot. ser. 3, 2: 311 (1844)","Around Shirahama, Iriomote Isl., the Ryukyu Isls. On bark of Pinus thunbergii; elevation about 10 m."
N/A,P. R. Reitz,Brazil,Santa Catarina,Rupestre,P. R. Reitz,Campyloneurum arctocarum,Campo dos Padres,N/A,1948-12-17,Bom Retiro,Typed,HB 512,2.464,N/A,N/A,no type status,P. R. Reitz,N/A,1949,2000 msm,17.12.1948,Campyloneurum arctocarum (Hornsch.) Ht.,"Campo dos Padres, Bom Retiro"
N/A,Frahm,Brazil,Sao Paulo,epiphytisch im Podocarpus-Wald,Frahm,Campylopus arctocarpus,"Serra do Bocaina, on the mountain's leeward side, along the road from Campos da Cunha to Sao José dos Bareiros",N/A,1977-07-22,Sao José dos Bareiros,Typed,26,s.n.,N/A,N/A,no type status,Frahm,N/A,s.d.,1200 msm,22.7.1977,Campylopus arctocarpus (Hornsch.) Mitt.,"Sao Paulo, Serra do Bocaina, Leeseite, an der Straße Campos da Cunha – Sao José dos Bareiros"
N/A,N/A,Brazil,Santa Catarina,Epífita,N/A,Campylocentrum pachyrrhizum,"""Barra"", ",N/A,N/A,Corupá,Typed,N/A,s.n.,N/A,N/A,no type status,N/A,N/A,19-8-43,[unsure and check],s.d.,Campylocentrum pachyrrhizum (Rchb. f.) Rolfe,"Corupá, ""Barra"", [unsure and check]"
N/A,Schäfer-Verwimp,Brazil,São Paulo,"Campo-Vegetation im Gipfelbereich, sickerefeuchter Felschang",Schäfer-Verwimp,Campylopus griseus,Pedra Grande near Atibaia,N/A,1987-09-05,Atibaia,Typed,C0679833F,9019,N/A,N/A,no type status,Schäfer-Verwimp,N/A,N/A,1400 msm.,5.9.1987,Campylopus griseus (HORNSCH.) JAEG.,Pedra Grande bei Atibaia
N/A,J.-P. Frahm,Peru,Amazonas,auf übererdetem Steinblock im Nebelwald,N/A,Campylopus heterostachys,[precise locality unknown],N/A,1982-09-06,N/A,Typed,N/A,11,N/A,N/A,no type status,J.-P.Frahm,N/A,N/A,2600 m.,6.9.1982,Campylopus heterostachys (Hamp.) Jaeg.,"Dep. Amazonas, Straße Cajamarca - Chachapoyas km 417,5 oberhalb Leimebamba"
