associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,S. Flores,Peru,Loreto,Bosque secundario 35 años,T. Plowman,Faramea torquata Ducke,Ampiyacu-Pevas,N/A,1982-07-00,Ampiyacu-Pevas,Typed,1968315,95 (P-2),Maynas,N/A,no type status,Salvador Flores P.,N/A,1985,100 m.s.n.m.,Julio/82,Faramea torquata Ducke,"Prov. Maynas, Dpto. Loreto, Ampiyacu - Pevas"
N/A,P. Núñez V.,Peru,Cuzco,N/A,M. J. Huft,Euphorbia heterophylla L.,Salsipampa,N/A,1986-10-29,N/A,Typed,1982606,s.n.,La Convención,S. Walsh,no type status,Percy Núñez V. & S. Walsh,N/A,1987,1110 m,29 October 1986,Euphorbia heterophylla L.,"Quillabamba, Salsipampa"
N/A,J. Schunke,Peru,San Martín,"En bosque secundario, con abundante luz solar.",D. Dyer,Miconia fastens Jacq.,"Alonso de Alvarado. San Juan de Pacaízapa, Km 72 Tarapoto-Yoyobamba road.",1977-05-30,1977-05-30,N/A,Typed,1872133,9560,N/A,N/A,no type status,Jose Schunke,N/A,1980,1000-1050 m,30 Mayo 1977,"""Miconia sp.""","Provincia: San Martín. Alonso de Alvarado. San Juan de Pacaízapa, km. 72 carretera Tarapoto-Yoyobamba."
N/A,G. Lozano,Peru,Loreto,N/A,William O. Burger,Ficus maxima P. Miller,14 kilometers north of Iquitos,N/A,1981-08-18,Quistococha,Typed,1923146,no. 138,N/A,"J. Luna, J. Ruiz",no type status,G. Lozano J. Luna J. Ruiz,N/A,1982,600 m elev.,18-8-81,Ficus maxima P. Miller,"14 km north of Iquitos, 600 m elev."
N/A,E. P. Killip,Peru,Junín,dense forest,N/A,Psychotria sarmentosa (Sw.) DC.,"Rio Pichi, above San Ramón",1929-07-27,1929-07-24,N/A,Typed,607534,16721,Chanchamayo,A. C. Smith,no type status,E. P. Killip & A. C. Smith,N/A,N/A,N/A,"Jul. 24/27, 1929",Psychotria sarmentosa (Sw.) DC.,"Dept. Junín: Chanchamayo, Rio Pichi; above San Ramón; dense forest"
N/A,M. O. Dillon,Peru,Piura,N/A,P. Fryxell,Wissadula grandifolia Baker ex Rusby,ca. 2 km North of Canchaque,N/A,1982-07-22,Canchaque,Typed,2119563,6310,Huancabamba,I. Sanchez V.,no type status,M. O. Dillon and I. Sanchez V.,[precise locality unknown],1988,1450 m,22 July 1982,"Wissadula grandifolia Baker ex Rusby det. P. Fryxell, 1988","Dept. Piura. Prov. Huancabamba, ca. 2 km N of Canchaque."
N/A,J. F. Macbride,Peru,Cueva Grande,N/A,N/A,Croton billbergianus Müll.Arg.,about 3300 feet Cueva Grande,N/A,1923-06-23,N/A,Handwritten,535840,4980,N/A,N/A,no type status,J. Francis Macbride,N/A,N/A,about 3300 feet,"June 23, 1923",Croton billbergianus Müll.Arg.,about 3300 feet Cueva Grande
N/A,A. Weberbauer,Peru,Provincia de Huaraz,Puna húmeda.,B. Øllgaard,Geranium chilloense Kunth,sw. Huascarán,N/A,1910-09-18,N/A,Typed,1684365,3280,Depto. Ancash,N/A,no type status,Weberbauer,N/A,1993,3740 m.s.m.,18.IX.1910,Geranium chilloense Kunth,"Depto. Ancash, Prov. Huaraz, sw. Huascarán."
N/A,J. Mostacero,Peru,Cajamarca,Al borde de carretera,M. J. Huft,Jacquemontia ovalifolia (Choisy) Hallier f.,La Ramada,N/A,1986-12-14,La ramada,Typed,199382,1040,Cutervo,"S. L. Vega, F. Pelaez, M. Meza, J. Guevara",no type status,"J. Mostacero L., S. L. Vaga C., F. Pelae, M. Méza, J. Guevara b.",N/A,1991,2450 m.,14-XII-1986,Jacquemontia ovalifolia (Choisy) Hallier f.,La Ramada (Procedencia)
N/A,R. Spichiger,Peru,Loreto,suelo arenoso,N/A,Pourouma guianensis Aubl. var. guianensis,Bosque de terraza alta,N/A,1986-04-10,Jenaro Herrera,Typed,2027582,3012,N/A,P.-A. Loizeau,no type status,"SPICHIGER, R. & P.-A. LOIZEAU",N/A,N/A,125 m.,10-4-86,Pourouma guianensis Aubl. var. guianensis,"Bosque de terraza alta, suelo arenoso"
N/A,G. Klug,Peru,Loreto,open forests,N/A,Bunchosia cornifolia Kunth var. sprucei (Hook.f.) Nied.,"Mishuyaco near Iquitos, open forest",1929-12-31,1929-12-01,Mishuyaco,Typed,N/A,660,N/A,N/A,no type status,G. Klug,N/A,N/A,100 m.,Dec. 1929,Bunchosia cornifolia Kunth var. sprucei (Hook.f.) Nied.,"Mishuyaco, near Iquitos, open forest"
N/A,T. R. Dudley,Peru,Dept. Ayacucho,dense forest; rich humus clay in high ceja forest as timberling,J. Kuijt,Dendrophthora membranaceifolia var. loretensis,eastern Massif of the Cordillera Central,N/A,1968-08-24,N/A,Typed,1721727,10263,N/A,N/A,no type status,T. R. Dudley,73°53'W; 12°45'S,18 Dec. 1984,3220 meters,24 Aug. 1968,Dendrophthora membranaceifolia Urb. var. loretensis,Prov. La Mar; eastern Massif of the Cordillera Central
N/A,G. Klug,Peru,Loreto,forest,M. Vásquez Avila,Ficus trigona L.f.,Maynas near Iquitos,N/A,1934-04-19,near Iquitos,Typed,873381,1595,Maynas,N/A,no type status,G. Klug,N/A,Utrecht 1983,100 meters,April 19 1934,Ficus trigona L.f.,"Maynas, near Iquitos, alt. 100 meters; forest"
N/A,M. E. Mathias,Peru,Loreto,Liana 2-3 inches in diameter,N/A,N/A,vicinity of Requena,1961-07-19,1961-07-18,Requena,Typed,1733057,5576,N/A,D. Taylor,no type status,"Mildred E. Mathias, Dermot Taylor",N/A,N/A,N/A,18 July to 19 61,"Malpighiaceae Bunchosia cf. glandulifera (Jacq.) Kunth. ""Barbasco silvestre"" STELLE, NO EYE TO NAMES.",vicinity of Requena
N/A,J. Schunke Vigo,Peru,Loreto,Tall forest,D.R. Simpson,Paulinia bracteosa Radlk.,"Quebrada de Iquique, (Contamana) in tall forest",1964-12-17,1964-12-17,N/A,Mix of Handwritten and Typed,N/A,66677,Maynas,N/A,No type status,José Schunke Vigo,N/A,8.I.1973,220 m,17 Dec 1964,Paulinia bracteosa Radlk.,"Quebrada de Iquique, (Contamana) in tall forest, 220 m"
N/A,L. Williams,Peru,Loreto,unsure and check,N/A,Psychotria ipecacuanha (Brot.) Stokes,"Forest of Poinia, Alto Nanay",N/A,1929-00-00,N/A,Handwritten,26,3363,N/A,N/A,no type status,Llewelyn Williams,N/A,N/A,125 m.,1929,Psyhotria ipecacuanha (Brot.) Stokes,"Forest of Poinia, Alto Nanay"
N/A,T. Plowman,Peru,Cajamarca,Dry scrub forest on steep slopes,N. Hensold,Abutilon malvifolium R. E. Fr. var. aff.,"Road from Pucará to Chamaya, kilometer 21 east of Pucará, along Río Huancabamba",N/A,1986-07-12,N/A,Typed,1973380,14242,Jaén,"A. Sagástegui, J. Mostacero, F. Mejía, F. Peláez",no type status,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. Mejía & F. Peláez",N/A,1989,700 m.,12 July 1986,Abutilon mollissimum (Cav.) Sweet,"Prov. Jaén; Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba"
N/A,M. Chanco,Peru,Cajamarca,N/A,N/A,Abutilon sp.,trail about 15 kilometers from Chiclete,N/A,2003-04-14,N/A,Typed,2253555,s.n.,N/A,"M. McMahon, L. Hufford",no type status,Magda Chanco with Michelle McMahon and Larry Hufford,07° 10.554' W78° 49.065',N/A,3614 feet elevation,14 April 2003,Abutilon sp.,trail about 15 km from Chiclete
N/A,M. Ríos,Peru,Loreto,Bosque de Pláncie Inundable aguas blancas,N/A,Andira macrothyrsa Ducke,"Prov. Requena, Dto. de Sapilín, Quebrada Yanayacu-Río Blanco, Campamento Wishwinend del inventario rápido 27, de la región Tapiche-Blanco",N/A,2014-10-13,N/A,Typed,N° 2818558,4399,Requena,"T. Mori, N. Pitman, L. Torres, C. Vriesendorp",no type status,"Marcos Ríos, Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp","05°33'45""S; 73°15'53""W",N/A,A. W. 90.,13 octubre 2014,Andira macrothyrsa Ducke,"Prov. Requena, Dto. de Sapilín, Quebrada Yanayacu-Río Blanco, Campamento Wishwinend del inventario rápid 27, de la region Tapiche-Blanco"
N/A,M. Rios,Peru,Loreto,Bosque de Palme inundable de aguas blancas,N/A,Andira macrothyrsa Ducke,"Prov. Requena, Dtto. de Sapilin, Quebrada Yanayacu-Rio Blanco, Campamento Wiswincho del intervenido rfpb# 27, de la region Pacaya-Samiria",N/A,2014-10-13,N/A,Typed,2318537,439,Requena,N/A,no type status,Marcos Rios,"05°43'53""S 75°13'53""W",N/A,"90 (Assume this is meters, as there are no units given)",13 octubre 2014,Andira macrothyrsa Ducke,"Prov. Requena, Dtto. de Sapilin, Quebrada Yanayacu-Rio Blanco; Campamento Wiswincho del intervenido rfpb# 27, de la region Pacaya-Samiria"
N/A,Y. Mexia,Peru,Huánuco,Forested slope above road,N/A,Piper gaudichaudianum Kunth,Near confluence Rio Cayumba with Huallaga,1936-10-09,1936-10-09,N/A,Typed,N/A,8265,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,805 m.,"Oct. 9, 1936",Piper gaudichaudianum Kunth,Near conflunence Rio Cayumba with Huallaga; forested slope above road.
N/A,Y. Mexia,Peru,Loreto,Dense forest,Trelease,Piper ciliatoum Ruiz & Pav.,"Above Pongo de Manseriche, right bank of mouth of Rio Santiago, dense forest",1931-11-24,1931-11-24,N/A,Typed,872277,6127,N/A,N/A,no type status,"Mexia, Ynes",N/A,N/A,200 meters,"Nov. 24, 1931",Piper ciliatoum Ruiz & Pav. ,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago; dense forest.
N/A,D. R. Simpson,Peru,Dpto. Tumbes,"Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km northwest of Tumbes.",D. R. Simpson,Ipomoea carnea Jacq.,Road between El Caucho and Pampas de Hospital.,N/A,1968-01-07,N/A,Typed,1897948,565,Prov. Tumbes,J. Schunke V.,no type status,D. R. Simpson & Josel Schunke V.,N/A,Jan. 1969,N/A,"7 January, 1968",Ipomoea carnea Jacq.,Camino entre El Caucho y Pampas de Hospital.
N/A,T. Plowman,Peru,Huánuco,Scandent shrub on roadside near houses,A. McDonald,Ipomoea cairica (L.) Sweet,8 kilometers northeast of Huánuco on road to Tingo María,N/A,1981-12-06,N/A,Typed,1896900,11105,N/A,P. M. Rury,no type status,T. Plowman & P. M. Rury,"Approx. 9º52'S., 76º11'W.",1983,1750 m,6 December 1981,Ipomoea cairica (L.) Sweet ,Prov. Huánuco. 8 km. northeast of Huánuco on road to Tingo María.
N/A,R. Foster,Peru,Loreto,Terrestrial in white sand scrub; Forested hills on white or brown sand soils,E.J. Gouda,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Caseria Mahama 30 kilometers south of Iquitos,N/A,1978-08-19,N/A,Typed,1852637,2462,Maynas,N/A,no type status,R. Foster,N/A,2018-02-05,N/A,"Aug. 19, 1978",Aechmea,Caseria Máhama 30km S of Iquitos
N/A,J. Farfán,Peru,Cusco,"Bosque Secundario. Epífita, hasta 70 cm, espádice rojo, espatula verde",Thomas B. Croat,Anthurium clavigerum Poepp.,[precise locality unknown],N/A,2006-10-23,N/A,Typed,N° 2315782,1262,La Convención,"L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragónía",no type status,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragónía","12°47'15""S 073°10'10""W",2008,1009 m,23 Octubre 2006,Anthurium clavigerum Poepp.,"Dist. Vilcabamba, Chuanquiri camino a Ríoamba, Bosque secundario"
N/A,T. B. Croat,Peru,Loreto,Fruit green; a few infl1 branches arising from near base,N/A,Agave americana L.,sandy area 12 to 15 kilometers southwest of Iquitos on road to Lago Quistococha,1977-07-18,1977-07-18,N/A,Typed,1759629,18210,N/A,N/A,no type status,Thomas B. Croat,N/A,N/A,N/A,"July 18, 1977",Agave americana L.,sandy area 12-15 km. SW of Iquitos on road to Lago Quistococha
,,,,,,,,,,,,,,,,,,,,,,,
N/A,S. Knapp,Panama,Colón,Tropical wet forest,R. G. Stolze,Trichipteris pinnata Stolze,"Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",N/A,1982-07-04,N/A,Mix of Handwritten and Typed,1932768,S881,N/A,N/A,HOLOTYPE,S.Knapp,N/A,1984,500-550 m.,4 July 1982,Trichipteris pinnata Stolze,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway. Tropical wet forest."
N/A,J. Dorantes,Mexico,Veracruz,"Bosque caducifolio, suelo rojo arcilloso",N/A,Woodardia spinulosa Mart. & Gal.,Llano del Gato,1972-01-01,1972-01-01,Llano del Gato,Typed,P005051,455,Municipio de Xalapa,N/A,no type status,J. Dorantes,Mapa 38.5 29.0,N/A,N/A,01/01/1972,Woodardia spinulosa Mart. & Gal.,"Llano del Gato, Xalapa, Veracruz"
N/A,A. Monteagudo,Peru,Pasco,Bosque ribereño,H. van der Werff,Blechnum occidentale L.,"Parque Nacional Yanachaga Chemillen, Pozuzo, Sector Pan de Azúcar, Zona de Recuperación",N/A,2003-04-10,Distrito Pozuzo,Typed,N° 2287355,4909,Oxapampa,"C. Mateo, G. Ortiz",no type status,"A. Monteagudo, C. Mateo, G. Ortiz",10°15'S 75°13'W,2005,1100-1250m,10 Abril 2003,Blechnum occidentale L.,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación"
N/A,Y. Mexia,Peru,Cuzco,in virgin forest,E. B. Copeland,Adiantum pulverulentum L.,"upper valley of Río Sambary; western affluent of Vilcanota, along stream",1936-05-14,1936-05-14,N/A,Typed,1005396,80066,La Convención,N/A,no type status,Ynes Mexia,N/A,1957,about 1800 m.,"May 14,1936",Adiantum pulverulentum L.,"Departamento Cuzco, Province La Convención; upper valley of Río Sambary; western affluent of Vilcanota, along stream in virgin forest"
"Liquidambar styraciflua, Quercus spp., Alnus sp.",J. I. Calzada,México,Veracruz,"Bosque Caducifolio muy húmedo, café arcilloso",R. C. Moran,Diplazium francoisii Litbm.,[precise locality unknown],N/A,1980-11-27,N/A,Typed,1894963,5759,Xico,N/A,no type status,J. I. Calzada,"19°29' N, 97°04' W",1983,1800-1900 m.s.n.m.,27-noviembre-1980,Diplazium francoisii Litbm.,Ranchoita de Coatitlán
N/A,A. Molina R.,Honduras,N/A,Helecho arborescente Bosque lluvioso norte,A. R. Smith,Thelypteris rudis (Kunze) Proctor,"Camino flotante, Laboratories de La Muralla, 9 kilometers from Tela",1948-11-04,1948-11-04,N/A,Typed,N/A,1427,N/A,N/A,no type status,Antonio Molina R.,"Longitude 87oW. and Latitude 14o50'N, Department of Morazan",1974,1800 m.,"Nov. 4, 1948",Thelypteris pllosospida (Hook) Morton,"Camino flotante, Laboratories de La Muralla, 9 kms. de Tela"
N/A,B. León,Peru,Cuzco,"En el margen mismo y en terreno, hojas 1.5 plenta. Pinna reduct en base. Terrestre.",R. C. Soto,Thelypteris euchlora (Sod.) Reed,"Region de Nubes, Río Lajina, Km. 104",N/A,1991-09-10,N/A,Typed,Nº 2112158,2911,Paucartambo,"J. Young, N. Huayapa",no type status,"B. León, J. Young & N. Huayapa",N/A,1992,1700-1800 m,10 setiembre 1991,Thelypteris euchlora (Sod.) Reed,"Region de Nubes, Río Lajina, Km. 104"
N/A,L. O. Williams,Nicaragua,Matagalpa,"Epiphyte on mossy tree, montane rain forest, near cloud forest",R. Stolze,Grammitis biepharodes (Maxon) Seymour,"Montane rain forest near Dsiparate do Potter, Santa María de Ostuma",1966-05-15,1966-05-15,N/A,Typed,1626179,27621,N/A,"A. Molina R., T. P. Williams, D. H. Gibson, C. Lazkánik",no type status,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Darsey H. Gibson, and César Lazkánik",N/A,1965,1400-1600m,"May 15, 1966",Polypodium biepharodes Maxon,"Montane rain forest, near cloud forest, Dsiparate do Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, 1400-1600m"
N/A,K. Young,Peru,Cusco,"coffee, yuca, mango, banana, and corn crops",A.R. Smith,Thelypteris rhizophyllidis (Kunze) Proctor,just east of Quillabamba; Finca Chihuanegra; Mina ChB,N/A,1981-04-20,N/A,Typed,2038794,265,La Convencion,M. Eisenberg,no type status,Ken Young & Mark Eisenberg 265,N/A,N/A,1300-1400 m.,20 April 1981,Thelypteris (subg. Amauropelta) rhizophyllidis (Kunze) Proctor,Just east of Quillabamba; finca Chihuanegra; mina ChB
N/A,T. G. Lammers,United States of America,Illinois,Local in mesic maple-basswood forest on steep slopes of deep ravine,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,"Palos Twp. Swallow Cliff Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83, south of toboggan run",1998-05-09,1998-05-09,N/A,Typed,2228497,10674,Cook,N/A,no type status,Thomas G. Lammers,N/A,N/A,N/A,9 May 1998,Dryopteris carthusiana (Vill.) H.P. Fuchs,"Cook Co.: Palos Twp. Swallow Cliff Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83. Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run."
N/A,A. Molina R.,El Salvador,Santa Ana,Epífito. Bosque abierto de Montaña Montecristo.,A. Molina R.,Polypodium montigenum Maxon,Bosque abierto de Montaña Montecristo,N/A,1963-05-22,N/A,Typed,1661895,212562,N/A,A. R. Molina,no type status,Antonio Molina R. & Alberto R. Molina,N/A,s.d.,2000 m.,"Mayo 22, 1963",Polypodium montigenum Maxon,"Bosque abierto de Montaña Montecristo, Department Santa Ana"
Cheilanthes pruinata in association with Notholaena mollis,M. O. Dillon,Chile,Antofagasta,"Terrestrial, growing in rock crevices",N/A,Notholaena mollis Kunze,"Cerro Perales, approximately 8.5 kilometers east of Taltal",N/A,1987-12-21,N/A,Typed,2010984,5376,N/A,N/A,no type status,M. O. Dillon,"(25°25' S, 70°25' W)",N/A,600-850 m,21 Dec 1987,Notholaena mollis Kunze,"Cerro Perales, ca. 8.5 km E of TalTal, 600-850 m alt."
N/A,R. M. Tryon,Peru,Ancash,damp shaded rocks,A.R. Smith,Thelypteris ruefia (Poltr.),"Road from Huaras to Cusma, west valley.",N/A,1965-10-23,N/A,Typed,1833066,6566,N/A,A. F. Tryon,no type status,Rolla M. & Alice F. Tryon,N/A,"1979, 1982",2800 m.,23 October 1965,Thelypteris indigii (C.Ch.) Alston,"Road from Huaras to Cusma, west valley."
N/A,E. P. Killip,Peru,Loreto,dense forest,A.R. Smith,Thelypteris pentagona (Poir.) C. Morton,"Soledad, on Río Itaya",1929-09-29,1929-09-20,Soledad,Typed,s.n.,24741,N/A,A. C. Smith,no type status,E. P. Killip & A. C. Smith,N/A,1989,about 110 meters,"September 20-29, 1929",Thelypteris megalodus (Schl.) Urb.,"Dept. Loreto: Soledad, on Río Itaya; alt. about 110 meters dense forest"
N/A,H. E. Stork,Peru,Loreto,Dense forest,A.R. Smith,Thelypteris pennata (Poir.) C. Morton,San Antonio on Rio Itaya,1929-06-00,1929-06-00,San Antonio on Rio Itaya,Typed,1520607,44747,N/A,N/A,no type status,H. E. Stork,N/A,N/A,about 100 meters,June 1929,Dryopteris egregia (Bak.) Urban,"Dept. Loreto: San Antonio, on Rio Itaya, alt. about 100 meters, dense forest"
N/A,J. F. Macbride,Peru,N/A,N/A,A.R. Smith,Thelypteris pavoniana (Kl.) Tryon,"Summits, open sunny slopes of high grass",1922-07-22,1922-07-08,Mito,Typed,518129,s.n.,N/A,Featherstone,no type status,Macbride & Featherstone,N/A,1979,about 9000 ft.,"July 8-22, 1922",Thelypteris pavoniana (Kl.) Tryon,"Summits, open sunny slopes of high grass, about 9000 ft"
N/A,J. J. Wurdack,Peru,Amazonas,"On banks, locally frequent",A.R. Smith,Thelypteris pavoniana (Klotzsch) Tryon,Upper slopes of Puma-urcu east-southeast of Chachapoyas,1962-06-00,1962-06-00,N/A,Typed,1674265,7015,Provincia de Chachapoyas,N/A,no type status,J. J. Wurdack No. 7015,N/A,"1979, 1989",2700-3000 m,June 1962,Thelypteris (Thelypteris) pavoniana (Klotzsch) det. D.E. Bellingen 1966,Upper slopes of Puma-urcu east-southeast of Chachapoyas
N/A,E. C. Ogden,Peru,Loreto,"In old banana planting. Fertile leaf, sterile pinnae, fertile pinnae.",Alan R. Smith,Thelypteris opulenta (Kaulf.) Fosberg,"Rio Itaya, 10 kilometers south of Iquitos",1956-08-13,1956-08-13,N/A,Typed,1587072,5202,Maynas,R. T. Ogden,no type status,E. C. Ogden and R. T. Ogden,N/A,"1979, 1990",N/A,"Aug. 13, 1956",Thelypteris opulenta (Kaulf.) Fosberg,"Rio Itaya, 10 km. s. of Iquitos."
N/A,L. O. Williams,Nicaragua,Matagalpa,Terrestrial on open bank,C.V. Morton & D.E. B. Lellinger,Lycopodium clavatum L.,"Cloud forest area, Sta. Maria de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",s.d.,s.d.,N/A,Typed,1604388,23634,Jinotega,"A. Molina R., T. P. Williams",no type status,"Louis O. Williams, Antonio Molina R., Terua P. Williams",N/A,1964,"13,400-13,800 feet",s.d.,Lycopodium clavatum L.,"Cloud forest area, Sta. Maria de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, 13,400-13,800 feet"
N/A,J. T. Atwood,Nicaragua,Granada,Lower cloud forest,M.R. McCarthy,Adiantum cuneatum McArthy & Hickey,"Volcan Mombacho, near Finca Cutirre",1977-02-08,1977-02-08,N/A,Typed,1868242,77105,N/A,N/A,no type status,"John T. Atwood, Jr.",N/A,2012,N/A,8 Feb. 1977,Adiantum trapeziforme L.,"Volcan Mombacho, Lower cloud forest near Finca Cutirre,"
N/A,G. B. Hinton,Mexico,Guerrero,Dry barranca,M. Palacios Rios,Adiantum ebenoides Maxon,Campo,N/A,1935-01-24,N/A,Typed,N/A,7644,Temascaltepec,et al.,no type status,G.B. Hinton et al.,N/A,Agosto/1986,N/A,24-Jan-35,Adiantum trapeziforme L.,Campo
N/A,R. A. M. Geestemans,Kenya,Nyanza Province,"Riparian woodland along the river Itare, among others with Conopogna holstii",R. Faden,Asplenium sandersonii Hook.,"South ""Nandi"" Forest Reserve, camp 6",1959-08-12,1959-08-12,N/A,Typed,1445440,5744,Kericho Distr.,N/A,no type status,R.A.M. Geestemans,"Lat. 0°36'30"" S., Long. 35°10'20"" E.",1976,1920 m.s.m.,dd. 12-VIII-59,Asplenium sandersonii Hook.,"South ""Nandi"" Forest Reserve, camp 6"
N/A,S. López,Guatemala,Jalapa,Creciendo dentro de bosque de Quercus sp.,M. Véliz & J.M. Véliz,Lophosoria quadripinnata var. quadripinnata,"Aldesa San Raymundo, finca de Manzanillos",N/A,1969-05-01,Mataquescuintla,Typed,2298970,N/A,N/A,"P. López, R. Esteban",no type status,"S. López, P. López y R. Esteban",N/A,22/IX/2005,2080 msnm,1/V/69,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var. quadripinnata,"Jalapa, Aldesa San Raymundo, finca de Manzanillos"
N/A,A. V. Armour,Jamaica,N/A,N/A,N/A,Asplenium dentatum L.,Port Antonio,1908-02-06,1908-01-20,Port Antonio,Typed,N/A,893,N/A,N/A,no type status,Allison V. Armour,N/A,N/A,N/A,Jan. 20-Feb. 6.,Asplenium dentatum L.,PORT ANTONIO
N/A,T. G. Yuncker,Jamaica,Saint Andrew,side of cut,N/A,Lycopodium cernuum L.,trail near Bellevue,N/A,1957-11-17,N/A,Typed,1482756,"17,429",N/A,N/A,no type status,T. G. Yuncker,N/A,N/A,3000-4000 ft.,"Nov. 17, 1957",Lycopodium cernuum L.,"Scrambling over side of cut, along trail near Bellevue."
N/A,Carvalho,Equatorial Guinea,Bioco,"márgenes de la carretera, pequenas colonias dispersas",J. Fernandez Casas,Lycopodiella cernua (L.) Pic.-Serm.,"Malabo - Basile, km 13, near Basile",N/A,1986-07-25,Basile,Typed,Nº 2201362,2092,N/A,N/A,no type status,Carvalho 2092,32NMK7809,1991,390 m,25-VII-1986,Lycopodiella cernua (L.) Pic.-Serm.,"Bioco: Malabo - Basile, km 13, cerca de Basile, 32NMK7809"
N/A,H. van der Werff,Australia,Queensland,Rainforest.,H. van der Werff,Diplazium assimile (C.Chr.) Bedd.,Boonjee logging area; at base of Mount Bartle Frere,1990-06-12,1990-06-12,N/A,Typed,2094887,11699,N/A,N/A,no type status,Henk van der Werff 11699,145°43'E 17°25'S,1990,N/A,12 June 1990,Diplazium assimile (C.Chr.) Bedd.,Boonjee logging area; at base of Mt. Bartle Frere.
N/A,M. Tagawa,Japan,Kagoshima,Wet rocky slope in densely wooded ravine,N/A,Diplazium umbilicatum (Hag.) Tag.,"western slope of Mt. Koyachi, south of Kanoya City",N/A,1956-07-28,N/A,Typed,N/A,1150,N/A,K. Iwatsuki,no type status,M. Tagawa & K. Iwatsuki,N/A,N/A,N/A,"July 28, 1956",Diplazium umbilicatum (Hag.) Tag.,"Kyushu. Pref. Kagoshima: western slope of Mt. Koyachi, south of Kanoya City"
N/A,W. Takeuchi,Papua New Guinea,New Ireland,"Montane rainforest, forest dominated by Dacrydium and Syzygium spp.",N/A,Blechnum ledermannii Brause,"Hans Meyer Range, Site 4",N/A,1994-02-05,N/A,Mix of Handwritten and Typed,0276203A,3665,N/A,J. Wiakabu,no type status,W. Takeuchi & J. Wiakabu,4°25'S 152°36'E,N/A,c. 1800 m,"February 5, 1994",Blechnum ledermannii Brause,"New Ireland: Hans Meyer Range, Site 4 on the expedition report"
N/A,M. Tagawa,Japan,N/A,N/A,N/A,Dryopteris crassirhizoma Nakai,[precise locality unknown],1956-05-20,1956-05-20,N/A,Typed,N/A,888,N/A,K. Iwatsuki,no type status,Tagawa & Iwatsuki 888,N/A,N/A,N/A,"May 20, 1956",Dryopteris crassirhizoma Nakai,N/A
N/A,J. Ohwi,Japan,Honshu,N/A,N/A,Polystichum tripteron Presl,Jumonji in Sengami,1951-04-00,1951-04-00,Jumonji in Sengami,Typed,1464206,s.n.,N/A,N/A,no type status,J. Ohwi,N/A,N/A,N/A,April 1951,Polystichum tripteron Presl,Honshu: Jumonji in Sengami
N/A,M. Vanoverbergh,Philippines,Luzon,N/A,N/A,Asplenium contiguum Kaulf.,"Bontoc Subprovince, Luzon",1913-04-13,1913-04-13,N/A,Typed,393429,8591,Bontoc Subprovince,N/A,no type status,Father M. Vanoverbergh,N/A,N/A,N/A,April 13,Asplenium contiguum Kaulf.,"Bontoc Subprovince, Luzon"
N/A,R. Faden,Sri Lanka,Central Province,Forest,D.B. Lellinger,Pyrrosia lanceolata (L.) Farw.,Dolukanda Hill,N/A,1977-01-05,N/A,Typed,2014294,77/53,Kegalle District,A. Faden,no type status,R & A Faden,"ca. 7°37'N, 80°24'30''E.",1979,600 m,5 Jan. 1977,Pyrrosia lanceolata (L.) Farw.,"North Western Province, Kurunegala District, Dolukanda Hill, ca. 7°37'N, 80°24'30''E."
N/A,A. N. Steward,China,Kweichow Province,"open brushy slopes, soil black",N/A,Dryopteris squamifolia (C. Chr.) Ching,"Hsing-fang Hsien, Tien Lo Yen",1931-09-06,1931-09-06,N/A,Typed,779919,No. 3444,N/A,"C. Y. Chiao, H. C. Cheo",no type status,"Albert N. Steward, C.Y. Chiao, H.C. Cheo",N/A,N/A,980 m,"Sept. 6, 1931",Dryopteris squamifolia Troutm,"Hsing-fang Hsien, Tien Lo Yen"
