associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,E. De Luna,Braunia plicata,Trail between Charazani and Nino Korin; NNW of Chuma ,N/A,1979-03-05,N/A,Typed,1032341,79-947,Saavedra,N/A,no type status,N/A,"15°11' S, 69° 04' W",1992,3200-3240 m,5 March 1979,Braunia plicata (Mitt.) Jaeg.,"Trail between Charazani and Nino Korin; NNW of Chuma, 15°11' S, 69° 04' W"
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,Efrain De Luna,Braunia plicata,"Trail between Charasani and Nino Korin, NNW of Chuma",N/A,1979-03-05,N/A,Typed,1032381,79-940,Saavedra,N/A,no type status,"Marko Lewis, no. 79-940","15° 11' S, 69° 04' W",1992,3200 m,5 March 1979,Braunia plicata (Mitt.) Jaeg.,"Trail between Charasani and Nino Korin, NNW of Chuma, 15° 11' S, 69° 04' W"
N/A,M. Lewis,Bolivia,La Paz,Along bank of trail,N/A,Hedwigidium integrifolium,"Trail between Charazani and Nino Korin, northwest of Charazani ",N/A,1979-03-05,N/A,Mix of Handwritten and Typed,1032366,79-935,Saavedra,N/A,no type status,"Marko Lewis, no. 79-935","15° 11' S, 69° 04' W",N/A,3200 m,5 March 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,"Trail between Charazani and Nino Korin, NNW of Charazani, 15° 11' S, 69° 04' W"
N/A,M. Lewis,Bolivia,Tarija,Dirt bank in Khena forest,N/A,Hedwigidium integrifolium,"Dirt bank in Khena forest, 5 miles northeast of Iscayachi; east slope of mountains (hike from summit of road into canyon north of Tarija-Iscayachi Highway)",N/A,1979-02-10,N/A,Handwritten,1032358,79-615,Mendez,N/A,no type status,Marko Lewis,"21° 27' S, 64° 54' W",N/A,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix,"Dirt bank in Khena forest, 3350 m, 5 mi NE of Iscayachi; E slope of mountains (hike from summit of road into canyon N of Tarija-Iscayachi Hwy), 21° 27' S, 64° 54' W"
N/A,M. Dillon,Peru,Ancash,Growing on branches,Dana Griffin III,Braunia secunda,"Approximately 25 kilometers northeast of Yungay, slopes below Laguna de Llanganuco ",N/A,1983-01-28,N/A,Typed,1111860,3120D,Yungay,U. Molau | P. Matekaitis,no type status,"M Dillon, U Molau, & P Matekaitis 3120D",N/A,28 Jan 1983,+ 3380 m,28 Jan 1983,Braunia secunda (Hook) BSG,"Ca 25 km NE of Yungay, slopes below Laguna de Llanganuco + 3380 m Growing on branches"
N/A,D. Griffin,Venezuela,Merida,Sobre roca + seca a baja luz,H. De Luna,Braunia secunda,"Quebrada Gavidia, south of Mucujún, between peña La Virgen and Pico El Toro, near the town of Gavidia ",N/A,1983-03-05,N/A,Typed,1064457,PV-1143,N/A,E. Dugarte,no type status,Dana Griffin III y Efrain Dugarte,N/A,1992,3100-3300 m,5 marzo 1983,Braunia secunda (Hook.) BSG,"ESTADO MERIDA: Quebrada Gavidia, al sur de Mucujún, entre la peña La Virgen y el Pico El Toro, cerca del pueblo de Gavidia Páramo con Espeletia schultzii Alt 3100-3300 m"
N/A,M. Lewis,Bolivia,Tarija,On rocks in dry deciduous forest,E. De Luna,Braunia subincana,"Casteon, at summit of mountain above and west of Puente Rios, along road to Tarija ",N/A,1979-02-02,N/A,Typed,1032377,79-489A,O'Connor,N/A,no type status,Marko Lewis,"21° 28' S., 64° 12' W.",1992,1750 m,2 February 1979,Braunia laxifolia Herz.,"Casteon, at summit of mountain above and W. of Puente Rios, along road to Tarija, 21° 28' S., 64° 12' W."
N/A,F. J. Hermann,Bolivia,Cochabamba,N/A,Efrain De Luna,Braunia subincana,[precise locality unknown],N/A,1972-12-24,N/A,Typed,1045267,25278,Chapare,N/A,no type status,F J Hermann 25278,N/A,1992,ca 9500 ft,"December 24, 1972",Braunia suplicata E.G.Britt,"From the Province of Chapare, alt ca 9500 ft Purchased in market at COCHABAMBA"
N/A,S. R. Gradstein,Bolivia,Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands,H. O. van Zanten,Racopilum intermedium,Incachaca 5 kilometers south of road Cochabamba - Villa Tunari kilometer 95 ,N/A,1989-11-12,N/A,Typed,1081583,7560,Chapare,M. Lewis,no type status,S R Gradstein & M Lewis 7560,N/A,N/A,2300 m,12 November 1989,Racopilum intermedium Hampe det H O van Zanten,Dept Cochabamba Prov Chapare Incachaca 5 km S of road Cochabamba - Villa Tunari km 95 alt 2300 m
N/A,M. Lewis,Bolivia,La Paz,On rocks in shady fruit orchard Fruit and coffee plantations,N/A,Racopilum tomentosum,3 km south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis 83-503,"16°11'S, 67°43'W",N/A,ca. 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,'Coroico' 3 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods,E. Bartram,Rhacoplium tomentosum,"Fazenda do F Lopes, on rotting log ",N/A,1930-11-11,N/A,Mix of Handwritten and Typed,N/A,5281-a,N/A,N/A,no type status,"Ynes Mexia, No",N/A,N/A,720 m,"Nov 11, 1930",Rhacoplium tomentosum (Hedw.) Brid,"Fazenda do F. Lopes, Cut over woods, On rotting log"
Psidium guajava,S. M. Gradstein,Ecuador,Galápagos,on rather dry shaded rocks,W. A. Weber,Rhacoplium tomentosum,"Isla Floreana, Psidium guajava woodlands and pampas east of Cruz Farm ",N/A,1976-04-24,N/A,Typed,1023912,950-354,N/A,H. J. M. Sipman | W. A. Weber,no type status,"S M Gradstein, H J M Sipman & W A Weber",N/A,N/A,N/A,24.IV.1976,Rhacoplium tomentosum (Hedw.)Brid.,"GALAPAGOS ISLANDS, Isla Floreana, Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks"
N/A,P. Hegewald,Peru,Amazonas,N/A,N/A,Racopilum tomentosum,Leimebamba Caullamar near Balzas ,N/A,1973-08-31,N/A,Mix of Handwritten and Typed,1026724,5726,Chachapoyas,E. Hegewald,no type status,P & E Hegewald,N/A,N/A,m,31 8 1973,Racopilum tomentosum (Hedw.) Brid,Leimebamba Caullamar ca Balzas
N/A,J. Florschütz,Suriname,N/A,On decaying log,P. A. Florschütz | J. Florschütz-de Waard,Racopilum tomentosum,"Brownsberg, trail to Leo fall ",N/A,1975-12-18,N/A,Typed,1028580,4715,N/A,P. A. Florschütz,no type status,J. & P. A. Florschütz,N/A,unsure and check,N/A,18.XII.1975,Racopilum tomentosum (Hedw.)Brid,"Hab. Brownsberg, trail to Leo fall"
N/A,E. Linares,Colombia,Meta,On log in forest,N/A,Racopilum tomentosum,forest of the Bavaria brewery near río Guaitiquía ,N/A,1984-09-26,N/A,Typed,1065598,1543,Villavicencio,S. R. Gradstein | B. O. van Zanten,no type status,"E. Linares, S.R. Gradstein and B.O. van Zanten 1543",N/A,N/A,600 m,26 Sept. 1984,RACOPILUM TOMENTOSUM (Hedw.) Brid.,"forest of the Bavaria brewery near río Guaitiquía, alt. 600 m. On log in forest."
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations Bark of fruit trees in orchard,N/A,Racopilum tomentosum,1 km south of Coroico along road between Coroico and Yolosa ,N/A,1983-02-07,Coroico,Typed,1100344,83-511,Nor Yungas,N/A,no type status,Marko Lewis 83-511,"16°11'S, 67°43'W",N/A,ca 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid,'Coroico' 1 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Peru,Huanuco,old tree trunk in dense shade,N/A,Rhacopilum tomentosum,Distrito Churubamba; Hacienda Mercedes; Poca Parga; old tree trunk in dense shade,N/A,1936-09-15,N/A,Typed,N/A,8190a,N/A,N/A,no type status,"Ynes Mexia, No.8190a",N/A,N/A,1550 m.,"Sept. 15,1936",Rhacopilum tomentosum (Sw.) Brid.,"Departamento and Provincia Huanuco, Distrito Churubamba; Hacienda Mercedes; Poca Parga; old tree trunk in dense shade"
N/A,Y. Mexia,Peru,Huanuco,on rock in wood,N/A,Rhacopilum tomentosum,Hacienda Exito; bank of Rio Ysabel; on rock in wood,N/A,1936-09-09,N/A,Typed,1036304,8165a,N/A,N/A,no type status,"Ynes Mexia, No. 8165a",N/A,N/A,1100 m.,"Sept. 9,1936",Rhacopilum tomentosum (Sw.) Brid.,"Departamento and Provincia Huanuco, Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in wood"
N/A,Y. Mexia,Peru,Huanuco,on rock in woods,N/A,Rhacoplium tomentosum,Hacienda Exito; bank of Rio Ysabel; on rock in woods,N/A,1936-09-06,N/A,Typed,1036249,8168a,N/A,N/A,no type status,"Ynes Mexia, No. 8168a",N/A,N/A,1100 m.,"Sept. 6,1936",Rhacoplium tomentosum (Sw.) Brid.,"Departamento and Provincia Huanuco, Distrito Churubamba; Hacienda Exito; bank of Rio Ysabel; on rock in woods"
N/A,R. E. Schultes,Colombia,Amazonas,"On wet, fallen log",N/A,Leucomium lignicola,Rio Miritiparaná: Caño Guacayá ,N/A,1952-05-19,N/A,Mix of Handwritten and Typed,1055165,16563,N/A,I. Cabrera,no type status,Richard Evans Schultes et Isidoro Cabrera,"Lat 0° 30' S, Long 70° 40' W",N/A,Altitude about 700 feet,"May 19, 1952",Leucomium lignicola Spruce ex Mitt,"Rio Miritiparaná: Caño Guacayá Altitude about 700 feet General location: Lat 0° 30' S, Long 70° 40' W"
N/A,D. Griffin III,Colombia,Magdalena,Bosque nublado montano bajo,S. R. Gradstein,Leiomitum lignicola,Parque Nacional de la Sierra Nevada de Santa Marta Vertiente oriental del Rio Buritaca ,1977-08-00,1977-07-00,N/A,Typed,1029476,"50,186",N/A,O. Rangel | G. van Reenen,no type status,"Dana Griffin III, Orlando Rangel y Guido van Reenen",N/A,N/A,1600-1700 m,Julio-Agosto 1977,Leiomitum lignicola sp. ex Mitt,Parque Nacional de la Sierra Nevada de Santa Marta. Vertiente oriental del Rio Buritaca. Bosque nublado montano bajo
N/A,S. P. Churchill,Colombia,Antioquia,In secondary montane forest,S. P. Churchill,Trachyxyphium tenue,Cerro San Miguel south of San Miguel ,N/A,1987-07-06,N/A,Typed,1139980,15466,N/A,N/A,no type status,S P Churchill et al 15466,5°55' N 75°17' W,N/A,2460-2620 m,6 July 1987,Trachyxyphium tenue (Mitt) Buck (= Hookeriopsis tenue Mitt),Mun de la Union Cerro San Miguel S of San Miguel 5°55' N 75°17' W alt 2460-2620 m In secondary montane forest
N/A,D. Griffin,Costa Rica,Cartago,Very humid lower montane forest,N/A,Hypnella pilifera,"Reserva Forestal Tapantí, eastern slope of Río Macho ",1977-07-04,1977-07-03,N/A,Typed,1025621,s.n.,N/A,M. I. Morales | D. E. de Retana,no type status,"Dana Griffin, III, María Isabel Morales y Dora Emilia de Retana",N/A,N/A,"1,300-1,600 m.","Julio 3-4, 1977",Hypnella pilifera (Hook. et Wils.) Jaeg.,"CARTAGO: Reserva Forestal Tapantí, vertiente oriental del Río Macho. Bosque muy húmedo montano bajo. Alt. 1,300-1,600 m."
N/A,J. J. Wurdack,Venezuela,Bolívar,Frequent on fallen logs in forest between Camps 3 and 2,E. B. Bartram,Hypnella cymbifolia,[precise locality unknown],N/A,1953-00-00,N/A,Typed,1026297,34365,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m.,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,"Estado Bolívar, Venezuela"
N/A,W. R. Buck,Brazil,Amazonas,On branches at summit,N/A,Hookeriopsis parkeriana,"Slopes and summit of Serra Curicuriari, from Igarapé Arabu of the Rio Curicuriari to the summit",1979-07-12,1979-07-03,N/A,Typed,1125553,2445,N/A,N/A,no type status,William R Buck 2445,"00°20'S, 66°50'W",N/A,ca 450 m at summit,3-12 July 1979,Hookeriopsis parkeriana (Hook & Grev) Jaeg,"Slopes and summit of Serra Curicuriari, from Igarapé Arabu of the Rio Curicuriari to the summit, ca 450 m at summit, 00°20'S, 66°50'W"
N/A,R. B. Foster,Peru,Pasco,In Weinmannia forest,W. C. Steere,Hypnella pilifera,"E slope of Cordillera Yanachaga, on Tunque- Chuchurras trail ",N/A,1981-07-30,N/A,Typed,1059405,4722,N/A,N/A,no type status,Robin B Foster 4722,"10°30'S, 75°30'W",N/A,1900 m,30 July 1981,HYPNELLA PILIFERA (Hook & Wils) Jaeg,"E slope of Cordillera Yanachaga, on Tunque- Chuchurras trail, 1900 m, 10°30'S, 75°30'W In Weinmannia forest"
N/A,J. M. Fitzpatrick,Peru,Cusco,Extremely mossy elfin cloud forest near shallow ravine,N/A,Hypnella pilifera,"Slopes above Pillahuata, near kilometer 126 on Cospipata Highway, 2850 meters ",N/A,1981-12-04,N/A,Typed,1059455,s.n.,N/A,D. E. Willard,no type status,J.M. Fitzpatrick & D.E. Willard s.n.,"13°11'S, 71°22'W",N/A,2850 m.,4 Dec. 1981,Hypnella pilifera (Hook. & Wils.) Jaeg.,"Slopes above Pillahuata, near km. #126 on Cospipata Hwy., 2850 m., 13°11'S, 71°22'W. Extremely mossy elfin cloud forest near shallow ravine."
N/A,S. P. Churchill,Colombia,Antioquia,"On talud, in secondary montane forest",S. P. Churchill,Hypnella diversifolia,"Road to Pueblo Nuevo, Ventanas ",N/A,1992-07-11,N/A,Typed,1139992,18335,N/A,N/A,no type status,S P Churchill et al 18335,"7°5' N, 75°25' W",N/A,1950 m,11 July 1992,Hypnella diversifolia (Mitt) Jaeg,"Mun de Valdivia, road to Pueblo Nuevo, Ventanas, 7°5' N, 75°25' W, alt 1950 m On talud, in secondary montane forest"
N/A,E. B. Bartram,Venezuela,Bolivar,Fruiting scantily on logs Occasional in rain-forest between Camps 2 and 3,N/A,Hypnella cymbifolia,[precise locality unknown],N/A,1953-01-07,N/A,Typed,1026299,34056,N/A,N/A,no type status,E. B. Bartram,N/A,N/A,elev. 1200-1250 m,"January 7, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,"Estado Bolivar, Venezuela"
N/A,R. B. Foster,Peru,Pasco,In Weinmannia forest,N/A,Hypnella pallescens,"E slope of Cordillera Yanachaga, on Yanque- Chuchurras trail ",N/A,1981-07-30,N/A,Typed,1059403,4720,N/A,N/A,no type status,Robin B. Foster 4720,"10°30'S, 75°30'W",N/A,1900 m.,30 July 1981,HYPNELLA PALLESCENS (Hook.) Jaeg.,"E slope of Cordillera Yanachaga, on Yanque- Chuchurras trail, 1900 m., 10°30'S, 75°30'W. In Weinmannia forest."
N/A,J. J. Wurdack,Venezuela,Bolívar,Forest,S. R. Hartram,Frullania cuspidifolia,Frequent on fallen logs in forest between Camps 3 and 2,N/A,1953-02-11,N/A,Typed,1026300,34305,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m.,"February 11, 1953",Frullania cuspidifolia (Hpe.) Jaeg.,"Frequent on fallen logs in forest between Camps 3 and 2, elev. 1250 - 1200 m."
N/A,T. Husnot,France,Orne,Rochers schisteux de la Saboterie,N/A,Weisia compacta,"Calais, near Athis",N/A,N/A,Calais,Mix of Handwritten and Typed,1084497,s.n.,N/A,N/A,no type status,T Husnot,N/A,N/A,N/A,s.d.,Weisia compacta Brid.,"à Calais, par Athis (Orne)"
Pinus thunbergii,H. Inoue,Japan,N/A,On bark of Pinus thunbergii,Z. Iwatsuki,Macromitrium japonicum,"Around Shirahama, Iriomote Island, Ryukyu Islands ",N/A,1973-01-11,N/A,Typed,1021837,s.n.,N/A,N/A,no type status,H Inoue,N/A,N/A,elevation about 10 m,"Jan 11, 1973",Macromitrium japonicum Doz. et Molk.,"Around Shirahama, Iriomote Isl., the Ryukyu Isls."
N/A,L. B. Smith,Brazil,Santa Catarina,rupestre,N/A,Campylopus arctocarpus,Campo dos Padres ,N/A,1956-03-17,Bom Retiro,Mix of Handwritten and Typed,N/A,2464,N/A,N/A,no type status,L. B. Smith,N/A,N/A,1950 msm,17.3.1956,Campylopus arctocarpus (Hornsch.) Mitt.,"Campo dos Padres, Bom Retiro"
N/A,J. P. Frahm,Brazil,São Paulo,epiphytisch im Podocarpus-Wald,Frahm,Campylopus arctocarpus,"Serra do Bocaina, lee side, on the road from Campos da Cunha to São José dos Barreiros ",N/A,1977-07-22,São José dos Barreiros,Typed,1026026,s.n.,N/A,N/A,no type status,Frahm 22.7.1977,N/A,N/A,1200 msm,22.7.1977,Campylopus arctocarpus (Hornsch.) Mitt.,"Serra do Bocaina, Leeseite, an der Straße Campos da Cunha - São José dos Barreiros"
N/A,F. Reitz,Brazil,Santa Catarina,rupestre,N/A,Campylopus atrouirens,Morro do Bau ,N/A,1953-01-20,Itajaí,Mix of Handwritten and Typed,N/A,3912,N/A,N/A,no type status,F. Reitz,N/A,N/A,Altit 900 msm,20-1-1953,Campylopus atrouirens (Hornsch) Broth,"Morro do Bau, Itajaí"
N/A,Schäfer-Verwimp,Brazil,São Paulo,"Campo vegetation in summit area, shady rock face",Schäfer-Verwimp,Campylopus griseus,Pedra Grande near Atibaia ,N/A,1987-09-05,N/A,Typed,1097651,9019,N/A,N/A,no type status,Schäfer-Verwimp 5.9.1987 no. 9019 Schäfer-Verwimp,N/A,N/A,1400 msm,5.9.1987,Campylopus griseus (HORNSCH.) JAEG.,"Pedra Grande bei Atibaia, Campo-Vegetation im Gipfelbereich, schattenreicher Felshand; 1400 msm"
N/A,J. P. Frahm,Peru,Amazonas,cloud forest,N/A,Campylopus heterostachys,"Cajamarca - Chachapoyas road km 417.5 above Leimebamba, on overgrown boulder in cloud forest ",N/A,1982-09-06,N/A,Typed,1053590,s.n.,N/A,N/A,no type status,J-P Frahm 6 9 1982,N/A,N/A,2655 m,6 9 1982,Campylopus heterostachys (Hamp.)Jaeg.,"Dep. Amazonas, Strasse Cajamarca - Chachapoyas km 417,5 oberhalb Leimebamba, auf übererdeten Steinblock im Nebelwald 2655 m."
