associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Lewis,Bolivia,Tarija,Dirt bank in Kheñwa forest,E. De Luna,Hedwigidium integrifolium,5 miles northeast of Iscayachi. East slope of mountains (hike from summit of road into canyon north of Tarija-Iscayachi Highway),N/A,1979-02-10,N/A,Typed,1032358,79-615,Méndez,N/A,no type status,Marko Lewis,"21° 27' S., 64° 54' W.",Nov. 1991,3350 m,10 February 1979,Hedwigidium integrifolium (P. Beauv.) Dix.,5 mi. NE of Iscayachi. E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.)
N/A,M. Dillon,Peru,Ancash,Growing on branches,Dana Griffin III,Braunia secunda,"Slopes below Laguna de Llanganuco, approximately 25 kilometers northeast of Yungay",N/A,1983-01-28,N/A,Typed,1111863,3128D,Yungay,U. Molau | P. Matekaitis,no type status,"M. Dillon, U. Molau & P. Matekaitis",N/A,28 Jan. 1983,± 3380 m,28 Jan. 1983,Braunia secunda (Hook.) B.S.G.,"Ca. 25 km NE of Yungay, slopes below Laguna de Llanganuco"
N/A,D. Griffin,Venezuela,Merida,Sobre roca seca a baja luz,D. Griffin,Braunia secunda,Quebrada Gavilan south of Mucuchies between La Virgen Rock and El Paramo Bridge near Bavila Paramo with horses,N/A,1988-03-11,N/A,Typed,PV-1133,577,N/A,N/A,no type status,PASS,N/A,11 mayo 1988,PASS,11 marzo 1988,Braunia secunda (Hook.) BSG,Quebrada Gavilan al sur de Mucuchies entre la pena La Virgen y el puente de El Paramo cerca de Bavila Paramo con caballos
N/A,M. Lewis,Bolivia,Tarija,On rocks in dry deciduous forest,B. De Luna,Braunia subincana,"Cañeton, at summit of mountain above and west of Entre Rios, along road to Tarija",N/A,1979-02-02,N/A,Typed,1032377,79-489A,O'Connor,N/A,no type status,Marko Lewis,"21° 8' S, 64° 12' W",1992,1750 m,2 February 1979,Braunia laxifolia Herz.,"Cañeton, at summit of mountain above and W. of Entre Rios, along road to Tarija, 21° 8' S, 64° 12' W"
N/A,F. J. Hermann,Bolivia,Cochabamba,N/A,Efrain De Luna,Braunia subplicata,From the Province of Chaparé Purchased in market at Cochabamba,N/A,1972-12-24,Cochabamba,Typed,1045267,25278,Chaparé,N/A,no type status,F. J. Hermann,N/A,1992,PASS,"December 24, 1972",Braunia subplicata E.G.Britt.,From the Province of Chaparé Purchased in market at Cochabamba
N/A,S. R. Gradstein,Bolivia,Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands,B. O. van Zanten,Racopilum intermedium,5 kilometers south of road Cochabamba - Villa Tunari kilometer 95,N/A,1989-11-12,Incacorral,Typed,1091583,7560,Chapare,M. Lewis,no type status,S.R. Gradstein & M. Lewis,N/A,N/A,PASS,12 November 1989,Racopilum intermedium Hampe,5 Km S of road Cochabamba - Villa Tunari km 95
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,unsure and check,Racopilum tomentosum,1 kilometers south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",unsure and check,ca. 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,1 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods. On rotting log.,Bartram,Rhacopilum tomentosum,Fazenda de F. Lopez,N/A,1930-11-11,Viçosa,Typed,C0541763F,5281a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,"Nov. 11, 1930",Rhacopilum tomentosum (Hedw.) Brid.,Fazenda de F. Lopez. Cut over woods. On rotting log.
N/A,S. R. Gradstein,Ecuador,Galapagos Islands,Paidium guayavas woodlands and pampas on rather dry shaded rocks,W. A. Weber,Rhacopilum tomentosum,Isla Floreana east of Cruz Farm,N/A,1976-04-24,N/A,Typed,1023912,M-58,N/A,N/A,no type status,S. R. Gradstein,N/A,N/A,at 250-350 m,24.IV.1976,Rhacopilum tomentosum (Hedw.) Brid.,Isla Floreana Paidium guayavas woodlands and pampas east of Cruz Farm on rather dry shaded rocks
N/A,P.-H. Hegewald,Peru,Amazonas,Fels Erde Mauer Baum Strauch Holz Sec Bach,E. Hegewald,Racopilum tomentosum,Saulamur between Balsas and Leimebamba,N/A,1973-08-31,N/A,Typed,1026724,6726,Chachapoyas,N/A,no type status,PASS,N/A,N/A,N/A,Datum 31.8.1973,Racopilum tomentosum (Hedw.) Brid.,Saulamur zw. Balsas u. Leimebamba
N/A,J. Florschütz,Suriname,N/A,On decaying log,P. A. Florschütz | J. Florschütz-de Waard,Racopilum tomentosum,Brownsberg trail to Leo fall,N/A,1975-12-18,N/A,Typed,1028580,4715,N/A,P. A. Florschütz,no type status,PASS,N/A,N/A,N/A,18.XII.1975,Racopilum tomentosum (Hedw.) Brid.,Brownsberg trail to Leo fall
N/A,E. Linares,Colombia,Meta,"forest of the Bavaria brewery near río Guatiquía, on log in forest",unsure and check,Racopilum tomentosum,"forest of the Bavaria brewery near río Guatiquía, on log in forest",N/A,1984-09-26,N/A,Typed,1065598,1543,Villavicencio,S. R. Gradstein | B. O. van Zanten,no type status,"E. Linares, S.R. Gradstein and B.O. van Zanten",N/A,unsure and check,PASS,26 Sept. 1984,Racopilum tomentosum (Hedw.) Brid.,"forest of the Bavaria brewery near río Guatiquía, on log in forest"
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. Bark of fruit trees in orchard.,unsure and check,Racopilum tomentosum,1 kilometers south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,1100344,83-511,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",unsure and check,ca. 1650 m,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,1 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Peru,Huanuco,Dense shade,Bartram,Rhacopilum tomentosum,Hacienda Mercedes; Pocon Perga; old tree trunk in dense shade,N/A,1936-09-15,N/A,Typed,C0341885F,8190a,Churubamba,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,"Sept. 15, 1936",Rhacopilum tomentosum (Sw.) Brid.,Hacienda Mercedes; Pocon Perga; old tree trunk in dense shade
N/A,Y. Mexia,Peru,Huanuco,on rock in wood,Bartram,Rhaecopilum tomentosum,Hacienda Exito; bank of Rio Ysabel; on rock in wood,N/A,1936-09-09,N/A,Typed,N/A,8165a,Churubamba,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,"Sept. 9, 1936",Rhaecopilum tomentosum (Sw.) Brid.,Hacienda Exito; bank of Rio Ysabel; on rock in wood
N/A,Y. Mexia,Peru,Huanuco,On rock in woods,Bartram,Rhacopilum tomentosum,Hacienda Exito; bank of Rio Yasabel; on rock in woods,N/A,1936-09-09,N/A,Typed,1036248,8168a,Churubamba,N/A,no type status,Ynes Mexia,N/A,N/A,PASS,"Sept. 9, 1936",Rhacopilum tomentosum (Sw.) Brid.,Hacienda Exito; bank of Rio Yasabel; on rock in woods
N/A,R. E. Schultes,Colombia,Amazonas,On wet fallen log,H. A. Crum,Leucoloma lignicola,Rio Miritiparaná: Caño Guacayá,N/A,1952-05-19,N/A,Typed,1055465,16563,N/A,I. Cabrera,no type status,Richard Evans Schultes et Isidoro Cabrera,Lat. 0° 05' S Long. 70° 40' W,1956,Altitude about 700 feet,"May 19, 1952",Leucoloma lignicola Spruce ex Mitt. & Callicostella apera (Mitt.) Jaeg.,Rio Miritiparaná: Caño Guacayá
N/A,D. Griffin,Colombia,Magdalena,Bosque nublado montano bajo,D. Griffin,Leucoloma limicola,Parque Nacional de la Sierra Nevada de Santa Marta Vertiente oriental del Río Buritaca,1977-08-00,1977-07-00,N/A,Typed,1029476,50.186,N/A,O. Rangel | G. van Reenen,no type status,Dana Griffin III Orlando Rangel y Guido van Reenen,N/A,N/A,PASS,Julio-Agosto 1977,Leucoloma limicola Spr. ex Mitt.,Parque Nacional de la Sierra Nevada de Santa Marta Vertiente oriental del Río Buritaca
N/A,S. P. Churchill,Colombia,Antioquia,In secondary montane forest,S. P. Churchill,Trachyxypyhium tenue,Cerro San Miguel South of San Miguel,N/A,1987-07-06,N/A,Typed,1139980,15466,N/A,et al.,no type status,S.P. Churchill et al.,"5°55'N, 75°17'W",N/A,2460-2620 m,6 July 1987,Trachyxypyhium tenue (Mitt.) Buck (= Hookeriopsis tenue Mitt.),"Mun. de la Union, Cerro San Miguel S of San Miguel"
N/A,D. Griffin,Costa Rica,Cartago,Bosque muy húmedo montano bajo,N/A,Hypnella pilifera,"Reserva Forestal Tapantí, eastern slope of Río Macho",1977-07-04,1977-07-03,N/A,Typed,1025621,215,N/A,M. I. Morales | D. E. de Retana,no type status,"Dana Griffin, III, María Isabel Morales y Dora Emilia de Retana",N/A,N/A,PASS,"Julio 3-4, 1977",Hypnella pilifera (Hook. et Wils.) Jaeg.,"Reserva Forestal Tapantí, vertiente oriental del Río Macho. Bosque muy húmedo montano bajo. Alt. 1.340-1.600 m."
N/A,J. J. Wurdack,Venezuela,Bolivar,Slope forest Tüepé-Tüepé,E. B. Bartram,Hypnella cymbifolia,Between Camps 3 and 2,N/A,1953-02-21,N/A,Typed,1026297,34365,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m,"February 21, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,Frequent on fallen logs in forest between Camps 3 and 2
N/A,W. R. Buck,Brazil,Amazonas,On branches at summit,N/A,Hookeriopsis parkeriana,Slopes and summit of Serra Curicuriari from Igarapé Arabú of the Rio Curicuriari to the summit,1979-07-12,1979-07-09,N/A,Typed,112861,2445,N/A,N/A,no type status,William R. Buck,"00°02'S, 66°50'W",N/A,ca. 450 m at summit,9-12 July 1979,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,Slopes and summit of Serra Curicuriari from Igarapé Arabú of the Rio Curicuriari to the summit
N/A,R. B. Foster,Peru,Pasco,In Weinmannia forest,W. C. Steere,Hypnella pilifera,E slope of Cordillera Yanachaga on Tunque-Chuchurras trail,N/A,1981-07-30,N/A,Typed,1059405,4722,N/A,N/A,no type status,Robin B. Foster,10°30'S 75°30'W,N/A,1900 m,30 July 1981,Hypnella pilifera (Hook. & Wils.) Jaeg.,E slope of Cordillera Yanachaga on Tunque-Chuchurras trail
N/A,J. M. Fitzpatrick,Peru,Cuzco,Extremely mossy elfin cloud forest near shallow ravine,L. R. Stark,Hypnella pilifera,Slopes above Pillahuata near kilometer 126 on Cosñipata Highway,N/A,1981-12-04,N/A,Typed,1059455,s.n.,N/A,D. E. Willard,no type status,PASS,13°11'S 71°02'W,1982,2850 m,4 Dec. 1981,Hypnella pilifera (Hook. & Wils.) Jaeg.,Slopes above Pillahuata near km. 126 on Cosñipata Hwy.
N/A,S. P. Churchill,Colombia,Antioquia,On talud in secondary montane forest,S. P. Churchill,Hypnella diversifolia,road to Pueblo Nuevo Ventanas,N/A,1992-07-11,Valdivia,Typed,1139892,18335,N/A,N/A,no type status,S.P. Churchill et al.,7°5' N 75°25' W,N/A,PASS,11 July 1992,Hypnella diversifolia (Mitt.) Jaeg.,road to Pueblo Nuevo Ventanas
N/A,J. J. Wurdack,Venezuela,Estado Bolívar,Fruiting scantily on logs. Occasional in rain-forest. Slope forest Tirapó-tepuí.,B. Bartram,Hypnella cymbifolia,between Camps 2 and 3,N/A,1953-01-07,N/A,Typed,1026299,4056,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1200-1250 m.,"January 7, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,between Camps 2 and 3
Weinmannia,R. B. Foster,Peru,Pasco,In Weinmannia forest,N/A,Hypnella Pallescens,E slope of Cordillera Yanachaga On Tunque- Chuchurras trail,N/A,1981-07-30,N/A,Typed,1059403,4720,N/A,N/A,no type status,Robin B. Foster,10°30'S 75°30'W,N/A,1900 m,30 July 1981,Hypnella Pallescens (Hook.) Jaeg.,E slope of Cordillera Yanachaga On Tunque- Chuchurras trail
N/A,J. J. Wurdack,Venezuela,Bolivar,Slope forest,E. B. Bartram,Hypnella cymbifolia,Frequent on fallen logs in forest between Camps 3 and 2,N/A,1953-02-21,N/A,Typed,1026300,34365,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,elev. 1250 - 1200 m,"February 21, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,Frequent on fallen logs in forest between Camps 3 and 2
N/A,T. Husnot,France,Orne,N/A,N/A,Weissia compacta,Rochers schisteux de la Solentière,N/A,0000-00-00,Athis,Mix of Handwritten and Typed,1084497,s.n.,N/A,N/A,no type status,"T. Husnot, à Cahan, par Athis (Orne)",N/A,N/A,N/A,N/A,Weissia compacta Brid.,Rochers schisteux de la Solentière (Lamblotte)
Pinus thunbergii,H. Inoue,Japan,Okinawa,On bark of Pinus thunbergii,Z. Iwatsuki,Macromitrium japonicum,"Around Shirahama, Iriomote Island, the Ryukyu Islands",N/A,1973-01-11,N/A,Typed,1021837,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,elevation about 10 m,"Jan. 11, 1973",Macromitrium japonicum Doz. et Molk.,"Around Shirahama, Iriomote Isl., the Ryukyu Isls."
N/A,R. Reitz,Brazil,Santa Catarina,Rupestre,E. B. Reimers,Campylopus arctocarpus,"Campo dos Padres, Bom Retiro",N/A,1948-12-17,N/A,Typed,MB 5512,2464,N/A,N/A,no type status,R. Reitz,N/A,1949,Alti. 2000 msm,17.12.1948,Campylopus arctocarpus (Hornsch.) Mitt.,"Campo dos Padres, Bom Retiro"
Podocarpus,N. Frahm,Brazil,Sao Paulo,epiphytisch im Podocarpus-Wald,unsure and check,Campylopus arctocarpus,Serra do Bocaina Leesite an der Straße Campos da Cunha,N/A,1977-07-22,Sao Jose dos Barreiros,Typed,1026026,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,1200 m,Frahm 22.7.1977,Campylopus arctocarpus (Hornsch.) Mitt.,Serra do Bocaina Leesite an der Straße Campos da Cunha - Sao Jose dos Barreiros
N/A,M. Rambo,Brazil,Santa Catarina,N/A,N/A,Campylopus arctocarpus,Morro do San,N/A,1938-01-29,N/A,Typed,N/A,9934,N/A,N/A,no type status,M. Rambo,N/A,N/A,PASS,Data 29.1.1938,Campylopus arctocarpus (Hornsch.) Mitt.,"Morro do San, Itajaf"
N/A,Schäfer-Verwimp,Brazil,São Paulo,"Campo-Vegetation in the summit area, slate rock slope",Schäfer-Verwimp,Campylopus griseus,Pedra Grande near Atibaia,N/A,1987-09-05,N/A,Mix of Handwritten and Typed,1097651,9019,N/A,N/A,no type status,PASS,N/A,N/A,1400 msm,5.9.1987,Campylopus griseus (Hornsch.) Jaeg.,"Pedra Grande bei Atibaia Campo-Vegetation im Gipfelbereich, schieferfacher Felsabhang"
N/A,J.-P. Frahm,Peru,Amazonas,auf übererdtem Steinblock im Nebelwald,unsure and check,Campylopus heterostachys,Straße Cajamarca - Chachapoyas km 417.5 above Leimebamba on overgrown stone block in cloud forest,N/A,1982-09-06,Chachapoyas,Typed,1053590,s.n.,Cajamarca,N/A,no type status,PASS,N/A,unsure and check,2600 m,6.9.1982,Campylopus heterostachys (Hamp.) Jaeg.,"Straße Cajamarca - Chachapoyas km 417,5 oberhalb Leimebamba, auf übererdtem Steinblock im Nebelwald"
