Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0062_V0277652F.jpg,José Schunke Vigo,José Schunke Vigo,N/A,6505,27 May 1964,1964-05-27,1964-05-27,Tontelea sp. (Celastraceae),Tontelea sp.,A. M. W. Mennega,11/1982,N/A,Peru,San Martín,Mariscal Cáceres,Tocache Nuevo,"San Martín: Mariscal Cáceres, Tocache Nuevo, (río Huallaga), in tall forest","Tocache Nuevo, in tall forest",In tall forest,N/A,529 m.,N/A,1751666,Typed,no type status
0063_V0152152F.jpg,Manuel Rimachi Y.,Manuel Rimachi Y.,N/A,4268,"February 8, 1979",1979-02-08,1979-02-08,Nectandra krukovii (A.C. Smith) Kosterm.,Endlicheria anomala (Nees) Mez,A. C. Monro & T. Pruski,"(Triplaris), 2001",N/A,Peru,Loreto,Requena,N/A,"Dtto. Saquena. Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera, marginal forest, ""muema,"" 8 m fr. green.","Rio Ucayali, Quebrada de Aucayacu, above Genaro Herrera","marginal forest, ""muema""",N/A,N/A,N/A,2058606,Typed,no type status
0064_V0277223F.jpg,Salvador Flores P.,Salvador Flores P.,N/A,95 (P-2),Julio/82,1982-07-00,1982-07-00,Faramea sp.,Faramea sp.,T. Plowman,1985,N/A,Peru,Loreto,Maynas,Ampiyacu-Pezas,"Ampiyacu-Pezas, Maynas, Loreto",Ampiyacu-Pezas,Bosque secundario 35 años,N/A,100 m.s.n.m.,N/A,1968315,Typed,no type status
0065_V0195906F.jpg,Percy Nuñez V. & S. Walsh,Percy Nuñez V.,S. Walsh,1982606,29 October 1986,1986-10-29,N/A,Euphorbia heterophylla L.,Euphorbia heterophylla L.,M. J. Huft,1987,N/A,Peru,Cuzco,La Convención,Quillabamba,"Dept. Cuzco: La Convención, Quillabamba, Salsapampa. Alt. 1110 m.",Salsapampa,N/A,N/A,Alt. 1110 m.,N/A,N/A,Typed,no type status
0066_V0290180F.jpg,Jose Schunke,Jose Schunke,N/A,9560,30 Mayo 1977,1977-05-30,1977-05-30,"""Merope-Syachia""",Hamelia patens Jacq.,D. Dyer,1980,N/A,Peru,San Martín,N/A,N/A,"Provincia: San Martín. Alonso de Alvarado. San Juan de Pacaistapa, km. 72 carretera Tarapoto-Yoyobamba. Alt. 1000-1050 m.","Alonso de Alvarado, San Juan de Pacaistapa, km 72 carretera Tarapoto-Yoyobamba","En bosque secundario, con abundante luz solar.",N/A,Alt. 1000-1050 m.,N/A,1872133,Typed,no type status
0067_V0201636F.jpg,"G. Tosi, J. Luna, J. Ruiz",G. Tosi,"J. Luna, J. Ruiz",138,18-8-81,1981-08-18,N/A,Ficus maxima P. Miller,Ficus maxima P. Miller,William O. Burger,1982,N/A,Peru,Loreto,N/A,N/A,"Quistococha, 14km north of Iquitos","Quistococha, 14 kilometers north of Iquitos",N/A,N/A,600m elev,N/A,1923146,Typed,no type status
0068_V0251887F.jpg,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,16721,"July 23-27, 1929",1929-07-23,1929-07-27,Psychotria sararensa (Rusby) Standl.,Psychotria sararensa (Rusby) Standl.,N/A,N/A,N/A,Peru,Junín,N/A,N/A,"Dept. Junín: Cahuapanas, Río Pichis; rich damp forest.","Cahuapanas, Río Pichis",rich damp forest,N/A,about 400 meters,N/A,607534,Typed,no type status
0069_V0243915F.jpg,M. O. Dillon and I. Sánchez V.,M. O. Dillon,I. Sánchez V.,6310,N/A,N/A,N/A,"Wissadula grandiflora Baker ex Rusby det. P. Fryxell, 1983",Wissadula grandiflora Baker ex Rusby,P. Fryxell,1983,N/A,Peru,Piura,Huancabamba,N/A,"Dept. Piura. Prov. Huancabamba, ca. 2 km N of Canchaque.",approximately 2 kilometers north of Canchaque,N/A,N/A,ca. 1450 m alt.,5°24'S 79°36'W,N° 2119563,Typed,no type status
0070_V0187051F.jpg,J. Francis Macbride,J. Francis Macbride,N/A,4806,"June 22, 1923",1923-06-22,N/A,Croton Billieturneri,Croton Billieturneri,N/A,N/A,N/A,Peru,Cueva Grande,N/A,N/A,Cueva Grande,Cueva Grande,N/A,N/A,about 3000 feet,N/A,535840,Typed,no type status
0071_V0258426F.jpg,N/A,N/A,N/A,2820,12 de Julio 1960,1960-07-12,N/A,Geranium sp.,Geranium chillonense Kunth,Bolette Hjalfdan-Nielsen,1993,N/A,Peru,La Libertad,"Prov. Otuzco, Dpto. La Libertad",N/A,"Prov. Otuzco, Dpto. La Libertad, Cerro Campana",Cerro Campana,Puna húmeda,soil,3740 m.s.n.m.,N/A,1684365,Typed,no type status
0072_V0193750F.jpg,"J. Mostacero L., S. Llatas Q., F. Mejia C., J. Guevara B.",J. Mostacero L.,"S. Llatas Q., F. Mejia C., J. Guevara B.",1040,12-11-1986,1986-11-12,N/A,Solanum asterophorum Mart. ex Sendtn.,Solanum asterophorum Mart. ex Sendtn.,"M. J. Huft, 1991",1991,N/A,Peru,Cajamarca,N/A,N/A,La Morilla (Socota-San Andrés),La Morilla,Al borde de carretera,soil,2450 msnm,N/A,199382,Typed,no type status
0073_V0228073F.jpg,"SPICHIGER, R. & P.-A. LOIZEAU","Spichiger, R.",P.-A. Loizeau,3012,10-4-86,1986-04-10,N/A,Pourouma guianensis Aubl. var. guianensis,Pourouma guianensis Aubl. var. guianensis,N/A,N/A,N/A,Pérou,Loreto,Jenaro Herrera,N/A,"Bosque de terraza alta, suelo arenoso.",[precise locality unknown],"Bosque de terraza alta, suelo arenoso.",N/A,Alt. 125 m.,N/A,N° 2027582,Typed,no type status
0074_V0100062F.jpg,G. Klug,G. Klug,N/A,660,Dec. 1929,1929-12-00,1929-12-00,"Befaria aestuans L. var. glabrata (Klotzsch) Mez ""Huairuro colorado""",Befaria aestuans L. var. glabrata (Klotzsch) Mez,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, near Iquitos, alt. 100 meters, forest","Mishuyacu, near Iquitos",forest,N/A,alt. 100 meters,N/A,613565,Typed,no type status
0075_V0198402F.jpg,T. R. Dudley,T. R. Dudley,N/A,12063,24 Aug. 1968,1968-08-24,1968-08-24,Dendrophthora sp. of D. mesembryanthemifolia,Dendrophthora mesembryanthemifolia,Job Kuijt,18 Dec. 1984,N/A,Peru,Dept. Ayacucho,Prov. La Mar,N/A,"eastern Massif of the Cordillera Central on San Miguel, Ayacucho, Vic. Hacienda Luisiana","eastern Massif of the Cordillera Central on San Miguel, vicinity of Hacienda Luisiana",dense forest; in high elfin hepatic forest as timberline,twigs,3220 meters,73°53'W; 12°45'S.,1721727,Typed,no type status
0076_V0225274F.jpg,C. Klug,C. Klug,N/A,1596,April 19 1929,1929-04-19,N/A,Ficus trigona L.f.,Ficus trigona L.f.,M. Vásquez Avila,Utrecht 1983,N/A,Peru,Loreto,N/A,N/A,"Mishuyacu, near Iquitos, low montane, forest","Mishuyacu, near Iquitos","low montane, forest",N/A,N/A,N/A,873381,Typed,no type status
0077_V0224820F.jpg,"Mildred E. Mathias, Dermot Taylor",Mildred E. Mathias,Dermot Taylor,5576,13 July 19 61,1961-07-13,N/A,"Malpighiaceae, Bunchosia armeniaca (Cav.) DC. var. armeniaca",Bunchosia armeniaca (Cav.) DC. var. armeniaca,William R. Anderson,1983,N/A,Perú,Loreto,N/A,vicinity of Requena,Loreto: vicinity of Requena,vicinity of Requena,"Liana 2-3 inches in diameter ""Barbasco selvatre""",N/A,N/A,N/A,1733057,Typed,no type status
0078_V0304780F.jpg,José Schunke Vigo,José Schunke Vigo,N/A,6677,17 Dec 1964,1964-12-17,1964-12-17,Paulinia bracteosa Radlk.,Paulinia bracteosa Radlk.,Donald R. Simpson,8.I.1993,N/A,Peru,Loreto,Maynas,N/A,"Quebrada de Iquiquis, (Contamana) in tall forest, 220 m.",Quebrada de Iquiquis,tall forest,N/A,220 m.,N/A,1717601,Typed,no type status
0079_V0238260F.jpg,Llewellyn Williams,Llewellyn Williams,N/A,3363,Sept.-Oct. 1929,1929-09-00,1929-10-00,Psychotria viridis Ruiz & Pav.,Psychotria viridis Ruiz & Pav.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,"Forest of Porvenir, Alto Nanay","Forest of Porvenir, Alto Nanay",N/A,N/A,Alt. 145 m.,N/A,61.4121,Handwritten,no type status
0080_V0225047F.jpg,"T. Plowman, A. Sagástegui A., J. Mostacero L., F. R. Mejía & F. Peláez",T. Plowman,"A. Sagástegui A., J. Mostacero L., F. R. Mejía, F. Peláez",14242,12 July 1986,1986-07-12,N/A,Abutilon mollissimum (Cav.) Sweet,Abutilon mollissimum (Cav.) Sweet,F. Fryxell,1987,N/A,Peru,Cajamarca,Jaén,N/A,"Road from Pucará to Chamaya, km. 21 east of Pucará, along Río Huancabamba","Road from Pucará to Chamaya, 21 kilometers east of Pucará, along Río Huancabamba",Dry scrub forest on steep slopes,N/A,Alt. 700 m.,N/A,1973380,Typed,no type status
0081_V0239614F.jpg,Magda Chanco with Michelle McMahon and Larry Hufford,Magda Chanco,"Michelle McMahon, Larry Hufford",N/A,14 April 2003,2003-04-14,2003-04-14,Abutilon sp.,Abutilon sp.,N/A,N/A,N/A,Peru,Cajamarca,N/A,N/A,Depto. Cajamarca: Chilet-San Pablo road about 15 km from Chilet.,Chilet-San Pablo road about 15 kilometers from Chilet,N/A,N/A,3614 feet elevation,07° 10.554' S 78° 49.665' W,2253555,Typed,no type status
0082_V0414961F.jpg,Marcos Ríos,Marcos Ríos,"Tony Mori, Nigel Pitman, Luis Torres, Corine Vriesendorp",4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Prov. Requena,Dto. de Soplin,"Prov. Requena, Dto. de Soplin, Quebrada Yanayacu-Río Blanco, Campamento Wissewind del inventario rápido 27, de la región Tapiche-Blanco.","Quebrada Yanayacu-Río Blanco, Campamento Wissewind",Bosque de Planicie inundable aguas blancas,soil,A.W. 90.,"05°33'35""S, 73°15'53""W",2818558,Typed,no type status
0083_V0414962F.jpg,"Marcos Ríos, Tony Mori, Miguel Huamán Luis Torres, Corine Vriesendorp",Marcos Ríos,"Tony Mori, Miguel Huamán, Luis Torres, Corine Vriesendorp",4399,13 octubre 2014,2014-10-13,N/A,Andira macrothyrsa Ducke,Andira macrothyrsa Ducke,N/A,N/A,N/A,Peru,Loreto,Requena,N/A,"Prov. Requena, Dto. de Soplin. Quebrada Yanayacu-Río Blanco. Campamento Wistincho del intervatio rípido 27, de la región Tamañco-Blanco","Quebrada Yanayacu-Río Blanco, Campamento Wistincho",Bosque de Palme inundable de aguas blancas,N/A,Alt. 90,"05°43'35""S 73°13'53""W",2318537,Typed,no type status
0084_V0462893F.jpg,Ynes Mexia,Ynes Mexia,N/A,8265,"Oct. 9, 1936",1936-10-09,1936-10-09,Piper oblongum Ruiz & Pavon,Piper oblongum Ruiz & Pavon,N/A,N/A,N/A,Peru,Huanuco,N/A,N/A,Near confluence Rio Cayumba with Huallaga; forested slope above road.,Near confluence Rio Cayumba with Huallaga,Forested slope above road,N/A,alt. 805 m.,N/A,1066996,Typed,no type status
0085_V0462895F.jpg,Ynes Mexia,Ynes Mexia,N/A,6127,"Nov. 24, 1931",1931-11-24,1931-11-24,Piper callisum Ruiz & Pav.,Piper callisum Ruiz & Pav.,Trelease,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of mouth of Rio Santiago; dense forest.,"Above Pongo de Manseriche, right bank of mouth of Rio Santiago",Dense forest,N/A,Alt. 200 meters,N/A,872277,Typed,no type status
0086_V0441679F.jpg,Donald R. Simpson & José Schunke V.,Donald R. Simpson,José Schunke V.,565,"January 4, 1958",1958-01-04,N/A,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,D. E. Simpson,Jan. 1969,N/A,Peru,Tumbes,N/A,N/A,"Bosque Nacional de Tumbes: Región de ""bosque muy seco tropical"" (sensu Tosi, 1960) cerca de El Caucho entre El Caucho y Pampa de Hospital.","Bosque Nacional de Tumbes, near El Caucho, between El Caucho and Pampa de Hospital","Common from the dry, deciduous forest zone, downward into the very dry thorn-scrub. Along the road about 10 km. northwest of El Caucho",N/A,N/A,N/A,1897948,Typed,no type status
0087_V0441677F.jpg,T. Plowman & P. M. Rury,T. Plowman,P. M. Rury,11105,6 December 1981,1981-12-06,N/A,Ipomoea carnea Jacq.,Ipomoea carnea Jacq.,A. McDonald,1983,N/A,Peru,Huánuco,N/A,N/A,Dept. Huánuco: Prov. Huánuco. 8 km. northeast of Huánuco on road to Tingo María.,8 kilometers northeast of Huánuco on road to Tingo María,Roadside near houses,N/A,alt. 1750 m.,"Approx. 9°52'S., 76°11'W.",.1896900,Typed,no type status
0088_V0401892F.jpg,Robin B. Foster,Robin B. Foster,N/A,4262,"Aug. 19, 1978",1978-08-19,N/A,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,Aechmea corymbosa (Mart. ex Schult. & Schult.f.) Mez,E.J. Gouda,2018-02-05,N/A,Peru,Loreto,Maynas,N/A,Caserio Mahana 30km SW of Iquitos,Caserio Mahana 30 kilometers southwest of Iquitos,Forested hills on white or brown sand soils,soil,N/A,N/A,1852637,Typed,no type status
0089_V0460617F.jpg,"J. Farfán, L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragón",J. Farfán,"L. Valenzuela, I. Huamantupa, A. Carazas, L. Aragón",1262,23 Octubre 2006,2006-10-23,N/A,Anthurium clavigerum Poepp.,Anthurium clavigerum Poepp.,Thomas B. Croat,2008,N/A,Peru,Cusco,La Convención,N/A,"Dist. Vilcabamba, Chaunquiri camino a Rioamba, Bosque secundario","Dist. Vilcabamba, Chaunquiri camino a Rioamba","Bosque Secundario. Epífita, hasta 70 cm, espadice rojo, espata verde",N/A,1009 m,"12°47'15""S 073°10'10""W",2315782,Typed,no type status
0090_V0469643F.jpg,Thomas B. Croat,Thomas B. Croat,N/A,28120,"July 18, 1972",1972-07-18,N/A,Agave americana L.,Agave americana L.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Sandy area 12.5 km SW of Iquitos on road to Lago Quistococha,12.5 kilometers southwest of Iquitos on road to Lago Quistococha,Sandy area,soil,N/A,N/A,1759629,Typed,no type status
0091_V0075820F.jpg,T. R. Dudley,T. R. Dudley,N/A,10783,4 July 1968,1968-07-04,1968-07-04,Thelypteris dudleyi R. A. Smith,Thelypteris dudleyi R. A. Smith,Alan R. Smith,1989,N/A,Peru,Cusco,La Convencion,N/A,"In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5; at ca. 2825 m; one of the commonest colonizers of landslide.","In full sun on old open landslide, just above the cloud forest, between camp 4&5; almost to Camp 5","In full sun on old open landslide, just above the cloud forest",soil,ca. 2825 m,12° 37' S; 73° 32' W,1719861,Typed,Isotype
0092_V0075836F.jpg,S. Knapp,S. Knapp,N/A,5881,4 July 1982,1982-07-04,1982-07-04,Trichipteris pinnata Stolze,Trichipteris pinnata Stolze,Robert G. Stolze,1984,N/A,Panama,Colón,N/A,N/A,"Santa Rita Ridge road, 21-26 km from Transisthmian Highway","Santa Rita Ridge road, 21-26 kilometers from Transisthmian Highway",Tropical wet forest,soil,500-550 m,"9°25'N, 79°37'W",N/A,Typed,Holotype
0093_C0616676F.jpg,J. Dorantes,J. Dorantes,N/A,455,01/01/1972,1972-01-01,1972-01-01,Woodardia spinulosa Mart. & Gal.,Woodardia spinulosa Mart. & Gal.,N/A,N/A,N/A,Mexico,Veracruz,N/A,Jalapa,"Llto del Gato, Mun. Jalapa",Llto del Gato,"Bosque caducifolio, suelo rojo arcilloso, muy abundante helecho perenne veg. riparia",soil,N/A,N/A,P005051,Typed,no type status
0094_C0644079F.jpg,"A. Monteagudo, C. Mateo, G. Ortiz",A. Monteagudo,"C. Mateo, G. Ortiz",4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentale L.,Blechnum occidentale L.,H. van der Werff,2005,N/A,Peru,Pasco,Oxapampa,N/A,"Distrito Pozuzo, Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.","Distrito Pozuzo, Parque Nacional Yanachaga Chemillen, Pozuzo Sector Pan de Azúcar, Zona de Recuperación",Bosque ribereño,roca,1100-1250m,10°15' 75°13'W,N° 2287355,Typed,no type status
0095_C0658238F.jpg,Ynes Mexia,Ynes Mexia,N/A,8066,"May 14, 1936",1936-05-14,1936-05-14,Adiantum pulverulentum L.,Adiantum pulverulentum L.,Copeland,N/A,N/A,Peru,Cuzco,La Convencion,N/A,"Departamento Cuzco, Provincia La Convencion; upper valley of Rio Sambrey; western affluent of Vilcanota, along stream in virgin forest","upper valley of Rio Sambrey; western affluent of Vilcanota, along stream",in virgin forest,soil,Alt. about 1800 m.,N/A,1045396,Typed,no type status
0096_C0637474F.jpg,J.I. Calzada,J.i. Calzada,N/A,5759,21-enero-1980,1980-01-21,1980-01-21,Diplazium francoisii Lellinger,Diplazium francoisii Lellinger,Robert G. Stolze,1983,Liquidambar styraciflua; Quercus sp.; Alnus sp.,México,Veracruz,Xico,N/A,Ranchoita de Coateitlán,Ranchoita de Coateitlán,Bosque Caducifolio muy húmedo,suelo,1820 m.s.n.m.,19°29' N 97°04' W,1894963,Typed,no type status
0097_C0636906F.jpg,Antonio Molina R.,Antonio Molina R.,N/A,1427,"Nov. 4, 1948",1948-11-04,1948-11-04,Thelypteris piloso-hispida (Hook) Morton,Thelypteris rudis (Kunze) Proctor,Alan R. Smith,1974,N/A,Honduras,N/A,N/A,N/A,"Helecho arboreo. Bosque lluvioso norte de la Mt. Uyuca, caminos flotables, Labranza y Quebrada Bonita, 10 km. al SW. de Tegucigalpa.","Bosque lluvioso norte de la Mt. Uyuca, caminos flotables, Labranza y Quebrada Bonita, 10 kilometers southwest of Tegucigalpa",Helecho arboreo. Bosque lluvioso,N/A,Alt. 1800 m.,N/A,1394536,Typed,no type status
0098_C0665739F.jpg,"Blom, Young & Illaupay",Blom,"Young, Illaupay",2911,10 setiembre 1991,1991-09-10,N/A,Thelypteris euchlora (Sod.) R.M. Tryon,Thelypteris euchlora (Sod.) R.M. Tryon,Robert G. Stolze,1992,N/A,Peru,Cuzco,Paucartambo,N/A,"Bosque de Nubes, Rio Tono, Union. 1700-1800 m","Bosque de Nubes, Rio Tono, Union",N/A,N/A,1700-1800 m,N/A,2112158,Typed,no type status
0099_C0626158F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Darsey H. Gibson, and Chester Lukaszewski",Louis O. Williams,"Antonio Molina R., Terua P. Williams, Darsey H. Gibson, Chester Lukaszewski",27621,"January 15, 1965",1965-01-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,R. Stolze,1965,N/A,Nicaragua,Matagalpa,N/A,N/A,"Montane rain forest, or cloud forest, Dipartamento de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, ca. 1000 m.","Montane rain forest, or cloud forest, Dipartamento de Potter, Sta. María de Ostuma","Montane rain forest, or cloud forest",mossy tree,ca. 1000 m.,N/A,1626179,Typed,no type status
0100_C0665657F.jpg,Ken Young & Mark Eisenberg 265,Ken Young,Mark Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) Amauropelta smithii (J. Prado & R.C. Moran) A.R. Sm. et al.,Amauropelta smithii (J. Prado & R.C. Moran) A.R. Sm. et al.,A.R. Smith et al.,N/A,N/A,Peru,Cuzco,La Convencion,N/A,"Just east of Quillabamba. Finca Chibinima; cocoa; coffee; yuca, mango; bananas; corn crops 90%W.","Just east of Quillabamba, Finca Chibinima",Terrestrial,soil,1300-1400 m,N/A,2038794,Typed,no type status
0101_C0045536F.jpg,Thomas G. Lammers,Thomas G. Lammers,N/A,10674,9 May 1998,1998-05-09,1998-05-09,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,N/A,N/A,N/A,United States of America,Illinois,Cook,Palos Township,"Cook Co.: Palos Twp. Swallow Cliff Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83. Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run.","Swallow Cliff Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine,soil,N/A,N/A,2228497,Typed,no type status
0102_C0627900F.jpg,"Louis O. Williams, Antonio Molina R.",Louis O. Williams,Antonio Molina R.,121562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon det. A. Molina,Polypodium montigenum Maxon,A. Molina,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,"Bosque abierto de Montaña Montecristo, Department Santa Ana, Alt. 2100 m.",Bosque abierto de Montaña Montecristo,Epífita,N/A,Alt. 2100 m.,N/A,1661895,Typed,no type status
0103_V0082645F.jpg,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis Kunze,N/A,N/A,N/A,Chile,Antofagasta,N/A,N/A,"Cerro Perales, ca. 8.5 km E of TalTal, 600-850 m alt.","Cerro Perales, approximately 8.5 kilometers east of Taltal","Terrestrial, growing in rock crevices",rock,600-850 m alt.,"(25°25' S, 70°25' W)",2010984,Typed,no type status
0104_C0666362F.jpg,Rolla M. Tryon & Alice F. Tryon,Rolla M. Tryon,Alice F. Tryon,6566,23 October 1965,1965-10-23,N/A,Thelypteris lindigii (C.Chr.) Alston,Thelypteris rudis (Poir.) A.R. Smith,Alan R. Smith,"1979, '82",N/A,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley.","Road from Huaras to Cusma, west valley",damp shaded rocks,rock,2800 m.,N/A,1833066,Typed,no type status
0105_C0666207F.jpg,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,24774,"September 20-29, 1929",1929-09-20,1929-09-29,Thelypteris megalolepis (Schl.) C. V. Morton,Thelypteris pentagona (Poiret) C. V. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,Soledad,"Dept. Loreto: Soledad, on Rio Itaya; about 100 meters dense forest","Soledad, on Rio Itaya",Dense forest,N/A,N/A,N/A,1520683,Typed,no type status
0106_C0666206F.jpg,H. E. Stork,H. E. Stork,N/A,42474,N/A,N/A,N/A,Thelypteris pennata (Poir.) C. Morton,Thelypteris pennata (Poir.) C. Morton,Alan R. Smith,June 1989,N/A,Peru,Loreto,N/A,San Antonio,"Dept. Loreto: San Antonio, on Rio Itaya; alt. about 100 meters; dense forest","San Antonio, on Rio Itaya",dense forest,N/A,alt. about 100 meters,N/A,1520667,Typed,no type status
0107_C0666203F.jpg,Macbride & Featherstone,Macbride,Featherstone,1622,"July 8-22, 1922",1922-07-08,1922-07-22,Dryopteris Peruviana (Hk.) C. Chr.,Thelypteris pavoniana (Kl.) Tryon,Alan R. Smith,1979,N/A,Peru,N/A,N/A,Mito,"Summit Mt. Ledge of the grass, about 9000 ft. in shrub formation.",Summit Mt. Ledge of the grass,In shrub formation,N/A,about 9000 ft.,N/A,518129,Typed,no type status
0108_C0666202F.jpg,J. J. Wurdack No. 705,J. J. Wurdack,N/A,705,June 1962,1962-06-00,1962-06-00,Thelypteris (Thelypteris) pavoniana (Klotzsch) Tryon,Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979, 1989",N/A,Peru,Amazonas,Provincia de Chachapoyas,N/A,"Upper slopes of Puma-urcu east-southeast of Chachapoyas, elev. 2700-3000 m.",Upper slopes of Puma-urcu east-southeast of Chachapoyas,"On banks, locally frequent",soil,elev. 2700-3000 m.,N/A,1647265,Typed,no type status
0109_C0666112F.jpg,E. C. Ogden and R. C. Moran,E. C. Ogden,R. C. Moran,5202,"Aug. 13, 1966",1966-08-13,N/A,Thelypteris opulenta (Kaulf.) Proctor,Thelypteris opulenta (Kaulf.) Proctor,Alan R. Smith,1979,N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. S. of Iquitos. In old banana planting.","Rio Itaya, 10 kilometers south of Iquitos, in old banana planting",In old banana planting,soil,N/A,N/A,1587072,Typed,no type status
0110_C0639123F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams",Louis O. Williams,"Antonio Molina R., Terua P. Williams",23634,18-19 Dec. 1968,1968-12-18,1968-12-19,Lycopodium clavatum L.,Lycopodium clavatum L.,C. V. Morton & D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,N/A,N/A,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, 1300-1800 meters","Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",Terrestrial on open bank,soil,1300-1800 meters,N/A,1604388,Typed,no type status
0111_C0675553F.jpg,"John T. Atwood, Jr.",John T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,1977-02-08,Adiantum trapeziforme L.,Adiantum ecklonii McCarthy & Hickey,M.R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,"Volcan Mombacho, Lower cloud forest near Finca Cuirtre,","Volcan Mombacho, near Finca Cuirtre",Lower cloud forest,N/A,N/A,N/A,1868242,Typed,no type status
0112_C0675619F.jpg,Geo. B. Hinton et al.,Geo. B. Hinton,N/A,7644,Date-21-36,1936-00-00,N/A,Adiantum trapeziforme L.,Adiantum ebenoides Maxon ex C.V. Morton & Lellinger,M. Palacios-Rios,Agosto/1986,N/A,Mexico,Temascaltepec,N/A,N/A,Pantzo,Pantzo,Dry barranca,N/A,N/A,N/A,N/A,Typed,no type status
0113_C0355438F.jpg,R.A. Maas Geesteranus,R.A. Maas Geesteranus,N/A,5744,dd. 12-VIII-69,1969-08-12,N/A,Asplenium sandersonii Hook.,Asplenium sandersonii Hook.,R. Faden,1976,N/A,Kenya,Nyanza Province,Kericho Distr.,N/A,"South Nandi Forest Reserve, camp 8","South Nandi Forest Reserve, camp 8","Riparian-woodland along the river Itare, among others with Conopodium holstii",soil,1920 m,"lat. 0°36'30"" S., long. 35°10'20"" E.",1445440,Typed,no type status
0114_C0359489F.jpg,S. Lopez P. & E. Enríquez,S. Lopez P.,E. Enríquez,433,1 Mayo 1989,1989-05-01,N/A,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,Lophosoria quadripinnata var. quadripinnata,M. Véliz & J.M. Véliz,22/IX/2005,N/A,Guatemala,Jalapa,N/A,"Aldea San Raymundo, en Manzanillos","Aldea San Raymundo, en Manzanillos","Aldea San Raymundo, en Manzanillos",creciendo dentro de bosque de Quercus sp.,soil,2308 msnm,"14° 38' 47"" N, 90° 06' 10"" O",2298970,Typed,no type status
0115_C0662895F.jpg,"Allison V. Armour, Esq., Owner and Master",Allison V. Armour,N/A,893,Jan. 20-Feb. 6,1900-01-20,1900-02-06,Asplenium dentatum L.,Asplenium dentatum L.,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,Port Antonio; Jan. 20-Feb. 6,Port Antonio,N/A,N/A,N/A,N/A,N/A,Typed,no type status
