Image,title,collectedBy,secondaryCollectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,typeStatus,occuranceRemarks,sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0069_C0355438F.jpg,,R. A. Maas Geesteranus,N/A,,,,,,,R. Faden,,,,,Conoplogonia holstii,12-VIII-1949,,Kenya,,Nyanza,Kericho,,South Western Mau Forest Reserve,South Western Mau Forest Reserve,riparian-woodland along the river Itare among others with Conoplogonia holstii,,1920 m,,,"lat. 0°36'30"" S., long. 35°12'20"" E.",,,,5744,,,,Typed,no type status,,,,,,,
0070_C0356535F.jpg,,H. St. John,N/A,,,,,,,E. B. Copeland,,,,,N/A,"Aug. 26, 1934",,France,,French Polynesia,N/A,,Northwest slope of Tega Teti woods,Northwest slope of Tega Teti woods,On mossy tree limb,,altitude 350 meters,,,N/A,,,,16662,,,,Typed,no type status,,,,,,,
0071_C0358423F.jpg,,G. J. Chamberlain,N/A,,,,,,,unsure and check,,,,,N/A,"Oct. 15, 1911",,New Zealand,,N/A,N/A,,Ohakune,Ohakune,N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0072_C0359489F.jpg,,M. Véliz,J. M. Véliz | J. Charco | H. Sain | J. Lopez | R. Esteban,,,,,,,M. Véliz,,,,,Quercus sp.,22/XI/2005,,Guatemala,,Jalapa,N/A,,"Aldea San Raymundo, no Manzanillos","Aldea San Raymundo, no Manzanillos","Helcho muy frecuente con frondes compuestas, glaucas en el enves; creciendo dentro de bosque de Quercus sp.",,2308 msnm,,,"14° 33' 43.7"" N, 90° 9' 10.0"" W",,,,MV 16199,,,,Typed,no type status,,,,,,,
0073_C0363442F.jpg,,H. van der Werff,N/A,,,,,,,H. van der Werff,,,,,N/A,12 June 1990,,Australia,,Queensland,N/A,,Boonjee logging area at base of Mt. Bartle Frere. Rainforest. 145°43'E 17°25'S,Boonjee logging area at base of Mount Bartle Frere,Rainforest. Terrestrial fern; fronds 1 meter tall. Rhizome erect. In sets of two.,,N/A,,,145°43'E 17°25'S,,,,11699,,,,Typed,no type status,,,,,,,
0074_C0363828F.jpg,,T. G. Yuncker,N/A,,,,,,,N/A,,,,,N/A,"Nov. 17, 1957",,Jamaica,,St. Andrew,N/A,,along trail near Bellevue,along trail near Bellevue,Scrambling over side of cut,,Alt. 3000-4000 ft.,,,N/A,,,,17429,,,,Typed,no type status,,,,,,,
0075_C0363985F.jpg,,N. Carvalho,N/A,,,,,,,J. Fernandez Casas,,,,,N/A,25-VII-1986,,Equatorial Guinea,,Bioko,N/A,,"Malabo - Basilé, km 13, cerca de Basilé, 32NMK7808, 390 m. márgenes de la carretera","Malabo - Basilé, km 13, near Basilé, 32NMK7808, 390 meters, margins of the road",Postrada. Forma pequeñas colonias dispersas.,,390 m,,,N/A,,,,2092,,,,Typed,no type status,,,,,,,
0076_C0364207F.jpg,,M. Vanoverbergh,N/A,,,,,,,unsure and check,,,,,N/A,April 13,,Philippines,,Luzon,N/A,,Bontoc Subprovince,Bontoc Subprovince,N/A,,N/A,,,N/A,,,,8591,,,,Typed,no type status,,,,,,,
0077_C0364726F.jpg,,W. Takeuchi,J. Wiakabu,,,,,,,unsure and check,,,,,N/A,"February 5, 1994",,Papua New Guinea,,New Ireland,N/A,,Hans Meyer Range Site 4,Hans Meyer Range Site 4,Pristine subcloud forest dominated by bryophytic and stemy growth,,ca. 1800 m,,,4° 52' S 152° 55' E,,,,9366,,,,Typed,no type status,,,,,,,
0078_C0366013F.jpg,,M. Tagawa,K. Iwatsuki,,,,,,,N/A,,,,,N/A,"May 20, 1956",,Japan,,N/A,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,888,,,,Typed,no type status,,,,,,,
0079_C0366453F.jpg,,J. Ohwi,N/A,,,,,,,N/A,,,,,N/A,April 1951,,Japan,,Honshu,N/A,,Jinmugi in Sgenmi,Jinmugi in Sgenmi,N/A,,N/A,,,N/A,,,,202,,,,Typed,no type status,,,,,,,
0080_C0368029F.jpg,,L. Fay,A. Fay,,,,,,,unsure and check,,,,,N/A,11 Apr 1985,,Liberia,,N/A,N/A,,Cuttington University College,Cuttington University College,On tree trunk about 10 feet from ground common in groves of rubber trees on trunks,,Alt. 250 m,,,N/A,,,,1206,,,,Typed,no type status,,,,,,,
0081_C0376117F.jpg,,R. B. Faden,A. J. Faden,,,,,,,D. B. Lellinger,,,,,N/A,5 Jan. 1977,,Sri Lanka,,North Western Province,Kurunegala,,Dolukanda Hill,Dolukanda Hill,Forest Locally common Lithophytic Rhizoma creeping Fronds widely spaced,,ca. 600 m,,,"7°37'N 80°24'30""E",,,,77/53,,,,Typed,no type status,,,,,,,
0082_C0377881F.jpg,,A. N. Steward,C. Y. Chiao | H. L. Chao,,,,,,,N/A,,,,,N/A,"Sept. 6, 1931",,China,,Guizhou,N/A,,Tien Ching Shan,Tien Ching Shan,Mount sunny slope,,Alt. 980 m,,,N/A,,,,344,,,,Typed,no type status,,,,,,,
0083_C0377971F.jpg,,C. H. S. Jayasuriya,R. J. Rodin | A. J. Faden,,,,,,,unsure and check,,,,,N/A,2 Jan 1977,,Sri Lanka,,Central,Nuwara Eliya,,between mile posts 45/3 and 45/6 on Nuwara Eliya-Kandy road,between mile posts 45/3 and 45/6 on Nuwara Eliya-Kandy road,Shady moist bank near stream Local and uncommon,,ca. 1980 m,,,"6°59'N, 80°45'E",,,,77/31,,,,Typed,no type status,,,,,,,
0084_C0378283F.jpg,,M. Tagawa,K. Iwatsuki,,,,,,,unsure and check,,,,,N/A,"July 29, 1956",,Japan,,Kagoshima,N/A,,western slope of Mt. Hoyoshi south of Kanoya City,western slope of Mount Hoyoshi south of Kanoya City,Wet rocky slope in densely wooded ravine,,N/A,,,N/A,,,,No. 1150,,,,Typed,no type status,,,,,,,
0085_C0382365F.jpg,,J. F. Barcelona,N/A,,,,,,,J. F. Barcelona,,,,,N/A,November 1989,,Philippines,,Antique,N/A,,W. Visayas Panay I. Antique Prov. Sibalom,Sibalom,Egdan on shaded and moist areas,,N/A,,,N/A,,,,48,,,,Typed,no type status,,,,,,,
0086_C0383180F.jpg,,A. Carestia,N/A,,,,,,,J. H. Wilce,,,,,N/A,1871,,Italy,,Piedmont,N/A,,Salita alla Boscarola presso Sogello in Valsesia,Salita alla Boscarola presso Sogello in Valsesia,N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0087_C0383576F.jpg,,T. G. Yuncker,N/A,,,,,,,unsure and check,,,,,N/A,"Mar. 30, 1958",,Jamaica,,Portland,N/A,,On wet embankment along trail rain forest John Crow Mts. 1.5-2 miles southwest of Ecclesdown,On wet embankment along trail rain forest John Crow Mountains 1.5-2 miles southwest of Ecclesdown,On wet embankment along trail rain forest,,Alt. 1500-2500 ft.,,,N/A,,,,"18,561",,,,Typed,no type status,,,,,,,
0088_C0616676F.jpg,,J. Dorantes,N/A,,,,,,,unsure and check,,,,,N/A,01/01/1972,,Mexico,,Veracruz,Jalapa,,Lito del Gato,Lito del Gato,Bosque caducifolio suelo rojo arcilloso muy abundante helech perenne veg. riparia,,TAM: 1.30 H,,,Mapa 38.5 29.0,,,,455,,,,Typed,no type status,,,,,,,
0089_C0626158F.jpg,,L. O. Williams,A. Molina R. | T. P. Williams | D. N. Gibson | C. Liniewski,,,,,,,R. G. Stolze,,,,,N/A,"January 15, 1965",,Nicaragua,,Matagalpa,N/A,,"Montane rain forest, on cloud forest, Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa","Disparate de Potter, Sta. María de Ostuma, Cordillera Central de Nicaragua","Montane rain forest, on cloud forest",,1600 m,,,N/A,,,,27621,,,,Typed,no type status,,,,,,,
0090_C0627900F.jpg,,A. Molina R.,A. R. Molina,,,,,,,A. Molina R.,,,,,N/A,"Mayo 22, 1963",,El Salvador,,Santa Ana,N/A,,Bosque abierto de Montaña Montecristo,Montecristo,Epífita,,Alt. 2000 m,,,N/A,,,,12562,,,,Typed,Isotype,,,,,,,
0091_C0636906F.jpg,,A. Molina,N/A,,,,,,,A. R. Smith,,,,,N/A,"Nov. 4, 1948",,Honduras,,Yoro,N/A,,"Bosque lluvioso, norte de la Mt. Uyuca, camino a Taulabe, Labranzas y Quebrada El Granadillo, sobre km. 14","North of the Mt. Uyuca, road to Taulabe, Labranzas and Quebrada El Granadillo, about kilometer 14",Helchor arboreo. Bosque lluvioso,,Alt. 1800 m,,,about Latitude 87° W. and Latitude 14° N.,,,,1427,,,,Typed,no type status,,,,,,,
0092_C0637474F.jpg,,J. I. Calzada,N/A,,,,,,,Robert G. Stolze,,,,,Liquidambar styraciflua | Quercus sp. | Ulmus sp.,11-enero-1980,,Mexico,,Veracruz,Xico,,Ranchería de Coatitilán,Ranchería de Coatitilán,Bosque Caducifolio Muy húmedo Café arcilloso,,1200 m.s.n.m.,,,19° 29' N 97° 04' W,,,,57259,,,,Typed,no type status,,,,,,,
0093_C0639123F.jpg,,L. O. Williams,A. Molina R. | T. P. Williams,,,,,,,C. V. Morton | D. B. Lellinger,,,,,N/A,"January 8-16, 1963",,Nicaragua,,Matagalpa,N/A,,"Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa","Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",Terrestrial on open bank. Cloud forest area,,1300-1600 meters,,,N/A,,,,23634,,,,Typed,no type status,,,,,,,
0094_C0658238F.jpg,,Y. Mexia,N/A,,,,,,,R. M. Tryon,,,,,N/A,"May 14, 1936",,Peru,,Cuzco,La Convencion,,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,Common; scattered,,Alt. about 1800 m.,,,N/A,,,,8066,,,,Typed,no type status,,,,,,,
0095_C0662895F.jpg,,C. J. Mulespaugh,N/A,,,,,,,N/A,,,,,N/A,Jan. 28-Feb. 6,,Jamaica,,N/A,N/A,,Port Antonio,Port Antonio,N/A,,N/A,,,N/A,,,,893,,,,Typed,no type status,,,,,,,
0096_C0662992F.jpg,,R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,,,,,,,R. L. Wilbur,,,,,N/A,2 August 1964,,Dominica,,Saint Paul,N/A,,Disturbed rainforest in the upper Layou Valley about 3 miles from Clarke Hall towards Pont Cassé,Upper Layou Valley about 3 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest,,N/A,,,N/A,,,,80 8185,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0097_C0675553F.jpg,,J. T. Atwood,N/A,,,,,,,M. R. McCarthy,,,,,N/A,9 Feb. 1977,,Nicaragua,,Granada,N/A,,Volcan Mombacho. Lower cloud forest near finca Cutirre.,Volcan Mombacho. Lower cloud forest near finca Cutirre.,Lower cloud forest,,N/A,,,N/A,,,,77105,,,,Typed,no type status,,,,,,,
0098_C0675619F.jpg,,G. B. Hinton,N/A,,,,,,,R. M. McCarthy,,,,,N/A,24-8-35,,Mexico,,Mexico,Temascaltepec,,Pantoja,Pantoja,Dry barranca,,N/A,,,N/A,,,,7644,,,,Typed,no type status,,,,,,,
0099_V0082645F.jpg,,M. O. Dillon,N/A,,,,,,,unsure and check,,,,,N/A,21 Dec 1987,,Chile,,Antofagasta,Antofagasta,,Cerro Perales ca. 5 km E of Taltal,"Cerro Perales, approximately 5 kilometers east of Taltal","Terrestrial, growing in rock crevices",,600-850 m alt.,,,"(25° 25' S, 70° 25' W)",,,,5376,,,,Typed,no type status,,,,,,,
0100_C1042257F.jpg,,S. Churchill,N. Huaylla | R. Lozano | M. Serrano,,,,,,,S. Churchill,,,,,N. chilensis | P. exigua | Podocarpus | Myrcianthes,12 May 2004,,Bolivia,,Chuquisaca,Monte Grande,,ca. 32 km de Villa Serrano Bosque montano de yungas,ca. 32 kilometers from Villa Serrano,Bosque montano de yungas Con Prumnopitys exigua Podocarpus Myrcianthes,,2740 m,,,"18°43'43""S 64°29'07""W",,,,22853,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0101_C2000534F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,1878,,France,,N/A,N/A,,Pyrenees Gorge de Jeret,Pyrenees Gorge de Jeret,N/A,,N/A,,,N/A,,,,1578,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0102_C2000536F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,N/A,,England,,Sussex,N/A,,Sussex England,Sussex England,N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0103_C2000538F.jpg,,W. C. Barbour,N/A,,,,,,,N/A,,,,,N/A,N/A,,United States,,New Hampshire,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0104_C2000542F.jpg,,N. Jeanpert,N/A,,,,,,,N/A,,,,,N/A,23/4/96,,France,,N/A,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,23/4/96,,,,Handwritten,no type status,,,,,,,
0105_C2000932F.jpg,,C. Müller Frh.,N/A,,,,,,,unsure and check,,,,,N/A,9. Sept. 1905,,Switzerland,,Basel,N/A,,auf Erde in Felstrümmern zwischen Hinken und Seeebrick am Feldberg etwa 1250 m s. m.,between Hinken and Seeebrick at Feldberg about 1250 meters above sea level,auf Erde in Felstrümmern,,etwa 1250 m s. m.,,,N/A,,,,476,,,,Typed,no type status,,,,,,,
0106_C2000934F.jpg,,Z. Pilous,N/A,,,,,,,N/A,,,,,N/A,V.1946,,Czech Republic,,Bohemia,Krokonoše,,In declivis graminosis silvaticis prope pagum Horní Vrchlabí ca 580 m,Near the village Horní Vrchlabí,In grassy forested slopes,,ca 580 m,,,N/A,,,,214,,,,Typed,no type status,,,,,,,
0107_C2000936F.jpg,,J. Thompson,N/A,,,,,,,N/A,,,,,N/A,1843-45,,United Kingdom,,Scotland,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0108_C2000938F.jpg,,N. Husnot,N/A,,,,,,,N/A,,,,,N/A,N/A,,France,,N/A,N/A,,Bois de Keric,Bois de Keric,N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0109_C2000940F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,1948,,Germany,,N/A,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0110_C2000943F.jpg,,C. Jensen,N/A,,,,,,,C. Jensen,,,,,N/A,25/10 1901,,Denmark,,Sjælland,N/A,,Magistratskoven by Hvalsø in a gravel-pit,Magistratskoven by Hvalsø in a gravel-pit,in a gravel-pit,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0111_C2000945F.jpg,,E. Jeanpert,N/A,,,,,,,E. Jeanpert,,,,,N/A,15 Octobre 1913,,France,,Vosges,N/A,,Vallee de Vologne Gerbepal,Vallee de Vologne Gerbepal,N/A,,N/A,,,N/A,,,,98,,,,Handwritten,no type status,,,,,,,
0112_C2000947F.jpg,,L. Pastier,N/A,,,,,,,N/A,,,,,N/A,1876,,France,,N/A,N/A,,Tourbeault (Doubs),Tourbeault,N/A,,N/A,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0113_C2000949F.jpg,,G. E. Hunt,N/A,,,,,,,N/A,,,,,N/A,N/A,,Scotland,,N/A,N/A,,Birks Scotland,Birks,N/A,,N/A,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0114_C2010614F.jpg,,W. Conrad,N/A,,,,,,,W. Conrad,,,,,N/A,18.07.1974,,Switzerland,,Valais,N/A,,Oton du Palais Val d'Herens,Oton du Palais Val d'Herens,sur talus forestier,,alt. env. 1750 m,,,N/A,,,,26.6.93,,,,Handwritten,no type status,,,,,,,
0115_C2010616F.jpg,,M. Omerod,N/A,,,,,,,Faury,,,,,N/A,Le 27.07.1976,,France,,N/A,N/A,,Col du Noyer Val d'Hérens entre St. Martin et Mass,Col du Noyer Val d'Hérens entre St. Martin et Mass,talus forestier,,alt. 1800m,,,N/A,,,,7965.3.1976,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0116_C2010618F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,Feb. 1840,,United Kingdom,,N/A,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0117_C2010620F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,25. August 1880,,Germany,,Bavaria,N/A,,b. Am Waldrand bei Salem,Am Waldrand bei Salem,N/A,,N/A,,,N/A,,,,986A,,,,Typed,no type status,,,,,,,
0118_C2010622F.jpg,,Dr. Hepp,N/A,,,,,,,N/A,,,,,N/A,17 October 1862,,Germany,,Baden-Württemberg,N/A,,An einer Waldwiese auf der roten Sandsteinböhe oberhalb Degerfelds,An einer Waldwiese auf der roten Sandsteinböhe oberhalb Degerfelds,N/A,,N/A,,,N/A,,,,9868,,,,Typed,no type status,,,,,,,
0119_C2010624F.jpg,,J. Jack,L. Leiner | U. Steineberger,,,,,,,N/A,,,,,N/A,September 1862,,Germany,,Baden-Württemberg,N/A,,In Rheinbergen bei Schaffhausen,In Rheinbergen near Schaffhausen,N/A,,N/A,,,N/A,,,,9658 b,,,,Typed,no type status,,,,,,,
0120_C2010626F.jpg,,C. Jensen,N/A,,,,,,,C. Jensen,,,,,N/A,"November 21, 1904",,Denmark,,N/A,N/A,,Zealand: sandy soil in Magistratskovene south of Hvalsø,Zealand: sandy soil in Magistratskovene south of Hvalsø,sandy soil,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0121_C2010970F.jpg,,I. Hagen,N/A,,,,,,,unsure and check,,,,,N/A,27/7 1902,,Norway,,Oppland,Valdres,,Fille brudfjeld nord,Fille brudfjeld nord,N/A,,900 mtr,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0122_C2010972F.jpg,,N/A,N/A,,,,,,,N/A,,,,,N/A,N/A,,England,,N/A,N/A,,England,[precise locality unknown],N/A,,N/A,,,N/A,,,,s.n.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0123_C2010974F.jpg,,P. Allorge,N/A,,,,,,,P. Allorge,,,,,N/A,22. VIII. 1927,,Spain,,Navarra,N/A,,Puerto de Ibañeta,Puerto de Ibañeta,"Talus argileux schisteux avec Dicranum scoparium (L.) Hedw., Andreaea Rothii Web. et Mohr., et Polytrichum piliferum Hedw.",,"ca. 1,050 m",,,N/A,,,,49,,,,Typed,no type status,,,,,,,
0124_C2010976F.jpg,,Z. Pilous,N/A,,,,,,,N/A,,,,,N/A,VII.1949,,Slovakia,,N/A,N/A,,"Montg Nízké Tatry: In terra montis Dumbier, ca 1840 m",Montg Nízké Tatry: In terra montis Dumbier,N/A,,ca 1840 m,,,N/A,,,,1025,,,,Typed,no type status,,,,,,,
0125_C2077563F.jpg,,L. Dusenit,N/A,,,,,,,E. De Luna,,,,,N/A,N/A,,Ecuador,,Pichincha,N/A,,environs de Quito,Quito,N/A,,N/A,,,N/A,,,,4659 pp.,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0126_C2077564F.jpg,,R. Benoist,N/A,,,,,,,E. De Luna,,,,,N/A,27 mars 1930,,Ecuador,,Pichincha,N/A,,Sur rocher d'andésite Quito,Quito,Sur rocher d'andésite,,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0127_C2077565F.jpg,,R. S. Williams,N/A,,,,,,,E. De Luna,,,,,N/A,"April 20, 1902",,Bolivia,,N/A,N/A,,near Palca,near Palca,N/A,,3500 meters,,,N/A,,,,2850,,,,Typed,no type status,,,,,,,
0128_C2077566F.jpg,,M. Lewis,N/A,,,,,,,B. De Luna,,,,,N/A,22 March 1979,,Bolivia,,La Paz,Larecaja,,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad habitat. Abundant on rock faces of exposed cliffs,,2630 m,,,"15° 41' S., 68° 43' W.",,,,79-1237A,,,,Typed,no type status,,,,,,,
0129_C2077567F.jpg,,M. Lewis,N/A,,,,,,,E. De Luna,,,,,N/A,22 March 1979,,Bolivia,,La Paz,Larecaja,,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad-grass habitat on exposed cliffs,,2630 m,,,15 41' S. 68 43' W.,,,,79-1232,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0130_C2077568F.jpg,,M. Lewis,N/A,,,,,,,E. De Luna,,,,,N/A,6 March 1979,,Bolivia,,La Paz,Saavedra,,On mountain side directly N. of river beneath Niño Karire NNW of Chuma,On mountain side directly north of river beneath Niño Karire north-northwest of Chuma,Humid cliffs and steep slopes,,3320 m,,,15° 08' S. 69° 03' W.,,,,79-1114,,,,Typed,no type status,,,,,,,
0131_C2077569F.jpg,,F. J. Hermann,N/A,,,,,,,E. De Luna,,,,,N/A,"December 27, 1972",,Bolivia,,Cochabamba,N/A,,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW. Cochabamba","On conglomerate boulder on shrubby northwest slope of Mount Tunari, near Liriuni Aguas Termales Hotel, approximately 28 kilometers northwest of Cochabamba",On conglomerate boulder on shrubby northwest slope,,alt. ca. 2700 m.,,,N/A,,,,25152,,,,Typed,no type status,,,,,,,
0132_C2077570F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"Dec. 2, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,On fallen log,,Alt. 400 m,,,N/A,,,,6204,,,,Typed,no type status,,,,,,,
0133_C2077571F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"Dec. 2, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago On fallen logs,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,On fallen logs,,Alt. 400 m,,,N/A,,,,6804,,,,Typed,no type status,,,,,,,
0134_C2077572F.jpg,,A. C. Smith,N/A,,,,,,,E. B. Bartram,,,,,N/A,"Dec. 15-18, 1937",,Guyana,,N/A,N/A,,Basin of Essequibo River near mouth of Onoro Creek,Basin of Essequibo River near mouth of Onoro Creek,On decayed wood in swamp,,N/A,,,N/A,,,,2748,,,,Typed,no type status,,,,,,,
0135_C2077573F.jpg,,J. Florschütz-de Waard,R. Zielman,,,,,,,R. Zijlstra,,,,,Cecropia,d.d. 5 - 11 - 1981,,Suriname,,Nickerie,N/A,,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. SN 58W,area of Kabalebo Dam project line Northwest from road kilometer 39.5 point South North 58 West,Secondary wood with Cecropia (boeappaja) on rotting log,,ALT. 0-50 m,,,N/A,,,,5135,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0136_C2077574F.jpg,,J. Florschütz-de Waard,R. Zijlmans,,,,,,,R. Zijlmans,,,,,N/A,d.d. 3-11-1991,,Suriname,,Nickerie,N/A,,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. 5H 5W qu. 5D,area of Kabalebo Dam project line northwest from road kilometer 39.5,Savanna forest on rotting log,,Alt.: 0 - 50 m,,,N/A,,,,5254,,,,Typed,no type status,,,,,,,
0137_C2077575F.jpg,,J. Florschütz-de Waard,R. Zijlman,,,,,,,R. Zijlman,,,,,N/A,30-10-1981,,Suriname,,Nickerie,N/A,,Areas of Kabalebo Dam project distr. Nickerie line W from road 34 km Dr. 5N 58W qu. SB,Areas of Kabalebo Dam project line West from road 34 kilometers,Rainforest on rotting log,,Alt. 0 - 50 m,,,N/A,,,,5098,,,,Typed,no type status,,,,,,,
0138_C2077576F.jpg,,J. C. Lindeman,A. A. Gorts-van Rijn | M. Jansen-Jacobs | A. L. Stoffers | C. Reijnders,,,,,,,H. Zijlstra,,,,,N/A,3-XII-1980,,Suriname,,Nickerie,N/A,,Area of Kabalebo Dam project distr. Nickerie Forest 5 of km 28.7,Area of Kabalebo Dam project Forest 5 of kilometers 28.7,Epiphyte on tree trunk,,Alt. 30 - 130 m,,,"4°50' N, 57°30'50"" W",,,,243 A,,,,Typed,no type status,,,,,,,
0139_C2077577F.jpg,,J. Florschütz-de Waard,R. Zielman,,,,,,,R. Zielman,,,,,N/A,31 October 1981,,Suriname,,Nickerie,N/A,,"Kabalebo river area, 1 km W. from road km 34, 5°N., 58°W.","Kabalebo river area, 1 kilometer west from road kilometer 34",On decaying log in marsh forest with Astrocaryum,,alt. 0-50 m.,,,"5°N., 58°W.",,,,5141,,,,Typed,no type status,,,,,,,
0140_C2077578F.jpg,,J. Florschütz,P. A. Florschütz,,,,,,,R. Zielman | J. Florschütz-de Waard,,,,,N/A,18 December 1975,,Suriname,,Brownsberg,N/A,,trail to Leo Val,trail to Leo Val,On rotting log in rainforest,,alt. ca. 500 m,,,N/A,,,,4690,,,,Typed,no type status,,,,,,,
0141_C2077579F.jpg,,H. Cornelissen,S. R. Gradstein,,,,,,,J. Florschütz-de Waard,,,,,N/A,8 March 1977,,Guyana,,N/A,N/A,,Mabura Hill 180 km S of Georgetown 5°20'N 58°40'W,Mabura Hill 180 kilometers south of Georgetown,On rotting tree base in mixed rain forest,,alt. 0-50 m,,,5°20'N 58°40'W,,,,C076,,,,Typed,no type status,,,,,,,
0142_C2077580F.jpg,,R. Spruce,N/A,,,,,,,R. R. Ireland | W. R. Buck,,,,,N/A,N/A,,Brazil,,Para,N/A,,Fl. Amazon prope Para,[precise locality unknown],N/A,,N/A,,,N/A,,,,1321,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0143_C2077581F.jpg,,R. E. Schultes,I. Cabrera,,,,,,,H. A. Crum,,,,,N/A,"Oct. 22, 1952",,Colombia,,Vaupés,N/A,,Rio Vaupés: Mitu and vicinity Cerro Mitá,Rio Vaupés: Mitu and vicinity Cerro Mitá,N/A,,N/A,,,"Lat. 1° 0' N., Long. 70° 5' W",,,,7932,,,,Typed,no type status,,,,,,,
0144_C2077582F.jpg,,R. E. Schultes,I. Cabrera,,,,,,,H. A. Crum,,,,,N/A,"October 4-6, 1951",,Colombia,,Vaupés,N/A,,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodi, quartzite savanna","Rio Kuduyari, Yapobodi, quartzite savanna",On rotten logs,,N/A,,,N/A,,,,14294,,,,Typed,no type status,,,,,,,
0145_C2077583F.jpg,,R. E. Schultes,N/A,,,,,,,D. Griffin III,,,,,N/A,N/A,,Colombia,,Santander,N/A,,Comisaria del Vaupes Rio Apaporis,Comisaria del Vaupes Rio Apaporis,On trunks,,N/A,,,N/A,,,,12309,,,,Mix of Handwritten and Typed,No type status,,,,,,,
0146_C2077584F.jpg,,R. E. Schultes,N/A,,,,,,,D. Griffin III,,,,,N/A,N/A,,Colombia,,Guaviare,N/A,,San Jose del Guaviare,San Jose del Guaviare,N/A,,N/A,,,N/A,,,,11128,,,,Typed,no type status,,,,,,,
