associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Lewis,Bolivia,La Paz,Abundant on exposed rock face,E. Lina Luna,Braunia pilcata,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,Sorata,Typed,1032384,79-1230,N/A,N/A,no type status,Marko Lewis,"15° 41' S, 68° 43' W ",1992,ca. 2600 m,22 March 1979,Braunia pilcata (Mitt.) Jaeg.,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. From Sorata down Rio Consata "
N/A,M. Lewis,Bolivia,La Paz,N/A,E. De Luna,Braunia pilicata,Banks of trail,N/A,1979-03-05,N/A,Typed,1032341,79-947,Saavedra,N/A,no type status,"Marko Lewis, no. 79-947","15° 11' S., 69° 04' W.",1982,3200-3240 m.,5 March 1979,Braunia pilicata (Mitt.) Jaeg.,"Banks of trail, 3200-3240 m. DEPTO. LA PAZ, PROV. SAAVEDRA. Trail between Charasani and Mito Kanire, NNW of Chuma, 15° 11' S., 69° 04' W."
N/A,M. Lewis,Bolivia,La Paz,Banks of trail,E. Lina,Braunia pilcata,"Trail between Charasani and Nino Karine, northwest of Chuma",N/A,1979-03-05,s.n.,Typed,N/A,79-940,Saavedra,N/A,no type status,Marko Lewis,"15°11' S., 69°04' W.",1992,3200 m.,5 March 1979,Braunia pilcata (Mitt.) Jaeg.,"Trail between Charasani and Nino Karine, NW of Chuma"
N/A,M. Lewis,Bolivia,La Paz,Along bank of trail,Efrain De Luna,Hedwigium integrifolium,"trail between Charasani and Nito Karine, NNW of Chuma",N/A,1979-03-05,N/A,Typed,0.1032366,79-935,N/A,N/A,no type status,Marko Lewis,"15° 11' S, 69° 04' W",Nov. 1991,3200 m.,5 March 1979,Hedwigium integrifolium (P. Beauv.) Dix.,"DEPTO. LA PAZ, PROV. SAAVEDRA: Trail between Charasani and Nito Karine, NNW of Chuma"
N/A,M. Lewis,Bolivia,Tarija,Dirt bank in Kheñuva forest,E. De Luna,Bryum rupestre,"5 miles northeast of Iscayachi, east slope of mountains, hike from summit of road into canyon north of Tarija-Iscayachi Highway",N/A,1979-02-10,N/A,Typed,1032358,79-G15,N/A,N/A,no type status,Marko Lewis,"21° 27' S, 64° 54' W",Nov. 1991,3350 m.,10 February 1979,Bryophyta of Bolivia Hedwigia ciliata (P. Beauv.) Dix. Bryum rupestre (Mitt.),"Depto. TARIJA, prov. Mendez 5 mi NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.)"
N/A,M. Dillon,Peru,Ancash,Growing on branches.,D. Griffin III,Braunia secunda,"approximately 25 kilometers northeast of Yungay, slopes below Laguna de Llanganuco",N/A,1983-01-28,Yungay,Typed,N/A,31280,N/A,O. Molau | P. Matekaitis,no type status,"M. Dillon, O. Molau, & P. Matekaitis",N/A,28 Jan. 1983,3380 m.,28 Jan. 1983,Braunia secunda (Hook.) B.S.G. Moss,"Ca. 25 KM NE of Yungay, slopes below Laguna de Llanganuco."
Espeletia schultzii,J. A. Steyermark,Venezuela,Mérida,páramo,D. Lina,Braunia secunda,"Quebrada Grande, south of Mucuchíes, between the inn La Virgen and Las González, via the royal road to the village of Candelaria",N/A,1961-10-31,N/A,Typed,N/A,PV-11143,Libertador,B. Maguire | J. A. Steyermark,no type status,J.A. Steyermark | B. Maguire | J. A. Steyermark,N/A,Jun 1992,"3,100-3220 m",31.X.1961,Braunia secunda (Hook.) BSG,"E.P. Mérida: Quebrada Grande, al sur de Mucuchíes, entre la posada La Virgen y Las González, camino real de pueblo de Candelaria. Pramo con Espeletia schultzii."
N/A,M. Lewis,Bolivia,Tarija,On rocks in dry deciduous forest,Daniel Lun. 1992,Braunia laxifolia,"Cuesta, at summit of mountain above and west of Entre Ríos, along road to Tarija",N/A,1979-02-02,N/A,Typed,1032377,7949-A98A,O'Connor,N/A,no type status,Marko Lewis,"21° 28' S, 64° 12' W",1992,1750 m.,2 February 1979,Braunia subincana Broth. | Braunia laxifolia Herz.,"DEPTO. TARIJA, PROV. O'CONNOR: Cuesta, at summit of mountain above and W of Entre Ríos, along road to Tarija, 21° 28' S, 64° 12' W"
N/A,F. J. Hermann,Bolivia,Cochabamba,Purchased in market,E. De Luna,Braunia subunicana,From the Province of Chaparé,N/A,1972-12-24,Cochabamba,Typed,1045267,25278,N/A,N/A,no type status,F. J. Hermann,N/A,1992,ca. 9500 ft.,"December 24, 1972",Braunia subunicana Broth.,Prov. Chaparé
N/A,S. R. Gradstein,Bolivia,Cochabamba,On cliff under scrub in area of wet meadows and secondary woodlands,B. O. van Zanten,Racopilum intermedium,5 kilometers South of road Cochabamba - Villa Tunari at kilometer 95,N/A,1989-11-12,Incachaca,Typed,1091583,7560,Chapare,M. Lewis,no type status,S.R.Gradstein & M.Lewis,N/A,N/A,2300 m.,12 November 1989,Racopilum intermedium Hampe det. B.O. van Zanten,"Prov. Chapare, Incachaca, 5 km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m."
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. On rocks in shady fruit orchard.,N/A,Racomitrium tomentosum,1 kilometer south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,N/A,Typed,1100456,83-503,Nor Yungas,N/A,no type status,Marko Lewis,"16°11'S, 67°43'W",N/A,ca. 1650 m.,7 Feb 1983,Racomitrium tomentosum (Hedw.) Brid.,Coroico' 1 km S of Coroico along road between Coroico and Yolosa.
N/A,Y. Mexia,Brazil,Minas Gerais,Cut over woods. On rotting log.,E. Bartram,Khaoptoeris tarmowskae,Vicos; Fazenda de F. Lopez; cut over woods,N/A,1930-11-11,N/A,Typed,N/A,5804,N/A,N/A,no type status,Ynes Mexia,N/A,unsure and check,720 m.,"Nov. 11, 1930",Khaoptoeris tarmowskae (Hew.) C. Chr. det. Bartram,Vicos; Fazenda de F. Lopez. Cut over woods. On rotting log.
N/A,S. R. Gradstein,Ecuador,Galapagos,Psidium guajava woodlands and pampa,W. A. Weber,Rhaopilum tomentosum,GALAPAGOS ISLANDS. Isla Floreana. Psidium guajava woodlands and pampa east of Cruz Farm,N/A,1976-04-24,N/A,Typed,1023912,s.n.,N/A,N/A,no type status,S. R. Gradstein,N/A,24.IV.1976,250-350 m,24.IV.1976,Rhaopilum tomentosum (Hedw.) Brid.,"GALAPAGOS ISLANDS. Isla Floreana. Psidium guajava woodlands and pampa east of Cruz Farm, on rather dry shaded rocks."
N/A,P. H. Hegewald,Peru,Amazonas,"Fels, Erde, Mauer, Baum, Stumpf, Holz, See, Bach.",E. Hegewald,Racopilum tomentosum,[precise locality unknown],N/A,1973-08-31,N/A,Typed,N/A,6726,Chachapoyas,N/A,no type status,P. H. Hegewald,N/A,N/A,N/A,31.8. 1973,Racopilum tomentosum (Hedw.) Brid.,Ort. Saulsamr zw. Balsas u. Leimebamba.
N/A,J. Florschütz,Suriname,N/A,On decaying log,P. A. Florschütz | J. Florschütz-de Waard,Racopilum tomentosum,"Brownsberg, trail to Leo fall",N/A,1975-11-18,Brownsberg,Typed,N/A,4715,N/A,P. A. Florschütz,no type status,J. & P.A. Florschütz,N/A,d.d. 18.XI.1975,N/A,18.XI.1975,Racopilum tomentosum (Hedw.) Brid.,"Brownsberg, trail to Leo fall"
N/A,E. Linares,Colombia,Meta,In forest,N/A,Racopilum tomentosum,forest of the Bavaria brewery near Rio Guaciquia,N/A,1984-09-26,Villavicencio,Typed,1065598,s.n.,N/A,S. R. Gradstein | B. O. van Zanten,no type status,"E. Linares, S. R. Gradstein and B. O. van Zanten",N/A,N/A,600 m.,26 Sept. 1984,Racopilum tomentosum (Hedw.) Brid.,forest of the Bavaria brewery near Rio Guaçiçiquia
N/A,M. Lewis,Bolivia,La Paz,Fruit and coffee plantations. Bark of fruit trees in orchard,N/A,Racopilum tomentosum,1 kilometer south of Coroico along road between Coroico and Yolosa,N/A,1983-02-07,Coroico,Typed,1100344,83-511,Nor Yungas,N/A,no type status,Marko Lewis,6743'W,N/A,ca. 1650 m.,7 Feb 1983,Racopilum tomentosum (Hedw.) Brid.,1 km S of Coroico along road between Coroico and Yolosa
N/A,Y. Mexia,Peru,Huanuco,Old tree trunk in dense shade,N/A,Rhacopilum tomentosum,Hacienda Mercedes; Poca Perga; on an old tree trunk in dense shade,N/A,1936-09-15,Churubamba,Typed,C0314805F,8190,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1950 m,"Sept. 15,1936",Rhacopilum tomentosum (Sw.) Brid. det. Bartram,Distrito Churubamba; Hacienda Mercedes; Poca Perga; old tree trunk in dense shade
N/A,Y. Mexia,Peru,Huanuco,On rock in wood,N/A,Rhaecophyllum tomentosum,"Bank of Rio Yumabamba, Hacienda Exito, Chinchao",N/A,1936-09-09,N/A,Typed,1063809,6165a,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1100 m.,"Sept. 9,1936",Rhaecophyllum tomentosum (Sw.) Britt.,Dept Huanuco: Chinchao; on rocks; Bank of Rio Yumabamba; Hacienda Exito
N/A,Y. Mexia,Peru,Huanuco,on rock in woods,N/A,Rhamnophylum tomentosum,"Departamento and Provincia Huanuco, Districto Churubamba, Hacienda Exito, the ford Ruena Yebeni, on rock in woods",N/A,1936-09-09,N/A,Typed,1036248,8168b,N/A,N/A,no type status,Ynes Mexia,N/A,N/A,1100 m.,"Sept. 9,1936",Rhamnophylum tomentosum (L.) Epl.,"Departamento and Provincia Huanuco, Districto Churubamba; Hacienda Exito; the ford Ruena Yebeni; on rock in woods."
N/A,E. A. C. Alston,Colombia,Amazonas,On wet fallen logs,E. H. A. Crum,Leucoloma ligulare,Caño Guacaya,N/A,1952-05-19,N/A,Typed,1055465,16553,N/A,N/A,no type status,E. A. C. Alston,"Lat. 0°54´S, Long. 70°40´W",1956,About 700 feet.,"May 19, 1952","Leucoloma lindigii Spruce ex Mitt., L. columbicum Spruce ex Mitt., L. ligulare Mitt.",Rio Miritiparana; Caño Guacaya
N/A,D. G. Griffin III,Colombia,Magdalena,Bosque nublado montano bajo,D. G. Griffin III,Leucoloma limicola,"Parque Nacional de la Sierra Nevada de Santa Marta, Vertiente oriental del Alto Rara, ",1977-08-00,1977-07-00,N/A,Typed,1029476,50.186,N/A,O. Rangel | G. van Reenen,no type status,"Dana Griffin III, Orlando Rangel y Guido van Reenen",N/A,N/A,1600-1700 m.,Julio-Agosto 1977,Leucoloma limicola Spr. ex Mitt.,DEPARTAMENTO DE MAGDALENA: Parque Nacional de la Sierra Nevada de Santa Marta. Vertiente oriental del Alto Rara. Bosque nublado montano bajo.
N/A,S. P. Churchill,Colombia,Antioquia,In secondary montane forest,S. P. Churchill,Trachyphyllum tenue,Cerro San Miguel south of San Miguel,N/A,1987-07-06,La Union,Typed,1139980,15466,N/A,N/A,no type status,S.P. Churchill et al.,"5°55'N, 75°17'W",N/A,2460-2620 m.,6 July 1987,Trachyphyllum tenue (Mitt.) Buck ( = Hookeriopsis tenue Mitt.) det. S.P. Churchill,"Mun. de La Union, Cerro San Miguel S of San Miguel"
N/A,D. Griffin III,Costa Rica,Cartago,Bosque muy húmedo montano bajo,N/A,Hypnella pilifera,"Reserva Forestal Tapantí, vertiente oriental del Hito Macho, Bosque muy húmedo montano bajo",N/A,s.d.,N/A,Typed,s.n.,215,N/A,M. I. Morales | D. E. de Retana,no type status,"Dana Griffin III, María Isabel Morales y Dora Emilia de Retana",N/A,N/A,"1,600 m.",s.d.,Hypnella pilifera (Hook. et Wils.) Jaeg.,"Reserva Forestal Tapantí, vertiente oriental del Hito Macho. Bosque muy húmedo montano bajo"
N/A,J. J. Wurdack,Venezuela,Bolívar,forest,E. B. Bartram,Hypnella cymbifolia,between Camps 3 and 2,N/A,1953-02-11,N/A,Typed,1026297,3656,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,1250 - 1200 m,"February 11, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,"Frequent on fallen logs in forest between Camps 3 and 2, elev. 1250 - 1200 m."
N/A,W. R. Buck,Brazil,Amazonas,On branches at the summit,N/A,Hookeriopsis parkeriana,"Slopes and summit of Serra Curicuriari, from Igarape Arabu of the Rio Curi-curiari to the summit",1979-07-12,1979-07-09,N/A,Typed,N/A,2445,N/A,N/A,no type status,William R. Buck,"0°20'S, 66°50'W",N/A,ca. 450 m at summit,9-12 July 1979,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,"Slopes and summit of Serra Curicuriari, from Igarape Arabu of the Rio Curi-curiari to the summit, ca. 450 m at summit; 0°20'S, 66°50'W. On branches at the summit."
N/A,R. B. Foster,Peru,Pasco,In Weinmannia forest,W. C. Steere,Hypnella pilifera,"East slope of Cordillera Yanachaga, on Tunoque-Chuchurras trail",N/A,1981-07-30,N/A,Typed,1059405,4722,N/A,N/A,no type status,Robin B. Foster,"10°30'S, 75°30'W",N/A,1900 m,30 July 1981,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,"E slope of Cordillera Yanachaga, on Tunoque-Chuchurras trail"
N/A,J. M. Fitzpatrick,Peru,Cuzco,Extreme mossy elfin cloud forest near shallow ravine,N/A,Hypnella pilifera,"Slopes above Pillahuata, near kilometer 826 on Cusipata Highway ",N/A,1981-12-04,N/A,Typed,N°: 1059455,s.n.,N/A,D. E. Millard,no type status,J.M. Fitzpatrick & D.E. Millard,"""13°11'S, 71°22' W.",N/A,2850 m.,4 Dec. 1981,HYPNELLA PILIFERA (Hook. & Wils.) Jaeg.,"DEPTO. CUZCO: Slopes above Pillahuata, near km. 826 on Cusipata Hwy., ""13°11'S, 71°22' W. Extreme mossy elfin cloud forest near shallow ravine."""
N/A,S. P. Churchill,Colombia,Antioquia,"On talud, in secondary montane forest",S. P. Churchill,Hypnella diversifolia,"road to Pueblo Nuevo, Ventanas",N/A,1992-07-11,N/A,Typed,1139992,18335,N/A,N/A,no type status,S.P. Churchill et al.,"7°5' N, 75°25' W",s.d.,1950 m.,11 July 1992,Hypnella diversifolia (Mitt.) Jaeg.,"Mun. de Valdivia, road to Pueblo Nuevo, Ventanas"
N/A,J. J. Wurdack,Venezuela,Bolivar,rain-forest,E. B. Bartram,Hypnella cymbifolia,between Camps 2 and 3,N/A,1963-01-07,N/A,Typed,1026299,30506,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,1200-1250 m.,"January 7, 1963",Hypnella cymbifolia (Hpe.) Jaeg. Det: E. B. Bartram,Occasional in rain-forest between Camps 2 and 3
N/A,R. B. Foster,Peru,Pasco,In Weinmannia forest.,N/A,Hypnella pallescens,"East slope of Cordillera Yanachaga, on Tungue-Chucurras trail",N/A,1981-07-30,N/A,Typed,1059403,4720,N/A,N/A,no type status,Robin B. Foster,"10°30'S, 75°30'W",N/A,1900 m,30 July 1981,Hypnella pallescens (Hook.) Jaeg.,"DEPTO. PASCO: E slope of Cordillera Yanachaga, on Tungue-Chucurras trail, 1900 m"
N/A,J. J. Wurdack,Venezuela,Bolivar,Forest,E. B. Bartram,Hypnella cymbifolia,"Slope forest Tramen-tepui, between Camps 3 and 2",N/A,1953-02-11,N/A,Typed,1026300,365,N/A,N/A,no type status,John J. Wurdack,N/A,N/A,1250 - 1200 m,"February 11, 1953",Hypnella cymbifolia (Hpe.) Jaeg.,"Slope forest Tramen-tepui, between Camps 3 and 2, elev. 1250 - 1200 m."
N/A,T. Husnot,France,Orne,[precise locality unknown],N/A,Weissia compacta,Cahan,N/A,s.d.,Cahan,Typed,1084497,s.n.,N/A,,no type status,"T. Husnot, Cahan, par Abbé (Orne)",N/A,N/A,N/A,s.d.,Weissia compacta Brid. Recolte par Schleicher ex herb. de T. Husnot. Musci Galliae.,"Cahan, par Abbé (Orne)"
Pinus thunbergii,H. Inoue,Japan,Ryukyu Islands,On bark of Pinus thunbergii,Z. Iwatsuki,Macrotritium japonicum,Around Shirahama,N/A,1973-01-11,Ishigaki,Typed,1021837,s.n.,N/A,N/A,no type status,H. Inoue,N/A,1973,about 10 m.,"Jan. 11, 1973",Macrotritium japonicum Doz. et Molk.,"Around Shirahama, Iriomote Isl."
N/A,R. Reitz,Brazil,Santa Catarina,"""Turfos""",N/A,Campylopus atrocarpus,"Campo dos Padres, Bom Retiro",N/A,1948-12-17,N/A,Typed,N/A,n. 2464,N/A,N/A,no type status,R. Reitz,N/A,N/A,Altite. 2000 msnm,Data 17.12.1948,Campylopus atrocarpus (Hornsch.) Mitt.,"Campo dos Padres, Bom Retiro "
N/A,Frahm,Brazil,Sao Paulo,epiphytisch in Podocarpus-Wald,Frahm,Campylopus arctocarpus,"Serra do Bocaina, roadside between Campos da Cunha and Sao Jose dos Barreiros",N/A,1977-07-22,Sao Jose dos Barreiros,Typed,1026026,s.n.,N/A,N/A,no type status,Frahm,N/A,N/A,1200 msn,22.7.1977,Campylopus arctocarpus (Hornsch.),"Sao Paulo, Serra do Bocaina, Laeseite, an der Straße Campos da Cunha - Sao José dos Barreiros"
N/A,N/A,Brazil,Santa Catarina,restinga,N/A,Campylopus savannarum,"Morro do Bau, Itajai",N/A,1956-04-00,N/A,Typed,N/A,N/A,N/A,N/A,no type status,N/A,N/A,N/A,600-900 m,s.d.,Campylopus savannarum (Hornsch.) Mitt,"""Morro do Bau, Itajai"""
N/A,Schäfer-Verwimp,Brazil,Sao Paulo,"Campo-Vegetation in summit area, moist dripping rock slope",Schäfer-Verwimp,Campylopus griseus,"Pedra Grande de Atibaia, Campo-Vegetation in summit area, moist dripping rock slope",N/A,1987-05-00,Pedra Grande de Atibaia,Typed,1097651,s.n.,N/A,N/A,no type status,Schäfer-Verwimp,N/A,N/A,1400 m.,5.1987 no. 0019,Campylopus griseus (HORNCH.) JABG.,"Pedra Grande de Atibaia, Campo-Vegetation im Gipfelbereich, sickerfeuchter Felskang"
N/A,J.-P. Frahm,Peru,Amazonas,N/A,N/A,Campylopus heterostachys,[precise locality unknown],N/A,1982-09-06,N/A,Typed,1053590,s.n.,N/A,N/A,no type status,J.-P. Frahm,N/A,N/A,2600 m,6.9.1982,Campylopus heterostachys (Hampe) Jaeg.,"Straße Cajamarca - Chachapoyas km 417, oberhalb Leimebamba, auf überdeertem Steinböck in Nebelwald"
