imageName,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2307/733/C0341246F.jpg,"Dana Griffin, III | Maria Isabel Morales",Dana Griffin,Maria Isabel Morales,s.n.,4 feb. 1979.,1979-02-04,N/A,Braunia squarrulosa (Hampe) C. Mue,Braunia squarrulosa,E. Iraine De Luna,1992,N/A,Costa Rica,San Jose,N/A,N/A,"En roca seca, a pleno sol.","Valle de Copey, ca. 30 kms al sur de Cartago. Bosque primario montano bajo muy húmedo y páteros.",N/A,"2,000 m.",N/A,1029423,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,Tarija: Burnet O'Connor,S. Churchill,N/A,20792,4 Ago 2001,2001-08-04,N/A,Hedwigiaceae Braunia exserta C. Muller,Braunia exserta,S. Churchill,2001,N/A,Bolivia,Tarija,Serrania Huacayoaj,N/A,"Ca. 35 km oeste de Entre Rios (carretera a Tarija). Bosque montano. Tucumano-Boliviano, remanente. <20792-20809>",[precise locality unknown],Musgo sobre ramas.,2300 m,21°25'S 64°19'W,1183435,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,Collected by W. R. Buck,W. R. Buck,,1136355,27 November 1946,1946-11-27,N/A,Braunia cirrholila (Mitt.) Jaeg.,Braunia cirrholila,W. R. Buck,N/A,,Argentina,Prov. Tucuman,Chilchigasta,Rio Cochuna,1000 m a.s.l.,N/A,"Subtropical rainforest, epiphyte",1000 m a.s.l.,,C0341251F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,Marko Lewis,Marko Lewis,N/A,79-1625,6 April 1979,1979-04-06,N/A,Braunia cirrifolia (Mitt.) Jaeg.,Braunia cirrifolia,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,Cachipata,"Canyon 1 km. E. of SE of Sorata, 3250 m.",[precise locality unknown],In ravine with waterfall,3250 m.,"15° 48' S., 68° 36' W.",1032380,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,Marko Lewis,M. Lewis,N/A,82-303,9 Dec 1982,1982-12-09,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,Dana Griffin III,1990,N/A,Bolivia,La Paz,N/A,N/A,"Along the Rio Chalusuya, a branch of the Rio San Cristobal, 3 km NW of Sorata.","Along the Rio Chalusuya, a branch of the Rio San Cristobal, 3 km NW of Sorata.","Arid woodland and cliff area, many cacti present. At base of cliffs near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected areas.",2450 m.,"16°44'S, 68°41'W",1091412,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,Marko Lewis,M. Lewis,N/A,79-1230,22 March 1979,1979-03-22,N/A,Braunia plicata Mitt. Jaeger,Braunia plicata,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Rio Consata, 15º 41' S., 68º 43' W.",Near large red out-crop 2 miles from Sorata down Rio Consata,"Abundant on exposed rock face, 2600 meters",2600 m.,"15º 41' S., 68º 43' W.",1230|1032384,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,Marko Lewis,M. Lewis,N/A,79-947,5 March 1979,1979-03-05,N/A,Braunia plicata (Mitt.) Jaeg.,Braunia plicata,Erwin De Luna,1992,N/A,Bolivia,La Paz,Prov. Saavedra,N/A,"Trail between Charasanai and Niño Karine, NNW of Chuma, 15º 11′ S, 69º 04′ W",[precise locality unknown],"Banks of trail, 3200-3240 m.",3200-3240 m.,"15º 11′ S, 69º 04′ W",1032341,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,Marko Lewis,M. Lewis,N/A,79-940,5 March 1979,1979-03-05,N/A,Braunia pilicata (Mitt.) Jaeg.,Braunia pilicata,Det. Erain De Luna,1992,N/A,Bolivia,La Paz,Prov. Saavedra,N/A,"DEPTO. LA PAZ, PROV. SAAVEDRA: 'Trail between Charasani and Niño Karine, NNW of Chuma, 15°11' S, 69°04' W.",[precise locality unknown],"Banks of trail, 3200 m.",3200 m.,"15°11' S, 69°04' W.",C034125BF,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,Marko Lewis,M. Lewis,N/A,79-935,5 March 1979,1979-03-05,N/A,Bryopyhhta of Bolivia Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium,Efrain De Luna,Nov. 1991,N/A,Bolivia,La Paz,Prov. Saavedra,N/A,"Along bank of trail, 3200 m. DEPTO. LA PAZ, PROV. SAAVEDRR: Trail between Charasani and Nino Karine, NNW of Chuma, 15° 11’ S, 69° 04’ W.",[precise locality unknown],N/A,3200 m.,"15° 11’ S, 69° 04’ W.",1032366,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,"Marko Lewis, no.",M. Lewis,N/A,79-615,10 February 1979,1979-02-10,N/A,Braunia rupestris (Mitt.) Jaeg. Hedwiidium integrifolium (P. Beauv.) Dix.,Hedwigiidium integrifolium,Efrain De Luna,Nov. 1991,N/A,Bolivia,Depto. Tarija,Prov. Mendez,N/A,"Dirt bank in Khewña forest, 3350 m. NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.), 21° 27' S, 64° 54' W.","Dirt bank in Khewña forest, 3350 m. NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.), 21° 27' S, 64° 54' W.",N/A,3350 m,"21° 27' S, 64° 54' W.",1032358,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,"M. Dillon, U. Molau, & P. Matekaiita",M. Dillon,U. Molau | P. Matekaiita,3128D,28 Jan. 1983,1983-01-28,N/A,Braunia secunda (Hook.) B.S.G.,Braunia secunda,Dana Griffin III,28 Jan. 1983,N/A,Peru,Depto. Ancash,Prov. Yungay,N/A,"Ca. 25 km NE of Yungay, slopes below Laguna de Llanganuco",Growing on branches,Moss,+ 3380 m.,N/A,C0347265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,"Collected with support from the National Science Foundation for a planned ""Mass Flora of the Venezuelan Paramos.""",Dana Griffin III,Eirain De Luna,PV-1113,3.100-3.200 m. 1 marzo 1985.,1985-03-01,1985-03-20,Bryophyrtes of Venezuela,Braunia secunda,Dana Griffin III,Determined by,N/A,Venezuela,Mérida,"Quebrada Gavidia, al sur de Mucuches, entre la Peña Virgen y el puente de Portuto, cerca del pueblo de Gavidia.",N/A,N/A,N/A,N/A,"3,100-3,200 m",N/A,C0341286F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,"Marko Lewis, no. 79-489A",Marko Lewis,N/A,79-489A,2 February 1979,1979-02-02,N/A,Braunta subncana Broth. Braunita laxifolia Herz.,Braunta laxifolia,Erwin De Luna,1992,N/A,Bolivia,La Paz,N/A,N/A,"On rocks in dry deciduous forest, 1750 m. Depto. Tarija, Prov. O'Connor: Casteon, at summit of mountain above and W. of Entre Rios, along road to Tarija, 21°28' S, 64°12' W.",[precise locality unknown],N/A,1750 m.,"21°28' S, 64°12' W.",1032377,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,Purchased in market at Cochabamba,F. J. Hermann,N/A,25278,"December 24, 1972",1972-12-24,N/A,Braunia subincana Broth.,Braunia subincana,Det. Erlain De Luna,1992,N/A,Bolivia,Cochabamba,Province of Chapare,N/A,alt. ca. 9500 ft.,[precise locality unknown],N/A,ca. 9500 ft.,N/A,1045267,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,S.R. Gradstein & M. Lewis,S. Rob. Gradstein,M. Lewis,7560,12 November 1989,1989-11-12,N/A,"Bryophyra neotropical exsiccata Fascicle V (1990), edited by S. Rob. Gradstein distributed by the Institute of Systematic Botany, Utrecht",Racopilum intermedium,B.O. van Zanten,1990,N/A,Bolivia,Dept. Cochabamba,Prov. Chapare,Villa Tunari,"5 km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m.",[precise locality unknown],On cliff under scrub in area of wet meadows and secondary woodlands.,alt. 2300 m.,N/A,1091583,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,M. Lewis,M. Lewis,N/A,83-503,7 Feb 1983,1983-02-07,N/A,Racomitrium tomentosum (Hedw.) Brid.,Racomitrium tomentosum,M. Lewis,7 Feb 1983,N/A,Bolivia,La Paz,N/A,N/A,"""Corico"" 1 km S of Coroico along road between Coroico and Yolosa.",1 km S of Coroico along road between Coroico and Yolosa.,Fruit and coffee plantations. On rocks in shady fruit orchard.,"16’11’’S, 67°43’’W ca. 1650 m.",N/A,Nº 1100456,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,Ynez Mexia,Y. Mexia,N/A,5281-a,"Nov. 11, 1930",1930-11-00,N/A,Rhacopidium tomentosum (Hedw.) Brid.,Rhacopidium tomentosum,H. Bartram,N/A,N/A,Brazil,Minas Gerais,N/A,N/A,Fazenda de F. Lopez. Cut over woods. On rotting log.,Fazenda de F. Lopez. Cut over woods. On rotting log.,N/A,Alt. 720 m.,N/A,C0341765F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/207/C0341787F.jpg,,W.A. Weber,,,24.IV.1976,1976-04-24,N/A,Rhacopogon tomentosus (Hedw.) Brid.,Rhacopogon tomentosus,W.A. Weber,N/A,N/A,Colombia,Isla Floreana,N/A,N/A,"Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks.","Psidium guajava woodlands and pampas east of Cruz Farm, on rather dry shaded rocks.",N/A,alt. 250-350 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/209/C0341789F.jpg,leg. P.E. Hegewald,P. E. Hegewald,N/A,6726,31.8.1973,1973-08-31,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,E. Hegewald,N/A,N/A,Peru,Amazonas,Prov.Chachapoyas,N/A,Salltaumur zw. Balsas u. Leimembaba.,N/A,N/A,"Erde, Mauer, Strauch, Holz, See, Bach",N/A,1026724,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/214/C0341798F.jpg,Leg. J. & P. A. Florschutz,J. Florschutz,P. A. Florschutz,4715,d.d. 18.XII.1975,1975-12-18,N/A,MUSCI SURINAMENSES Comm. ex Herb. Acad. Rheno-Trai. Racoplilum tomentosum (Hedw.) Brid.,Racomitrium tomentosum,P. A. Florschutz,Det. P. A. Florschutz & J. Florschutz-de Waard,N/A,Suriname,N/A,N/A,N/A,"Hab. Brownsberg, trail to Leo fall. On decaying log.",[precise locality unknown],N/A,N/A,N/A,1028580,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/115/C0341803F.jpg,"E. Linares, S.R. Gradstein and B.O. van Zanten",E. Linares,S.R. Gradstein | B.O. van Zanten,1543,26 Sept. 1984,1984-09-26,N/A,"BRYOPHTA NEOTROPICA EXSICCATA Fascicle II (1986), edited by S. Rob Gradstein distributed by the Institute of Systematic Botany, Utrecht",Racopilum tomentosum,S. Rob Gradstein,N/A,N/A,Colombia,Dept. Meta,Villavicencio,N/A,"forest of the Bavaria brewery near rio Guatiquia, alt. 600 m. On log in forest",forest of the Bavaria brewery near rio Guatiquia,On log in forest,alt. 600 m.,N/A,1065598,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/218/C0341804F.jpg,Marko Lewis,M. Lewis,N/A,83-511,7 Feb 1983,1983-02-07,N/A,Racopilum tomentosum (Hedw.) Brid.,Racopilum tomentosum,Marko Lewis,7 Feb 1983,N/A,Bolivia,Depto. La Paz,Prov. Nor Yungas,Coroico,'Coroico' 1 km S of Coroico along road between Coroico and Yolosó,1 km S of Coroico along road between Coroico and Yolosó,Fruit and coffee plantations. Bark of fruit trees in orchard,1650 m,"16°11'S, 67°43'W",1100344,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/219/C0341805F.jpg,Bartram,H. Bartram,H. Mercedes,8190a,"Sept. 15, 1936",1936-09-15,N/A,Rhacomitrium tomentosum (Sw.) Brid.,Rhacomitrium tomentosum,H. Bartram,Alt. 1950 m.,N/A,Peru,Departamento and Provincia Huanuco,Departamento and Provincia Huanuco,Departamento and Provincia Huanuco,Distrito Churumbamba; Hacienda Mercedes; Poca Perga; old tree trunk in dense shade.,[precise locality unknown],Dense shade,1950 m.,N/A,C0341B0SF,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/220/C0341806F.jpg,Bartram,Bartram,N/A,8165a,"Sept. 9, 1936",1936-09-09,N/A,Rhacomitrium tomentosum (Sw.) Brid.,Rhacomitrium tomentosum,Bartram,N/A,N/A,Peru,Huancauco,Huancauco,N/A,Distrito Churubamha; Hacienda Exito; bank of Rio Yababel; on rock in wood. Alt. 1100 m.,Distrito Churubamha; Hacienda Exito; bank of Rio Yababel; on rock in wood.,N/A,Alt. 1100 m.,N/A,1036304,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2308/221/C0341807F.jpg,Ynes Mexia,Y. Mexia,N/A,8168á,"Sept. 9, 1936",1936-09-09,N/A,Rhacopillum tomentosum (Sw.) Brid.,Rhacopillum tomentosum,Bartram,N/A,N/A,Peru,Departamento and Provincia Huanuco.,Distrito Chubamba; Hacienda Exito; bank of Rio Ysabel; on rock in woods.,N/A,Alt. 1100 m.,[precise locality unknown],N/A,Alt. 1100 m.,N/A,C0341807F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/761/C0341828F.jpg,"Collected in Collaboration with Instituto de Ciencias Naturales, Universidad Nacional, Colombia",Det. H. A. Crum,N/A,16563,"May 19, 1952",1952-05-19,N/A,Leucomium lignicola Spruce ex Mitt. & Callicostella asper (Mitt.) Jaeg.,Leucomium lignicola,Det. H. A. Crum,1956,N/A,Colombia,Amazonas,N/A,N/A,Rio Mitiriparaka; Cahu Guacavia. Altitude about 700 feet.,"On wet, fallen log.",N/A,Altitude about 700 feet,"Lat. 0° 30' S, Long. 70° 40' W",1055465,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/772/C0341834F.jpg,"Dana Griffin, III, Orlando Rangel y",Dana Griffin,Orlando Rangel,"50,186",Julho-Agosto 1977.,1977-07-00,1977-08-00,Leucomium lignicola Spr. ex Mitt.,Leucomium lignicola,Dana Griffin,s.d.,N/A,Colombia,Magdalena,Parque Nacional de la Sierra Nevada de Santa Marta,N/A,"Sobre raíz a ras del suelo, alt. 1600–1700 m. Veriente no-oriental del Río Buritaca. Bosque nublado montano bajo.",[precise locality unknown],N/A,1600-1700 m.,N/A,1029476,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2311/202/C0341890F.jpg,S.P. Churchill et al.,S.P. Churchill,No secondary collectors listed,15466,6 July 1987,1987-07-06,N/A,330. Trachyxiphum tenue (Mitt.) Buck (= Hookeriopsis tenue Mitt.) det. S.P. Churchill,Trachyxiphum tenue,S.P. Churchill,6 July 1987,N/A,Colombia,Antioquia,N/A,N/A,"Mun. de la Union, Cerro San Miguel S of San Miguel, 5°55′N, 75°17′W, alt. 2460-2620 m.","Mun. de la Union, Cerro San Miguel S of San Miguel",In secondary montane forest.,2460-2620 m.,"5°55′N, 75°17′W",1139980,Typed,No type status
https://fm-digital-assets.fieldmuseum.org/2310/492/C0341932F.jpg,"Dana Griffin III, Maria Isabel Morales y Dora Emilia de Retana",Dana Griffin,Maria Morales|Dora Emilia Retana,215,"Julio 3-4, 1977",1977-07-03,1977-07-04,Hypnella pilifer Hook. et Wils.) Jaeg.,Hypnella pilifer,N/A,N/A,N/A,Costa Rica,Cartago,Reserva Forestal Tapantí,Oriental del Río Macho,Bosque muy humedo montano bajo,on trunk of tree,alt. 1.600 m.,1.600 m.,1.340-1.600 m.,1025621,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/951/C0342106F.jpg,John J. Wurdack,J. J. Wurdack,N/A,34365,February 11 1953,1953-02-11,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,E. B. Bartram,N/A,N/A,Venezuela,Estado Bolivar,N/A,N/A,N/A,[precise locality unknown],"Frequent on fallen logs in forest between Camps 3 and 2, elev. 1250 - 1200 m.",1250 - 1200 m.,N/A,1026297,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/953/C0342107F.jpg,Collected along the Rio Negro between Manaus and São Gabriel,William R. Buck,N/A,2445,9-12 July 1979,1979-07-09,1979-07-12,Hookeriopsis parkeriana (Hook. & Grev.) Jaeg.,Hookeriopsis parkeriana,William R. Buck,N/A,N/A,Brazil,Amazonas,N/A,N/A,"Slopes and summit of Serra Curicuati, from Igarapé Aradú of the Rio Curicuati; 00°20’S, 66°50’W. 450 m at summit","Slopes and summit of Serra Curicuati, from Igarapé Aradú of the Rio Curicuati",On branches at summit,450 m,"00°20’S, 66°50’W",1125984,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/974/C0342117F.jpg,Robin B. Foster 4722,R. B. Foster,N/A,4722,30 July 1981,1981-07-30,N/A,Hypnella pilifera (Hook. & Wils.) Jaeg.,Hypnella pilifera,Depto. Pasco,N/A,N/A,Peru,Pasco,N/A,N/A,"E slope of Cordillera Yanachaga, on Tunque–Chuchurpas trail, 1900 m., 10°30’S, 75°30’W. In Weinmannia forest.","E slope of Cordillera Yanachaga, on Tunque–Chuchurpas trail, 1900 m., 10°30’S, 75°30’W. In Weinmannia forest.",In Weinmannia forest.,1900 m.,"10°30’S, 75°30’W.",1059405,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2310/987/C0342123F.jpg,J.W. Fitzpatrick & D.E. Willard S.n.,J. W. Fitzpatrick,D. E. Willard,1059455,4 Dec. 1981,1981-12-04,N/A,Hypnella filifera (Hook. & Wils.) Jaeg.,Hypnella filifera,W. C. Steere,N/A,N/A,Peru,Cuzco,N/A,N/A,"Slopes above Pillahuata, near km. #126 on Cosniñpata Hwy., 2850 m.","Slopes above Pillahuata, near km. #126 on Cosniñpata Hwy.",Extremely mossy elfin cloud forest near shallow ravine.,2850 m.,"13°11’S, 71°22’W.",C0342123F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2311/048/C0342153F.jpg,S.P. Churchill et al. 18335,S.P. Churchill,J.E. Morales | P.M. Jørgensen,18335,11 July 1992,1992-07-11,N/A,Hypnella diversifolia (Mitt.) Jag.,Hypnella diversifolia,S.P. Churchill,1996,N/A,Colombia,Antioquia,N/A,N/A,"Mun. de Valdivia, road to Pueblo Nuevo, Ventanas, 7º5′ N, 75º25′ W, alt. 1950 m.","Mun. de Valdivia, road to Pueblo Nuevo, Ventanas","On talud, in secondary montane forest.",1950 m.,"7º5′ N, 75º25′ W",1139992,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2311/060/C0342159F.jpg,John J. Wurdack,J. J. Wurdack,N/A,34056,"January 7, 1953",1953-01-07,N/A,Hypnella cymbifolia (Hpe.) Jaeg. Det: E. B. Bartram,Hypnella cymbifolia,E. B. Bartram,N/A,N/A,Venezuela,Estado Bolívar,N/A,N/A,"Fruiting scantily on logs. Occasional in rain-forest between Camps 2 and 3, elev. 1200-1250 m.",[precise locality unknown],"Fruiting scantily on logs. Occasional in rain-forest between Camps 2 and 3, elev. 1200-1250 m.",1200-1250 m.,N/A,1026299,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2311/071/C0342164F.jpg,Robin B. Foster 4720,R. B. Foster,N/A,4720,30 July 1981,1981-07-30,N/A,Hypnella pallescens (Hook.) Jaeg.,Hypnella pallescens,W. C. Steere,N/A,N/A,Peru,N/A,N/A,N/A,"DEPTO. PASCO: E slope of Cordillera Yanachaga, on Tunque–Chuchurras trail, 1900 m., 10°30'S, 75°30'W. In Weinmannia forest.",on Tunque–Chuchurras trail,In Weinmannia forest.,1900 m.,"10°30'S, 75°30'W",1059403,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2311/073/C0342165F.jpg,Collected by John J. Wurdack,J. J. Wurdack,,31365,"February 11, 1953",1953-02-11,N/A,Hypnella cymbifolia (Hpe.) Jaeg.,Hypnella cymbifolia,E. B. Bartram,N/A,,Venezuela,Estado Bolivar,,,In forest between Camps 3 and 2.,[precise locality unknown],Frequent on fallen logs,elev. 1250 - 1200 m.,,1026300,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2314/809/C0342515F.jpg,"T. Husnot, a Cachan, par Athis (Orne)",T. Husnot,N/A,s.n.,s.d.,N/A,N/A,109. Weisia compacta Brid. Rocchers schisteux de la Sohretta (Lambadie),Weisia compacta,T. Husnot,N/A,N/A,France,N/A,N/A,N/A,Athis,[precise locality unknown],N/A,N/A,N/A,C0242515F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2303/929/C0398471F.jpg,Coll. H. INOUE,H Inoue,N/A,337,"Jan. 11, 1973.",1973-01-11,N/A,Macromitrium japonicum Doz. et Molk.,Macromitrium japonicum,Z. Iwatsuki,Det.,N/A,Japan,Iriomote Isl,Ryukyu Isls.,N/A,On bark of Pinus thunbergii,Around Shirahama,N/A,elevation about 10 m.,N/A,1021837,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2298/760/C0399126F.jpg,E. R. Reitz | E. P. Bartram,E. R. Reitz,E. P. Bartram,N. 2.464,Data 17.12.1948,1948-12-17,N/A,Campyloopus arctocarpus (Hornsch.) Mitt.,Campyloopus arctocarpus,N/A,N/A,N/A,Brasil,Santa Catarina,N/A,Campo dos Padres,Rio Branco,"Campo dos Padres, Rio Branco",Altit. 2000 msm Erva,Altit. 2000 msm,N/A,C0399129F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2298/823/C0399179F.jpg,Frähm,J.P. Frähm,N/A,1200,22.7.1977,1977-07-22,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,J.P. Frähm,det. Frähm,N/A,Brazil,São Paulo,N/A,N/A,"Serra do Bocaina, Leeseite, an der Straße Campos da Cunha - São José dos Barreiros",N/A,epiphytisch im Podocarpus-Wald,1200 m,N/A,1026026,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2298/847/C0399191F.jpg,Weitz,Weitz,N/A,"29,993",29.1.1948,1948-01-29,N/A,Campylopus arctocarpus (Hornsch.) Mitt.,Campylopus arctocarpus,N/A,1948,N/A,Brazil,Santa Catarina,N/A,N/A,Planitas de Santa Catarina,[precise locality unknown],"Morred Bau, Itajai",Altit. 200 m.sm.,N/A,C0399191F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2301/652/C0679833F.jpg,Jan-Peter Frahm,J. P. Frahm,N/A,1400,N/A,N/A,N/A,Campylopus griseus (HORNSCH.) JAEG.,Campylopus griseus,N/A,5.1987,N/A,Brazil,São Paulo,N/A,N/A,"Pedra Grande bei Aibaia, Campo-Vegetation im Gipfelbereich",[precise locality unknown],N/A,N/A,N/A,C087863F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2301/660/C0679841F.jpg,J.-P. Frahm,J. P. Frahm,N/A,1053590,6.9.1982,1982-06-09,N/A,Campylopus heterostachys (Hamp.) Jaeg.,Campylopus heterostachys,J. P. Frahm,N/A,N/A,Peru,Amazonas,Chachapoyas,Leimebamba,"Strasse Cajamarca–Chachapoyas km 417,5 oberhalb im Nebelwald 2600 m.",[precise locality unknown],N/A,2600 m.,N/A,C0679841F,Typed,no type status
