run name,fieldname,method,gradedMatch,diff gradedMatch,accuracy,diff accuracy,num mismatches,diff mismatches,   ,itemized,errors,  ------>,extraneous preface,"period,extraneous preface",period,spacing,"spacing,period,positive polarity sign",positive polarity sign,"period,positive polarity sign",vowel diacritic,"spacing,vowel diacritic,comma","spacing,comma","period,comma","vowel diacritic,dash","spacing,dash","vowel diacritic,comma","spacing,extraneous preface","spacing,period,comma",bracketed comment,"period,comma,extraneous preface","spacing,period,positive polarity sign,extraneous preface","spacing,period,extraneous preface","spacing,period","comma,extraneous preface",comma,"spacing,period,dash","comma,bracketed comment","vowel diacritic,bracketed comment","spacing,comma,bracketed comment",sum
post_claude-3.5-sonnet-2024-06-26-1050,verbatimCollectors,remove_name_identifiers,57.0,3.0,11.0,1.0,17,1,,,,,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4-2024-05-30-1139,verbatimElevation,remove_altitude_identifiers,69.8,,16.3,,44,,,,,,5,13,20,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
post_gpt-4-2024-05-30-1139,verbatimElevation,remove_altitude_identifiers,77.9,8.100000000000009,19.8,3.5,43,1,,,,,2,1,34,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4-2024-05-30-1025,verbatimElevation,remove_altitude_identifiers,71.3,,12.6,,59,,,,,,10,13,30,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
post_gpt-4-2024-05-30-1025,verbatimElevation,remove_altitude_identifiers,81.6,10.299999999999997,24.1,11.500000000000002,52,7,,,,,1,1,44,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4o-2024-06-11-1050,verbatimElevation,remove_altitude_identifiers,76.7,,38.4,,33,,,,,,8,9,10,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
post_gpt-4o-2024-06-11-1050,verbatimElevation,remove_altitude_identifiers,84.9,8.200000000000003,45.3,6.899999999999999,30,3,,,,,2,0,22,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4o-2024-06-11-1110,verbatimElevation,remove_altitude_identifiers,75.6,,33.7,,34,,,,,,8,8,12,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
post_gpt-4o-2024-06-11-1110,verbatimElevation,remove_altitude_identifiers,83.7,8.100000000000009,40.7,7.0,31,3,,,,,2,0,23,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-opus-2024-06-12-1404,verbatimElevation,remove_altitude_identifiers,58.6,,6.9,,39,,,,,,6,8,19,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,52
post_claude-3-opus-2024-06-12-1404,verbatimElevation,remove_altitude_identifiers,66.7,8.100000000000001,11.5,4.6,36,3,,,,,2,2,26,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-opus-2024-06-12-1440,verbatimElevation,remove_altitude_identifiers,55.7,,8.0,,35,,,,,,5,9,15,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,49
post_claude-3-opus-2024-06-12-1440,verbatimElevation,remove_altitude_identifiers,63.6,7.899999999999999,11.4,3.4000000000000004,33,2,,,,,2,2,23,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-2024-06-20-0153,verbatimElevation,remove_altitude_identifiers,73.6,,31.0,,37,,,,,,13,4,14,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,46
post_gemini-1.5-pro-2024-06-20-0153,verbatimElevation,remove_altitude_identifiers,82.8,9.200000000000003,43.7,12.700000000000003,28,9,,,,,2,1,19,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-2024-06-26-1108,verbatimElevation,remove_altitude_identifiers,74.7,,27.6,,41,,,,,,14,3,15,1,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,51
post_gemini-1.5-pro-2024-06-26-1108,verbatimElevation,remove_altitude_identifiers,82.8,8.099999999999994,40.2,12.600000000000001,32,9,,,,,3,0,20,1,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3.5-sonnet-2024-06-21-1043,verbatimElevation,remove_altitude_identifiers,69.0,,20.7,,43,,,,,,12,13,11,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,57
post_claude-3.5-sonnet-2024-06-21-1043,verbatimElevation,remove_altitude_identifiers,80.5,11.5,33.3,12.599999999999998,33,10,,,,,1,1,24,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3.5-sonnet-2024-06-26-1050,verbatimElevation,remove_altitude_identifiers,69.0,,23.0,,41,,,,,,12,13,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55
post_claude-3.5-sonnet-2024-06-26-1050,verbatimElevation,remove_altitude_identifiers,81.6,12.599999999999994,35.6,12.600000000000001,31,10,,,,,1,1,22,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4-2024-05-30-1139,all 6 fields,all methods,70.0,,35.8,,62,,,,,,7,13,21,7,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
post_gpt-4-2024-05-30-1139,all 6 fields,all methods,71.7,1.7000000000000028,37.7,1.9000000000000057,55,7,,,,,2,1,35,3,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4-2024-05-30-1025,all 6 fields,all methods,76.7,,49.0,,77,,,,,,13,13,32,3,0,1,4,2,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103
post_gpt-4-2024-05-30-1025,all 6 fields,all methods,78.9,2.200000000000003,51.4,2.3999999999999986,68,9,,,,,2,1,46,3,0,1,4,2,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4o-2024-06-11-1050,all 6 fields,all methods,76.7,,43.6,,66,,,,,,23,9,11,2,0,3,0,3,1,9,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,91
post_gpt-4o-2024-06-11-1050,all 6 fields,all methods,79.7,3.0,47.7,4.100000000000001,49,17,,,,,3,0,23,4,0,3,0,3,1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gpt-4o-2024-06-11-1110,all 6 fields,all methods,76.0,,42.9,,66,,,,,,22,8,13,3,0,3,0,3,0,9,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,89
post_gpt-4o-2024-06-11-1110,all 6 fields,all methods,78.9,2.9000000000000057,46.7,3.8000000000000043,50,16,,,,,3,0,24,5,0,3,0,3,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-opus-2024-06-12-1404,all 6 fields,all methods,44.0,,17.1,,52,,,,,,10,8,19,4,0,2,1,1,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,70
post_claude-3-opus-2024-06-12-1404,all 6 fields,all methods,46.8,2.799999999999997,19.9,2.799999999999997,39,13,,,,,2,2,26,1,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3-opus-2024-06-12-1440,all 6 fields,all methods,43.8,,17.5,,47,,,,,,9,9,15,4,0,2,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,66
post_claude-3-opus-2024-06-12-1440,all 6 fields,all methods,46.2,2.4000000000000057,19.9,2.3999999999999986,36,11,,,,,2,2,23,1,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-2024-06-20-0153,all 6 fields,all methods,62.5,,16.0,,144,,,,,,23,8,95,4,0,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,162
post_gemini-1.5-pro-2024-06-20-0153,all 6 fields,all methods,68.7,6.200000000000003,35.5,19.5,48,96,,,,,4,1,28,1,0,3,1,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-2024-06-26-1108,all 6 fields,all methods,63.9,,16.0,,151,,,,,,26,5,101,3,0,4,0,2,0,2,0,0,0,0,0,0,0,3,0,0,1,0,3,0,1,0,0,166
post_gemini-1.5-pro-2024-06-26-1108,all 6 fields,all methods,69.5,5.600000000000001,36.5,20.5,50,101,,,,,6,0,28,1,0,4,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3.5-sonnet-2024-06-21-1043,all 6 fields,all methods,62.3,,27.0,,93,,,,,,13,18,33,4,0,3,0,2,0,2,0,0,0,0,0,0,13,0,0,0,1,0,1,0,0,1,2,119
post_claude-3.5-sonnet-2024-06-21-1043,all 6 fields,all methods,68.4,6.1000000000000085,34.7,7.700000000000003,56,37,,,,,1,1,40,2,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claude-3.5-sonnet-2024-06-26-1050,all 6 fields,all methods,61.9,,27.0,,91,,,,,,13,18,33,3,0,3,0,2,0,2,0,0,0,0,0,0,12,0,0,0,1,0,1,0,0,1,2,117
post_claude-3.5-sonnet-2024-06-26-1050,all 6 fields,all methods,68.2,6.300000000000004,34.7,7.700000000000003,54,37,,,,,1,1,38,2,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
